Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,eigencentrality
6256.0,,,192,1244,1436,1,1,1,1478.62663,0.015366,1
162125.0,,,3,0,3,0,0,0,0,0.004199,0.028339
121358.0,,,3,0,3,0,0,0,0,0.004199,0.028339
109189.0,,,3,0,3,0,0,0,0,0.004199,0.028339
165753.0,,,3,0,3,0,0,0,0,0.004199,0.028339
62116.0,,,3,0,3,0,0,0,0,0.004199,0.028339
79806.0,,,22,23,45,2,0.508475,0.516667,0,0.004199,0.207817
5390213.0,,,64,100,164,2,0.631579,0.708333,2.37337,0.004732,0.38245
175115.0,,,3,0,3,0,0,0,0,0.004199,0.028339
5389895.0,,,64,92,156,2,0.618557,0.691667,0,0.004627,0.410352
5391323.0,,,34,120,154,2,0.666667,0.75,0,0.004242,0.295585
100689.0,,,3,0,3,0,0,0,0,0.004199,0.028339
115995.0,,,3,0,3,0,0,0,0,0.004199,0.028339
167251.0,,,3,0,3,0,0,0,0,0.004199,0.028339
71083.0,,,3,0,3,0,0,0,0,0.004199,0.028339
71733.0,,,3,0,3,0,0,0,0,0.004199,0.028339
87512.0,,,3,0,3,0,0,0,0,0.004199,0.028339
197286.0,,,3,0,3,0,0,0,0,0.004199,0.028339
143257.0,,,69,55,124,2,0.504202,0.508333,0,0.004199,0.651789
2597382.0,,,150,4,154,2,0.504202,0.508333,0,0.011456,0.888547
2598816.0,,,145,8,153,2,0.508475,0.516667,0,0.009846,0.846917
2599832.0,,,141,12,153,2,0.512821,0.525,0,0.008854,0.815885
2598632.0,,,137,16,153,2,0.517241,0.533333,0,0.008157,0.785967
2598242.0,,,133,20,153,2,0.521739,0.541667,0,0.007629,0.757124
2595293.0,,,125,28,153,2,0.530973,0.558333,0,0.006864,0.708695
5347192.0,,,121,32,153,2,0.535714,0.566667,0,0.006574,0.682659
5347196.0,,,117,36,153,2,0.540541,0.575,0,0.006326,0.657566
5347198.0,,,113,40,153,2,0.545455,0.583333,0,0.00611,0.633384
5347200.0,,,111,44,155,2,0.550459,0.591667,0,0.005919,0.628301
5347202.0,,,107,48,155,2,0.555556,0.6,0,0.00575,0.605198
5347204.0,,,101,52,153,2,0.560748,0.608333,0,0.005597,0.564715
5347206.0,,,97,56,153,2,0.566038,0.616667,0,0.00546,0.543915
5357612.0,,,94,60,154,2,0.571429,0.625,0,0.005335,0.532988
5362534.0,,,29,0,29,0,0,0,0,0.004199,0.27394
5366170.0,,,35,12,47,1,1,1,0,0.004536,0.297383
5366182.0,,,91,64,155,2,0.576923,0.633333,0,0.005221,0.522471
5370370.0,,,92,68,160,2,0.582524,0.641667,0,0.005116,0.548791
5379237.0,,,81,72,153,2,0.588235,0.65,0,0.005019,0.464871
5379457.0,,,77,76,153,2,0.594059,0.658333,0,0.004929,0.447732
5379459.0,,,73,80,153,2,0.6,0.666667,0,0.004846,0.431228
5384903.0,,,69,84,153,2,0.606061,0.675,0,0.004768,0.415334
5384905.0,,,72,88,160,2,0.612245,0.683333,0,0.004695,0.463801
5388925.0,,,31,0,31,0,0,0,0,0.004199,0.292833
5390211.0,,,58,96,154,2,0.625,0.7,0,0.004563,0.377046
5391315.0,,,54,104,158,2,0.638298,0.716667,0,0.004441,0.385495
5391317.0,,,50,108,158,2,0.645161,0.725,0,0.004387,0.371363
5391319.0,,,46,112,158,2,0.652174,0.733333,0,0.004336,0.357753
5391321.0,,,42,116,158,2,0.659341,0.741667,0,0.004288,0.344646
5391325.0,,,34,124,158,2,0.674157,0.758333,0,0.004199,0.321172
2599474.0,,,110,24,134,2,0.526316,0.55,0,0.007209,0.556229
2599785.0,,,30,0,30,0,0,0,0,0.009176,0.073647
2594349.0,,,26,4,30,1,1,1,0,0.006753,0.070428
5348700.0,,,22,8,30,1,1,1,0,0.005726,0.067376
5348702.0,,,18,12,30,1,1,1,0,0.005124,0.064483
5348704.0,,,14,16,30,1,1,1,0,0.004718,0.06174
5348706.0,,,10,20,30,1,1,1,0,0.004424,0.059141
5370960.0,,,6,24,30,1,1,1,0,0.004199,0.056677
5366158.0,,,28,0,28,0,0,0,0,0.008091,0.1399
5366160.0,,,24,4,28,1,1,1,0,0.005939,0.134466
5366166.0,,,20,8,28,1,1,1,0,0.005048,0.129267
5391305.0,,,12,16,28,1,1,1,0,0.004199,0.113355
