Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,eigencentrality
15292.0,,,498,611,1109,3,0.441379,0.575521,1618.628725,0.007803,0.345691
165437.0,,,4,0,4,0,0,0,0,0.002821,0.005013
162528.0,,,4,0,4,0,0,0,0,0.002821,0.005013
204949.0,,,4,0,4,0,0,0,0,0.002821,0.005013
71991.0,,,4,0,4,0,0,0,0,0.002821,0.005013
43481.0,,,143,117,260,3,0.385542,0.411458,20,0.002851,0.179552
194973.0,,,4,0,4,0,0,0,0,0.002821,0.005013
195569.0,,,4,0,4,0,0,0,0,0.002821,0.005013
185786.0,,,144,126,270,2,0.507937,0.515625,349.994891,0.002839,0.379988
28744.0,,,131,120,251,3,0.441379,0.466146,95.898148,0.00287,0.425709
201652.0,,,68,64,132,4,0.307692,0.348958,0,0.002821,0.085225
121742.0,,,26,22,48,4,0.307692,0.348958,0,0.002821,0.032586
179304.0,,,47,50,97,4,0.307692,0.348958,0,0.002821,0.058905
132121.0,,,219,210,429,2,0.507937,0.515625,967.106962,0.002839,0.538345
810796.0,,,14,15,29,4,0.307692,0.348958,0,0.002821,0.017546
886838.0,,,14,15,29,4,0.307692,0.348958,0,0.002821,0.017546
961146.0,,,14,15,29,4,0.307692,0.348958,0,0.002821,0.017546
961106.0,,,14,15,29,4,0.307692,0.348958,0,0.002821,0.017546
958615.0,,,14,15,29,4,0.307692,0.348958,0,0.002821,0.017546
958567.0,,,14,15,29,4,0.307692,0.348958,0,0.002821,0.017546
958641.0,,,14,15,29,4,0.307692,0.348958,0,0.002821,0.017546
5355806.0,,,27,3,30,4,0.307692,0.348958,0,0.003788,0.024751
5356588.0,,,22,7,29,4,0.309179,0.356771,0,0.003141,0.023032
5392197.0,,,19,11,30,4,0.31068,0.364583,0,0.002821,0.023813
16872.0,,,1265,1448,2713,3,0.615385,0.786458,3039.371275,0.012261,1
110960.0,,,24,18,42,4,0.383234,0.428385,0,0.002813,0.081566
66331.0,,,33,28,61,4,0.383234,0.428385,0,0.002813,0.112154
45109.0,,,51,46,97,4,0.383234,0.428385,0,0.002813,0.173328
130905.0,,,26,20,46,4,0.385542,0.436198,0,0.002917,0.082455
34398.0,,,39,39,78,4,0.385542,0.436198,0,0.003002,0.126352
169933.0,,,42,37,79,4,0.383234,0.428385,0,0.002813,0.142741
128161.0,,,24,18,42,4,0.383234,0.428385,0,0.002813,0.081566
94864.0,,,114,109,223,4,0.383234,0.428385,0,0.002813,0.38744
103628.0,,,33,28,61,4,0.383234,0.428385,0,0.002813,0.112154
87842.0,,,60,55,115,4,0.383234,0.428385,0,0.002813,0.203916
161350.0,,,69,73,142,4,0.383234,0.428385,0,0.002813,0.234503
191335.0,,,24,19,43,4,0.383234,0.428385,0,0.002813,0.081566
127130.0,,,4,0,4,0,0,0,0,0.002813,0.013594
131984.0,,,4,0,4,0,0,0,0,0.002813,0.013594
64353.0,,,4,0,4,0,0,0,0,0.002813,0.013594
33713.0,,,51,46,97,4,0.383234,0.428385,0,0.002813,0.173328
973016.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
993326.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
84790.0,,,72,73,145,4,0.383234,0.428385,0,0.002813,0.244699
940855.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
940887.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
940800.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
828333.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
979916.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
950392.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
950354.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
950546.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
828281.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
828259.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
828439.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
828409.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
828391.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
828363.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
828066.0,,,18,19,37,4,0.383234,0.428385,0,0.002813,0.061175
2597150.0,,,42,3,45,4,0.383234,0.428385,0,0.004868,0.080532
5351118.0,,,39,7,46,4,0.385542,0.436198,0,0.003964,0.082705
5351126.0,,,34,11,45,4,0.387879,0.44401,0,0.003481,0.078144
5378167.0,,,30,15,45,4,0.390244,0.451823,0,0.003175,0.077
5378169.0,,,26,19,45,4,0.392638,0.459635,0,0.002965,0.075876
5391625.0,,,22,23,45,4,0.395062,0.467448,0,0.002813,0.074769
