Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,eigencentrality
9478.0,,,73,207,280,3,0.426829,0.495238,1146.417891,0.004492,0.485675
95798.0,,,30,7,37,4,0.313901,0.341667,677.176597,0.004799,0.236315
168890.0,,,85,51,136,3,0.443038,0.471429,1292.917435,0.004354,0.803007
19024.0,,,24,204,228,4,0.339806,0.49881,1668,0.028783,0.029555
65390.0,,,49,23,72,3,0.440252,0.464286,144.463843,0.003407,0.377554
120720.0,,,48,24,72,3,0.440252,0.464286,131.917234,0.003407,0.364344
186315.0,,,3,0,3,0,0,0,0,0.003366,0.0194
5390313.0,,,57,7,64,4,0.300429,0.325,0,0.003366,0.368595
9944.0,,,193,883,1076,4,0.479452,0.710714,2764.531178,0.024714,1
188490.0,,,14,8,22,5,0.325581,0.393333,0,0.003373,0.184941
95245.0,,,14,8,22,5,0.325581,0.393333,0,0.003373,0.184941
143448.0,,,15,10,25,5,0.327103,0.400476,39.199612,0.00432,0.188129
5348300.0,,,67,2,69,5,0.325581,0.393333,0,0.007672,0.576455
5348304.0,,,63,6,69,5,0.327103,0.400476,0,0.00618,0.547693
5348306.0,,,59,10,69,5,0.328638,0.407619,0,0.005387,0.520339
5348314.0,,,54,14,68,5,0.330189,0.414762,0,0.004872,0.481768
5348318.0,,,51,18,69,5,0.331754,0.421905,0,0.004503,0.47022
5348322.0,,,46,22,68,5,0.333333,0.429048,0,0.004222,0.434122
5348324.0,,,43,26,69,5,0.334928,0.43619,0,0.003999,0.424931
5356490.0,,,38,30,68,5,0.336538,0.443333,0,0.003818,0.39108
5356496.0,,,34,34,68,5,0.338164,0.450476,0,0.003666,0.371467
5377805.0,,,77,65,142,5,0.35,0.500476,3.874334,0.00373,0.915451
5385177.0,,,27,42,69,5,0.341463,0.464762,0,0.003471,0.319985
5385179.0,,,23,46,69,5,0.343137,0.471905,0,0.003373,0.303831
137387.0,,,3,0,3,0,0,0,0,0.003366,0.0194
169871.0,,,24,11,35,5,0.325581,0.393333,2.60241,0.003407,0.296811
128477.0,,,3,0,3,0,0,0,0,0.003366,0.0194
192603.0,,,3,0,3,0,0,0,0,0.003366,0.0194
150917.0,,,4,0,4,0,0,0,0,0.003547,0.002776
160753.0,,,4,0,4,0,0,0,0,0.003547,0.002776
103944.0,,,5,2,7,5,0.254545,0.308571,0,0.003547,0.00347
111282.0,,,4,0,4,0,0,0,0,0.003547,0.002776
154112.0,,,4,0,4,0,0,0,0,0.003547,0.002776
181604.0,,,4,0,4,0,0,0,0,0.003547,0.002776
5374983.0,,,30,10,40,5,0.25641,0.322857,0,0.004677,0.01691
5375117.0,,,26,14,40,5,0.257353,0.33,0,0.004249,0.014784
5375119.0,,,22,18,40,5,0.258303,0.337143,0,0.003948,0.012888
5375121.0,,,18,22,40,5,0.259259,0.344286,0,0.003722,0.011205
185741.0,,,4,0,4,0,0,0,0,0.003547,0.002776
137415.0,,,4,0,4,0,0,0,0,0.003547,0.002776
204326.0,,,4,0,4,0,0,0,0,0.003547,0.002776
2598616.0,,,38,2,40,5,0.254545,0.308571,0,0.006637,0.021938
2139592.0,,,34,6,40,5,0.255474,0.315714,0,0.005348,0.019288
5379437.0,,,14,26,40,5,0.260223,0.351429,0,0.003547,0.009716
5353224.0,,,26,1,27,5,0.254545,0.308571,0,0.005789,0.014784
5362348.0,,,22,5,27,5,0.255474,0.315714,0,0.004493,0.012888
5378371.0,,,18,9,27,5,0.25641,0.322857,0,0.003898,0.011205
5385137.0,,,14,13,27,5,0.257353,0.33,0,0.003547,0.009716
5357900.0,,,12,1,13,5,0.254545,0.308571,0,0.003547,0.008328
97987.0,,,21,11,32,5,0.325581,0.393333,0,0.003373,0.277411
99139.0,,,21,11,32,5,0.325581,0.393333,0,0.003373,0.277411
169359.0,,,23,13,36,5,0.327103,0.400476,53.899466,0.00432,0.293809
113171.0,,,21,11,32,5,0.325581,0.393333,0,0.003373,0.277411
79339.0,,,21,11,32,5,0.325581,0.393333,0,0.003373,0.277411
157417.0,,,21,11,32,5,0.325581,0.393333,0,0.003373,0.277411
114661.0,,,21,11,32,5,0.325581,0.393333,0,0.003373,0.277411
205540.0,,,21,11,32,5,0.325581,0.393333,0,0.003373,0.277411
157843.0,,,3,0,3,0,0,0,0,0.003373,0.03963
157578.0,,,5,0,5,0,0,0,0,0.003373,0.06605
97074.0,,,3,0,3,0,0,0,0,0.003373,0.03963
193350.0,,,3,0,3,0,0,0,0,0.003373,0.03963
120883.0,,,3,0,3,0,0,0,0,0.003373,0.03963
164157.0,,,3,0,3,0,0,0,0,0.003373,0.03963
80292.0,,,3,0,3,0,0,0,0,0.003373,0.03963
5348302.0,,,68,3,71,5,0.325581,0.393333,0,0.006197,0.757708
5348308.0,,,61,7,68,5,0.327103,0.400476,0,0.005112,0.682634
5348310.0,,,56,11,67,5,0.328638,0.407619,0,0.004505,0.636324
5348316.0,,,52,15,67,5,0.330189,0.414762,0,0.004106,0.604814
5356492.0,,,46,19,65,5,0.331754,0.421905,0,0.003819,0.549697
5370402.0,,,45,23,68,5,0.333333,0.429048,0,0.003601,0.560074
5381357.0,,,34,31,65,5,0.336538,0.443333,0,0.003373,0.449142
