"cas"	"cluster"
"3625"	"107-96-0"	100
"3626"	"2840-28-0"	100
"3627"	"112-86-7"	100
"3628"	"76-22-2"	100
"3629"	"464-45-9"	100
"3630"	"1132-61-2"	100
"3631"	"2756-56-1"	100
"3632"	"26305-03-3"	100
"3633"	"3188-00-9"	100
"3634"	"87-69-4"	100
"3635"	"2591-86-8"	100
"3636"	"939-48-0"	100
"3637"	"2398-81-4"	100
"3638"	"108-89-4"	100
"3639"	"105-37-3"	100
"3640"	"112-15-2"	100
"3641"	"3010-96-6"	100
"3642"	"144-02-5"	100
"3643"	"120-65-0"	100
"3644"	"3397-62-4"	100
"3645"	"83-41-0"	100
"3646"	"52508-35-7"	100
"3647"	"78-08-0"	100
"3648"	"154361-50-9"	100
"3649"	"2387-59-9"	100
"3650"	"75847-73-3"	100
"3651"	"144-83-2"	100
"3652"	"67-16-3"	100
"3653"	"532-03-6"	100
"3654"	"110958-19-5"	100
"3655"	"651-06-9"	100
"3656"	"22398-80-7"	100
"3657"	"70321-85-6"	100
"3658"	"22113-86-6"	100
"3659"	"6290-17-1"	100
"3660"	"21312-10-7"	100
"3661"	"29836-26-8"	100
"3662"	"6010-91-9"	100
"3663"	"631-27-6"	100
"3664"	"108-93-0"	100
"3665"	"541-05-9"	100
"3666"	"591-80-0"	100
"3667"	"56-04-2"	100
"3668"	"2217-02-9"	100
"3669"	"130693-82-2"	100
"3670"	"72432-03-2"	100
"3671"	"1193-18-6"	100
"3672"	"629-50-5"	100
"3673"	"7632-00-0"	100
"3674"	"104-50-7"	100
"3675"	"344790-87-0"	100
"3676"	"25899-50-7"	100
"3677"	"1606-85-5"	100
"3678"	"610-96-8"	100
"3679"	"51-15-0"	100
"3680"	"4618-18-2"	100
"3681"	"3878-55-5"	100
"3682"	"18507-89-6"	100
"3683"	"678-39-7"	100
"3684"	"75277-39-3"	100
"3685"	"2050-60-4"	100
"3686"	"112-35-6"	100
"3687"	"6192-52-5"	100
"3688"	"872-10-6"	100
"3689"	"119615-63-3"	100
"3690"	"230615-23-3"	100
"3691"	"110-15-6"	100
"3692"	"1421-14-3"	100
"3693"	"540-59-0"	100
"3694"	"13189-98-5"	100
"3695"	"3160-91-6"	100
"3696"	"7360-44-3"	100
"3697"	"544-77-4"	100
"3698"	"112-71-0"	100
"3699"	"3366-95-8"	100
"3700"	"93-55-0"	100
"3701"	"67024-46-8"	100
"3702"	"1111-78-0"	100
"3703"	"5333-42-6"	100
"3704"	"2948-46-1"	100
"3705"	"64-17-5"	100
"3706"	"25339-09-7"	100
"3707"	"85-44-9"	100
"3708"	"19368-18-4"	100
"3709"	"6968-72-5"	100
"3710"	"97-72-3"	100
"3711"	"75820-08-5"	100
"3712"	"64-10-8"	100
"3713"	"51781-21-6"	100
"3714"	"68367-52-2"	100
"3715"	"65-23-6"	100
"3716"	"6284-40-8"	100
"3717"	"3054-95-3"	100
"3718"	"56715-13-0"	100
"3719"	"56539-66-3"	100
"3720"	"21434-91-3"	100
"3721"	"138-22-7"	100
"3722"	"34451-19-9"	100
"3723"	"18699-02-0"	100
"3724"	"105-13-5"	100
"3725"	"1772-03-8"	100
"3726"	"1738-25-6"	100
"3727"	"76-39-1"	100
"3728"	"17945-05-0"	100
"3729"	"3085-30-1"	100
"3730"	"68039-49-6"	100
"3731"	"92339-11-2"	100
"3732"	"3238-60-6"	100
"3733"	"106-23-0"	100
"3734"	"10124-37-5"	100
"3735"	"13446-18-9"	100
"3736"	"7424-00-2"	100
"3737"	"516474-01-4"	100
"3738"	"3039-83-6"	100
"3739"	"21721-92-6"	100
"3740"	"91-17-8"	100
"3741"	"89-78-1"	100
"3742"	"7492-70-8"	100
"3743"	"40649-36-3"	100
"3744"	"51-45-6"	100
"3745"	"NOCAS_49445"	100
"3746"	"NOCAS_49447"	100
"3747"	"NOCAS_49454"	100
"3748"	"NOCAS_49468"	100
"3749"	"NOCAS_49489"	100
"3750"	"67151-63-7"	100
"3751"	"2403-89-6"	100
"3752"	"32435-46-4"	100
"3753"	"85264-33-1"	100
"3754"	"2457-01-4"	100
"3755"	"104-51-8"	100
"3756"	"3896-11-5"	100
"3757"	"97-44-9"	100
"3758"	"3302-10-1"	100
"3759"	"859-18-7"	100
"3760"	"94-36-0"	100
"3761"	"71-30-7"	100
"3762"	"34885-03-5"	100
"3763"	"60-18-4"	100
"3764"	"78-67-1"	100
"3765"	"145821-59-6"	100
"3766"	"33693-84-4"	100
"3767"	"520-45-6"	100
"3768"	"6281-42-1"	100
"3769"	"111-43-3"	100
"3770"	"108-64-5"	100
"3771"	"616-21-7"	100
"3772"	"59-67-6"	100
"3773"	"104098-48-8"	100
"3774"	"330671-29-9"	100
"3775"	"149-73-5"	100
"3776"	"525-79-1"	100
"3777"	"92-13-7"	100
"3778"	"495-69-2"	100
"3779"	"1571-33-1"	100
"3780"	"467-55-0"	100
"3781"	"140-95-4"	100
"3782"	"1824-81-3"	100
"3783"	"81-11-8"	100
"3784"	"1188-37-0"	100
"3785"	"554-12-1"	100
"3786"	"1123-85-9"	100
"3787"	"621-76-1"	100
"3788"	"3724-43-4"	100
"3789"	"125401-92-5"	100
"3790"	"10052-47-8"	100
"3791"	"7665-72-7"	100
"3792"	"142-19-8"	100
"3793"	"60-32-2"	100
"3794"	"615-74-7"	100
"3795"	"7195-27-9"	100
"3796"	"25162-00-9"	100
"3797"	"122-88-3"	100
"3798"	"97-88-1"	100
"3799"	"762-04-9"	100
"3800"	"7789-38-0"	100
"3801"	"121-17-5"	100
"3802"	"97-95-0"	100
"3803"	"82985-35-1"	100
"3804"	"68291-97-4"	100
"3805"	"76-12-0"	100
"3806"	"60142-96-3"	100
"3807"	"149-32-6"	100
"3808"	"90-42-6"	100
"3809"	"112-25-4"	100
"3810"	"4420-74-0"	100
"3811"	"127-41-3"	100
"3812"	"11099-07-3"	100
"3813"	"339-43-5"	100
"3814"	"1453-82-3"	100
"3815"	"923-26-2"	100
"3816"	"105-21-5"	100
"3817"	"996-35-0"	100
"3818"	"103-37-7"	100
"3819"	"42200-33-9"	100
"3820"	"114607-46-4"	100
"3821"	"7631-86-9"	100
"3822"	"3698-94-0"	100
"3823"	"1883-78-9"	100
"3824"	"2386-60-9"	100
"3825"	"350-03-8"	100
"3826"	"83-40-9"	100
"3827"	"86-34-0"	100
"3828"	"1220-83-3"	100
"3829"	"23235-61-2"	100
"3830"	"868-77-9"	100
"3831"	"75438-57-2"	100
"3832"	"540-07-8"	100
"3833"	"NOCAS_47796"	100
"3834"	"2896-70-0"	100
"3835"	"98206-09-8"	100
"3836"	"89-71-4"	100
"3837"	"1188-21-2"	100
"3838"	"161605-73-8"	100
"3839"	"17766-26-6"	100
"3840"	"2639-63-6"	100
"3841"	"36673-16-2"	100
"3842"	"614-18-6"	100
"3843"	"83-42-1"	100
"3844"	"628-97-7"	100
"3845"	"95635-55-5"	100
"3846"	"25717-80-0"	100
"3847"	"501-52-0"	100
"3848"	"541-02-6"	100
"3849"	"109-86-4"	100
"3850"	"10420-33-4"	100
"3851"	"7005-47-2"	100
"3852"	"3811-04-9"	100
"3853"	"23249-97-0"	100
"3854"	"420-04-2"	100
"3855"	"75-64-9"	100
"3856"	"629-62-9"	100
"3857"	"105-08-8"	100
"3858"	"1335-66-6"	100
"3859"	"112-14-1"	100
"3860"	"924-88-9"	100
"3861"	"608140-09-6"	100
"3862"	"110-42-9"	100
"3863"	"10032-15-2"	100
"3864"	"50978-11-5"	100
"3865"	"112-18-5"	100
"3866"	"60414-06-4"	100
"3867"	"131-70-4"	100
"3868"	"2971-90-6"	100
"3869"	"5959-95-5"	100
"3870"	"3333-52-6"	100
"3871"	"26447-10-9"	100
"3872"	"60-02-6"	101
"3873"	"73-49-4"	101
"3874"	"443-79-8"	101
"3875"	"87771-40-2"	101
"3876"	"474368-70-2"	101
"3877"	"139110-80-8"	101
"3878"	"528-44-9"	101
"3879"	"71475-35-9"	101
"3880"	"57-39-6"	101
"3881"	"927-19-5"	101
"3882"	"71-27-2"	101
"3883"	"72-19-5"	101
"3884"	"693-58-3"	101
"3885"	"137-16-6"	101
"3886"	"100-40-3"	101
"3887"	"102-54-5"	101
"3888"	"501-30-4"	101
"3889"	"361-09-1"	101
"3890"	"13952-84-6"	101
"3891"	"2627-95-4"	101
"3892"	"38205-60-6"	101
"3893"	"6262-42-6"	101
"3894"	"24584-09-6"	101
"3895"	"30299-08-2"	101
"3896"	"4655-34-9"	101
"3897"	"354-58-5"	101
"3898"	"85622-93-1"	101
"3899"	"86508-42-1"	101
"3900"	"26644-00-8"	101
"3901"	"57-67-0"	101
"3902"	"97-99-4"	101
"3903"	"1954-79-6"	101
"3904"	"123-29-5"	101
"3905"	"537-55-3"	101
"3906"	"2901-75-9"	101
"3907"	"56-34-8"	101
"3908"	"543-49-7"	101
"3909"	"3878-80-6"	101
"3910"	"540-18-1"	101
"3911"	"931-19-1"	101
"3912"	"827-21-4"	101
"3913"	"85-40-5"	101
"3914"	"118-74-1"	101
"3915"	"1124-63-6"	101
"3916"	"1569-69-3"	101
"3917"	"150915-40-5"	101
"3918"	"463-04-7"	101
"3919"	"2043-55-2"	101
"3920"	"1306-19-0"	101
"3921"	"89-05-4"	101
"3922"	"100-00-5"	101
"3923"	"7414-83-7"	101
"3924"	"72420-38-3"	101
"3925"	"98-92-0"	101
"3926"	"73334-07-3"	101
"3927"	"7783-18-8"	101
"3928"	"3817-11-6"	101
"3929"	"1701-77-5"	101
"3930"	"6881-94-3"	101
"3931"	"59160-29-1"	101
"3932"	"4621-04-9"	101
"3933"	"768-94-5"	101
"3934"	"151-10-0"	101
"3935"	"526-99-8"	101
"3936"	"124-76-5"	101
"3937"	"608-66-2"	101
"3938"	"825-90-1"	101
"3939"	"606-17-7"	101
"3940"	"2173-56-0"	101
"3941"	"74258-86-9"	101
"3942"	"27724-96-5"	101
"3943"	"110221-44-8"	101
"3944"	"74-95-3"	101
"3945"	"151-05-3"	101
"3946"	"4553-62-2"	101
"3947"	"24801-88-5"	101
"3948"	"33490-33-4"	101
"3949"	"NOCAS_47267"	101
"3950"	"36768-62-4"	101
"3951"	"2156-96-9"	101
"3952"	"473289-62-2"	101
"3953"	"13889-92-4"	101
"3954"	"44860-68-6"	101
"3955"	"180-84-7"	101
"3956"	"109-84-2"	101
"3957"	"13402-08-9"	101
"3958"	"919-31-3"	101
"3959"	"17465-86-0"	101
"3960"	"75-50-3"	101
"3961"	"91-66-7"	101
"3962"	"929-06-6"	101
"3963"	"89-00-9"	101
"3964"	"623-03-0"	101
"3965"	"67715-80-4"	101
"3966"	"3132-64-7"	101
"3967"	"112-92-5"	101
"3968"	"70989-04-7"	101
"3969"	"7491-74-9"	101
"3970"	"542-76-7"	101
"3971"	"122-00-9"	101
"3972"	"2445-76-3"	101
"3973"	"191732-72-6"	101
"3974"	"100-48-1"	101
"3975"	"15721-78-5"	101
"3976"	"13010-47-4"	101
"3977"	"80125-14-0"	101
"3978"	"102-79-4"	101
"3979"	"952-54-5"	101
"3980"	"2385-85-5"	101
"3981"	"118-61-6"	101
"3982"	"126-98-7"	101
"3983"	"119-13-1"	101
"3984"	"77-67-8"	101
"3985"	"109-59-1"	101
"3986"	"935-69-3"	101
"3987"	"138890-62-7"	101
"3988"	"87333-19-5"	101
"3989"	"1120-36-1"	101
"3990"	"13254-34-7"	101
"3991"	"3508-00-7"	101
"3992"	"2835-39-4"	101
"3993"	"166412-78-8"	101
"3994"	"97-30-3"	101
"3995"	"61-78-9"	101
"3996"	"57754-85-5"	101
"3997"	"103-38-8"	101
"3998"	"10213-75-9"	101
"3999"	"2465-59-0"	101
"4000"	"1501-27-5"	101
"4001"	"3748-13-8"	101
"4002"	"115436-72-1"	101
"4003"	"10338-51-9"	101
"4004"	"644-97-3"	101
"4005"	"114651-37-5"	101
"4006"	"7758-09-0"	101
"4007"	"16773-42-5"	101
"4008"	"137-88-2"	101
"4009"	"174899-66-2"	101
"4010"	"174501-65-6"	101
"4011"	"307492-75-7"	101
"4012"	"174899-72-0"	101
"4013"	"827-19-0"	101
"4014"	"53179-13-8"	101
"4015"	"77-06-5"	101
"4016"	"103-48-0"	101
"4017"	"118-93-4"	101
"4018"	"79917-89-8"	101
"4019"	"111-11-5"	101
"4020"	"1538-09-6"	101
"4021"	"140-88-5"	101
"4022"	"1112-39-6"	101
"4023"	"1313-27-5"	101
"4024"	"57470-78-7"	101
"4025"	"51940-44-4"	101
"4026"	"657-84-1"	101
"4027"	"544-16-1"	101
"4028"	"826-36-8"	101
"4029"	"2156-56-1"	101
"4030"	"96-82-2"	101
"4031"	"58-93-5"	101
"4032"	"21948-70-9"	101
"4033"	"50903-99-6"	101
"4034"	"67701-03-5"	101
"4035"	"100-14-1"	101
"4036"	"76-49-3"	101
"4037"	"10004-44-1"	101
"4038"	"652-67-5"	101
"4039"	"4312-99-6"	101
"4040"	"89396-94-1"	101
"4041"	"826-62-0"	101
"4042"	"107-70-0"	101
"4043"	"1134-47-0"	101
"4044"	"2490-97-3"	101
"4045"	"539-15-1"	101
"4046"	"590-47-6"	101
"4047"	"74863-84-6"	101
"4048"	"152-47-6"	101
"4049"	"603-00-9"	101
"4050"	"111-88-6"	101
"4051"	"5355-16-8"	101
"4052"	"470-99-5"	101
"4053"	"1198-77-2"	101
"4054"	"33467-74-2"	101
"4055"	"32462-30-9"	101
"4056"	"7227-91-0"	101
"4057"	"2499-95-8"	101
"4058"	"543-15-7"	101
"4059"	"71-36-3"	101
"4060"	"3033-77-0"	101
"4061"	"1076-56-8"	101
"4062"	"2212-32-0"	101
"4063"	"140-08-9"	101
"4064"	"23779-32-0"	101
"4065"	"155-41-9"	101
"4066"	"76420-72-9"	101
"4067"	"103-45-7"	101
"4068"	"29122-68-7"	101
"4069"	"628-46-6"	101
"4070"	"124-06-1"	101
"4071"	"111-25-1"	101
"4072"	"87-33-2"	101
"4073"	"2855-19-8"	101
"4074"	"66-84-2"	101
"4075"	"93-89-0"	101
"4076"	"107-54-0"	101
"4077"	"5534-95-2"	101
"4078"	"77191-36-7"	101
"4079"	"7631-99-4"	101
"4080"	"127-69-5"	101
"4081"	"524-36-7"	101
"4082"	"6940-78-9"	101
"4083"	"69227-51-6"	101
"4084"	"65039-08-9"	101
"4085"	"412009-61-1"	101
"4086"	"143314-16-3"	101
"4087"	"27247-96-7"	101
"4088"	"2216-51-5"	101
"4089"	"1195-16-0"	101
"4090"	"2152-34-3"	101
"4091"	"6923-52-0"	101
"4092"	"66108-95-0"	101
"4093"	"124-13-0"	101
"4094"	"NOCAS_49448"	101
"4095"	"NOCAS_49451"	101
"4096"	"NOCAS_49452"	101
"4097"	"NOCAS_49455"	101
"4098"	"NOCAS_49464"	101
"4099"	"NOCAS_49465"	101
"4100"	"NOCAS_49470"	101
"4101"	"NOCAS_49472"	101
"4102"	"NOCAS_49473"	101
"4103"	"NOCAS_49474"	101
"4104"	"NOCAS_49477"	101
"4105"	"NOCAS_49490"	101
"4106"	"NOCAS_49491"	101
"4107"	"1143-38-0"	101
"4108"	"94-08-6"	101
"4109"	"4927-39-3"	101
"4110"	"2037-95-8"	101
"4111"	"98-79-3"	101
"4112"	"111-17-1"	101
"4113"	"74-79-3"	101
"4114"	"103-65-1"	101
"4115"	"862243-29-6"	101
"4116"	"32449-92-6"	101
"4117"	"79-16-3"	101
"4118"	"16893-85-9"	101
"4119"	"563-47-3"	101
"4120"	"81-23-2"	101
"4121"	"350-48-1"	101
"4122"	"67-56-1"	101
"4123"	"1707-14-8"	101
"4124"	"109-83-1"	101
"4125"	"77-65-6"	101
"4126"	"57-15-8"	101
"4127"	"25168-05-2"	101
"4128"	"939-97-9"	101
"4129"	"4107-98-6"	101
"4130"	"109-53-5"	101
"4131"	"25439-20-7"	101
"4132"	"85-73-4"	101
"4133"	"533-45-9"	101
"4134"	"210880-92-5"	101
"4135"	"461-05-2"	101
"4136"	"90-80-2"	101
"4137"	"123-51-3"	101
"4138"	"2050-43-3"	101
"4139"	"121-61-9"	101
"4140"	"106308-44-5"	101
"4141"	"106-27-4"	101
"4142"	"111-01-3"	101
"4143"	"26842-43-3"	101
"4144"	"94746-78-8"	101
"4145"	"54-86-4"	101
"4146"	"109-43-3"	101
"4147"	"1746-23-2"	101
"4148"	"84611-23-4"	101
"4149"	"361442-04-8"	101
"4150"	"632-79-1"	101
"4151"	"3772-76-7"	101
"4152"	"1873-88-7"	101
"4153"	"60200-06-8"	101
"4154"	"127-79-7"	101
"4155"	"3648-20-2"	101
"4156"	"93-92-5"	101
"4157"	"630-20-6"	101
"4158"	"2163-42-0"	101
"4159"	"26115-70-8"	101
"4160"	"70788-28-2"	101
"4161"	"53994-73-3"	101
"4162"	"20780-48-7"	101
"4163"	"19562-30-2"	101
"4164"	"51-06-9"	101
"4165"	"590-17-0"	101
"4166"	"933-52-8"	101
"4167"	"106-68-3"	101
"4168"	"56010-88-9"	101
"4169"	"100-86-7"	101
"4170"	"28797-61-7"	101
"4171"	"821-06-7"	101
"4172"	"125-84-8"	101
"4173"	"328-38-1"	101
"4174"	"124-40-3"	101
"4175"	"513-86-0"	101
"4176"	"14765-30-1"	101
"4177"	"64204-55-3"	101
"4178"	"19819-98-8"	101
"4179"	"138-87-4"	101
"4180"	"4940-39-0"	101
"4181"	"70-18-8"	101
"4182"	"3563-14-2"	101
"4183"	"122795-43-1"	101
"4184"	"5072-45-7"	101
"4185"	"9016-00-6"	101
"4186"	"160415-07-6"	101
"4187"	"84088-42-6"	101
"4188"	"1027-87-8"	101
"4189"	"98-98-6"	101
"4190"	"4468-42-2"	101
"4191"	"65-30-5"	101
"4192"	"95-93-2"	101
"4193"	"69542-93-4"	101
"4194"	"56-06-4"	101
"4195"	"94535-50-9"	101
"4196"	"25954-13-6"	101
"4197"	"108-01-0"	101
"4198"	"71-43-2"	101
"4199"	"99665-00-6"	101
"4200"	"89-86-1"	101
"4201"	"2495-39-8"	101
"4202"	"1934-75-4"	101
"4203"	"110-52-1"	101
"4204"	"28664-35-9"	101
"4205"	"627-91-8"	101
"4206"	"71-55-6"	101
"4207"	"9016-87-9"	101
"4208"	"72599-27-0"	101
"4209"	"55870-64-9"	101
"4210"	"546-80-5"	101
"4211"	"623-42-7"	101
"4212"	"54856-23-4"	101
"4213"	"173399-03-6"	101
"4214"	"76568-02-0"	101
"4215"	"122-96-3"	101
"4216"	"103725-47-9"	101
"4217"	"NOCAS_47265"	101
"4218"	"122-63-4"	101
"4219"	"104344-23-2"	101
"4220"	"96020-91-6"	101
"4221"	"487-79-6"	101
"4222"	"80-35-3"	101
"4223"	"5464-78-8"	101
"4224"	"106-91-2"	101
"4225"	"2437-56-1"	101
"4226"	"552-45-4"	101
"4227"	"3391-86-4"	101
"4228"	"6411-75-2"	101
"4229"	"20684-06-4"	101
"4230"	"893443-18-0"	101
"4231"	"1824-58-4"	101
"4232"	"39511-08-5"	101
"4233"	"60-26-4"	101
"4234"	"112-66-3"	101
"4235"	"22668-01-5"	101
"4236"	"683-72-7"	101
"4237"	"57-08-9"	101
"4238"	"105-06-6"	101
"4239"	"75-05-8"	101
"4240"	"6294-89-9"	101
"4241"	"98-46-4"	101
"4242"	"144481-98-1"	101
"4243"	"540-88-5"	101
"4244"	"63245-28-3"	101
"4245"	"532-32-1"	101
"4246"	"105-45-3"	101
"4247"	"107-06-2"	101
"4248"	"926-39-6"	101
"4249"	"18172-67-3"	101
"4250"	"423-55-2"	101
"4251"	"244193-48-4"	101
"4252"	"1679-07-8"	101
"4253"	"33402-03-8"	101
"4254"	"115-77-5"	101
"4255"	"1698-60-8"	101
"4256"	"109-99-9"	101
"4257"	"6012-97-1"	101
"4258"	"98-50-0"	101
"4259"	"5989-54-8"	101
"4260"	"80-32-0"	101
"4261"	"2022-85-7"	101
"4262"	"82547-58-8"	101
"4263"	"79-01-6"	101
"4264"	"7779-27-3"	101
"4265"	"16142-27-1"	101
"4266"	"83-67-0"	101
"4267"	"58-85-5"	101
"4268"	"185517-21-9"	101
"4269"	"581-42-0"	101
"4270"	"165252-70-0"	101
"4271"	"99-85-4"	101
"4272"	"10042-59-8"	101
"4273"	"68767-14-6"	101
"4274"	"93-60-7"	101
"4275"	"327022-58-2"	101
"4276"	"NOCAS_49390"	101
"4277"	"1118-71-4"	101
"4278"	"110-53-2"	101
"4279"	"108-20-3"	101
"4280"	"15686-71-2"	101
"4281"	"928-95-0"	101
"4282"	"6938-94-9"	101
"4283"	"61755-34-8"	101
"4284"	"105-44-2"	101
"4285"	"3148-73-0"	101
"4286"	"70-07-5"	101
"4287"	"6425-39-4"	101
"4288"	"103766-25-2"	101
"4289"	"51-56-9"	101
"4290"	"143-08-8"	101
"4291"	"122-11-2"	101
"4292"	"4128-37-4"	102
"4293"	"3934-20-1"	102
"4294"	"2782-57-2"	102
"4295"	"111-85-3"	102
"4296"	"29964-84-9"	102
"4297"	"89-36-1"	102
"4298"	"515-40-2"	102
"4299"	"147536-97-8"	102
"4300"	"11013-97-1"	102
"4301"	"520-27-4"	102
"4302"	"39255-32-8"	102
"4303"	"271-89-6"	102
"4304"	"616-09-1"	102
"4305"	"67953-08-6"	102
"4306"	"80573-04-2"	102
"4307"	"342789-81-5"	102
"4308"	"292140-86-4"	102
"4309"	"915-67-3"	102
"4310"	"2052-15-5"	102
"4311"	"2058-46-0"	102
"4312"	"140462-76-6"	102
"4313"	"4792-15-8"	102
"4314"	"91940-87-3"	102
"4315"	"2455-24-5"	102
"4316"	"98-44-2"	102
"4317"	"66215-27-8"	102
"4318"	"77-79-2"	102
"4319"	"623-84-7"	102
"4320"	"111-46-6"	102
"4321"	"14293-44-8"	102
"4322"	"97683-31-3"	102
"4323"	"14073-97-3"	102
"4324"	"NOCAS_47333"	102
"4325"	"65039-09-0"	102
"4326"	"NOCAS_49456"	102
"4327"	"106-46-7"	102
"4328"	"60-54-8"	102
"4329"	"3564-09-8"	102
"4330"	"695-34-1"	102
"4331"	"88-09-5"	102
"4332"	"370865-80-8"	102
"4333"	"10039-54-0"	102
"4334"	"7787-56-6"	102
"4335"	"338-69-2"	102
"4336"	"795-38-0"	102
"4337"	"7581-97-7"	102
"4338"	"68-19-9"	102
"4339"	"822-06-0"	102
"4340"	"34590-94-8"	102
"4341"	"112-40-3"	102
"4342"	"104-06-3"	102
"4343"	"114-49-8"	102
"4344"	"118-47-8"	102
"4345"	"99-49-0"	102
"4346"	"4083-64-1"	102
"4347"	"76541-72-5"	102
"4348"	"17692-71-6"	102
"4349"	"831-59-4"	102
"4350"	"52829-07-9"	102
"4351"	"121-19-7"	102
"4352"	"30560-19-1"	102
"4353"	"52225-20-4"	102
"4354"	"931-97-5"	102
"4355"	"2657-00-3"	103
"4356"	"106-50-3"	103
"4357"	"860-22-0"	103
"4358"	"100-22-1"	103
"4359"	"41372-08-1"	103
"4360"	"555-30-6"	103
"4361"	"327-97-9"	103
"4362"	"28094-15-7"	103
"4363"	"220620-09-7"	103
"4364"	"82854-37-3"	103
"4365"	"139233-53-7"	103
"4366"	"54150-69-5"	103
"4367"	"90-51-7"	103
"4368"	"92-87-5"	103
"4369"	"531-85-1"	103
"4370"	"609-20-1"	103
"4371"	"1143-72-2"	103
"4372"	"153-18-4"	103
"4373"	"6153-64-6"	103
"4374"	"79-57-2"	103
"4375"	"119-90-4"	103
"4376"	"104-91-6"	103
"4377"	"89-57-6"	103
"4378"	"5930-28-9"	103
"4379"	"105-11-3"	103
"4380"	"149-91-7"	103
"4381"	"6632-68-4"	103
"4382"	"119-93-7"	103
"4383"	"612-82-8"	103
"4384"	"331-39-5"	103
"4385"	"6258-06-6"	103
"4386"	"60719-84-8"	103
"4387"	"93-00-5"	103
"4388"	"4680-78-8"	103
"4389"	"2508-79-4"	103
"4390"	"54827-17-7"	103
"4391"	"51-61-6"	103
"4392"	"87-66-1"	103
"4393"	"107-35-7"	103
"4394"	"785-30-8"	103
"4395"	"70831-56-0"	103
"4396"	"119-40-4"	103
"4397"	"654055-01-3"	103
"4398"	"28631-66-5"	103
"4399"	"965-90-2"	104
"4400"	"57-63-6"	104
"4401"	"16320-04-0"	104
"4402"	"434-03-7"	104
"4403"	"53-16-7"	104
"4404"	"4245-41-4"	104
"4405"	"53-43-0"	104
"4406"	"2998-57-4"	104
"4407"	"58-18-4"	104
"4408"	"434-07-1"	104
"4409"	"72-33-3"	104
"4410"	"35189-28-7"	104
"4411"	"10161-33-8"	104
"4412"	"58-22-0"	104
"4413"	"853-23-6"	104
"4414"	"434-22-0"	104
"4415"	"521-18-6"	104
"4416"	"297-76-7"	104
"4417"	"57-85-2"	104
"4418"	"50-27-1"	104
"4419"	"152-43-2"	104
"4420"	"60282-87-3"	104
"4421"	"62-90-8"	104
"4422"	"313-06-4"	104
"4423"	"68-22-4"	104
"4424"	"50-28-2"	104
"4425"	"57-91-0"	104
"4426"	"6533-00-2"	104
"4427"	"797-63-7"	104
"4428"	"5630-53-5"	104
"4429"	"72-63-9"	104
"4430"	"52-76-6"	104
"4431"	"605-32-3"	105
"4432"	"2081-08-5"	105
"4433"	"101-53-1"	105
"4434"	"520-18-3"	105
"4435"	"520-36-5"	105
"4436"	"501-36-0"	105
"4437"	"2467-03-0"	105
"4438"	"84-17-3"	105
"4439"	"1137-42-4"	105
"4440"	"1470-79-7"	105
"4441"	"6344-67-8"	105
"4442"	"620-92-8"	105
"4443"	"6898-97-1"	105
"4444"	"518-82-1"	105
"4445"	"42019-78-3"	105
"4446"	"611-99-4"	105
"4447"	"13020-57-0"	105
"4448"	"446-72-0"	105
"4449"	"92-88-6"	105
"4450"	"60-82-2"	105
"4451"	"80-09-1"	105
"4452"	"2664-63-3"	105
"4453"	"130-80-3"	105
"4454"	"25804-49-3"	105
"4455"	"474-86-2"	105
"4456"	"491-80-5"	105
"4457"	"131-55-5"	105
"4458"	"4247-02-3"	105
"4459"	"92-69-3"	105
"4460"	"2443-58-5"	105
"4461"	"486-66-8"	105
"4462"	"31127-54-5"	105
"4463"	"831-82-3"	105
"4464"	"17696-61-6"	105
"4465"	"131-56-6"	105
"4466"	"479-13-0"	105
"4467"	"2057-49-0"	106
"4468"	"179465-71-5"	106
"4469"	"129-15-7"	106
"4470"	"104-40-5"	106
"4471"	"500-66-3"	106
"4472"	"92-04-6"	106
"4473"	"101-18-8"	106
"4474"	"126833-17-8"	106
"4475"	"136-77-6"	106
"4476"	"124495-18-7"	106
"4477"	"37609-25-9"	107
"4478"	"4130-42-1"	107
"4479"	"99607-70-2"	107
"4480"	"1638-22-8"	107
"4481"	"122-39-4"	107
"4482"	"7212-44-4"	107
"4483"	"54982-83-1"	107
"4484"	"13171-00-1"	107
"4485"	"608-73-1"	107
"4486"	"319-84-6"	107
"4487"	"86089-17-0"	107
"4488"	"99755-59-6"	107
"4489"	"89-68-9"	107
"4490"	"1825-19-0"	107
"4491"	"101-85-9"	107
"4492"	"80-46-6"	107
"4493"	"611-75-6"	107
"4494"	"81406-37-3"	107
"4495"	"85-19-8"	107
"4496"	"732-26-3"	107
"4497"	"215-58-7"	107
"4498"	"23089-26-1"	107
"4499"	"87-26-3"	107
"4500"	"67564-91-4"	107
"4501"	"489-01-0"	107
"4502"	"1205-64-7"	107
"4503"	"36861-47-9"	107
"4504"	"105-95-3"	107
"4505"	"5460-09-3"	108
"4506"	"97-78-9"	108
"4507"	"17540-75-9"	108
"4508"	"251565-85-2"	108
"4509"	"116296-31-2"	108
"4510"	"18263-25-7"	108
"4511"	"1323-38-2"	108
"4512"	"2493-84-7"	108
"4513"	"41859-67-0"	108
"4514"	"151-21-3"	108
"4515"	"501027-49-2"	108
"4516"	"143-07-7"	108
"4517"	"2224-49-9"	108
"4518"	"67-30-1"	108
"4519"	"137-66-6"	108
"4520"	"3026-63-9"	108
"4521"	"72509-76-3"	108
