CAS RN	Structure_SMILES_2D-QSAR
14228-73-0	C(OCC1CCC(COCC2CO2)CC1)C1CO1
538-74-9	C(SCC1=CC=CC=C1)C1=CC=CC=C1
126-85-2	C[N+]([O-])(CCCl)CCCl
75-52-5	C[N+]([O-])=O
75-59-2	C[N+](C)(C)C
75-57-0	C[N+](C)(C)C
590-47-6	C[N+](C)(C)CC([O-])=O
107-43-7	C[N+](C)(C)CC([O-])=O
590-46-5	C[N+](C)(C)CC(O)=O
461-05-2	C[N+](C)(C)CC(O)CC([O-])=O
3327-22-8	C[N+](C)(C)CC(O)CCl
69-27-2	C[N+](C)(C)CC[N+]1(C)CC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C1
100-85-6	C[N+](C)(C)CC1=CC=CC=C1
56-93-9	C[N+](C)(C)CC1=CC=CC=C1
3033-77-0	C[N+](C)(C)CC1CO1
60-25-3	C[N+](C)(C)CCCCCC[N+](C)(C)C
60-26-4	C[N+](C)(C)CCCCCC[N+](C)(C)C
541-22-0	C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
999-81-5	C[N+](C)(C)CCCl
14586-35-7	C[N+](C)(C)CCO
67-48-1	C[N+](C)(C)CCO
1927-06-6	C[N+](C)(C)CCO
123-41-1	C[N+](C)(C)CCO
2424-71-7	C[N+](C)(C)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
44992-01-0	C[N+](C)(C)CCOC(=O)C=C
71-27-2	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
51-83-2	C[N+](C)(C)CCOC(N)=O
33818-15-4	C[N+](C)(C)CCOP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1O)N1C=CC(N)=NC1=O
7398-69-8	C[N+](C)(CC=C)CC=C
317-52-2	C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2
109732-56-1	C[N+](C)(CCOC1=CC=CC=C1)CC1=CC=CS1
3724-43-4	C[N+](C)=CCl
7529-22-8	C[N+]1([O-])CCOCC1
52-88-0	C[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)C1=CC=CC=C1
2870-71-5	C[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)C1=CC=CC=C1
596-51-0	C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
62-97-5	C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1
76-90-4	C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
24307-26-4	C[N+]1(C)CCCCC1
5205-82-3	C[N+]1(C)CCCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
115-63-9	C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1
21216-78-4	C[N+]1(CC2COC(O2)(C2=CC=CC=C2)C2=CC=CC=C2)CCCCC1
6577-41-9	C[N+]1(CC2COC(O2)(C2CCCCC2)C2=CC=CC=C2)CCCCC1
125-60-0	C[N+]1(CCC(C(N)=O)(C2=CC=CC=C2)C2=CC=CC=C2)CCCCC1
51-15-0	C[N+]1=CC=CC=C1CN=O
2447-54-3	C[N+]1=CC2=C(C=CC3=C2OCO3)C2=C1C1=C(C=C2)C=C2OCOC2=C1
65039-10-3	C[N+]1=CN(CC=C)C=C1
36443-80-8	C[N+]1=CN(CC2=CC=CC=C2)C=C1
61755-34-8	C[N+]1=CN(CCO)C=C1
3485-62-9	C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
71731-58-3	C[N+]12CCCCC1CCC(C2)=C(C1=CC=CS1)C1=CC=CS1
3493-12-7	C[S+](C)CCC(N)C(O)=O
24346-00-7	C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1O)N1C=NC2=C(N)N=CN=C12
1464-42-2	C[Se]CCC(N)C(O)=O
3211-76-5	C[Se]CCC(N)C(O)=O
75-76-3	C[Si](C)(C)C
75-77-4	C[Si](C)(C)Cl
999-97-3	C[Si](C)(C)N[Si](C)(C)C
107-46-0	C[Si](C)(C)O[Si](C)(C)C
107-51-7	C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
2469-55-8	C[Si](C)(CCCN)O[Si](C)(C)CCCN
1719-58-0	C[Si](C)(Cl)C=C
2627-95-4	C[Si](C)(O[Si](C)(C)C=C)C=C
144-79-6	C[Si](Cl)(C1=CC=CC=C1)C1=CC=CC=C1
85509-19-9	C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1
15901-40-3	C[Si](NC1CCCCC1)(NC1CCCCC1)NC1CCCCC1
1009-93-4	C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1
541-02-6	C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
556-67-2	C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
541-05-9	C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1
2554-06-5	C[Si]1(O[Si](C)(O[Si](C)(O[Si](C)(O1)C=C)C=C)C=C)C=C
1000-05-1	C[SiH](C)O[Si](C)(C)O[Si](C)(C)O[SiH](C)C
3277-26-7	C[SiH](C)O[SiH](C)C
1873-88-7	C[SiH](O[Si](C)(C)C)O[Si](C)(C)C
66357-35-5	C\N=C(/C[N+]([O-])=O)NCCSCC1=CC=C(CN(C)C)O1
76963-41-2	C\N=C(/C[N+]([O-])=O)NCCSCC1=CSC(CN(C)C)=N1
1572-52-7	C=C(CCC#N)C#N
107-13-1	C=CC#N
5117-12-4	C=CC(=O)N1CCOCC1
110-26-9	C=CC(=O)NCNC(=O)C=C
4986-89-4	C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
42594-17-2	C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12
2399-48-6	C=CC(=O)OCC1CCCO1
106-71-8	C=CC(=O)OCCC#N
13048-33-4	C=CC(=O)OCCCCCCOC(=O)C=C
1070-70-8	C=CC(=O)OCCCCOC(=O)C=C
40220-08-4	C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O
2274-11-5	C=CC(=O)OCCOC(=O)C=C
48145-04-6	C=CC(=O)OCCOC1=CC=CC=C1
65983-31-5	C=CC(=O)OCCOC1C2CCC1C1C=CCC21
4074-88-8	C=CC(=O)OCCOCCOC(=O)C=C
17831-71-9	C=CC(=O)OCCOCCOCCOCCOC(=O)C=C
107-02-8	C=CC=O
105-06-6	C=CC1=CC=C(C=C)C=C1
100-42-5	C=CC1=CC=CC=C1
100-43-6	C=CC1=CC=NC=C1
100-69-6	C=CC1=NC=CC=C1
3048-64-4	C=CC1CC2CC1C=C2
100-40-3	C=CC1CCC=CC1
930-22-3	C=CC1CO1
94-59-7	C=CCC1=CC=C2OCOC2=C1
592-51-8	C=CCCC#N
592-42-7	C=CCCC=C
1647-16-1	C=CCCCCCCC=C
112-45-8	C=CCCCCCCCCC=O
102-70-5	C=CCN(CC=C)CC=C
57-06-7	C=CCN=C=S
1025-15-6	C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O
124-02-7	C=CCNCC=C
999-21-3	C=CCOC(=O)C=CC(=O)OCC=C
131-17-9	C=CCOC(=O)C1=C(C=CC=C1)C(=O)OCC=C
2694-54-4	C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C
2705-87-5	C=CCOC(=O)CCC1CCCCC1
101-37-1	C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1
106-92-3	C=CCOCC1CO1
2179-57-9	C=CCSSCC=C
2050-87-5	C=CCSSSCC=C
88-12-0	C=CN1CCCC1=O
2235-00-9	C=CN1CCCCCC1=O
17351-75-6	C=COCC1CCC(COC=C)CC1
764-99-8	C=COCCOCCOC=C
765-12-8	C=COCCOCCOCCOC=C
553-26-4	C1=CC(=CC=N1)C1=CC=NC=C1
960-71-4	C1=CC=C(C=C1)B(C1=CC=CC=C1)C1=CC=CC=C1
92-06-8	C1=CC=C(C=C1)C1=CC(=CC=C1)C1=CC=CC=C1
92-94-4	C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1
92-52-4	C1=CC=C(C=C1)C1=CC=CC=C1
84-15-1	C1=CC=C(C=C1)C1=CC=CC=C1C1=CC=CC=C1
103-33-3	C1=CC=C(C=C1)N=NC1=CC=CC=C1
603-35-0	C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1
366-18-7	C1=CC=C(N=C1)C1=CC=CC=N1
205-99-2	C1=CC=C2C(=C1)C1=CC=CC3=C4C=CC=CC4=CC2=C13
85-02-9	C1=CC=C2C(C=CC3=C2C=CC=N3)=C1
215-58-7	C1=CC=C2C=C3C4=CC=CC=C4C4=CC=CC=C4C3=CC2=C1
253-52-1	C1=CC=C2C=NN=CC2=C1
71-43-2	C1=CC=CC=C1
628-13-7	C1=CC=NC=C1
110-86-1	C1=CC=NC=C1
56-55-3	C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2
119-65-3	C1=CC2=C(C=C1)C=NC=C2
218-01-9	C1=CC2=C(C=C1)C1=C(C=C2)C2=C(C=CC=C2)C=C1
85-01-8	C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2
206-44-0	C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1
193-39-5	C1=CC2=C(C=C1)C1=C3C2=CC2=C4C(C=CC(C=C1)=C34)=CC=C2
91-22-5	C1=CC2=C(C=C1)N=CC=C2
91-19-0	C1=CC2=C(C=C1)N=CC=N2
66-71-7	C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2
18851-33-7	C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2
191-24-2	C1=CC2=C3C(=C1)C1=C4C(C=CC5=C4C3=C(C=C2)C=C5)=CC=C1
129-00-0	C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1
192-97-2	C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C34
208-96-8	C1=CC2=C3C1=CC=CC3=CC=C2
53-70-3	C1=CC2=CC=C3C=C4C(C=CC5=CC=CC=C45)=CC3=C2C=C1
91-20-3	C1=CC2=CC=CC=C2C=C1
207-08-9	C1=CC2=CC3=C(C=C2C=C1)C1=C2C3=CC=CC2=CC=C1
120-12-7	C1=CC2=CC3=C(C=CC=C3)C=C2C=C1
50-32-8	C1=CC2=CC3=CC=C4C=CC=C5C=CC(=C2C=C1)C3=C45
60628-96-8	C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
290-37-9	C1=CN=CC=N1
5378-52-9	C1=NN=NN1C1=CC=CC=C1
100678-32-8	C1C(C2=NCCN2)C1(C1=CC=CC=C1)C1=CC=CC=C1
6385-62-2	C1C[N+]2=C(C=CC=C2)C2=CC=CC=[N+]12
542-92-7	C1C=CC=C1
95-13-6	C1C=CC2=C1C=CC=C2
77-73-6	C1C=CC2C3CC(C=C3)C12
3048-65-5	C1C=CC2CC=CCC12
86-73-7	C1C2=C(C=CC=C2)C2=C1C=CC=C2
203-64-5	C1C2=CC=CC3=C2C2=C1C=CC=C2C=C3
81-21-0	C1C2OC2C2C3CC(C4OC34)C12
4994-16-5	C1CC(CC=C1)C1=CC=CC=C1
142-29-0	C1CC=CC1
111-78-4	C1CC=CCCC=C1
4904-61-4	C1CC=CCCC=CCCC=C1
54187-04-1	C1CC1C(NC1=NCCO1)C1CC1
91-21-4	C1CC2=C(CN1)C=CC=C2
83-32-9	C1CC2=C3C1=CC=CC3=CC=C2
496-11-7	C1CC2=CC=CC=C2C1
494-19-9	C1CC2=CC=CC=C2NC2=CC=CC=C12
92-51-3	C1CCC(CC1)C1CCCCC1
4979-32-2	C1CCC(CC1)N(SC1=NC2=C(S1)C=CC=C2)C1CCCCC1
538-75-0	C1CCC(CC1)N=C=NC1CCCCC1
101-83-7	C1CCC(CC1)NC1CCCCC1
95-33-0	C1CCC(CC1)NSC1=NC2=C(S1)C=CC=C2
2550-40-5	C1CCC(CC1)SSC1CCCCC1
494-52-0	C1CCC(NC1)C1=CC=CN=C1
180-84-7	C1CCC2(CCCCO2)OC1
119-64-2	C1CCC2=C(C1)C=CC=C2
34413-35-9	C1CCC2=NC=CN=C2C1
91-17-8	C1CCC2CCCCC2C1
286-20-4	C1CCC2OC2C1
287-92-3	C1CCCC1
110-82-7	C1CCCCC1
294-62-2	C1CCCCCCCCCCC1
111-49-9	C1CCCNCC1
1121-92-2	C1CCCNCCC1
2201-39-0	C1CCN(C1)C1(CCCCC1)C1=CC=CC=C1
21500-98-1	C1CCN(CC1)C1(CCCCC1)C1=CC=CS1
54-95-5	C1CCN2N=NN=C2CC1
110-89-4	C1CCNCC1
109-99-9	C1CCOC1
110-01-0	C1CCSC1
5786-68-5	C1CN(CCN1)C1=CC=C2C=CC=CC2=N1
92-54-6	C1CN(CCN1)C1=CC=CC=C1
98206-09-8	C1CN(CCN1)C1=CC=CC2=C1OCCO2
102-77-2	C1CN(CCO1)SC1=NC2=C(S1)C=CC=C2
95-32-9	C1CN(CCO1)SSC1=NC2=C(S1)C=CC=C2
103-34-4	C1CN(CCO1)SSN1CCOCC1
1021868-82-5	C1CN=C(N1)C1=CC2=CC=CC=C2C=C1
522-48-5	C1CN=C(N1)C1CCCC2=C1C=CC=C2
79944-58-4	C1CN=C(N1)C1COC2=C(O1)C=CC=C2
102280-49-9	C1CN=C(NC2=C3CCCCC3=CC=C2)N1
6674-22-2	C1CN=C2CCCCCN2C1
37132-72-2	C1CN1P1(=NP(=NP(=N1)(N1CC1)N1CC1)(N1CC1)N1CCOCC1)N1CC1
16595-80-5	C1CN2CC(N=C2S1)C1=CC=CC=C1
100-76-5	C1CN2CCC1CC2
280-57-9	C1CN2CCN1CC2
110-85-0	C1CNCCN1
142-64-3	C1CNCCN1
110-87-2	C1COC=CC1
503-30-0	C1COC1
4856-95-5	C1COCCN1
110-91-8	C1COCCN1
123-91-1	C1COCCO1
646-06-0	C1COCO1
420-12-2	C1CS1
505-29-3	C1CSCCS1
100-97-0	C1N2CN3CN1CN(C2)C3
96-09-3	C1OC1C1=CC=CC=C1
106-87-6	C1OC1C1CCC2OC2C1
110-88-3	C1OCOCO1
79-64-1	CC#CC1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC12C
84371-65-3	CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(CC12C)C1=CC=C(C=C1)N(C)C
110235-47-7	CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1
88475-69-8	CC#CCC(C)C(O)C=CC1C(O)CC2OC3=C(CCCC(O)=O)C=CC=C3C12
75-05-8	CC#N
126-98-7	CC(=C)C#N
2164-09-2	CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1
51410-72-1	CC(=C)C(=O)NCCC[N+](C)(C)C
1985-51-9	CC(=C)C(=O)OCC(C)(C)COC(=O)C(C)=C
5919-74-4	CC(=C)C(=O)OCC(O)CO
1565-94-2	CC(=C)C(=O)OCC(O)COC1=CC=C(C=C1)C(C)(C)C1=CC=C(OCC(O)COC(=O)C(C)=C)C=C1
5039-78-1	CC(=C)C(=O)OCC[N+](C)(C)C
96-05-9	CC(=C)C(=O)OCC=C
2495-37-6	CC(=C)C(=O)OCC1=CC=CC=C1
2455-24-5	CC(=C)C(=O)OCC1CCCO1
106-91-2	CC(=C)C(=O)OCC1CO1
2144-53-8	CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
7351-61-3	CC(=C)C(=O)OCCC[Si](Cl)(Cl)Cl
6701-13-9	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C
6606-59-3	CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C
2082-81-7	CC(=C)C(=O)OCCCCOC(=O)C(C)=C
3775-90-4	CC(=C)C(=O)OCCNC(C)(C)C
868-77-9	CC(=C)C(=O)OCCO
97-90-5	CC(=C)C(=O)OCCOC(=O)C(C)=C
10595-06-9	CC(=C)C(=O)OCCOC1=CC=CC=C1
2358-84-1	CC(=C)C(=O)OCCOCCOC(=O)C(C)=C
109-16-0	CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C
109-17-1	CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C
32435-46-4	CC(=C)C(=O)OCCOP(O)(=O)OCCOC(=O)C(C)=C
79-39-0	CC(=C)C(N)=O
79-41-4	CC(=C)C(O)=O
5536-61-8	CC(=C)C(O)=O
78-79-5	CC(=C)C=C
2094-99-7	CC(=C)C1=CC(=CC=C1)C(C)(C)N=C=O
3748-13-8	CC(=C)C1=CC(=CC=C1)C(C)=C
98-83-9	CC(=C)C1=CC=CC=C1
6485-40-1	CC(=C)C1CC=C(C)C(=O)C1
2244-16-8	CC(=C)C1CC=C(C)C(=O)C1
99-49-0	CC(=C)C1CC=C(C)C(=O)C1
99-48-9	CC(=C)C1CC=C(C)C(O)C1
138-87-4	CC(=C)C1CCC(C)(O)CC1
5989-27-5	CC(=C)C1CCC(C)=CC1
138-86-3	CC(=C)C1CCC(C)=CC1
5989-54-8	CC(=C)C1CCC(C)=CC1
18031-40-8	CC(=C)C1CCC(C=O)=CC1
487-79-6	CC(=C)C1CNC(C1CC(O)=O)C(O)=O
107-39-1	CC(=C)CC(C)(C)C
563-47-3	CC(=C)CCl
763-32-6	CC(=C)CCO
1561-92-8	CC(=C)CS(O)(=O)=O
15332-99-7	CC(=C)O[Si](OC(C)=C)(OC(C)=C)C=C
108-22-5	CC(=C)OC(C)=O
71441-28-6	CC(=CC1=CC=C(C=C1)C(O)=O)C1=CC2=C(C=C1)C(C)(C)CCC2(C)C
705-60-2	CC(=CC1=CC=CC=C1)[N+]([O-])=O
68-26-8	CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
5879-67-4	CC(=NCC1=CC=CC=C1)C1=CC=CC=C1O
75-97-8	CC(=O)C(C)(C)C
127-51-5	CC(=O)C(C)=CC1C(C)=CCCC1(C)C
431-03-8	CC(=O)C(C)=O
918-00-3	CC(=O)C(Cl)(Cl)Cl
513-88-2	CC(=O)C(Cl)Cl
127-17-3	CC(=O)C(O)=O
113-24-6	CC(=O)C(O)=O
78-94-4	CC(=O)C=C
2226-11-1	CC(=O)C=CC=C1C2CCC(C2)C1(C)C
79-77-6	CC(=O)C=CC1=C(C)CCCC1(C)C
14901-07-6	CC(=O)C=CC1=C(C)CCCC1(C)C
3160-37-0	CC(=O)C=CC1=CC=C2OCOC2=C1
1896-62-4	CC(=O)C=CC1=CC=CC=C1
122-57-6	CC(=O)C=CC1=CC=CC=C1
623-15-4	CC(=O)C=CC1=CC=CO1
127-41-3	CC(=O)C=CC1C(C)=CCCC1(C)C
78-98-8	CC(=O)C=O
2098-66-0	CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C
1961-77-9	CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC12C
337-03-1	CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC12C
68-96-2	CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
81-14-1	CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
2040-10-0	CC(=O)C1=C(C)C=C(C=C1C)C(C)(C)C
38205-60-6	CC(=O)C1=C(C)N=C(C)S1
10599-70-9	CC(=O)C1=C(C)OC(C)=C1
13171-00-1	CC(=O)C1=CC(=CC2=C1CCC2(C)C)C(C)(C)C
122-00-9	CC(=O)C1=CC=C(C)C=C1
100-19-6	CC(=O)C1=CC=C(C=C1)[N+]([O-])=O
1009-61-6	CC(=O)C1=CC=C(C=C1)C(C)=O
92-91-1	CC(=O)C1=CC=C(C=C1)C1=CC=CC=C1
968-81-0	CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
13608-87-2	CC(=O)C1=CC=C(Cl)C(Cl)=C1Cl
40187-51-7	CC(=O)C1=CC=C(O)C(=C1)C(N)=O
99-93-4	CC(=O)C1=CC=C(O)C=C1
31188-99-5	CC(=O)C1=CC=C(OCC(=O)N2CCCCC2)C=C1
184653-84-7	CC(=O)C1=CC=C2OC(C)(C)C(O)C(NC(=O)C3=CC=C(F)C=C3)C2=C1
121-89-1	CC(=O)C1=CC=CC(=C1)[N+]([O-])=O
98-86-2	CC(=O)C1=CC=CC=C1
577-59-3	CC(=O)C1=CC=CC=C1[N+]([O-])=O
551-93-9	CC(=O)C1=CC=CC=C1N
118-93-4	CC(=O)C1=CC=CC=C1O
1122-62-9	CC(=O)C1=CC=CC=N1
1072-83-9	CC(=O)C1=CC=CN1
2039-76-1	CC(=O)C1=CC2=C(C=C1)C=CC1=CC=CC=C21
781-73-7	CC(=O)C1=CC2=C(C=C1)C1=CC=CC=C1C2
774-55-0	CC(=O)C1=CC2=C(CCCC2)C=C1
22720-75-8	CC(=O)C1=CC2=C(S1)C=CC=C2
3819-00-9	CC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1
93-08-3	CC(=O)C1=CC2=CC=CC=C2C=C1
350-03-8	CC(=O)C1=CN=CC=C1
22047-25-2	CC(=O)C1=NC=CN=C1
24295-03-2	CC(=O)C1=NC=CS1
520-45-6	CC(=O)C1C(=O)OC(C)=CC1=O
4418-26-2	CC(=O)C1C(=O)OC(C)=CC1=O
1434-54-4	CC(=O)C1C(CC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C#N
152-62-5	CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C
145-13-1	CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
57-83-0	CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
38398-32-2	CC(=O)C1CCC2C3CCC4CC(C)(O)CCC4(C)C3CCC12C
23930-19-0	CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C
874-23-7	CC(=O)C1CCCCC1=O
517-23-7	CC(=O)C1CCOC1=O
93-91-4	CC(=O)CC(=O)C1=CC=CC=C1
93-68-5	CC(=O)CC(=O)NC1=C(C)C=CC=C1
97-36-9	CC(=O)CC(=O)NC1=CC=C(C)C=C1C
70321-85-6	CC(=O)CC(=O)NC1=CC=C(C=C1)S(O)(=O)=O
102-01-2	CC(=O)CC(=O)NC1=CC=CC=C1
26576-46-5	CC(=O)CC(=O)NC1=CC2=C(NC(=O)N2)C=C1
1694-31-1	CC(=O)CC(=O)OC(C)(C)C
21282-97-3	CC(=O)CC(=O)OCCOC(=O)C(C)=C
4927-39-3	CC(=O)CC(C)(C)C1CCCCC1
2873-97-4	CC(=O)CC(C)(C)NC(=O)C=C
123-42-2	CC(=O)CC(C)(C)O
123-54-6	CC(=O)CC(C)=O
81-82-3	CC(=O)CC(C1C(=O)OC2=C(C=CC=C2)C1=O)C1=CC=C(Cl)C=C1
152-72-7	CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccc(cc1)[N+]([O-])=O
81-81-2	CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1
2610-86-8	CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1
129-06-6	CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1
5977-14-0	CC(=O)CC(N)=O
110-13-4	CC(=O)CCC(C)=O
123-76-2	CC(=O)CCC(O)=O
17283-81-7	CC(=O)CCC1=C(C)CCCC1(C)C
5471-51-2	CC(=O)CCC1=CC=C(O)C=C1
3572-06-3	CC(=O)CCC1=CC=C(OC(C)=O)C=C1
2550-26-7	CC(=O)CCC1=CC=CC=C1
55418-52-5	CC(=O)CCC1=CC2=C(OCO2)C=C1
78-95-5	CC(=O)CCl
60599-38-4	CC(=O)CN(CC(C)=O)N=O
80-74-0	CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1
92339-11-2	CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
66108-95-0	CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
107793-72-6	CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCCO)=C(I)C(C(=O)NCC(O)CO)=C1I
138-14-7	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
67-28-7	CC(=O)N=NCC1=CC=C(O1)[N+]([O-])=O
33996-33-7	CC(=O)N1CC(O)CC1C(O)=O
67914-60-7	CC(=O)N1CCN(CC1)C1=CC=C(O)C=C1
5663-71-8	CC(=O)NC(=O)C1=CC=CC=C1O
131-48-6	CC(=O)NC(C(O)CC(=O)C(O)=O)C(O)C(O)C(O)CO
1811-31-0	CC(=O)NC(C=O)C(O)C(O)C(O)CO
7512-17-6	CC(=O)NC(C=O)C(O)C(O)C(O)CO
4910-46-7	CC(=O)NC(CC(=O)NC(CCC(O)=O)C(O)=O)C(O)=O
537-55-3	CC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O
2901-75-9	CC(=O)NC(CC1=CC=CC=C1)C(O)=O
1188-37-0	CC(=O)NC(CCC(O)=O)C(O)=O
120081-14-3	CC(=O)NC(CO)C(=O)NC(CC(O)=O)C(=O)NC(CCCCN)C(=O)N1CCCC1C(O)=O
616-91-1	CC(=O)NC(CS)C(O)=O
NOCAS_47387	CC(=O)NC1(CCN(CCC2(CN(C(=O)CO2)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC(F)=CC=C1
120-66-1	CC(=O)NC1=C(C)C=CC=C1
117-96-4	CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
50978-11-5	CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
737-31-5	CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
85-36-9	CC(=O)NC1=C(I)C=C(I)C(C(O)=O)=C1I
614-80-2	CC(=O)NC1=C(O)C=CC=C1
3734-67-6	CC(=O)NC1=C2C(O)=C(N=NC3=CC=CC=C3)C(=CC2=CC(=C1)S(O)(=O)=O)S(O)(=O)=O
7149-79-3	CC(=O)NC1=CC(Cl)=C(C)C=C1
103-89-9	CC(=O)NC1=CC=C(C)C=C1
2050-43-3	CC(=O)NC1=CC=C(C)C=C1C
140-49-8	CC(=O)NC1=CC=C(C=C1)C(=O)CCl
556-08-1	CC(=O)NC1=CC=C(C=C1)C(O)=O
2832-40-8	CC(=O)NC1=CC=C(C=C1)N=NC1=C(O)C=CC(C)=C1
122-16-7	CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O
21312-10-7	CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1
121-60-8	CC(=O)NC1=CC=C(C=C1)S(Cl)(=O)=O
121-61-9	CC(=O)NC1=CC=C(C=C1)S(N)(=O)=O
18699-02-0	CC(=O)NC1=CC=C(CC(O)=O)C=C1
104-06-3	CC(=O)NC1=CC=C(CN=NC(N)=S)C=C1
