Source,Target,Type,Identity
32.0,140249.0,Directed,24129995.0
32.0,140249.0,Directed,14786126.0
32.0,54617.0,Directed,27110529.0
32.0,54617.0,Directed,14786138.0
140249.0,32.0,Directed,24765217.0
54617.0,32.0,Directed,24765232.0
32.0,54617.0,Directed,14786139.0
32.0,180572.0,Directed,14786135.0
32.0,180572.0,Directed,14786134.0
32.0,180627.0,Directed,14786131.0
32.0,180627.0,Directed,14786130.0
32.0,140249.0,Directed,14786127.0
32.0,140249.0,Directed,24129985.0
32.0,54617.0,Directed,27110523.0
54617.0,32.0,Directed,24765234.0
140249.0,32.0,Directed,24765219.0
32.0,140249.0,Directed,14786128.0
32.0,180627.0,Directed,14786132.0
32.0,180572.0,Directed,14786136.0
32.0,54617.0,Directed,14786140.0
32.0,140249.0,Directed,14786129.0
32.0,180627.0,Directed,14786133.0
32.0,180572.0,Directed,14786137.0
32.0,54617.0,Directed,14786141.0
140249.0,32.0,Directed,24765218.0
32.0,140249.0,Directed,24129990.0
54617.0,32.0,Directed,24765233.0
32.0,54617.0,Directed,27110526.0
6102.0,183003.0,Directed,15070719.0
6102.0,183003.0,Directed,15070718.0
6102.0,183003.0,Directed,15070720.0
6102.0,132025.0,Directed,15070713.0
6102.0,132025.0,Directed,15070712.0
6102.0,132025.0,Directed,15070714.0
3589.0,6102.0,Directed,20896006.0
6102.0,3589.0,Directed,22982275.0
3589.0,6102.0,Directed,20896016.0
6102.0,3589.0,Directed,22982266.0
6102.0,106360.0,Directed,15070695.0
6102.0,106360.0,Directed,15070694.0
6102.0,106360.0,Directed,15070696.0
6102.0,140249.0,Directed,14524188.0
140249.0,6102.0,Directed,20895866.0
6102.0,140249.0,Directed,24124733.0
140249.0,6102.0,Directed,20895876.0
6102.0,140249.0,Directed,24124734.0
140249.0,6102.0,Directed,20895886.0
6102.0,140249.0,Directed,24124735.0
140249.0,6102.0,Directed,20895896.0
6102.0,140249.0,Directed,24124736.0
140249.0,6102.0,Directed,20895906.0
6102.0,140249.0,Directed,24124737.0
6102.0,36287.0,Directed,14524203.0
3589.0,36287.0,Directed,14795664.0
6102.0,36287.0,Directed,14524207.0
6102.0,36287.0,Directed,14524206.0
6102.0,36287.0,Directed,14524205.0
6102.0,36287.0,Directed,14524204.0
3589.0,36287.0,Directed,14795666.0
3589.0,6102.0,Directed,20895916.0
6102.0,3589.0,Directed,22982272.0
3589.0,36287.0,Directed,14795667.0
3589.0,6102.0,Directed,20895966.0
6102.0,3589.0,Directed,22982269.0
3589.0,36287.0,Directed,14795668.0
3589.0,6102.0,Directed,20895946.0
6102.0,3589.0,Directed,22982273.0
3589.0,36287.0,Directed,14795669.0
3589.0,6102.0,Directed,20895996.0
6102.0,3589.0,Directed,22982267.0
3589.0,36287.0,Directed,14795670.0
3589.0,6102.0,Directed,20895976.0
6102.0,3589.0,Directed,22982274.0
36287.0,6102.0,Directed,20895839.0
36287.0,6102.0,Directed,20895840.0
36287.0,6102.0,Directed,20895841.0
36287.0,6102.0,Directed,20895842.0
36287.0,6102.0,Directed,20895843.0
36287.0,6102.0,Directed,20895844.0
36287.0,6102.0,Directed,20895845.0
36287.0,6102.0,Directed,20895846.0
36287.0,6102.0,Directed,20895847.0
36287.0,6102.0,Directed,20895848.0
36287.0,3589.0,Directed,22982582.0
36287.0,3589.0,Directed,22982583.0
36287.0,3589.0,Directed,22982584.0
36287.0,3589.0,Directed,22982585.0
3589.0,6102.0,Directed,20895986.0
6102.0,3589.0,Directed,22982268.0
36287.0,3589.0,Directed,22982586.0
36287.0,3589.0,Directed,22982587.0
36287.0,3589.0,Directed,22982588.0
3589.0,6102.0,Directed,20895956.0
6102.0,3589.0,Directed,22982270.0
36287.0,3589.0,Directed,22982589.0
3589.0,6102.0,Directed,20895936.0
6102.0,3589.0,Directed,22982271.0
36287.0,3589.0,Directed,22982590.0
36287.0,3589.0,Directed,22982591.0
36287.0,3589.0,Directed,22982592.0
3589.0,6102.0,Directed,20895926.0
6102.0,3589.0,Directed,22982276.0
6102.0,36287.0,Directed,21818250.0
6102.0,36287.0,Directed,21818256.0
6102.0,36287.0,Directed,21818262.0
6102.0,36287.0,Directed,21818268.0
6102.0,36287.0,Directed,21818274.0
6102.0,36287.0,Directed,21818280.0
6102.0,36287.0,Directed,21818286.0
6102.0,36287.0,Directed,21818292.0
6102.0,36287.0,Directed,21818298.0
6102.0,36287.0,Directed,21818304.0
3589.0,36287.0,Directed,21818310.0
3589.0,36287.0,Directed,21818316.0
3589.0,36287.0,Directed,21818322.0
3589.0,36287.0,Directed,21818328.0
3589.0,36287.0,Directed,21818334.0
3589.0,36287.0,Directed,21818340.0
3589.0,36287.0,Directed,21818346.0
3589.0,36287.0,Directed,21818352.0
3589.0,36287.0,Directed,21818358.0
3589.0,36287.0,Directed,21818364.0
3589.0,36287.0,Directed,21818370.0
36287.0,6102.0,Directed,20895806.0
6102.0,36287.0,Directed,21818257.0
36287.0,6102.0,Directed,20895836.0
6102.0,36287.0,Directed,21818260.0
36287.0,6102.0,Directed,20895816.0
6102.0,36287.0,Directed,21818258.0
36287.0,6102.0,Directed,20895826.0
6102.0,36287.0,Directed,21818259.0
36287.0,6102.0,Directed,20895856.0
6102.0,36287.0,Directed,21818255.0
6102.0,26728.0,Directed,14524198.0
6102.0,26728.0,Directed,14524202.0
6102.0,26728.0,Directed,14524201.0
6102.0,26728.0,Directed,14524200.0
6102.0,26728.0,Directed,14524199.0
26728.0,6102.0,Directed,20895738.0
26728.0,6102.0,Directed,20895739.0
26728.0,6102.0,Directed,20895740.0
26728.0,6102.0,Directed,20895741.0
26728.0,6102.0,Directed,20895742.0
26728.0,6102.0,Directed,20895743.0
26728.0,6102.0,Directed,20895744.0
26728.0,6102.0,Directed,20895745.0
26728.0,6102.0,Directed,20895746.0
26728.0,6102.0,Directed,20895747.0
6102.0,26728.0,Directed,20742713.0
6102.0,26728.0,Directed,20742724.0
6102.0,26728.0,Directed,20742735.0
6102.0,26728.0,Directed,20742746.0
6102.0,26728.0,Directed,20742757.0
6102.0,26728.0,Directed,20742768.0
6102.0,26728.0,Directed,20742779.0
6102.0,26728.0,Directed,20742790.0
6102.0,26728.0,Directed,20742801.0
6102.0,26728.0,Directed,20742812.0
26728.0,6102.0,Directed,20895755.0
6102.0,26728.0,Directed,20742807.0
26728.0,6102.0,Directed,20895765.0
6102.0,26728.0,Directed,20742806.0
26728.0,6102.0,Directed,20895735.0
6102.0,26728.0,Directed,20742805.0
26728.0,6102.0,Directed,20895775.0
6102.0,26728.0,Directed,20742802.0
26728.0,6102.0,Directed,20895725.0
6102.0,26728.0,Directed,20742808.0
26728.0,6102.0,Directed,20895715.0
6102.0,26728.0,Directed,20742804.0
26728.0,6102.0,Directed,20895785.0
6102.0,26728.0,Directed,20742803.0
26728.0,6102.0,Directed,20895795.0
6102.0,26728.0,Directed,20742799.0
26728.0,6102.0,Directed,20895705.0
6102.0,26728.0,Directed,20742798.0
