cas,cluster,smiles
40876-98-0,30,[Na+].O=C(OCC)C([O-])CC(=O)OCC
622-62-8,30,CCOc1ccc(O)cc1
181695-72-7,30,NS(=O)(=O)c1ccc(cc1)c3c(C)onc3c2ccccc2
104-31-4,30,O=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)c1ccc(NCCCC)cc1
69806-40-2,30,O=C(OC)C(C)Oc1ccc(cc1)Oc2ncc(cc2Cl)C(F)(F)F
13494-07-0,30,O=C1C(=O)C(C)CC1C
63721-05-1,30,CC(C)(C=C)CC(=O)OC
851916-42-2,30,CO[C@@H]4COCC[C@@H]4[NH2+][C@H]1C[C@](CC1)(C(=O)N2Cc3cc(cnc3CC2)C(F)(F)F)C(C)C.[O-]C(=O)CCC(=O)O
101-63-3,30,[O-][N+](=O)c1ccc(cc1)Oc2ccc(cc2)[N+]([O-])=O
258273-75-5,30,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCC[N+](C)(C)C
827027-25-8,30,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[N+](C)(C)CCO
155371-19-0,30,F[P-](F)(F)(F)(F)F.C[n+]1ccn(CC)c1
1892-80-4,30,Cl.CC(Cc1ccccc1)NCCn3cnc2c3C(=O)N(C)C(=O)N2C
137-58-6,30,O=C(Nc1c(C)cccc1C)CN(CC)CC
127-68-4,30,[Na+].O=S([O-])(=O)c1cc(ccc1)[N+]([O-])=O
1117-55-1,30,O=C(CCCCCCC)OCCCCCC
25332-39-2,30,Cl.Clc1cccc(c1)N2CCN(CC2)CCCN3N=C4C=CC=CN4C3=O
144598-75-4,30,CC=5N=C1[C@H](O)CCCN1C(=O)C=5CCN2CCC(CC2)c4noc3cc(F)ccc34
9005-65-6,30,OCCOC1CC(OCCO)C(O1)C(COCCOC(=O)CCCCCCC\C=C\CCCCCCCC)OCCO
77883-43-3,30,CS(=O)(=O)O.COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4
630-16-0,30,BrC(Br)(Br)CBr
38462-22-5,30,CC1CC(=O)C(CC1)C(S)(C)C
3717-88-2,30,Cl.O=C(OCCN1CCCCC1)c4cccc2c4OC(=C(C)C2=O)c3ccccc3
3586-14-9,30,Cc2cc(Oc1ccccc1)ccc2
94-70-2,30,CCOc1ccccc1N
64628-44-0,30,O=C(NC(=O)Nc1ccc(OC(F)(F)F)cc1)c2ccccc2Cl
80-13-7,30,O=S(=O)(N(Cl)Cl)c1ccc(cc1)C(=O)O
110-71-4,30,COCCOC
13816-33-6,30,CC(C)c1ccc(C#N)cc1
1192-28-5,30,O\N=C1\CCCC1
140-57-8,30,CC(C)(C)c1ccc(OCC(C)OS(=O)OCCCl)cc1
81-49-2,30,O=C2c1ccccc1C(=O)c3c2c(N)c(Br)cc3Br
59-89-2,30,O=NN1CCOCC1
25973-55-1,30,CC(C)(CC)c1cc(c(O)c(c1)C(C)(C)CC)n2nc3ccccc3n2
7324-00-7,31,[I-].CCCCCC[n+]1ccccc1
2304-30-5,31,[Cl-].CCCC[P+](CCCC)(CCCC)CCCC
3115-68-2,31,[Br-].CCCC[P+](CCCC)(CCCC)CCCC
84370-95-6,31,O=C(O)/C=C\C(=O)O.Clc1cc(c(OC)cc1N)C(=O)NC3CCN(Cc2ccccc2)CC3
64-52-8,31,CC(=O)OC2(CCN(CCc1ccccc1)CC2)c3ccccc3
81098-60-4,31,Clc1cc(c(OC)cc1N)C(=O)NC3CCN(CCCOc2ccc(F)cc2)CC3OC
298-57-7,31,c1ccccc1C(c2ccccc2)N3CCN(CC3)C/C=C/c4ccccc4
54143-56-5,31,CC(=O)O.FC(F)(F)COc2cc(C(=O)NCC1CCCCN1)c(OCC(F)(F)F)cc2
112108-01-7,31,Oc3cc4[C@@H]1[C@H](CCc2ccccc12)N(C)CCc4cc3Cl
5397-31-9,31,CCCCC(COCCCN)CC
1643-19-2,31,[Br-].CCCC[N+](CCCC)(CCCC)CCCC
71119-11-4,31,N#Cc3ccccc3OCC(O)CNC(C)(C)Cc2cnc1ccccc12
2062-84-2,31,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)N3c4ccccc4NC3=O
74050-98-9,31,Fc1ccc(cc1)C(=O)C4CCN(CCN2C(=O)c3ccccc3NC2=O)CC4
2001-81-2,31,[Br-].CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C2CCCC2
2062-77-3,31,Cl.FC(F)(F)c1cccc(c1)C3(O)CCN(CCCC(=O)c2ccc(F)cc2)CC3
112192-04-8,31,Oc3ccc4ncc(CCCCN1CC=C(CC1)c2ccccc2)c4c3
20445-94-7,31,[O-]P(=O)(OCC)OCC.CC[P+](CCCC)(CCCC)CCCC
75444-65-4,31,Fc1ccc(cc1)C(=O)C4CCN(CCC3=C(C)N=C2C=CC=CN2C3=O)CC4
139290-65-6,31,COc1cccc(c1OC)[C@H](O)C3CCN(CCc2ccc(F)cc2)CC3
2922-44-3,31,O=C(O)[C@H](O)[C@@H](O)C(=O)O.C[C@H](CN1CCOCC1)C(c2ccccc2)(c3ccccc3)C(=O)N4CCCC4
162408-66-4,31,CC(=O)c1ccc(cc1)c2ccc(cc2)C(=O)NCCCCN3CCN(CC3)c4ccccc4OC
1473-95-6,31,Cl.OC(CN1CCC(CC1)N(c2ccccc2)C(=O)CC)c3ccccc3
1054-88-2,31,O=C5NCN(c1ccccc1)C25CCN(CC2)CC3COc4ccccc4O3
38821-52-2,31,Cl.O=C(NC3CCN(CCc1cnc2ccccc12)CC3)c4ccccc4
3200-06-4,31,O=C(O)C(=O)O.CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC3CCCO3
156727-74-1,31,CCN(CC)C(=O)c1ccc(cc1)[C@H](c2cc(OC)ccc2)N3C[C@@H](C)N(C[C@@H]3C)CC=C
90736-23-5,31,Fc1ccc(cc1)N(C3CCN(CCc2ccccc2)CC3)C(=O)CC
34140-59-5,31,COc1c(cc(cc1OC)C(=O)OCC(CC)(c2ccccc2)N(C)C)OC.O=C(O)/C=C\C(=O)O
56-54-2,31,COc1cc2c(cc1)nccc2[C@H](O)[C@H]4CC3CCN4C[C@@H]3C=C
NOCAS_47362,31,O=C(OCC)[C@@]2(Oc1ccccc1[C@@H]2N)c3ccccc3
405514-94-5,31,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCC[N+](C)(CCCC)CCCC
4186-68-9,31,[I-].C[N+]1(CC)CCCC1
90-54-0,31,CCN(CCOc2ccccc2C(=O)CCc1ccccc1)CC
5156-58-1,31,Cl.CCC(=O)N(C2CCN(Cc1ccccc1)CC2)c3ccccc3
85-79-0,31,CCN(CC)CCNC(=O)c1cc(OCCCC)nc2ccccc12
60-41-3,31,O=S(=O)(O)O.O=C2C[C@@H]6OCC=C5CN3CC[C@@]47c1ccccc1N2[C@H]7[C@H]6[C@H]5C[C@H]34.O=C2C[C@@H]7OCC=C6CN4CC[C@@]53c1ccccc1N2[C@H]3[C@H]7[C@H]6C[C@H]45
110488-70-5,31,O=C(C=C(c1ccc(Cl)cc1)c2ccc(OC)c(OC)c2)N3CCOCC3
181640-09-5,31,Cl.O=C(N3C[C@](CCN1CCC(NC(=O)N(C)C)(CC1)c2ccccc2)(OCC3)c4ccc(F)c(F)c4)c5ccccc5
106266-06-2,31,CC=5N=C1CCCCN1C(=O)C=5CCN2CCC(CC2)c4noc3cc(F)ccc34
548-73-2,31,Fc1ccc(cc1)C(=O)CCCN2CC=C(CC2)N3c4ccccc4NC3=O
86197-47-9,31,Oc2ccc(CCNCCCCCCNCCc1ccccc1)cc2O
52-53-9,31,COc1cc(ccc1OC)C(C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C
39731-05-0,31,CC(C)(C)NCC(O)COc2cccc1nc(cc12)C(=O)OC(C)C
5588-33-0,31,CS(=O)c2cc3N(CCC1CCCCN1C)c4ccccc4Sc3cc2
1095-90-5,31,Cl.CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
NOCAS_48176,31,O=C(O)/C=C/C(=O)O.Cc6occc6C(=O)Nc1ccc(cc1)C(=O)N5CCC(F)(F)C(=C\C(=O)N2CCC(CC2)N3CCCCC3)/c4ccccc45.O=C(\C=C2\c1ccccc1N(CCC2(F)F)C(=O)c3ccc(cc3)NC(=O)c4ccoc4C)N5CCC(CC5)N6CCCCC6
124819-25-6,31,O=C(O)CCC(=O)O.C/C(C)=C\CN2CC[C@@]1(C)c3cc(O)ccc3C[C@@H]2[C@@H]1C
2753-45-9,31,Cl.COc1cc(ccc1OC)C(=O)OCCCCN(CC)C(C)Cc2ccc(OC)cc2
133454-47-4,31,CC(=O)c4ccc(OCCCN1CCC(CC1)c3noc2cc(F)ccc23)c(OC)c4
1649-18-9,31,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccn3
79278-88-9,31,Cl.CCC(=O)N(c1ccccc1)C2CCN(CC2)CCc3cccs3
537-12-2,31,Cl.O=C(Nc1ccccc1)OCC(OC(=O)Nc2ccccc2)CN3CCCCC3
5560-59-8,31,O=C(O)C(O)(CC(=O)O)CC(=O)O.CCN(CCCc1ccccc1)CCCc2ccccc2
95-83-0,34,Nc1cc(Cl)ccc1N
81-64-1,34,O=C2c1ccccc1C(=O)c3c2c(O)ccc3O
610-39-9,34,O=[N+]([O-])c1cc(C)ccc1[N+]([O-])=O
3290-92-4,34,O=C(OCC(COC(=O)C(=C)C)(CC)COC(=O)C(=C)C)C(=C)C
22888-70-6,34,Oc4cc(O)cc5O[C@H](c1ccc2O[C@H](CO)[C@H](Oc2c1)c3ccc(O)c(OC)c3)[C@@H](O)C(=O)c45
53-86-1,35,Clc1ccc(cc1)C(=O)n3c2ccc(cc2c(CC(=O)O)c3C)OC
79714-31-1,35,CCCCCOc1ccc(cc1OCC)C2SC(=O)NC2=O
478-43-3,35,O=C(O)c3cc2C(=O)c1cccc(O)c1C(=O)c2c(O)c3
64-73-3,35,Cl.NC(=O)C=2C(=O)[C@@]3(O)C(O)=C4C(=O)c1c(c(Cl)ccc1O)[C@@H](O)[C@H]4C[C@H]3[C@@H](C=2O)N(C)C
5809-23-4,35,O=C(c1ccc(cc1O)N(CC)CC)c2ccccc2C(=O)O
460081-99-6,35,O=C(O)c1cc(ccc1)N(Cc2cccnc2)c3ccc(OC(F)F)c(OC(F)F)c3
113136-77-9,35,O=C(O)C1(CC1)C(=O)Nc2ccc(Cl)cc2Cl
10469-09-7,35,Clc1c(Cl)c(nc(Cl)c1Cl)C(=O)O
79558-09-1,35,Oc2c(ccc(OCCCOc1ccc(OCC(=O)O)cc1)c2CCC)C(C)=O
22494-42-4,35,OC(=O)c1cc(ccc1O)c2ccc(F)cc2F
112529-15-4,35,Cl.CCc1ccc(nc1)CCOc3ccc(CC2SC(=O)NC2=O)cc3
61-68-7,35,O=C(O)c2ccccc2Nc1cccc(C)c1C
136381-85-6,35,O=C(Nc1nc(cs1)c2ccccc2Cl)c4cc3ccccc3n4CC(=O)O
77501-90-7,35,Clc2cc(ccc2Oc1cc(C(=O)OCC(=O)OCC)c(cc1)[N+]([O-])=O)C(F)(F)F
10592-13-9,35,Cl.NC(=O)C=3C(=O)[C@@]4(O)C(O)=C2C(=O)c1c(O)cccc1[C@H](C)[C@H]2[C@H](O)[C@H]4[C@@H](C=3O)N(C)C
4394-00-7,35,FC(F)(F)c1cc(ccc1)Nc2ncccc2C(=O)O
49627-27-2,35,CSc1ccc(cc1)/C=C3\c2ccc(F)cc2C(CC(=O)O)=C3C
530-78-9,35,FC(F)(F)c1cc(ccc1)Nc2ccccc2C(=O)O
38194-50-2,35,CS(=O)c1ccc(cc1)/C=C3\c2ccc(F)cc2C(CC(=O)O)=C3C
59973-80-7,35,CS(=O)(=O)c1ccc(cc1)/C=C3\c2ccc(F)cc2C(CC(=O)O)=C3C
88107-10-2,35,CC(=O)c2ccc(OCCCCc1nnnn1)c(CCC)c2O
64-75-5,35,Cl.NC(=O)C1=C(O)[C@@H](N(C)C)[C@@H]2C[C@H]4C(=C(O)[C@]2(O)C1=O)C(=O)c3c(O)cccc3[C@@]4(C)O
28772-56-7,35,Brc1ccc(cc1)c2ccc(cc2)C(O)CC(C3=C(O)c4ccccc4OC3=O)c5ccccc5
60-33-3,35,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
144701-48-4,35,O=C(O)c1ccccc1c2ccc(cc2)Cn3c4cc(cc(C)c4nc3CCC)c6nc5ccccc5n6C
136042-19-8,35,[Na+].CCCCc5nc1cccnc1n5Cc2ccc(cc2)c4ccccc4c3[n-]nnn3
6385-02-0,35,[Na+].O.Clc2ccc(C)c(Cl)c2Nc1ccccc1C([O-])=O
50892-23-4,35,Cc2cccc(Nc1cc(Cl)nc(SCC(=O)O)n1)c2C
13739-02-1,35,CC(=O)Oc3cccc2C(=O)c1cc(cc(OC(C)=O)c1C(=O)c23)C(=O)O
14228-73-0,35,C2CC(COCC1CO1)CCC2COCC3CO3
6515-38-4,35,Clc1cc(Cl)c(Cl)nc1O
50264-69-2,35,O=C(O)c3nn(Cc1ccc(Cl)cc1Cl)c2ccccc23
155141-29-0,35,O=C(O)/C=C\C(=O)O.CN(CCOc2ccc(CC1SC(=O)NC1=O)cc2)c3ccccn3
13710-19-5,35,Cc2c(Nc1ccccc1C(=O)O)cccc2Cl
41826-92-0,35,CCOc1cc(OCC)c(cc1OCC)C(=O)CCC(=O)O
710-04-3,35,O=C1CCCC(CCCCCC)O1
83-88-5,36,OC[C@@H](O)[C@@H](O)[C@@H](O)CN2C3=NC(=O)NC(=O)C3=Nc1cc(C)c(C)cc12
17372-87-1,36,[Na+].[Na+].[O-]C(=O)c4ccccc4C=2c3cc(Br)c([O-])c(Br)c3OC=1C=2C=C(Br)C(=O)C=1Br
64-72-2,36,Cl.NC(=O)C1=C(O)[C@@H](N(C)C)[C@@H]2C[C@H]4C(=C(O)[C@]2(O)C1=O)C(=O)c3c(O)ccc(Cl)c3[C@@]4(C)O
15086-94-9,36,Brc4c5Oc1c(Br)c(O)c(Br)cc1C3(OC(=O)c2ccccc23)c5cc(Br)c4O
2321-07-5,36,Oc4cc5Oc1cc(O)ccc1C3(OC(=O)c2ccccc23)c5cc4
518-47-8,36,[Na+].[Na+].[O-]c4cc5Oc1cc([O-])ccc1C3(OC(=O)c2ccccc23)c5cc4
27072-45-3,36,Oc4cc5Oc1cc(O)ccc1C3(OC(=O)c2cc(\N=C=S)ccc23)c5cc4
752-56-7,36,CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)CN2C3=NC(=O)NC(=O)C3=Nc1cc(C)c(C)cc12
204005-46-9,36,Cc3cc(C)nc3C=C1c2ccccc2NC1=O
NOCAS_47330,36,N#Cc1cccc(F)c1c2cc(ccc2F)c3cnc4nc(cnn34)C(C)(C)O
119413-54-6,36,Cl.CN(C)Cc1c2cc3CN4C(=O)C=5COC(=O)[C@](O)(CC)C=5C=C4c3nc2ccc1O
2693-46-1,36,Nc4ccc2c1ccccc1c3cccc4c23
952-23-8,36,Cl.Nc1cc2nc3cc(N)ccc3cc2cc1
1811-28-5,36,O=S(=O)(O)O.Nc1cc2nc3cc(N)ccc3cc2cc1.Nc1cc2nc3cc(N)ccc3cc2cc1
41532-84-7,36,CC3(C)c2c(ccc1ccccc12)N=C3C
404001-49-6,37,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCC)c1
171058-21-2,37,[Cl-].C[n+]1ccn(CCCCCCCCCCCCCC)c1
8001-54-5,37,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCC
139-07-1,37,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCC
7281-04-1,37,[Br-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCC
61546-01-8,37,[Cl-].C[n+]1ccn(CCCCCCCCCCCCCCCC)c1
244193-64-4,37,F[B-](F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCCCC)c1
404001-50-9,37,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCCCC)c1
122-19-0,37,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCCCC
56-95-1,37,Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2.CC(=O)O.CC(=O)O
3697-42-5,37,Cl.Cl.Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2
4574-04-3,37,[Cl-].C[N+](C)(C)CCCCCCCCCCCCCC
1119-97-7,37,[Br-].C[N+](C)(C)CCCCCCCCCCCCCC
75-07-0,37,CC=O
404001-48-5,37,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
114569-84-5,37,[Cl-].C[n+]1ccn(CCCCCCCCCCCC)c1
219947-93-0,37,F[P-](F)(F)(F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
244193-59-7,37,F[B-](F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1
404001-52-1,37,FC(F)(F)S([O-])(=O)=O.C[n+]1ccn(CCCCCCCCCCCC)c1
989-38-8,37,Cl.O=C(OCC)c4ccccc4C=1c3cc(C)c(cc3OC2=C\C(=N\CC)C(C)=CC=12)NCC
219947-96-3,37,F[P-](F)(F)(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCCCCCC)c1
140-72-7,37,[Br-].CCCCCCCCCCCCCCCC[n+]1ccccc1
123-03-5,37,[Cl-].CCCCCCCCCCCCCCCC[n+]1ccccc1
112-03-8,37,[Cl-].C[N+](C)(C)CCCCCCCCCCCCCCCCCC
63449-41-2,37,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCC
122-18-9,37,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCC
1155-74-4,37,[Br-].CCCCCCCCCCCCCC[n+]1ccccc1
121-54-0,37,[Cl-].CC(C)(C)CC(C)(C)c2ccc(OCCOCC[N+](C)(C)Cc1ccccc1)cc2
25155-18-4,37,[Cl-].CC(C)(C)CC(C)(C)c2ccc(OCCOCC[N+](C)(C)Cc1ccccc1)cc2C
124-03-8,37,[Br-].C[N+](C)(CCCCCCCCCCCCCCCC)CC
68391-01-5,37,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCC
56-35-9,38,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
100-56-1,38,Cl[Hg]c1ccccc1
76-87-9,38,O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
7487-94-7,38,[Hg+2].[Cl-].[Cl-]
7774-29-0,38,[Hg+2].[I-].[I-]
637-03-6,38,O=[As]c1ccccc1
1600-27-7,38,[Hg+2].[O-]C(C)=O.[O-]C(C)=O
101-96-2,38,CC(CC)Nc1ccc(NC(C)CC)cc1
3737-41-5,38,ClC1(Cl)CS(=O)(=O)CC1(Cl)Cl
81-55-0,38,[O-][N+](=O)c3ccc(O)c2c3C(=O)c1c(ccc(O)c1C2=O)[N+]([O-])=O
54-64-8,38,[Na+].[O-]C(=O)c1ccccc1S[Hg]CC
379-52-2,38,F[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
548-62-9,38,[Cl-].C/[N+](C)=C1\C=C\C(C=C1)=C(/c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C
506-61-6,38,[Ag+].[K+].[C-]#N.[C-]#N
3347-22-6,38,N#CC=1SC3=C(SC=1C#N)C(=O)c2ccccc2C3=O
594-30-9,38,Cl[Bi](Cl)(c1ccccc1)(c2ccccc2)c3ccccc3
683-18-1,38,CCCC[Sn](Cl)(Cl)CCCC
122-64-5,38,CC(O)C(=O)O[Hg]c1ccccc1
1162-06-7,38,CC(=O)O[Pb](c1ccccc1)(c2ccccc2)c3ccccc3
97-00-7,38,O=[N+]([O-])c1cc(ccc1Cl)[N+]([O-])=O
900-95-8,38,CC(=O)O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
62-38-4,38,CC(=O)O[Hg]c1ccccc1
1594-56-5,38,N#CSc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
1897-45-6,39,Clc1c(C#N)c(Cl)c(C#N)c(Cl)c1Cl
15625-89-5,39,O=C(C=C)OCC(COC(=O)C=C)(CC)COC(=O)C=C
29091-09-6,39,O=[N+]([O-])c1c(Cl)c(cc([N+]([O-])=O)c1Cl)C(F)(F)F
137-30-4,39,[Zn+2].S=C([S-])N(C)C.CN(C)C([S-])=S
484-17-3,39,Oc2cc3ccccc3c1ccccc12
3524-68-3,39,O=C(C=C)OCC(COC(=O)C=C)(CO)COC(=O)C=C
2447-54-3,39,C[n+]2cc1c6OCOc6ccc1c3ccc4cc5OCOc5cc4c23
60506-81-2,39,O=C(OCC(COCC(CO)(COC(=O)C=C)COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)C=C
2425-06-1,39,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O
17824-83-8,39,Clc1c(Cl)c(C#N)nc(Cl)c1Cl
4986-89-4,39,O=C(C=C)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
2767-54-6,39,Br[Sn](CC)(CC)CC
137-26-8,39,CN(C)C(=S)SSC(=S)N(C)C
13967-50-5,39,[K+].N#C[Au-]C#N
2243-61-0,39,Nc1ccc(N)c2ccccc12
13463-41-7,39,[O-][n+]2ccccc2S[Zn]Sc1cccc[n+]1[O-]
303-45-7,39,CC(C)c4c3cc(C)c(c1c(C)cc2c(c1O)c(C=O)c(O)c(O)c2C(C)C)c(O)c3c(C=O)c(O)c4O
97-74-5,39,CN(C)C(=S)SC(=S)N(C)C
14324-55-1,39,[Zn+2].S=C([S-])N(CC)CC.CCN(CC)C([S-])=S
676116-04-4,39,CS(=O)(=O)O.Cc2cc(cc1c2NC(=O)CC1(C)C)CCN3CCN(CC3)c5nsc4ccccc45
555-60-2,39,Clc1cc(N\N=C(/C#N)C#N)ccc1
2437-29-8,39,C/[N+](C)=C1\C=C/C(C=C1)=C(/c2ccccc2)c3ccc(cc3)N(C)C.[O-]C(=O)C(=O)O.[O-]C(=O)C(=O)O.O=C(O)C(=O)O.CN(C)c1ccc(cc1)C(\c2ccccc2)=C3/C=C/C(C=C3)=[N+](/C)C
14484-64-1,39,[Fe+3].S=C([S-])N(C)C.CN(C)C([S-])=S.CN(C)C([S-])=S
180084-01-9,39,Cl.Cc1nnc(o1)c2cc(C)c(cc2)c3ccc(cc3)C(=O)N6CCc5cc7OCC4(CCN(CC)CC4)c7cc56
804-36-4,39,O=[N+]([O-])c2ccc(C=C/C(C=Cc1ccc(o1)[N+]([O-])=O)=N\NC(=N)N)o2
513-92-8,39,I/C(I)=C(/I)I
3696-28-4,39,[O-][n+]2ccccc2SSc1cccc[n+]1[O-]
137-29-1,39,[Cu+2].S=C([S-])N(C)C.CN(C)C([S-])=S
375395-33-8,39,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
97-24-5,40,Oc2ccc(Cl)cc2Sc1cc(Cl)ccc1O
135-62-6,40,COc3ccccc3NC(=O)c1cc2ccccc2cc1O
444610-91-7,40,O=C(O)COc1ccc(cc1CC)SCc4sc(nc4CN2CCN(CC2)c3ccc(OC)cc3)c5ccc(cc5)C(F)(F)F
110-25-8,40,O=C(CCCCCCC/C=C\CCCCCCCC)N(C)CC(=O)O
609-19-8,40,Oc1cc(Cl)c(Cl)c(Cl)c1
1061517-62-1,40,[Na+].O=C(c2cn(c1cccc(OCC)c1)c(n2)c3ccc(C)cc3)N4CCN(CC4)c6cc5ccccc5c(c6)C([O-])=O
288104-79-0,40,O=C(NN1CCCCC1)c4nn(c2ccc(Cl)cc2Cl)c(c3ccc(Br)cc3)c4CC
317318-84-6,40,O=C(O)COc1ccc(cc1C)SCc2sc(nc2C)c3cc(F)c(cc3)C(F)(F)F
97-18-7,40,Oc2c(Sc1cc(Cl)cc(Cl)c1O)cc(Cl)cc2Cl
6385-58-6,40,[Na+].[Na+].[O-]c2c(Sc1cc(Cl)cc(Cl)c1[O-])cc(Cl)cc2Cl
158081-99-3,40,O=C(O)C1(CCCC1)c2ccc5c(c2)OC[C@H](Cc3ccc(cc3)c4ccccc4)[C@H]5O
153559-49-0,40,O=C(O)c1ccc(cc1)C(=C)c2cc3c(cc2C)C(C)(C)CCC3(C)C
107071-66-9,40,O=C(CCCCCCCCc1cccnc1)N4CCC(\C=C(/c2ccccc2)c3ccccc3)CC4
149413-74-1,40,O=C(O)Cc4ccccc4COc1cc2cc(oc2cc1)c3nc(cs3)C(C)(C)C
54574-82-2,40,O=C(c1ccc(cc1O)N(CCCC)CCCC)c2ccccc2C(=O)O
67-97-0,40,C=C3CC[C@H](O)C\C3=C\C=C1/CCC[C@]2(C)[C@H](CC[C@@H]12)[C@H](C)CCCC(C)C
117279-73-9,40,CC(C)Cc1ccc(cc1)CCc2cc5c(s2)n3c(C)nnc3C(C)N=C5c4ccccc4Cl
4901-51-3,40,Clc1c(O)cc(Cl)c(Cl)c1Cl
298-07-7,40,CCCCC(COP(O)(=O)OCC(CC)CCCC)CC
434-13-9,40,O=C(O)CC[C@@H](C)[C@H]4CC[C@@H]3[C@]4(C)CC[C@H]1[C@H]3CC[C@@H]2C[C@H](O)CC[C@]12C
608-71-9,40,Brc1c(O)c(Br)c(Br)c(Br)c1Br
3691-35-8,40,Clc1ccc(cc1)C(c2ccccc2)C(=O)C4C(=O)c3ccccc3C4=O
79-94-7,40,Brc1cc(cc(Br)c1O)C(C)(C)c2cc(Br)c(O)c(Br)c2
196808-45-4,40,O=C(O)[C@@H](Nc2ccccc2C(=O)c1ccccc1)Cc3ccc(cc3)OCCc4nc(oc4C)c5ccccc5
11096-82-5,41,Clc2ccc(c1ccc(Cl)c(Cl)c1Cl)c(Cl)c2Cl
1689-99-2,41,Brc1cc(cc(Br)c1OC(=O)CCCCCCC)C#N
102-08-9,41,S=C(Nc1ccccc1)Nc2ccccc2
NOCAS_47374,41,COc1ccc(cc1)C(=O)Nc3nc4ccccc4c(NCc2ccccc2)c3C#N
153233-91-1,41,CC(C)(C)c1cc(OCC)c(cc1)C2N=C(OC2)c3c(F)cccc3F
587-90-6,41,O=C(Nc1ccc(cc1)[N+]([O-])=O)Nc2ccc(cc2)[N+]([O-])=O
285983-48-4,41,CC(C)(C)c4cc(NC(=O)Nc3ccc(OCCN1CCOCC1)c2ccccc23)n(n4)c5ccc(C)cc5
58493-49-5,41,Oc1ccc(cc1OC)CNC(=O)CCCCCCC/C=C\CCCCCCCC
62924-70-3,41,Clc2cccc(F)c2CN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
754-91-6,41,FC(F)(C(F)(F)S(N)(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
329-01-1,41,O=C=N/c1cc(ccc1)C(F)(F)F
1689-84-5,41,Brc1cc(cc(Br)c1O)C#N
107753-78-6,41,Cc1ccccc1S(=O)(=O)NC(=O)c5ccc(Cc3cn(C)c2ccc(cc23)NC(=O)OC4CCCC4)c(OC)c5
71653-63-9,42,CC=1NC(C)=C(C(C=1C(=O)OC)c2ccccc2OC(F)F)C(=O)OC
55219-65-3,42,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2
53370-90-4,42,NC(=O)c1ccccc1OCCCCCC
