cas,cluster,smiles
848-53-3,1,Clc1ccc(cc1)C(c2ccccc2)N3CCCN(C)CC3
113-59-7,1,CN(C)CC\C=C1/c3ccccc3Sc2ccc(Cl)cc12
1098-60-8,1,Cl.FC(F)(F)c1cc2N(CCCN(C)C)c3ccccc3Sc2cc1
14976-57-9,1,CN3CCC[C@@H]3CCO[C@](C)(c1ccccc1)c2ccc(Cl)cc2.O=C(O)/C=C/C(=O)O
481-49-2,1,COc8ccc1cc8Oc7ccc(C[C@H]4c5c(Oc3cc2c(CCN(C)[C@@H]2C1)cc3OC)c6OCOc6cc5CCN4C)cc7
136434-34-9,1,Cl.CNCC[C@H](Oc1cccc2ccccc12)c3cccs3
145742-28-5,1,FC(F)(F)Oc3cc(CN[C@H]1CCCN[C@H]1c2ccccc2)c(OC)cc3
50-53-3,1,CN(C)CCCN1c3ccccc3Sc2ccc(Cl)cc12
1244-76-4,1,Cl.Clc1ccc(cc1)C(c2ccccc2)N3CCN(CC3)CCOCCO
NOCAS_47311,2,CNS(=O)(=O)c1cc(c(Cl)cc1F)C(=O)N2CCC(CC2)(CCN6C3CCC6CC(C3)n4c5ccccc5nc4C)c7cccc(F)c7
231277-92-2,2,Fc1cccc(c1)COc2ccc(cc2Cl)Nc3ncnc4ccc(cc34)c5ccc(CNCCS(C)(=O)=O)o5
129722-12-9,2,Clc4cccc(N3CCN(CCCCOc1ccc2CCC(=O)Nc2c1)CC3)c4Cl
83657-24-3,2,OC(\C(=C/c1ccc(Cl)cc1Cl)n2cncn2)C(C)(C)C
NOCAS_47387,2,O=C2CO[C@](CN2c1ccccc1)(CCN3CCC(NC(C)=O)(CC3)c4cccc(F)c4)c5ccc(Cl)c(Cl)c5.O=C(O)CCC(=O)O
19774-82-4,2,Cl.CCN(CC)CCOc1c(I)cc(cc1I)C(=O)c2c3ccccc3oc2CCCC
1951-25-3,2,CCN(CC)CCOc1c(I)cc(cc1I)C(=O)c2c3ccccc3oc2CCCC
101477-54-7,2,Cl.Cl.Fc1ccc(cc1)C(c2ccc(F)cc2)N3CCN(CC3)Cc4ccc(OC)c(OC)c4OC
NOCAS_45916,2,O=C(O)C(O)C(O)C(=O)O.COc4ccccc4OCCNCC(O)COc2cccc3nc1ccccc1c23
57132-53-3,2,CCCN(CCC)C(=O)C(NC(=O)c1ccccc1)CCC(=O)OCCCN5CCN(CCOC(=O)Cc4c2cc(OC)ccc2n(C(=O)c3ccc(Cl)cc3)c4C)CC5
171228-49-2,2,C[C@H](O)[C@H](CC)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OCC6C[C@@](Cn5cncn5)(OC6)c7ccc(F)cc7F
114369-43-6,2,Clc3ccc(CCC(Cn1cncn1)(C#N)c2ccccc2)cc3
170729-80-3,2,C[C@@H](O[C@H]2OCCN(CC1=NC(=O)N=N1)[C@H]2C3CCC(F)CC3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F
79983-71-4,2,OC(CCCC)(Cn1cncn1)c2ccc(Cl)cc2Cl
102992-93-8,2,Cl.[O-][N+](=O)c1cccc(c1)C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OCCCN3CCC(CC3)(c4ccccc4)c5ccccc5
1032350-13-2,2,NC1(CCC1)c2ccc(cc2)c3nc5C=CN6C(=O)NN=C6c5cc3c4ccccc4
184475-35-2,2,Fc1ccc(cc1Cl)Nc2ncnc3cc(OC)c(cc23)OCCCN4CCOCC4
2062-78-4,2,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3c4ccccc4NC3=O)c5ccc(F)cc5
55985-32-5,2,CC=2NC(C)=C(C(C=2C(=O)OCCN(C)Cc1ccccc1)c3cccc(c3)[N+]([O-])=O)C(=O)OC
3416-26-0,2,Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3
2152-44-5,3,OCC(=O)[C@@]4(OC(=O)CCCC)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
51333-22-3,3,OCC(=O)[C@@]53O[C@@H](O[C@@H]5C[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@H]4[C@@H](O)C[C@@]23C)CCC
83919-23-7,3,ClCC(=O)[C@@]5(OC(=O)c1ccco1)[C@H](C)C[C@@H]3[C@]5(C)C[C@H](O)[C@]2(Cl)[C@@]4(C)C=CC(=O)C=C4CC[C@H]23
127-31-1,4,OCC(=O)[C@@]4(O)CC[C@@H]2[C@]4(C)C[C@H](O)[C@]1(F)[C@@]3(C)CCC(=O)C=C3CC[C@H]12
1177-87-3,4,CC(=O)OCC(=O)[C@@]4(O)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
50-03-3,4,CC(=O)OCC(=O)[C@@]4(O)CCC3C2CCC1=CC(=O)CC[C@]1(C)C2[C@@H](O)C[C@@]34C
13609-67-1,4,OCC(=O)[C@@]4(OC(=O)CCC)CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
33564-31-7,4,CC(=O)OCC(=O)[C@@]4(OC(C)=O)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C
25122-46-7,4,ClCC(=O)[C@@]4(OC(=O)CC)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
82034-46-6,4,O=C(OCCl)[C@@]4(OC(=O)OCC)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C
426-13-1,4,CC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](C)C1=CC(=O)C=C[C@@]12C
14484-47-0,4,CC(=O)OCC(=O)[C@@]54N=C(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C
25122-57-0,4,ClCC(=O)[C@@]3(OC(=O)CCC)[C@@H](C)C[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@@]4(F)C(=O)C[C@@]23C
67-73-2,4,OCC(=O)[C@]45OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C
520-85-4,4,CC(=O)[C@@]3(O)CC[C@H]2[C@@H]4C[C@H](C)C1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C
57524-89-7,4,OCC(=O)[C@@]4(OC(=O)CCCC)CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
124-94-7,4,OCC(=O)[C@@]3(O)[C@H](O)C[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@@]4(F)[C@@H](O)C[C@@]23C
1310709-74-0,4,O.OCC(=O)[C@@]4(O)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](F)C1=CC(=O)C(Cl)=C[C@@]12C
2668-66-8,4,CC(=O)[C@H]4CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3[C@@H](C)C[C@H]12
59198-70-8,4,CCCCC(=O)OCC(=O)[C@H]4[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C
49697-38-3,4,O=C(OC)[C@@]4(C)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C
50-23-7,4,OCC(=O)[C@@]4(O)CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
52-21-1,4,CC(=O)OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C
3093-35-4,4,ClCC(=O)[C@@]54OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)CC[C@@]12C
53-34-9,4,OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C
4419-39-0,4,OCC(=O)[C@@]4(O)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(Cl)[C@H]3CCC1=CC(=O)C=C[C@@]12C
50-24-8,4,OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C
50-22-6,4,OCC(=O)[C@H]4CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
1524-88-5,4,OCC(=O)[C@@]54OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](F)C1=CC(=O)CC[C@@]12C
71-58-9,4,CC(=O)[C@@]3(OC(C)=O)CC[C@H]2[C@@H]4C[C@H](C)C1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C
33755-46-3,4,OCC(=O)[C@@]4(OC(=O)CCCC)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
2919-66-6,4,CC(=O)[C@@]3(OC(C)=O)C(=C)C[C@H]2[C@@H]4C=C(C)C1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C
378-44-9,4,OCC(=O)[C@@]4(O)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
83-43-2,4,OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](C)C1=CC(=O)C=C[C@@]12C
125-04-2,4,[Na+].[O-]C(=O)CCC(=O)OCC(=O)[C@@]4(O)CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
382-67-2,4,OCC(=O)[C@H]4[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
638-94-8,4,OCC(=O)[C@@]54OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C
356-12-7,4,CC(=O)OCC(=O)[C@]45OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C
80474-14-2,4,O=C(SCF)[C@@]4(OC(=O)CC)[C@H](C)C[C@H]3C2C[C@H](F)C1=CC(=O)C=C[C@]1(C)[C@@]2(F)[C@@H](O)C[C@@]34C
2135-17-3,4,OCC(=O)[C@@]4(O)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C
3385-03-3,4,OCC(=O)[C@@]54OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C
76-25-5,4,OCC(=O)[C@@]54OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
338-98-7,4,CC(=O)OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
2349-07-7,5,O=C(OCCCCCC)C(C)C
72590-77-3,5,CCC(=O)OCC(=O)[C@@]4(OC(=O)CCC)CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
76-90-4,5,[Br-].O=C(OC1CCC[N+](C)(C)C1)C(O)(c2ccccc2)c3ccccc3
2011-67-8,5,[O-][N+](=O)c1ccc2c(c1)C(=NCC(=O)N2C)c3ccccc3
115256-11-6,5,CS(=O)(=O)Nc1ccc(cc1)CCN(C)CCOc2ccc(cc2)NS(C)(=O)=O
1180-71-8,5,C[C@]35CC[C@@H]1[C@@]76COC(=O)C[C@@H]7OC(C)(C)[C@@H]6CC(=O)[C@@]1(C)[C@@]45O[C@@H]4C(=O)O[C@H]3c2ccoc2
99464-64-9,5,O=C(OCC)OC(C)OC=2c1ccccc1S(=O)(=O)N(C)C=2C(=O)Nc3ccccn3
544-62-7,5,OC(CO)COCCCCCCCCCCCCCCCCCC
13380-94-4,5,O=C1CC2CC1C3CCCC23
30748-29-9,5,C/C(C)=C\CC2C(=O)N(c1ccccc1)N(C2=O)c3ccccc3
1642-54-2,5,O=C(N1CCN(C)CC1)N(CC)CC.O=C(O)C(O)(CC(=O)O)CC(=O)O
55837-27-9,5,O=C(O)c2cc(c(Oc1ccccc1)c(c2)N3CCCC3)S(N)(=O)=O
26040-51-7,5,Brc1c(c(c(Br)c(Br)c1Br)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC
88678-31-3,5,COc1cccc(n1)N(C)C(=S)Oc2cc3CCCCc3cc2
151-73-5,5,[Na+].[Na+].[O-]P([O-])(=O)OCC(=O)[C@@]4(O)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
2392-39-4,5,[Na+].[Na+].[O-]P([O-])(=O)OCC(=O)[C@@]4(O)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
2305-05-7,5,O=C1CCC(CCCCCCCC)O1
67-78-7,5,CC(=O)OCC(=O)[C@@]3(O)[C@@H](C[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@@]4(F)[C@@H](O)C[C@@]23C)OC(C)=O
60166-93-0,5,O=C(Nc1c(I)c(c(I)c(c1I)C(=O)NC(CO)CO)C(=O)NC(CO)CO)[C@H](C)O
1115-70-4,5,Cl.N=C(N)NC(=N)N(C)C
82626-48-0,5,CN(C)C(=O)Cc1c(nc2ccc(C)cn12)c3ccc(C)cc3
562-49-2,6,CC(C)(CC)CC
64063-37-2,6,Clc1c(C)ccc(Cl)c1N
111-26-2,6,CCCCCCN
1633-05-2,6,[Sr+2].[O-]C([O-])=O
110-43-0,6,CC(=O)CCCCC
5743-28-2,6,[Ca+2].O.O.OC=1C(=O)O[C@H]([C@@H](O)CO)C=1[O-].OC[C@H](O)[C@H]1OC(=O)C(O)=C1[O-]
143-22-6,6,OCCOCCOCCOCCCC
5632-47-3,6,O=NN1CCNCC1
5459-58-5,6,O=C(CC#N)OCCCC
544-92-3,6,[Cu+].[C-]#N
72269-48-8,6,CC(=O)OCCC\C=C\CCCCCCCC
6673-35-4,6,CC(C)NCC(O)COc1ccc(cc1)NC(C)=O
55566-30-8,6,OC[P+](CO)(CO)CO.[O-]S([O-])(=O)=O.OC[P+](CO)(CO)CO
2497-21-4,6,CCC(=O)C=CC
36631-30-8,6,CC(C)CCCCCCCOC(=O)c1cc(C(=O)OCCCCCCCC(C)C)c(cc1)C(=O)OCCCCCCCC(C)C
122-60-1,6,c2ccc(OCC1CO1)cc2
3710-84-7,6,CCN(O)CC
1271-19-8,6,[Cl-].[Cl-].C=2CC([Ti+2]C1=CC=CC1)=CC=2
7787-59-9,6,Cl[Bi]=O
7785-70-8,6,CC2(C)[C@@H]1CC=C(C)[C@H]2C1
3179-47-3,6,C=C(C)C(=O)OCCCCCCCCCC
840-65-3,6,O=C(OC)c1ccc2cc(ccc2c1)C(=O)OC
1975-78-6,6,CCCCCCCCCC#N
67-66-3,6,ClC(Cl)Cl
10016-20-3,6,O[C@@H]2[C@@H](O)[C@@H]1O[C@H]7O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]2O[C@@H]1CO)[C@H](O)[C@H]3O)[C@H](O)[C@H]4O)[C@H](O)[C@H]5O)[C@H](O)[C@H]6O)[C@H](O)[C@H]7O
109-89-7,6,CCNCC
122-70-3,6,CCC(=O)OCCc1ccccc1
578-46-1,6,O=[N+]([O-])c1ccc(C)cc1N
509-60-4,6,Oc1ccc2C[C@H]4N(C)CC[C@@]35[C@@H](Oc1c23)[C@@H](O)CC[C@@H]45
626-56-2,6,CC1CCCNC1
2338-76-3,6,FC(F)(F)c1cccc(CC#N)c1
156-59-2,6,Cl\C=C/Cl
67-63-0,6,CC(C)O
20224-45-7,6,O=C1NC(=O)NC(=O)C1(CC=C)[C@H](C)CCC
111-66-0,6,C=CCCCCCC
56-89-3,6,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O
352-93-2,6,CCSCC
139-66-2,6,c1ccccc1Sc2ccccc2
137-06-4,6,Cc1ccccc1S
4300-97-4,6,CC(C)(CCl)C(Cl)=O
563-72-4,6,[Ca+2].[O-]C(=O)C([O-])=O
23432-62-4,6,CO[Si](CCCNC(=O)OC)(OC)OC
121057-90-7,6,F[P-](F)(F)(F)(F)F.C[N+]1(CC)CCCC1
35935-34-3,6,[I-].C[n+]1ccn(CC)c1
4130-08-9,6,O=C(C)O[Si](OC(C)=O)(OC(=O)C)C=C
4016-14-2,6,CC(C)OCC1CO1
75-60-5,6,C[As](C)(O)=O
879866-95-2,6,CCC[N+]1(C)CCCCC1.F[B-](F)(F)F
333-27-7,6,FC(F)(F)S(=O)(=O)OC
15706-73-7,6,O=C(OCCCC)C(C)CC
60-56-0,6,S=C1NC=CN1C
18694-40-1,6,Cc1cc(nc(n1)n2nc(C)cc2OC)OC
58-15-1,6,CN(C)C=2C(=O)N(c1ccccc1)N(C)C=2C
625-55-8,6,CC(C)OC=O
98-82-8,6,CC(C)c1ccccc1
765-15-1,6,N#CSCCCCCCCCCCCC
938-73-8,6,CCOc1ccccc1C(N)=O
4536-30-5,6,OCCOCCCCCCCCCCCC
64057-70-1,6,Cl.CC(NC)Cc1ccc2OCOc2c1
178600-17-4,6,Cl.O=C(O)Cc2ccc(OCCNC[C@H](O)c1ccccc1)cc2
7791-18-6,6,O.O.O.O.O.O.Cl[Mg]Cl
22915-73-7,6,O=C(OCCCCCCOC(=O)c1ccccc1)c2ccccc2
123-35-3,6,C/C(C)=C\CCC(=C)C=C
64808-48-6,6,[Na+].[Na+].O=C([O-])c2ccc(Cl)cc2Nc1ccccc1C([O-])=O
5138-18-1,6,OC(=O)CC(C(=O)O)S(=O)(=O)O
100-64-1,6,O\N=C1/CCCCC1
2554-06-5,6,C[Si]1(O[Si](C)(O[Si](C)(O[Si](C)(O1)C=C)C=C)C=C)C=C
487-93-4,6,CN(C)CCc2cnc1ccc(O)cc12
591-17-3,6,Cc1cc(Br)ccc1
2420-87-3,6,O=C1OC(=O)c2cc(ccc12)c3ccc4C(=O)OC(=O)c4c3
118-56-9,6,O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2O
137-40-6,6,[Na+].[O-]C(=O)CC
67874-72-0,6,O=C(C)OC1CCCCC1C(C)(C)CC
98-53-3,6,O=C1CCC(CC1)C(C)(C)C
7007-96-7,6,O=C(N\N=C\C=CC)c1ccncc1
1975-50-4,6,Cc1c(cccc1[N+](=O)[O-])C(=O)O
124-12-9,6,CCCCCCCC#N
2270-60-2,6,O=C(CC(C)CC\C=C(/C)C)OC
26259-45-0,6,COc1nc(NCC)nc(NC(C)CC)n1
636-26-0,6,CC1=CNC(=S)NC1=O
4684-94-0,6,OC(=O)c1cccc(Cl)n1
684-93-5,6,NC(=O)N(C)N=O
486-12-4,7,Cc1ccc(cc1)C(=C\CN2CCCC2)/c3ccccn3
1094-08-2,7,Cl.CCN(CC)C(C)CN1c3ccccc3Sc2ccccc12
6452-73-9,7,Cl.CC(C)NCC(O)COc1ccccc1OCC=C
3239-45-0,7,Cl.FC(F)(F)c1cccc(C[C@H](C)NCC)c1
110-65-6,7,OCC#CCO
68677-26-9,7,O=C(O)/C=C/C(=O)O.CN(C)CCc2cnc1ccccc12
31895-22-4,7,CN(C)C1CSSSC1.O=C(O)C(=O)O
15663-27-1,7,Cl[Pt](Cl)(N)N
1450-85-7,7,S=C1N=CC=CN1
33032-12-1,7,O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.CN(C)CCN(Cc1cccs1)c2ccccn2.CN(C)CCN(Cc1cccs1)c2ccccn2
135-23-9,7,Cl.CN(C)CCN(Cc1cccs1)c2ccccn2
5424-37-3,7,Cl.Cl.Nc1cc(C)nc2ccc(cc12)NC(=O)Nc3ccc4nc(C)cc(N)c4c3
61546-00-7,7,[Br-].C[n+]1ccn(CCCCCCCCCCCC)c1
53179-07-0,7,COc2ccccc2OC(CCNC)c1ccccc1
1176-08-5,7,O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCOc2ccccc2Cc1ccccc1
5437-45-6,7,BrCC(=O)OCc1ccccc1
541-53-7,7,NC(=S)NC(N)=S
28777-98-2,7,O=C1OC(=O)CC1\C=C\CCCCCCCCCCCCCCCC
NOCAS_48895,7,O=C(O)/C=C/C(=O)O.CCN(CC)CCc2cnc1ccccc12.CCN(CC)CCc2cnc1ccccc12
2365-48-2,7,O=C(OC)CS
55704-78-4,7,CC1(O)CSC(C)(O)CS1
57574-09-1,7,O=C(O)CCCCCCNC2c3ccccc3CCc1ccccc12
58066-85-6,7,C[N+](C)(C)CCOP([O-])(=O)OCCCCCCCCCCCCCCCC
126-06-7,7,CC1(C)C(=O)N(Br)C(=O)N1Cl
447-41-6,7,OC(c1ccc(O)cc1)C(C)NC(C)CCc2ccccc2
623-51-8,7,O=C(OCC)CS
315-80-0,7,Cl.CN(C)CCN3c1ccccc1N(C)c2ccccc2C3=O
4682-36-4,7,O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCOC(c1ccccc1)c2ccccc2C
108-98-5,7,Sc1ccccc1
1617-90-9,7,O=C(OC)[C@@]5(O)C[C@@]4(CCCN3CCc2c1ccccc1n5c2[C@@H]34)CC
25389-94-0,7,O=S(=O)(O)O.O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CN)O[C@@H]3O[C@H]2[C@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O)[C@H](N)C[C@@H]2N
552-22-7,7,IOc1cc(C)c(cc1C(C)C)c2cc(C(C)C)c(OI)cc2C
31677-93-7,7,Cl.O=C(c1cc(Cl)ccc1)C(C)NC(C)(C)C
6138-56-3,7,O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCN(Cc1ccccc1)c2ccccn2
130-20-1,7,O=C4c3c2Nc6c(Cl)cc1C(=O)c7ccccc7C(=O)c1c6Nc2c(Cl)cc3C(=O)c5ccccc45
611-09-6,7,[O-][N+](=O)c1cc2c(cc1)NC(=O)C2=O
5039-78-1,7,[Cl-].C[N+](C)(C)CCOC(=O)C(=C)C
7152-80-9,7,N#CSc1ccc(cc1)N(C)C
90494-79-4,7,Cl.FC(F)(F)c1cccc(c1)C4=CCN(CCc2cc3ccccc3cc2)CC4
150408-73-4,7,Fc6ccccc6C3=N[C@H](NC(=O)c1cc2ccccc2n1)C(=O)N5CCc4cccc3c45
1066-30-4,7,[Cr+3].O=C([O-])C.[O-]C(C)=O.[O-]C(C)=O
51-65-0,7,Fc1ccc(CC(N)C(=O)O)cc1
91-84-9,7,COc1ccc(cc1)CN(CCN(C)C)c2ccccn2
179113-91-8,7,O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)NCC(=O)O
14096-51-6,7,[Cl-][Pt]1([Cl-])NCCN1
89565-68-4,7,CN4[C@H]1CC[C@@H]4CC(C1)OC(=O)c3cnc2ccccc23
147-24-0,7,Cl.CN(C)CCOC(c1ccccc1)c2ccccc2
58-73-1,7,CN(C)CCOC(c1ccccc1)c2ccccc2
2224-15-9,8,C(OCCOCC1CO1)C2CO2
73231-34-2,8,O=S(C)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl
159701-44-7,8,CCN(CC)C(=O)N[C@@H]2C=C1c3cccc4ncc(C[C@@H]1N(C)C2)c34
78-10-4,8,CCO[Si](OCC)(OCC)OCC
10402-53-6,8,Cl.Cl.O=C(c1ccccc1)C(C)CN3CCN(CC(OCC)c2ccccc2)CC3
673-31-4,8,NC(=O)OCCCc1ccccc1
36443-80-8,8,[Cl-].C[n+]2ccn(Cc1ccccc1)c2
28721-07-5,8,NC(=O)N3c1ccccc1C(=O)Cc2ccccc23
