cas,cluster,smiles,inchikey
33342-05-1,17,O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)CCN4C(=O)c3cc(ccc3C(C)(C)C4=O)OC,LLJFMFZYVVLQKT-UHFFFAOYSA-N
67392-87-4,17,O=C1CC[C@]6(O1)[C@H]2C[C@H]2[C@H]5[C@@H]7[C@H]3C[C@H]3C4=CC(=O)CC[C@]4(C)[C@H]7CC[C@@]56C,METQSPRSQINEEU-HXCATZOESA-N
53-06-5,17,OCC(=O)[C@@]3(O)CC[C@H]2[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4C(=O)C[C@@]23C,MFYSYFVPBJMHGN-ZPOLXVRWSA-N
91296-86-5,17,Cl.CN1CCN(CC1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)c4ccc(F)cc4,JFMGBGLSDVIOHL-UHFFFAOYSA-N
566-48-3,17,O=C2CC[C@H]3[C@@H]4CCC1=C(O)C(=O)CC[C@]1(C)[C@H]4CC[C@]23C,OSVMTWJCGUFAOD-KZQROQTASA-N
1247-42-3,17,OCC(=O)[C@@]3(O)[C@@H](C)C[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@H]4C(=O)C[C@@]23C,PIDANAQULIKBQS-RNUIGHNZSA-N
976-71-6,17,O=C5CC[C@@]3(CC[C@H]2[C@@H]4C=CC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C)O5,UJVLDDZCTMKXJK-WNHSNXHDSA-N
56-47-3,17,CC(=O)OCC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C,VPGRYOFKCNULNK-ACXQXYJUSA-N
152-58-9,17,OCC(=O)[C@@]3(O)CC[C@H]2[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C,WHBHBVVOGNECLV-OBQKJFGGSA-N
53-03-2,17,OCC(=O)[C@@]3(O)CC[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@H]4C(=O)C[C@@]23C,XOFYZVNMUHMLCC-ZPOLXVRWSA-N
76-43-7,17,C[C@]4(O)CC[C@@H]2[C@]4(C)C[C@H](O)[C@]1(F)[C@@]3(C)CCC(=O)C=C3CC[C@H]12,YLRFCQOZQXIBAB-RBZZARIASA-N
864283-48-7,17,NC(=O)CN(CC(F)(F)F)c1cc(c(cc1)C#N)C(F)(F)F,ZDYGKWOTFUOWOA-UHFFFAOYSA-N
64-85-7,17,OCC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C,ZESRJSPZRDMNHY-YFWFAHHUSA-N
503-30-0,18,C1CCO1,AHHWIHXENZJRFG-UHFFFAOYSA-N
33996-33-7,18,O[C@@H]1C[C@@H](C(=O)O)N(C1)C(=O)C,BAPRUDZDYCKSOQ-RITPCOANSA-N
88069-67-4,18,Cc3cccc(C)c3NC(=O)CC12CCCN2CCC1,BCQTVJKBTWGHCX-UHFFFAOYSA-N
201677-61-4,18,[Na+].O.O.O.O.O=S(=O)(Nc1ccccc1C(=O)NCC([O-])=O)c2ccc(OC(=O)C(C)(C)C)cc2,PLHREJBSQUSUCW-UHFFFAOYSA-M
22457-89-2,18,Nc2nc(C)ncc2CN(C=O)C(C)=C(CCOP(=O)(O)O)SC(=O)c1ccccc1,BTNNPSLJPBRMLZ-UHFFFAOYSA-N
32887-01-7,18,OC(=O)[C@@H]2N3C(=O)[C@@H](/N=C/N1CCCCCC1)[C@H]3SC2(C)C,BWWVAEOLVKTZFQ-ISVUSNJMSA-N
141-32-2,18,C=CC(=O)OCCCC,CQEYYJKEWSMYFG-UHFFFAOYSA-N
51-36-5,18,Clc1cc(cc(Cl)c1)C(=O)O,CXKCZFDUOYMOOP-UHFFFAOYSA-N
75-69-4,18,ClC(Cl)(Cl)F,CYRMSUTZVYGINF-UHFFFAOYSA-N
106463-17-6,18,Cl.O=S(N)(=O)c1cc(ccc1OC)C[C@@H](C)NCCOc2ccccc2OCC,ZZIZZTHXZRDOFM-XFULWGLBSA-N
102-01-2,18,O=C(Nc1ccccc1)CC(C)=O,DYRDKSSFIWVSNM-UHFFFAOYSA-N
110871-86-8,18,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3c(c2F)N(C=C(C3=O)C(=O)O)C4CC4,DZZWHBIBMUVIIW-DTORHVGOSA-N
646-14-0,18,[O-][N+](=O)CCCCCC,FEYJIFXFOHFGCC-UHFFFAOYSA-N
298-46-4,18,NC(=O)N2c3ccccc3C=Cc1ccccc12,FFGPTBGBLSHEPO-UHFFFAOYSA-N
75-27-4,18,BrC(Cl)Cl,FMWLUWPQPKEARP-UHFFFAOYSA-N
11042-64-1,18,Oc1ccc(cc1OC)/C=C/C(=O)O[C@H]4CC[C@]63C[C@@]56CC[C@]2(C)[C@H](CC[C@@]2(C)[C@@H]5CC[C@H]3C4(C)C)[C@H](C)CC\C=C(/C)C,FODTZLFLDFKIQH-FSVGXZBPSA-N
57018-52-7,18,CC(C)(C)OCC(C)O,GQCZPFJGIXHZMB-UHFFFAOYSA-N
78-42-2,18,CCCCC(COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC)CC,GTVWRXDRKAHEAD-UHFFFAOYSA-N
142-82-5,18,CCCCCCC,IMNFDUFMRHMDMM-UHFFFAOYSA-N
15826-37-6,18,[Na+].[Na+].[O-]C(=O)C=4Oc3cccc(OCC(O)COc1cccc2OC(=CC(=O)c12)C([O-])=O)c3C(=O)C=4,VLARUOGDXDTHEH-UHFFFAOYSA-L
50-04-4,18,CC(=O)OCC(=O)[C@@]3(O)CC[C@H]2[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4C(=O)C[C@@]23C,ITRJWOMZKQRYTA-RFZYENFJSA-N
2495-25-2,18,C=C(C)C(=O)OCCCCCCCCCCCCC,KEROTHRUZYBWCY-UHFFFAOYSA-N
592-41-6,18,C=CCCCC,LIKMAJRDDDTEIG-UHFFFAOYSA-N
108-65-6,18,CC(=O)OC(C)COC,LLHKCFNBLRBOGN-UHFFFAOYSA-N
15707-23-0,18,Cc1nccnc1CC,LNIMMWYNSBZESE-UHFFFAOYSA-N
1405-86-3,18,O=C(O)[C@H]7O[C@@H](O[C@@H]6[C@@H](O)[C@H](O)[C@H](O[C@@H]6O[C@H]2CC[C@]3(C)[C@H]4C(=O)C=C1[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]1(C)[C@]4(C)CC[C@H]3C2(C)C)C(=O)O)C(=O)O)[C@H](O)[C@@H](O)[C@@H]7O,LPLVUJXQOOQHMX-QWBHMCJMSA-N
533-31-3,18,Oc1ccc2OCOc2c1,LUSZGTFNYDARNI-UHFFFAOYSA-N
23182-46-9,18,[Br-].CC[N+]3(CCOC(=O)C(O)(c1ccccc1)c2ccccc2)CCCCC3,VPUGSHLBERYQGC-UHFFFAOYSA-M
872-90-2,18,[I-].CC[n+]1ccccc1,FSRVQSSHFLOXGR-UHFFFAOYSA-M
2610-86-8,18,[K+].CC(=O)CC(C1=C([O-])c2ccccc2OC1=O)c3ccccc3,WSHYKIAQCMIPTB-UHFFFAOYSA-M
123447-62-1,18,CC=5OC(=O)OC=5CN1CCN(CC1)c2cc3c(cc2F)C(=O)C(=C4SC(C)N34)C(=O)O,PWNMXPDKBYZCOO-UHFFFAOYSA-N
50-45-3,18,Clc1c(cccc1Cl)C(=O)O,QAOJBHRZQQDFHA-UHFFFAOYSA-N
113617-63-3,18,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(F)c3c(c2F)N(C=C(C3=O)C(=O)O)C4CC4,QIPQASLPWJVQMH-DTORHVGOSA-N
96-13-9,18,BrC(CBr)CO,QWVCIORZLNBIIC-UHFFFAOYSA-N
634-90-2,18,Clc1cc(Cl)c(Cl)c(Cl)c1,QZYNWJQFTJXIRN-UHFFFAOYSA-N
120-57-0,18,O=Cc1ccc2OCOc2c1,SATCULPHIDQDRE-UHFFFAOYSA-N
67-72-1,18,ClC(Cl)(Cl)C(Cl)(Cl)Cl,VHHHONWQHHHLTI-UHFFFAOYSA-N
101-39-3,18,CC(=Cc1ccccc1)C=O,VLUMOWNVWOXZAU-UHFFFAOYSA-N
595-37-9,18,CC(C)(CC)C(=O)O,VUAXHMVRKOTJKP-UHFFFAOYSA-N
547-44-4,18,Nc1ccc(cc1)S(=O)(=O)NC(N)=O,WVAKABMNNSMCDK-UHFFFAOYSA-N
638-29-9,18,CCCCC(Cl)=O,XGISHOFUAFNYQF-UHFFFAOYSA-N
71320-77-9,18,Clc1ccc(cc1)C(=O)NCCN2CCOCC2,YHXISWVBGDMDLQ-UHFFFAOYSA-N
110-02-1,18,c1cccs1,YTPLMLYBLZKORZ-UHFFFAOYSA-N
79-29-8,18,CC(C)C(C)C,ZFFMLCVRJBZUDZ-UHFFFAOYSA-N
118-90-1,18,Cc1ccccc1C(O)=O,ZWLPBLYKEWSWPD-UHFFFAOYSA-N
3012-37-1,19,N#CSCc1ccccc1,ABNDFSOIUFLJAH-UHFFFAOYSA-N
604-75-1,19,Clc1ccc2NC(=O)C(O)N=C(c2c1)c3ccccc3,ADIMAYPTOBDMTL-UHFFFAOYSA-N
623-17-6,19,O=C(C)OCc1ccco1,CKOYRRWBOKMNRG-UHFFFAOYSA-N
93-91-4,19,O=C(CC(C)=O)c1ccccc1,CVBUKMMMRLOKQR-UHFFFAOYSA-N
26172-55-4,19,ClC1=CC(=O)N(C)S1,DHNRXBZYEKSXIM-UHFFFAOYSA-N
7085-85-0,19,N#CC(=C)C(=O)OCC,FGBJXOREULPLGL-UHFFFAOYSA-N
99-04-7,19,Cc1cccc(c1)C(O)=O,GPSDUZXPYCFOSQ-UHFFFAOYSA-N
105-60-2,19,O=C1CCCCCN1,JBKVHLHDHHXQEQ-UHFFFAOYSA-N
76-06-2,19,ClC(Cl)(Cl)[N+]([O-])=O,LFHISGNCFUNFFM-UHFFFAOYSA-N
105628-07-7,19,Cl.O=S(=O)(c2cccc1cnccc12)N3CCCNCC3,LFVPBERIVUNMGV-UHFFFAOYSA-N
132907-72-3,19,Cl.O=C(c2cn(C)c1ccccc12)[C@H]3Cc4ncnc4CC3,NA
628-63-7,19,CC(=O)OCCCCC,PGMYKACGEOXYJE-UHFFFAOYSA-N
67-43-6,19,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,QPCDCPDFJACHGM-UHFFFAOYSA-N
366-18-7,19,c1nc(ccc1)c2ccccn2,ROFVEXUMMXZLPA-UHFFFAOYSA-N
136-30-1,19,[Na+].[S-]C(=S)N(CCCC)CCCC,HUMLQUKVJARKRN-UHFFFAOYSA-M
108-68-9,19,Cc1cc(O)cc(C)c1,TUAMRELNJMMDMT-UHFFFAOYSA-N
120-61-6,19,COC(=O)c1ccc(cc1)C(=O)OC,WOZVHXUHUFLZGK-UHFFFAOYSA-N
624-92-0,19,CSSC,WQOXQRCZOLPYPM-UHFFFAOYSA-N
1508-76-5,19,Cl.OC(CCN1CCCC1)(c2ccccc2)C3CCCCC3,ZFSPFXJSEHCTTR-UHFFFAOYSA-N
57-13-6,19,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N
NOCAS_47385,19,CC(C)N4CCC(NC(=O)c3cc1cc(OCCOC)ncc1n3CC(=O)Nc2ccc(Cl)cn2)CC4.CC(=O)O,XGGRLKVDUXPILZ-UHFFFAOYSA-N
3759-92-0,19,Cl.[O-][N+](=O)c1ccc(o1)/C=N/N2CC(OC2=O)CN3CCOCC3,PPSVFZXMDMUIGB-FJUODKGNSA-N
230954-09-3,19,O=S(=O)(NC1(CCOCC1)C(=O)NO)c3ccc(Oc2ccc(F)cc2)cc3,ZBRHTUMWSDPCMI-UHFFFAOYSA-N
541-73-1,19,Clc1cccc(Cl)c1,ZPQOPVIELGIULI-UHFFFAOYSA-N
97612-24-3,20,Cl.CCN2CCC[C@H]2CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,HFJFXXDHVWLIKX-YDALLXLXSA-N
318-98-9,20,Cl.CC(C)NCC(O)COc2cccc1ccccc12,ZMRUPTIKESYGQW-UHFFFAOYSA-N
5051-22-9,20,CC(C)NC[C@@H](O)COc2cccc1ccccc12,AQHHHDLHHXJYJD-CQSZACIVSA-N
127308-98-9,20,O=C(O)/C=C/C(=O)O.c1cc(cc2OCOc12)CCN5CCC[C@H](OC(c3ccccc3)c4ccccc4)C5,PMHKTAIGYOVZEZ-DSSYAJFBSA-N
137160-11-3,20,Cl.CN(C(=N)Nc2cccc1ccccc12)c3cc(CC)ccc3,CKAKVKWRMCAYJD-UHFFFAOYSA-N
7558-73-8,20,Cl.CCCN(CCC)CCc2cnc1ccccc12,NA
19982-08-2,20,CC13CC2(C)CC(N)(C1)CC(C2)C3,BUGYDGFZZOZRHP-UHFFFAOYSA-N
98769-84-7,20,CS(=O)(=O)O.CCOc3ccccc3O[C@H](c1ccccc1)[C@H]2CNCCO2,CGTZMJIMMUNLQD-STYNFMPRSA-N
77-23-6,20,CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2,CFJMRBQWBDQYMK-UHFFFAOYSA-N
132-69-4,20,Cl.CN(C)CCCOc3nn(Cc1ccccc1)c2ccccc23,HNNIWKQLJSNAEQ-UHFFFAOYSA-N
135729-62-3,20,Cl.O=C1N(C[C@H]3CCCc2cccc1c23)[C@@H]5CN4CCC5CC4,OLDRWYVIKMSFFB-SSPJITILSA-N
3563-01-7,20,CC(C(=O)OCCN(CC)CC)(c1ccccc1)c2ccccc2,DIDYGLSKVUKRRP-UHFFFAOYSA-N
54143-55-4,20,FC(F)(F)COc2cc(C(=O)NCC1CCCCN1)c(OCC(F)(F)F)cc2,DJBNUMBKLMJRSA-UHFFFAOYSA-N
125-52-0,20,Cl.CN3CCCN=C3COC(=O)C(O)(c1ccccc1)C2CCCCC2,WXAYTPABEADAAB-UHFFFAOYSA-N
3598-37-6,20,O=C(O)/C=C\C(=O)O.CC(=O)c1cc2N(CCCN(C)C)c3ccccc3Sc2cc1,FQRHOOHLUYHMGG-BTJKTKAUSA-N
50505-92-5,20,Cl.COc1cc(C[C@@H](C)N)c(cc1Br)OC,SPBBKPOIDQIWDZ-OGFXRTJISA-N
60719-82-6,20,Clc1ccc(CC(C)(C)OC(=O)C(C)N)cc1,FZSPJBYOKQPKCD-UHFFFAOYSA-N
125-79-1,20,CN(C)C(C)CC(C#N)(c1ccccc1)c2ccccc2,GJJQIGFCGLPOQK-UHFFFAOYSA-N
50505-91-4,20,Cl.COc1cc(CC)c(cc1C[C@H](C)N)OC,NFWFNZNUXAZEQG-FVGYRXGTSA-N
19216-56-9,20,O=C(N1CCN(CC1)c3nc2cc(OC)c(OC)cc2c(N)n3)c4ccco4,IENZQIKPVFGBNW-UHFFFAOYSA-N
207572-66-5,20,CS(=O)(=O)O.Cc1ccc2c(c1)c3CCCC4NCCn2c34,PVUYTBQAVAYLDE-UHFFFAOYSA-N
50-42-0,20,Cl.CCN(CC)CCOC(=O)C(c1ccccc1)c2ccccc2,LKPINBXAWIMZCG-UHFFFAOYSA-N
2058-52-8,20,CN1CCN(CC1)C3=Nc4ccccc4Sc2ccc(Cl)cc23,KAAZGXDPUNNEFN-UHFFFAOYSA-N
3735-85-1,20,COc1ccc(cc1)OCC(=O)O[C@@H]3C[C@@H]4CN5CCc2c6ccc(OC)cc6nc2[C@H]5C[C@@H]4[C@@H]([C@H]3OC)C(=O)OC,NA
81409-90-7,20,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4ncc(C[C@H]2N(C1)CC=C)c34,NA
33414-36-7,20,OCCN1CCN(CC1)CCC(=O)N2c4ccccc4Sc3ccc(cc23)C(F)(F)F,KRMKBOUUDPUIDK-UHFFFAOYSA-N
NOCAS_48509,20,O=C(C1CCNCC1)N2CCC(CC2)N(CCC)[C@H]3Cc4cc(OC)ccc4CC3,KTAULCNFQYFKTN-HSZRJFAPSA-N
129-77-1,20,Cl.CCN3CCCC(OC(=O)C(c1ccccc1)c2ccccc2)C3,RBGWCEWDAHDPEH-UHFFFAOYSA-N
31386-24-0,20,CN(C)CCOC(=O)c1cc2c(cc1)n(CCN(C)C)c(C)c2C,LOCIGFDPZFJXFT-UHFFFAOYSA-N
6119-47-7,20,Cl.O.O.COc1cc2c(cc1)nccc2[C@@H](O)[C@@H]4CC3CCN4C[C@@H]3C=C,MPQKYZPYCSTMEI-WGGWNXAOSA-N
968-61-6,20,OC(C#CCN1CCCC1)(c2ccccc2)c3ccccc3,LWPXJPFOEPMIRG-UHFFFAOYSA-N
2439-07-8,20,O=C(O)c1ccccc1O.Oc1cccc2cccnc12,GOEKBPHGLUYFOX-UHFFFAOYSA-N
83905-01-5,20,CN(C)[C@H]3C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@@]2(C)O)[C@@H]3O,MQTOSJVFKKJCRP-BICOPXKESA-N
50-60-2,20,Cc1ccc(cc1)N(CC2=NCCN2)c3cc(O)ccc3,MRBDMNSDAVCSSF-UHFFFAOYSA-N
98774-23-3,20,CCN(CCOc1ccc(cc1)Cc2ccccc2)CC,NFIXBCVWIPOYCD-UHFFFAOYSA-N
87151-85-7,20,Clc1ccc(cc1Cl)CC(=O)N(C)[C@H]2CC[C@]4(C[C@@H]2N3CCCC3)CCCO4,NYKCGQQJNVPOLU-ONTIZHBOSA-N
67121-76-0,20,CN1CCN(CC1)C2=Nc4cc(F)ccc4Cc3ccccc23,OBWGMKKHCLHVIE-UHFFFAOYSA-N
1229-29-4,20,Cl.CN(C)CC\C=C1\c3ccccc3OCc2ccccc12,MHNSPTUQQIYJOT-SJDTYFKWSA-N
56-18-8,20,NCCCNCCCN,OTBHHUPVCYLGQO-UHFFFAOYSA-N
132-18-3,20,Cl.CN3CCC(OC(c1ccccc1)c2ccccc2)CC3,LPRLDRXGWKXRMQ-UHFFFAOYSA-N
61129-30-4,20,Cl.Cl.O.Brc1ccc(cc1)C(=C\CN(C)C)\c2cccnc2,WFUAVXYXJOQWAZ-GVKRCPFFSA-N
21221-18-1,20,O=C(C1CN(C)CCC1(O)c2ccc(F)cc2)c3ccc(F)cc3,PPQZABOURJVKNI-UHFFFAOYSA-N
143322-58-1,20,CN4CCC[C@@H]4Cc2cnc3ccc(CCS(=O)(=O)c1ccccc1)cc23,NA
53757-34-9,20,Cl.O[C@@H](CC)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2,GMNBUMFCZAZBQG-ZHXLSBKVSA-N
15930-66-2,20,NCCCOCCCCCCCC,RDCAZFAKCIEASQ-UHFFFAOYSA-N
4272-74-6,20,Cl.Cc1ccc(cc1)S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl,YFCUZWYIPBUQBD-ZOWNYOTGSA-N
2508-72-7,20,Cl.C(c1ccccc1)N(CC2=NCCN2)c3ccccc3,SWKDMSRRIBZZAY-UHFFFAOYSA-N
1934-71-0,20,Cl.NC1(CCCCC1)c2ccccc2,AFQRMCRVQVUGMF-UHFFFAOYSA-N
511-45-5,20,OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3,RQXCLMGKHJWMOA-UHFFFAOYSA-N
54-30-8,20,CC(C)CCOC(=O)C(NCCN(CC)CC)c1ccccc1,RYOOHIUJEJZCFT-UHFFFAOYSA-N
17617-23-1,20,Fc3ccccc3C2=NCC(=O)N(CCN(CC)CC)c1ccc(Cl)cc12,SAADBVWGJQAEFS-UHFFFAOYSA-N
113-92-8,20,[O-]C(=O)\C=C/C(=O)O.Clc1ccc(cc1)C(CC[NH+](C)C)c2ccccn2,DBAKFASWICGISY-BTJKTKAUSA-N
134-36-1,20,CCC(=O)O[C@@H]3[C@H](C[C@@H](C)O[C@H]3O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)N(C)C,TYQXKHPOXXXCTP-CSLYCKPJSA-N
37561-27-6,20,O=C(CN3CCN(Cc1ccc2OCOc2c1)CC3)N4c6ccccc6Sc5ccccc45,UBAJTZKNDCEGKL-UHFFFAOYSA-N
59-58-5,20,Nc1nc(C)ncc1CN(C=O)C(C)=C(CCO)SSCCC,UDCIYVVYDCXLSX-UHFFFAOYSA-N
443913-73-3,20,CN4CCC(COc2cc3ncnc(Nc1ccc(Br)cc1F)c3cc2OC)CC4,UHTHHESEBZOYNR-UHFFFAOYSA-N
5486-77-1,20,O=C(NCCN(CC)CC)c1ccc(Cl)cc1OCC=C,UHWFVIPXDFZTFA-UHFFFAOYSA-N
23210-56-2,20,OC(C(C)N1CCC(CC1)Cc2ccccc2)c3ccc(O)cc3,UYNVMODNBIQBMV-UHFFFAOYSA-N
127625-29-0,20,Fc1ccc(cc1)N2CCN(CC2)CCCN5c4cccc3cccc(c34)S5(=O)=O,VGIGHGMPMUCLIQ-UHFFFAOYSA-N
54533-86-7,20,Clc1ccccc1C(=O)c2cc(ccc2n3ccnc3CN(CC)CC)[N+]([O-])=O,WZGBZLHGOVJDET-UHFFFAOYSA-N
5786-68-5,20,O=C(O)/C=C\C(=O)O.n1c3ccccc3ccc1N2CCNCC2,QYJJDHZHSCTBII-BTJKTKAUSA-N
132810-10-7,20,CCN1CCN(CC1)c3cc(c2ccc(F)cc2)c4CCCCCCc4n3,XVGOZDAJGBALKS-UHFFFAOYSA-N
264618-44-2,20,CN(C)C(=O)NC4(CCN(CCC[C@]1(CCCN(C1)C(=O)c2ccccc2)c3ccc(Cl)c(Cl)c3)CC4)c5ccccc5,XWPBINGFFFZAOZ-UUWRZZSWSA-N
24526-64-5,20,Nc3cccc1c3CN(C)CC1c2ccccc2,XXPANQJNYNUNES-UHFFFAOYSA-N
29705-96-2,20,Cl.COc1cc(CCN)c(cc1Br)OC,UJTWHDAMHSIRDK-UHFFFAOYSA-N
909-39-7,20,Cl.Cl.OCCN1CCN(CC1)CCCN3c4ccccc4C=Cc2ccccc23,DLTOEESOSYKJBK-UHFFFAOYSA-N
1235-82-1,20,Cl.OC(CCN1CCCCC1)(c2ccccc2)C4CC3C=CC4C3,RDNLAULGBSQZMP-UHFFFAOYSA-N
34580-13-7,20,CN1CC/C(CC1)=C3\c4ccccc4CC(=O)c2sccc23,ZCVMWBYGMWKGHF-UHFFFAOYSA-N
2391-03-9,20,O=C(O)/C=C\C(=O)O.Brc1ccc(cc1)[C@H](CCN(C)C)c2ccccn2,SRGKFVAASLQVBO-DASCVMRKSA-N
24916-51-6,20,CN(C)[C@H]1CC[C@H](O[C@@H]1C)O[C@H]4C=CC=CC[C@@H](C)OC(=O)C[C@@H](OC(C)=O)[C@H](OC)[C@@H](O[C@@H]3O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]3O)N(C)C)[C@@H](CC=O)C[C@H]4C,ZPCCSZFPOXBNDL-VSRZPHFDSA-N
68-88-2,20,Clc1ccc(cc1)C(c2ccccc2)N3CCN(CC3)CCOCCO,ZQDWXGKKHFNSQK-UHFFFAOYSA-N
49864-70-2,20,Clc1cc2N(c3ccccc3Sc2cc1)C(=O)CCN4CC5CCCN5CC4,ZQTOZLYOIRKCPL-UHFFFAOYSA-N
207801-27-2,21,O.O=C(O)[C@H]2[C@@H](O)CC[C@H]3CN4CCc1c5ccccc5nc1[C@@H]4C[C@H]23,NA
596-51-0,21,[Br-].C[N+]3(C)CCC(OC(=O)C(O)(c1ccccc1)C2CCCC2)C3,VPNYRYCIDCJBOM-UHFFFAOYSA-M
198904-31-3,21,CC(C)(C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc2ccc(cc2)c3ccccn3,AXRYRYVKAWYZBR-GASGPIRDSA-N
5987-82-6,21,Cl.CCN(CC)CCOC(=O)c1cc(OCCCC)c(N)cc1,PRGUDWLMFLCODA-UHFFFAOYSA-N
668-94-0,21,c1ccc(cc1)c2ncnc2c3ccccc3,NA
556-52-5,21,OCC1CO1,CTKINSOISVBQLD-UHFFFAOYSA-N
154-93-8,21,O=C(NCCCl)N(CCCl)N=O,DLGOEMSEDOSKAD-UHFFFAOYSA-N
145-63-1,21,O=S(=O)(O)c1cc(cc2c1c(ccc2S(=O)(=O)O)NC(=O)c8cc(NC(=O)c3cc(ccc3)NC(=O)Nc4cccc(c4)C(=O)Nc5cc(ccc5C)C(=O)Nc7ccc(c6cc(cc(c67)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)c(C)cc8)S(=O)(=O)O,FIAFUQMPZJWCLV-UHFFFAOYSA-N
502-54-5,21,OCC(O)COC(=O)CCCCCCC,GHBFNMLVSPCDGN-UHFFFAOYSA-N
3033-62-3,21,CN(C)CCOCCN(C)C,GTEXIOINCJRBIO-UHFFFAOYSA-N
544-31-0,21,O=C(CCCCCCCCCCCCCCC)NCCO,HXYVTAGFYLMHSO-UHFFFAOYSA-N
72-14-0,21,O=S(=O)(Nc1nccs1)c2ccc(N)cc2,JNMRHUJNCSQMMB-UHFFFAOYSA-N
92623-83-1,21,COc1ccc(cc1)C(=O)c3c4ccccc4n(CCN2CCOCC2)c3C,MEUQWHZOUDZXHH-UHFFFAOYSA-N
115-02-6,21,OC(=O)[C@@H](N)COC(=O)/C=[N+]=[N-],MZZGOOYMKKIOOX-VKHMYHEASA-N
31501-11-8,21,O=C(CCCCC)OCC/C=C\CC,RGACQXBDYBCJCY-ALCCZGGFSA-N
2627-69-2,21,NC(=O)c2ncn([C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c2N,RTRQQBHATOEIAF-UUOKFMHZSA-N
87-25-2,21,Nc1ccccc1C(=O)OCC,TWLLPUMZVVGILS-UHFFFAOYSA-N
30103-44-7,21,CCCCN2CCCC2C(=O)Nc1c(C)cc(C)cc1C,VEPZOLKTNZOTTQ-UHFFFAOYSA-N
1459-93-4,21,COC(=O)c1cccc(c1)C(=O)OC,VNGOYPQMJFJDLV-UHFFFAOYSA-N
118409-57-7,21,Oc1ccc(\C=C(/C#N)C#N)cc1O,VTJXFTPMFYAJJU-UHFFFAOYSA-N
930-55-2,21,O=NN1CCCC1,WNYADZVDBIBLJJ-UHFFFAOYSA-N
512-56-1,21,O=P(OC)(OC)OC,WVLBCYQITXONBZ-UHFFFAOYSA-N
70356-09-1,21,COc1ccc(cc1)C(=O)CC(=O)c2ccc(cc2)C(C)(C)C,XNEFYCZVKIDDMS-UHFFFAOYSA-N
14952-06-8,21,O=C(\C=C\CCCCCC)OC,ZWNPUELCBZVMDA-CMDGGOBGSA-N
77337-73-6,22,[Ca+2].O=C(C)NCCCS(=O)(=O)[O-].CC(=O)NCCCS([O-])(=O)=O,BUVGWDNTAWHSKI-UHFFFAOYSA-L
839-90-7,22,OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,BPXVHIRIPLPOPT-UHFFFAOYSA-N
35891-93-1,22,Cl.O=C(Nc1c(C)cccc1C)C(C)N,AMZACPWEJDQXGW-UHFFFAOYSA-N
3165-93-3,22,Cl.Cc1cc(Cl)ccc1N,VKYZDCTWJGBFDW-UHFFFAOYSA-N
1553-60-2,22,CC(C)Cc1ccc(cc1)CC(=O)O,CYWFCPPBTWOZSF-UHFFFAOYSA-N
