cas,cluster,smiles,inchikey
6088-51-3,94,OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1,AHXGXXJEEHFHDK-UHFFFAOYSA-N
27955-94-8,94,CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,BRPSWMCDEYMRPE-UHFFFAOYSA-N
26538-44-3,94,CC1CCCC(O)CCCCCC2=CC(O)=CC(O)=C2C(=O)O1,DWTTZBARDOXEAM-UHFFFAOYSA-N
77-40-7,94,CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,HTVITOHKHWFJKO-UHFFFAOYSA-N
80-05-7,94,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,IISBACLAFKSPIT-UHFFFAOYSA-N
2971-36-0,94,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,IUGDILGOLSSKNE-UHFFFAOYSA-N
77-09-8,94,OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,KJFMBFZCATUALV-UHFFFAOYSA-N
79-95-8,94,CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,KYPYTERUKNKOLP-UHFFFAOYSA-N
17924-92-4,94,CC1CCCC(=O)CCCC=CC2=CC(O)=CC(O)=C2C(=O)O1,MBMQEIFVQACCCH-UHFFFAOYSA-N
131341-86-1,94,FC1(F)OC2=CC=CC(=C2O1)C1=CNC=C1C#N,MUJOIMFVNIBMKC-UHFFFAOYSA-N
60168-88-9,94,OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,NHOWDZOIZKMVAI-UHFFFAOYSA-N
14868-03-2,94,OC1=CC=C(C=C1)C(=C(Cl)Cl)C1=CC=C(O)C=C1,OWEYKIWAZBBXJK-UHFFFAOYSA-N
84-16-2,94,CCC(C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,PBBGSZCBWVPOOL-UHFFFAOYSA-N
56-53-1,94,CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,RGLYKWWBQGJZGM-UHFFFAOYSA-N
79-97-0,94,CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,YMTYZTXUZLQUSF-UHFFFAOYSA-N
1478-61-1,94,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,ZFVMWEVVKGLCIJ-UHFFFAOYSA-N
13674-87-8,95,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,ASLWPAWFJZFCKF-UHFFFAOYSA-N
569-57-3,95,COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1,BFPSDSIWYFKGBC-UHFFFAOYSA-N
34161-23-4,95,ClC1=CC=C(OCC(=O)N2CCN(CC3=CC4=C(OCO4)C=C3)CC2)C=C1,BFUJHVVEMMWLHC-UHFFFAOYSA-N
19666-30-9,95,CC(C)OC1=CC(N2N=C(OC2=O)C(C)(C)C)=C(Cl)C=C1Cl,CHNUNORXWHYHNE-UHFFFAOYSA-N
77501-63-4,95,CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O,CONWAEURSVPLRM-UHFFFAOYSA-N
80-30-8,95,CC1=CC=C(C=C1)S(=O)(=O)NC1CCCCC1,DKYVVNLWACXMDW-UHFFFAOYSA-N
41483-43-6,95,CCCCC1=C(OS(=O)(=O)N(C)C)N=C(NCC)N=C1C,DSKJPMWIHSOYEA-UHFFFAOYSA-N
6197-30-4,95,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,FMJSMJQBSVNSBF-UHFFFAOYSA-N
146011-65-6,95,CC1=CC2=C(OC(CN(CC3=CC=CC=C3)C(=O)NC3=C(F)C=C(F)C=C3F)=C2C2=CC=C(Cl)C=C2)C=C1,GJRPAGNTTAPJCC-UHFFFAOYSA-N
15457-05-3,95,[O-][N+](=O)C1=CC=C(OC2=C(C=C(C=C2)C(F)(F)F)[N+]([O-])=O)C=C1,HHMCAJWVGYGUEF-UHFFFAOYSA-N
116255-48-2,95,ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1,HJJVPARKXDDIQD-UHFFFAOYSA-N
72490-01-8,95,CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1,HJUFTIJOISQSKQ-UHFFFAOYSA-N
88-26-6,95,CC(C)(C)C1=CC(CO)=CC(=C1O)C(C)(C)C,HNURKXXMYARGAY-UHFFFAOYSA-N
52756-22-6,95,CC(C)OC(=O)C(C)N(C(=O)C1=CC=CC=C1)C1=CC(Cl)=C(F)C=C1,IKVXBIIHQGXQRQ-UHFFFAOYSA-N
1982-47-4,95,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,IVUXTESCPZUGJC-UHFFFAOYSA-N
15362-40-0,95,ClC1=CC=CC(Cl)=C1N1C(=O)CC2=C1C=CC=C2,JCICIFOYVSPMHG-UHFFFAOYSA-N
90357-06-5,95,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,LKJPYSCBVHEWIU-UHFFFAOYSA-N
13311-84-7,95,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,MKXKFYHWDHIYRV-UHFFFAOYSA-N
116-29-0,95,ClC1=CC=C(C=C1)S(=O)(=O)C1=CC(Cl)=C(Cl)C=C1Cl,MLGCXEBRWGEOQX-UHFFFAOYSA-N
2955-38-6,95,ClC1=CC=C2N(CC3CC3)C(=O)CN=C(C3=CC=CC=C3)C2=C1,MWQCHHACWWAQLJ-UHFFFAOYSA-N
163222-33-1,95,OC(CCC1C(N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,OLNTVTPDXPETLC-UHFFFAOYSA-N
42874-03-3,95,CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,OQMBBFQZGJFLBU-UHFFFAOYSA-N
2759-71-9,95,ClC1=CC=C(NC(=O)C2CC2)C=C1Cl,PLQDLOBGKJCDSZ-UHFFFAOYSA-N
83-28-3,95,CC(C)CC(=O)C1C(=O)C2=C(C=CC=C2)C1=O,PVWMAOPFDINGAY-UHFFFAOYSA-N
107534-96-3,95,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,PXMNMQRDXWABCY-UHFFFAOYSA-N
91599-74-5,95,COC(=O)C1C(C(C(=O)OC2CCCN(Cc3ccccc3)C2)=C(C)N=C1C)c1cccc(c1)[N+]([O-])=O,VATGWEZOSFWWCV-UHFFFAOYSA-N
23031-36-9,95,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,SMKRKQBMYOFFMU-UHFFFAOYSA-N
60207-90-1,95,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,STJLVHWMYQXCPB-UHFFFAOYSA-N
42576-02-3,95,COC(=O)C1=C(C=CC(OC2=CC=C(Cl)C=C2Cl)=C1)[N+]([O-])=O,SUSRORUBZHMPCO-UHFFFAOYSA-N
58769-20-3,95,CC1(C)C(C=C2CCSC2=O)C1C(=O)OCC1=COC(CC2=CC=CC=C2)=C1,UGWALRUNBSBTGI-UHFFFAOYSA-N
119313-12-1,95,CCC(CC1=CC=CC=C1)(N(C)C)C(=O)C1=CC=C(C=C1)N1CCOCC1,UHFFVFAKEGKNAQ-UHFFFAOYSA-N
10310-32-4,95,CCOC1OC(C(COCC2=CC=CC=C2)OCC2=CC=CC=C2)C(OCC2=CC=CC=C2)C1O,ULLNJSBQMBKOJH-UHFFFAOYSA-N
2164-09-2,95,CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,VCBRBUKGTWLJOB-UHFFFAOYSA-N
84-61-7,95,O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,VOWAEIGWURALJQ-UHFFFAOYSA-N
39025-23-5,95,CC=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,WDXRGPWQVHZTQJ-UHFFFAOYSA-N
113-48-4,95,CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O,WLLGXSLBOPFWQV-UHFFFAOYSA-N
933-78-8,95,OC1=CC(Cl)=CC(Cl)=C1Cl,WWGQHTJIFOQAOC-UHFFFAOYSA-N
129-73-7,95,CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C,WZKXBGJNNCGHIC-UHFFFAOYSA-N
78587-05-0,95,CC1C(SC(=O)N1C(=O)NC1CCCCC1)C1=CC=C(Cl)C=C1,XGWIJUOSCAQSSV-UHFFFAOYSA-N
63612-50-0,95,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,XWXYUMMDTVBTOU-UHFFFAOYSA-N
212141-54-3,95,ClC1=CC=C(NC2=NN=C(CC3=CC=NC=C3)C3=C2C=CC=C3)C=C1,YCOYDOIWSSHVCK-UHFFFAOYSA-N
49562-28-9,95,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,YMTINGFKWWXKFG-UHFFFAOYSA-N
52806-53-8,95,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,YPQLFJODEKMJEF-UHFFFAOYSA-N
187164-19-8,95,ClC1=CC=C(C2CSC(S2)=C(C#N)N2C=CN=C2)C(Cl)=C1,YTAOBBFIOAEMLL-UHFFFAOYSA-N
101-79-1,95,NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,YTISFYMPVILQRL-UHFFFAOYSA-N
133855-98-8,95,FC1=CC=C(C=C1)C1(CN2C=NC=N2)OC1C1=C(Cl)C=CC=C1,ZMYFCFLJBGAQRS-UHFFFAOYSA-N
76180-96-6,96,CN1C(N)=NC2=C1C=CC1=C2C=CC=N1,ARZWATDYIYAUTA-UHFFFAOYSA-N
824-78-2,96,OC1=CC=C(C=C1)[N+]([O-])=O,BTJIUGUIPKRLHP-UHFFFAOYSA-N
1761-71-3,96,NC1CCC(CC2CCC(N)CC2)CC1,DZIHTWJGPDVSGE-UHFFFAOYSA-N
2735-04-8,96,COC1=CC=C(N)C(OC)=C1,GEQNZVKIDIPGCO-UHFFFAOYSA-N
122-16-7,96,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O,GWBPFRGXNGPPMF-UHFFFAOYSA-N
393-75-9,96,[O-][N+](=O)C1=CC(=CC(=C1Cl)[N+]([O-])=O)C(F)(F)F,HFHAVERNVFNSHL-UHFFFAOYSA-N
609-93-8,96,CC1=CC(=C(O)C(=C1)[N+]([O-])=O)[N+]([O-])=O,HOYRZHJJAHRMLL-UHFFFAOYSA-N
51803-78-2,96,CS(=O)(=O)NC1=CC=C(C=C1OC1=CC=CC=C1)[N+]([O-])=O,HYWYRSMBCFDLJT-UHFFFAOYSA-N
59-87-0,96,NC(=O)N=NCC1=CC=C(O1)[N+]([O-])=O,WKYSPKFQUMXSQM-UHFFFAOYSA-N
6864-37-5,96,CC1CC(CC2CCC(N)C(C)C2)CCC1N,IGSBHTZEJMPDSZ-UHFFFAOYSA-N
29617-43-4,96,COC1=CC=C2C(OC(=O)C2=C1OC)C1N(C)CCC2=C1C=C1OCOC1=C2,JZUTXVTYJDCMDU-UHFFFAOYSA-N
5124-30-1,96,O=C=NC1CCC(CC2CCC(CC2)N=C=O)CC1,KORSJDCBLAPZEQ-UHFFFAOYSA-N
1817-73-8,96,NC1=C(C=C(C=C1Br)[N+]([O-])=O)[N+]([O-])=O,KWMDHCLJYMVBNS-UHFFFAOYSA-N
97-02-9,96,NC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,LXQOQPGNCGEELI-UHFFFAOYSA-N
6373-74-6,96,OS(=O)(=O)C1=C(NC2=CC=CC=C2)C=CC(NC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)=C1,OMOSYYVYEGXVHK-UHFFFAOYSA-N
2122-86-3,96,OC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,OWDANLZJJOCPBK-UHFFFAOYSA-N
96744-75-1,96,CN(C1CCC2(CCCO2)CC1N1CCCC1)C(=O)CC1=CC=CC=C1,PGZRDDYTKFZSFR-UHFFFAOYSA-N
63213-29-6,96,CCOC1=CC(OCC)=C(C=C1OCC)C(C)=O,PXBWCOGDYXMWMC-UHFFFAOYSA-N
4449-51-8,96,CC1C2NCC(C)CC2OC11CCC2C3CC=C4CC(O)CCC4(C)C3CC2=C1C,QASFUMOKHFSJGL-UHFFFAOYSA-N
71526-07-3,96,ClC(Cl)C(=O)N1CCOC11CCCCC1,QWWHRELOCZEQNZ-UHFFFAOYSA-N
80214-83-1,96,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,RXZBMPWDPOLZGW-UHFFFAOYSA-N
58-08-2,96,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,RYYVLZVUVIJVGH-UHFFFAOYSA-N
340-57-8,96,CC1=NC2=C(C=CC=C2)C(=O)N1C1=C(Cl)C=CC=C1,SFITWQDBYUMAPS-UHFFFAOYSA-N
32780-64-6,96,CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O,SGUAFYQXFOLMHL-UHFFFAOYSA-N
6385-62-2,96,C1C[N+]2=C(C=CC=C2)C2=CC=CC=[N+]12,SYJFEGQWDCRVNX-UHFFFAOYSA-N
100-01-6,96,NC1=CC=C(C=C1)[N+]([O-])=O,TYMLOMAKGOJONV-UHFFFAOYSA-N
387867-13-2,96,COC1=CC2=C(N=CN=C2C=C1OCCCN1CCCCC1)N1CCN(CC1)C(=O)NC1=CC=C(OC(C)C)C=C1,UXXQOJXBIDBUAC-UHFFFAOYSA-N
5051-62-7,96,NC(=N)N=NCC1=C(Cl)C=CC=C1Cl,MFTRZTMMARHQDC-UHFFFAOYSA-N
50865-01-5,96,CC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(C=C)=C5C)C(C=C)=C4C)C(C)=C3CCC(O)=O)=C1CCC(O)=O,KSFOVUSSGSKXFI-UHFFFAOYSA-N
153-78-6,97,NC1=CC=C2C(CC3=CC=CC=C23)=C1,CFRFHWQYWJMEJN-UHFFFAOYSA-N
100-65-2,97,ONC1=CC=CC=C1,CKRZKMFTZCFYGB-UHFFFAOYSA-N
53-96-3,97,CC(=O)NC1=CC=C2C(CC3=C2C=CC=C3)=C1,CZIHNRWJTSTCEX-UHFFFAOYSA-N
87-18-3,97,CC(C)(C)C1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1,DBOSBRHMHBENLP-UHFFFAOYSA-N
39905-57-2,97,CCCCCCOC1=CC=C(N)C=C1,DJRKHTCUXRGYEU-UHFFFAOYSA-N
2113-61-3,97,NC1=CC=C(C=C1)C1=CC=CC=C1,DMVOXQPQNTYEKQ-UHFFFAOYSA-N
133-11-9,97,NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1,DNVVZWSVACQWJE-UHFFFAOYSA-N
57653-26-6,97,CN1CC(=O)N=C1NC(=O)NC1=CC(Cl)=CC=C1,DWPQODZAOSWNHB-UHFFFAOYSA-N
10287-53-3,97,CCOC(=O)C1=CC=C(C=C1)N(C)C,FZUGPQWGEGAKET-UHFFFAOYSA-N
495-48-7,97,[O-][N+](=NC1=CC=CC=C1)C1=CC=CC=C1,GAUZCKBSTZFWCT-UHFFFAOYSA-N
17696-62-7,97,OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,GJLNWLVPAHNBQN-UHFFFAOYSA-N
33005-95-7,97,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,GUHPRPJDBZHYCJ-UHFFFAOYSA-N
5234-68-4,97,CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,GYSSRZJIHXQEHQ-UHFFFAOYSA-N
324-93-6,97,NC1=CC=C(C=C1)C1=CC=C(F)C=C1,HTRVALPKPVGOSZ-UHFFFAOYSA-N
781-73-7,97,CC(=O)C1=CC2=C(C=C1)C1=CC=CC=C1C2,IBASEVZORZFIIH-UHFFFAOYSA-N
13684-63-4,97,COC(=O)NC1=CC(OC(=O)NC2=CC=CC(C)=C2)=CC=C1,IDOWTHOLJBTAFI-UHFFFAOYSA-N
2110-18-1,97,C(CC1=CC=CC=C1)CC1=CC=CC=N1,JJJPNTQYUJPWGQ-UHFFFAOYSA-N
90-47-1,97,O=C1C2=C(OC3=C1C=CC=C3)C=CC=C2,JNELGWHKGNBSMD-UHFFFAOYSA-N
1747-60-0,97,COC1=CC2=C(C=C1)N=C(N)S2,KZHGPDSVHSDCMX-UHFFFAOYSA-N
622-20-8,97,C(CSC1=CC=CC=C1)SC1=CC=CC=C1,MHCVYAFXPIMYRD-UHFFFAOYSA-N
103-53-7,97,O=C(OCCC1=CC=CC=C1)C=CC1=CC=CC=C1,MJQVZIANGRDJBT-UHFFFAOYSA-N
1641-17-4,97,COC1=CC=C(C(=O)C2=CC=C(C)C=C2)C(O)=C1,MJVGBKJNTFCUJM-UHFFFAOYSA-N
94-18-8,97,OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,MOZDKDIOPSPTBH-UHFFFAOYSA-N
960-71-4,97,C1=CC=C(C=C1)B(C1=CC=CC=C1)C1=CC=CC=C1,MXSVLWZRHLXFKH-UHFFFAOYSA-N
2417-72-3,97,COC(=O)C1=CC=C(CBr)C=C1,NLWBJPPMPLPZIE-UHFFFAOYSA-N
27314-13-2,97,CN=C1C=NN(C2=CC=CC(=C2)C(F)(F)F)C(=O)C1Cl,LXZVTHMPPAYLTH-UHFFFAOYSA-N
4584-57-0,97,CN(C)C1=CC=C(C=CC2=CC=C(C=C2)[N+]([O-])=O)C=C1,NVLSIZITFJRWPY-UHFFFAOYSA-N
21245-01-2,97,CC(C)CCOC(=O)C1=CC=C(C=C1)N(C)C,OFSAUHSCHWRZKM-UHFFFAOYSA-N
94-47-3,97,O=C(OCCC1=CC=CC=C1)C1=CC=CC=C1,OSORMYZMWHVFOZ-UHFFFAOYSA-N
619-67-0,97,NNC1=CC=C(C=C1)C(O)=O,PCNFLKVWBDNNOW-UHFFFAOYSA-N
103-30-0,97,C(=CC1=CC=CC=C1)C1=CC=CC=C1,PJANXHGTPQOBST-UHFFFAOYSA-N
2312-73-4,97,C(NC1=NC=NC2=C1N=CN2C1CCCCO1)C1=CC=CC=C1,POFWRMVFWIJXHP-UHFFFAOYSA-N
34123-59-6,97,CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,PUIYMUZLKQOUOZ-UHFFFAOYSA-N
94-14-4,97,CC(C)COC(=O)C1=CC=C(N)C=C1,PUYOAVGNCWPANW-UHFFFAOYSA-N
52253-69-7,97,NC1=NC(=CS1)C1=CC=CC=C1,PYSJLPAOBIGQPK-UHFFFAOYSA-N
94-26-8,97,CCCCOC(=O)C1=CC=C(O)C=C1,QFOHBWFCKVYLES-UHFFFAOYSA-N
2104-09-8,97,NC1=NC(=CS1)C1=CC=C(C=C1)[N+]([O-])=O,RIKJWJIWXCUKQV-UHFFFAOYSA-N
156-51-4,97,NNCCC1=CC=CC=C1,RMUCZJUITONUFY-UHFFFAOYSA-N
18691-97-9,97,CNC(=O)N(C)C1=NC2=C(S1)C=CC=C2,RRVIAQKBTUQODI-UHFFFAOYSA-N
24886-52-0,97,CN1CCN(CC1)C1=CC2=C(OC3=CC=CC=C3N2C)N=N1,SDYYIRPAZHJOLM-UHFFFAOYSA-N
74115-24-5,97,ClC1=CC=CC=C1C1=NN=C(N=N1)C1=C(Cl)C=CC=C1,UXADOQPNKNTIHB-UHFFFAOYSA-N
218-01-9,97,C1=CC2=C(C=C1)C1=C(C=C2)C2=C(C=CC=C2)C=C1,WDECIBYCCFPHNR-UHFFFAOYSA-N
148-79-8,97,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,WJCNZQLZVWNLKY-UHFFFAOYSA-N
13684-56-5,97,CCOC(=O)NC1=CC(OC(=O)NC2=CC=CC=C2)=CC=C1,WZJZMXBKUWKXTQ-UHFFFAOYSA-N
92-94-4,97,C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,XJKSTNDFUHDPQJ-UHFFFAOYSA-N
363-17-7,97,FC(F)(F)C(=O)NC1=CC2=C(C=C1)C1=CC=CC=C1C2,XPHPBNGAXWJHHP-UHFFFAOYSA-N
92-06-8,97,C1=CC=C(C=C1)C1=CC(=CC=C1)C1=CC=CC=C1,YJTKZCDBKVTVBY-UHFFFAOYSA-N
118635-52-2,97,CC(C(=O)OCC(=O)N(C)C)C1=CC2=C(OC3=C(C2)C=CC(C)=N3)C=C1,ZAKRMJAETCUYKK-UHFFFAOYSA-N
63837-33-2,97,CCC1OCC(COC2=CC=C(OC3=CC=CC=C3)C=C2)O1,ZDOOQPFIGYHZFV-UHFFFAOYSA-N
16323-43-6,98,OC(=O)C=CC1=CC=C(C=CC(O)=O)C=C1,AAFXQFIGKBLKMC-UHFFFAOYSA-N
92-70-6,98,OC(=O)C1=CC2=C(C=CC=C2)C=C1O,ALKYHXVLJMQRLQ-UHFFFAOYSA-N
607-88-5,98,CC1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1,AMYKXJAXRJCLCV-UHFFFAOYSA-N
25152-85-6,98,CCC=CCCOC(=O)C1=CC=CC=C1,BCOXBEHFBZOJJZ-UHFFFAOYSA-N
10595-06-9,98,CC(=C)C(=O)OCCOC1=CC=CC=C1,CEXQWAAGPPNOQF-UHFFFAOYSA-N
103-33-3,98,C1=CC=C(C=C1)N=NC1=CC=CC=C1,DMLAVOWQYNRWNQ-UHFFFAOYSA-N
5003-48-5,98,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1,FEJKLNWAOXSSNR-UHFFFAOYSA-N
1131-18-6,98,CC1=NN(C(N)=C1)C1=CC=CC=C1,FMKMKBLHMONXJM-UHFFFAOYSA-N
94-02-0,98,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N
13898-58-3,98,OC(=O)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1O,GNZCRYWFWKFIDM-UHFFFAOYSA-N
34014-18-1,98,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,HBPDKDSFLXWOAE-UHFFFAOYSA-N
14433-76-2,98,CCCCCCCCCC(=O)N(C)C,HNXNKTMIVROLTK-UHFFFAOYSA-N
65405-77-8,98,CCC=CCCOC(=O)C1=CC=CC=C1O,IEPWIPZLLIOZLU-UHFFFAOYSA-N
122-67-8,98,CC(C)COC(=O)C=CC1=CC=CC=C1,IQZUZPKOFSOVET-UHFFFAOYSA-N
55719-85-2,98,CC=C(C)C(=O)OCCC1=CC=CC=C1,KVMWYGAYARXPOL-UHFFFAOYSA-N
122-68-9,98,O=C(OCCCC1=CC=CC=C1)C=CC1=CC=CC=C1,LYRAHIUDQRJGGZ-UHFFFAOYSA-N
102-16-9,98,O=C(CC1=CC=CC=C1)OCC1=CC=CC=C1,MIYFJEKZLFWKLZ-UHFFFAOYSA-N
131-08-8,98,OS(=O)(=O)C1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O,MMNWSHJJPDXKCH-UHFFFAOYSA-N
82956-11-4,98,NC(=N)NC1=CC=C(C=C1)C(=O)OC1=CC2=C(C=C1)C=C(C=C2)C(N)=N,MQQNFDZXWVTQEH-UHFFFAOYSA-N
451-40-1,98,O=C(CC1=CC=CC=C1)C1=CC=CC=C1,OTKCEEWUXHVZQI-UHFFFAOYSA-N
6983-79-5,98,COC(=O)C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC(O)=O,RAFGELQLHMBRHD-UHFFFAOYSA-N
120-51-4,98,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1,SESFRYSPDFLNCH-UHFFFAOYSA-N
5437-98-9,98,COC1=CC=C(NC(=O)CC(C)=O)C=C1,SWAJJKROCOJICG-UHFFFAOYSA-N
693-23-2,98,OC(=O)CCCCCCCCCCC(O)=O,TVIDDXQYHWJXFK-UHFFFAOYSA-N
619-17-0,98,NC1=C(C=CC(=C1)[N+]([O-])=O)C(O)=O,UEALKTCRMBVTFN-UHFFFAOYSA-N
1671-75-6,98,CCCCCCC(=O)C1=CC=CC=C1,UXMQORVHJMUQFD-UHFFFAOYSA-N
63074-08-8,98,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,VCKUSRYTPJJLNI-UHFFFAOYSA-N
122-42-9,98,CC(C)OC(=O)NC1=CC=CC=C1,VXPLXMJHHKHSOA-UHFFFAOYSA-N
134-84-9,98,CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,WXPWZZHELZEVPO-UHFFFAOYSA-N
59721-29-8,98,CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1,XASIMHXSUQUHLV-UHFFFAOYSA-N
117-37-3,98,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,XRCFXMGQEVUZFC-UHFFFAOYSA-N
122-66-7,98,N(NC1=CC=CC=C1)C1=CC=CC=C1,YBQZXXMEJHZYMB-UHFFFAOYSA-N
537-17-7,98,NC1=NC(NC2=CC=CC=C2)=NC=N1,YMFGJWGABDOFID-UHFFFAOYSA-N
132-60-5,98,OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1,YTRMTPPVNRALON-UHFFFAOYSA-N
118-55-8,98,OC1=C(C=CC=C1)C(=O)OC1=CC=CC=C1,ZQBAKBUEJOMQEX-UHFFFAOYSA-N
611-19-8,99,ClCC1=CC=CC=C1Cl,BASMANVIUSSIIM-UHFFFAOYSA-N
6225-06-5,99,CCCCC(=O)N(C)C,BNODIVYXTGTUPS-UHFFFAOYSA-N
21187-98-4,99,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,BOVGTQGAOIONJV-UHFFFAOYSA-N
2530-83-8,99,CO[Si](CCCOCC1CO1)(OC)OC,BPSIOYPQMFLKFR-UHFFFAOYSA-N
87-89-8,99,OC1C(O)C(O)C(O)C(O)C1O,CDAISMWEOUEBRE-UHFFFAOYSA-N
2893-78-9,99,ClN1C(=O)NC(=O)N(Cl)C1=O,CEJLBZWIKQJOAT-UHFFFAOYSA-N
79-41-4,99,CC(=C)C(O)=O,CERQOIWHTDAKMF-UHFFFAOYSA-N
93-97-0,99,O=C(OC(=O)C1=CC=CC=C1)C1=CC=CC=C1,CHIHQLCVLOXUJW-UHFFFAOYSA-N
89-65-6,99,OCC(O)C1OC(=O)C(=O)C1O,KRGQEOSDQHTZMX-UHFFFAOYSA-N
90-01-7,99,OCC1=CC=CC=C1O,CQRYARSYNCAZFO-UHFFFAOYSA-N
116-16-5,99,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,DOJXGHGHTWFZHK-UHFFFAOYSA-N
69-65-8,99,OCC(O)C(O)C(O)C(O)CO,FBPFZTCFMRRESA-UHFFFAOYSA-N
