Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,eigencentrality
6002.0,,,642,2096,2738,1,1,1,15494,0.040059,1
205036.0,,,4,1,5,1,1,1,0,0.001272,0.029269
129478.0,,,9,3,12,2,0.501618,0.503226,0,0.001272,0.065854
160866.0,,,26,7,33,2,0.503247,0.506452,154,0.002265,0.176185
16351.0,,,11,12,23,2,0.501618,0.503226,0,0.001272,0.080489
154583.0,,,10,3,13,2,0.501618,0.503226,0,0.001272,0.073172
150878.0,,,5,2,7,3,0.335498,0.33871,0,0.001792,0.030571
130260.0,,,25,6,31,2,0.501618,0.503226,0,0.001272,0.182929
17957.0,,,5,2,7,2,0.501618,0.503226,0,0.001272,0.036586
78508.0,,,14,7,21,2,0.503247,0.506452,0,0.001438,0.096024
166446.0,,,18,12,30,2,0.503247,0.506452,0,0.001517,0.11856
83060.0,,,9,3,12,2,0.501618,0.503226,0,0.001272,0.065854
16348.0,,,11,12,23,2,0.501618,0.503226,0,0.001272,0.080489
5387123.0,,,23,20,43,1,1,1,0,0.001272,0.168295
182459.0,,,4,0,4,0,0,0,0,0.001272,0.029269
160420.0,,,5,0,5,0,0,0,0,0.002597,0.029546
143736.0,,,4,0,4,0,0,0,0,0.001272,0.029269
136319.0,,,4,0,4,0,0,0,0,0.001272,0.029269
128455.0,,,6,1,7,1,1,1,0,0.00425,0.029829
128667.0,,,5,2,7,1,1,1,0,0.004912,0.029552
128647.0,,,4,0,4,0,0,0,0,0.001272,0.029269
95385.0,,,4,0,4,0,0,0,0,0.001272,0.029269
87456.0,,,4,0,4,0,0,0,0,0.001272,0.029269
2595574.0,,,17,0,17,0,0,0,0,0.001914,0.070185
5343842.0,,,13,4,17,1,1,1,0,0.001438,0.067981
5343844.0,,,9,8,17,1,1,1,0,0.001272,0.065854
5340002.0,,,17,1,18,2,0.501618,0.503226,0,0.001787,0.070185
5354604.0,,,13,5,18,2,0.503247,0.506452,0,0.001419,0.067981
5364954.0,,,9,9,18,2,0.504886,0.509677,0,0.001272,0.065854
5348738.0,,,19,1,20,2,0.501618,0.503226,0,0.002,0.056581
5357104.0,,,15,5,20,2,0.503247,0.506452,0,0.001561,0.054726
5357106.0,,,11,9,20,2,0.504886,0.509677,0,0.001374,0.052939
5357108.0,,,7,13,20,2,0.506536,0.512903,0,0.001272,0.05122
5350954.0,,,46,1,47,2,0.501618,0.503226,0,0.002851,0.097351
5350960.0,,,34,13,47,2,0.506536,0.512903,0,0.001696,0.088446
5350958.0,,,38,9,47,2,0.504886,0.509677,0,0.001882,0.091313
5350956.0,,,42,5,47,2,0.503247,0.506452,0,0.002192,0.094281
5350962.0,,,30,17,47,2,0.508197,0.516129,0,0.001569,0.085676
5350964.0,,,26,21,47,2,0.509868,0.519355,0,0.001477,0.082999
5350966.0,,,22,25,47,2,0.511551,0.522581,0,0.001407,0.080413
5353112.0,,,18,29,47,2,0.513245,0.525806,0,0.001352,0.077915
5353114.0,,,14,33,47,2,0.51495,0.529032,0,0.001308,0.075502
5354756.0,,,10,37,47,2,0.516667,0.532258,0,0.001272,0.073172
5352600.0,,,82,0,82,0,0,0,0,0.001974,0.128983
5352608.0,,,50,32,82,1,1,1,0,0.001412,0.099996
5352606.0,,,58,24,82,1,1,1,0,0.001466,0.106536
5352604.0,,,66,16,82,1,1,1,0,0.001546,0.113527
5352602.0,,,74,8,82,1,1,1,0,0.001677,0.121
5352610.0,,,42,40,82,1,1,1,0,0.001371,0.093881
5352612.0,,,34,48,82,1,1,1,0,0.001338,0.088165
5352614.0,,,26,56,82,1,1,1,0,0.001312,0.082823
5352616.0,,,18,64,82,1,1,1,0,0.001291,0.077833
5370936.0,,,10,72,82,1,1,1,0,0.001272,0.073172
5353280.0,,,29,0,29,0,0,0,0,0.002571,0.080434
5353282.0,,,25,4,29,1,1,1,0,0.001868,0.077907
5353284.0,,,21,8,29,1,1,1,0,0.00159,0.075466
5353286.0,,,17,12,29,1,1,1,0,0.001436,0.07311
5357928.0,,,13,16,29,1,1,1,0,0.001338,0.070834
5353508.0,,,29,1,30,2,0.501618,0.503226,0,0.002345,0.077288
5373315.0,,,21,9,30,2,0.504886,0.509677,0,0.001566,0.072469
5373313.0,,,25,5,30,2,0.503247,0.506452,0,0.001807,0.074836
5373323.0,,,17,13,30,2,0.506536,0.512903,0,0.001426,0.070185
5373325.0,,,13,17,30,2,0.508197,0.516129,0,0.001335,0.067981
5375057.0,,,9,21,30,2,0.509868,0.519355,0,0.001272,0.065854
5353802.0,,,14,0,14,0,0,0,0,0.001603,0.075502
5369662.0,,,10,4,14,1,1,1,0,0.001272,0.073172
5356086.0,,,13,0,13,0,0,0,0,0.001603,0.067981
5356088.0,,,9,4,13,1,1,1,0,0.001272,0.065854
5356162.0,,,13,0,13,0,0,0,0,0.001603,0.067981
5356164.0,,,9,4,13,1,1,1,0,0.001272,0.065854
5358212.0,,,24,0,24,0,0,0,0,0.002384,0.066673
5358214.0,,,20,4,24,1,1,1,0,0.001739,0.064525
5358216.0,,,16,8,24,1,1,1,0,0.00149,0.062456
5358220.0,,,12,12,24,1,1,1,0,0.001355,0.06046
5358222.0,,,8,16,24,1,1,1,0,0.001272,0.058537
5358870.0,,,21,1,22,2,0.501618,0.503226,0,0.002,0.072897
5373263.0,,,13,9,22,2,0.504886,0.509677,0,0.001374,0.068389
5367552.0,,,17,5,22,2,0.503247,0.506452,0,0.001561,0.070603
5388279.0,,,11,13,24,2,0.506536,0.512903,0,0.001272,0.080489
5365258.0,,,26,0,26,0,0,0,0,0.002384,0.082999
5365262.0,,,18,8,26,1,1,1,0,0.00149,0.077915
5365260.0,,,22,4,26,1,1,1,0,0.001739,0.080413
5376953.0,,,14,12,26,1,1,1,0,0.001355,0.075502
5388637.0,,,10,16,26,1,1,1,0,0.001272,0.073172
5365564.0,,,54,1,55,2,0.501618,0.503226,0,0.003051,0.103815
5365574.0,,,34,21,55,2,0.509868,0.519355,0,0.001569,0.088446
5365572.0,,,38,17,55,2,0.508197,0.516129,0,0.001672,0.091313
5365570.0,,,42,13,55,2,0.506536,0.512903,0,0.001811,0.094281
