Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,eigencentrality
6501.0,,,274,452,726,3,0.477663,0.541966,4354.509995,0.005064,0.225586
99665.0,,,401,372,773,3,0.486014,0.51199,404.967405,0.00143,0.23919
9892.0,,,28,36,64,3,0.373656,0.404077,303.234255,0.001232,0.007857
204801.0,,,166,175,341,3,0.5,0.507194,50.555095,0.001231,0.149222
62662.0,,,11,6,17,4,0.324009,0.343525,0,0.001215,0.003107
138068.0,,,11,6,17,4,0.324009,0.343525,0,0.001215,0.003107
188804.0,,,12,6,18,4,0.324009,0.343525,0,0.001215,0.00339
80482.0,,,11,6,17,4,0.324009,0.343525,0,0.001215,0.003107
89243.0,,,11,6,17,4,0.324009,0.343525,0,0.001215,0.003107
98686.0,,,11,6,17,4,0.324009,0.343525,0,0.001215,0.003107
69415.0,,,10,1,11,1,1,1,2.053075,0.002293,0.001516
179402.0,,,6,0,6,0,0,0,0,0.004333,0.001427
138822.0,,,199,184,383,3,0.445513,0.473621,0.328987,0.001246,0.214852
5382399.0,,,52,3,55,4,0.324009,0.343525,0,0.002458,0.005204
5389545.0,,,32,23,55,4,0.32783,0.361511,0,0.001399,0.004814
5389543.0,,,36,19,55,4,0.327059,0.357914,0,0.001482,0.00489
5382405.0,,,40,15,55,4,0.326291,0.354317,0,0.001593,0.004967
5382403.0,,,44,11,55,4,0.325527,0.350719,0,0.001752,0.005045
5382401.0,,,48,7,55,4,0.324766,0.347122,0,0.002,0.005124
5389547.0,,,28,27,55,4,0.328605,0.365108,0,0.001336,0.004739
5389551.0,,,24,31,55,4,0.329384,0.368705,0,0.001287,0.004664
5389615.0,,,20,35,55,4,0.330166,0.372302,0,0.001247,0.004591
5390051.0,,,16,39,55,4,0.330952,0.375899,0,0.001215,0.004519
94760.0,,,317,315,632,3,0.425076,0.460432,0.16091,0.001244,0.267873
16586.0,,,1060,1162,2222,3,0.560484,0.648681,8420.011527,0.004241,0.179143
185140.0,,,30,26,56,4,0.361039,0.386691,138,0.001684,0.007035
132879.0,,,8,3,11,5,0.265774,0.278058,0,0.001316,0.001126
149738.0,,,20,14,34,4,0.360104,0.383094,0,0.001202,0.00518
45573.0,,,63,59,122,4,0.362924,0.389089,50.041609,0.001395,0.016076
192680.0,,,27,22,49,4,0.360104,0.383094,0,0.001202,0.006993
158509.0,,,24,18,42,4,0.361039,0.386691,0,0.001219,0.005392
105554.0,,,120,117,237,3,0.476027,0.497602,1.88015,0.001376,0.028328
182042.0,,,33,28,61,4,0.361039,0.386691,0,0.001219,0.007311
7745.0,,,4090,5052,9142,3,0.695,0.785372,14468.646645,0.011462,1
22785.0,,,282,300,582,3,0.474403,0.494005,17.140662,0.001219,0.186899
81541.0,,,262,259,521,3,0.469595,0.485612,19.459437,0.001211,0.198758
155360.0,,,208,192,400,3,0.472789,0.492806,0.24546,0.001225,0.237257
135575.0,,,30,21,51,4,0.360104,0.383094,0,0.001206,0.00771
145315.0,,,33,28,61,4,0.361039,0.386691,0,0.001219,0.007311
166396.0,,,48,43,91,4,0.360104,0.383094,0,0.001202,0.012431
86506.0,,,321,307,628,4,0.41994,0.454436,159.394693,0.00137,0.27995
112590.0,,,278,238,516,4,0.414925,0.440048,273.154431,0.002689,0.33333
170718.0,,,32,29,61,4,0.360104,0.383094,0,0.001202,0.008288
201487.0,,,4,0,4,0,0,0,0,0.001202,0.001036
948345.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
951199.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
951006.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
951012.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
951044.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
950888.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
950920.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
950241.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
950282.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
950079.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
950111.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
872871.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
924096.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
921875.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
921918.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
804413.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
801783.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
801753.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
801928.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
801896.0,,,14,15,29,4,0.360104,0.383094,0,0.001202,0.003626
