Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,eigencentrality
12286.0,,,201,289,490,1,1,1,72.99854,0.005984,1
188567.0,,,3,0,3,0,0,0,0,0.005194,0.026099
112451.0,,,3,0,3,0,0,0,0,0.005194,0.026099
163845.0,,,6,0,6,0,0,0,0,0.005274,0.02636
102693.0,,,11,0,11,0,0,0,0,0.005491,0.030075
128660.0,,,3,0,3,0,0,0,0,0.005194,0.026099
72960.0,,,3,0,3,0,0,0,0,0.005194,0.026099
206591.0,,,3,0,3,0,0,0,0,0.005194,0.026099
152846.0,,,3,0,3,0,0,0,0,0.005194,0.026099
21805.0,,,73,67,140,2,0.518519,0.535714,0,0.005194,0.635069
171917.0,,,3,0,3,0,0,0,0,0.005194,0.026099
35712.0,,,37,37,74,2,0.538462,0.571429,0,0.005423,0.31517
48407.0,,,27,25,52,2,0.538462,0.571429,0.00146,0.005595,0.221696
56548.0,,,114,55,169,2,0.518519,0.535714,13,0.005525,0.95864
220334.0,,,18,21,39,2,0.56,0.607143,0,0.005194,0.156592
8803.0,,,28,65,93,2,0.928571,0.961538,22,0.005263,0.016375
205399.0,,,6,1,7,1,1,1,1,0.005335,0.001412
112057.0,,,4,0,4,0,0,0,0,0.010686,0.001271
90540.0,,,3,0,3,0,0,0,0,0.005255,0.001151
143302.0,,,3,0,3,0,0,0,0,0.005255,0.001151
183189.0,,,3,0,3,0,0,0,0,0.005255,0.001151
88009.0,,,6,0,6,0,0,0,0,0.005335,0.001412
163777.0,,,3,0,3,0,0,0,0,0.005255,0.001151
129229.0,,,3,0,3,0,0,0,0,0.005255,0.001151
94823.0,,,3,0,3,0,0,0,0,0.005255,0.001151
170275.0,,,6,0,6,0,0,0,0,0.005335,0.001412
97475.0,,,6,0,6,0,0,0,0,0.005255,0.002303
365951.0,,,63,61,124,2,0.541667,0.576923,13,0.005413,0.025981
16141.0,,,0,21,21,1,1,1,0,0.005173,0
189319.0,,,3,0,3,0,0,0,0,0.005423,0.000261
98538.0,,,3,0,3,0,0,0,0,0.005423,0.000261
187806.0,,,3,0,3,0,0,0,0,0.005423,0.000261
207065.0,,,3,0,3,0,0,0,0,0.005423,0.000261
132437.0,,,7,0,7,0,0,0,0,0.006023,0.000714
5725.0,,,4,57,61,4,0.653846,0.843137,48,0.019388,0.000409
79099.0,,,4,1,5,5,0.404762,0.469608,0,0.005527,0.000409
205869.0,,,3,0,3,0,0,0,0,0.005527,0.000307
168703.0,,,3,0,3,0,0,0,0,0.005527,0.000307
147125.0,,,9,1,10,3,0.444444,0.541667,16.125,0.006206,0.000933
55917.0,,,3,0,3,0,0,0,0,0.005527,0.000307
135605.0,,,3,0,3,0,0,0,0,0.005527,0.000307
89177.0,,,6,0,6,0,0,0,0,0.005527,0.000613
196206.0,,,4,2,6,5,0.404762,0.469608,0,0.005527,0.000409
196833.0,,,4,1,5,5,0.404762,0.469608,0,0.005527,0.000409
5342986.0,,,6,12,18,1,1,1,0,0.005527,0.000613
2597936.0,,,18,0,18,0,0,0,0,0.008525,0.002124
5342982.0,,,14,4,18,1,1,1,0,0.006773,0.001554
5342984.0,,,10,8,18,1,1,1,0,0.006,0.001052
10759.0,,,0,66,66,3,0.573529,0.730769,0,0.005173,0
79848.0,,,3,0,3,0,0,0,0,0.005252,0.000261
158795.0,,,3,0,3,0,0,0,0,0.005252,0.000261
107396.0,,,3,0,3,0,0,0,0,0.005252,0.000261
108563.0,,,3,0,3,0,0,0,0,0.005252,0.000261
130018.0,,,3,0,3,0,0,0,0,0.005252,0.000261
116670.0,,,3,0,3,0,0,0,0,0.005252,0.000261
77875.0,,,5,1,6,1,1,1,0,0.01279,0.000464
186353.0,,,4,2,6,1,1,1,0,0.017356,0.000366
208742.0,,,3,0,3,0,0,0,0,0.005252,0.000261
7907.0,,,9,20,29,1,1,1,18.875,0.011272,0.00097
63081.0,,,3,0,3,0,0,0,0,0.005252,0.000261
117070.0,,,3,0,3,0,0,0,0,0.005252,0.000261
167066.0,,,3,0,3,0,0,0,0,0.005252,0.000261
94224.0,,,3,0,3,0,0,0,0,0.005252,0.000261
189025.0,,,3,0,3,0,0,0,0,0.005252,0.000261
74094.0,,,3,0,3,0,0,0,0,0.005252,0.000261
9750.0,,,117,146,263,1,1,1,80,0.00653,0.06676
131098.0,,,3,0,3,0,0,0,0,0.005219,0.003541
162646.0,,,7,4,11,3,0.361111,0.397436,0,0.00539,0.006614
718378.0,,,41,40,81,2,0.541667,0.576923,12,0.006593,0.044428
89089.0,,,3,0,3,0,0,0,0,0.005219,0.003541
140662.0,,,3,0,3,0,0,0,0,0.005219,0.003541
107485.0,,,3,0,3,0,0,0,0,0.005219,0.003541
120230.0,,,3,0,3,0,0,0,0,0.005219,0.003541
165842.0,,,6,2,8,3,0.361111,0.397436,0,0.00562,0.004849
846385.0,,,21,21,42,2,0.541667,0.576923,12,0.008101,0.022756
461615.0,,,28,27,55,2,0.52,0.538462,0,0.005219,0.033053
835080.0,,,19,18,37,2,0.52,0.538462,0,0.005219,0.022429
835108.0,,,19,18,37,2,0.52,0.538462,0,0.005219,0.022429
134897.0,,,8,3,11,2,0.571429,0.625,15,0.012097,0.000975
83068.0,,,7,3,10,2,0.571429,0.625,0,0.005773,0.000854
6928.0,,,33,34,67,3,0.361111,0.397436,0,0.005263,0.019299
