Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,eigencentrality
11190.0,,,90,167,257,3,0.422222,0.526316,42,0.029953,0.243254
79348.0,,,3,0,3,0,0,0,0,0.029004,0.00695
62653.0,,,7,4,11,3,0.365385,0.394737,0,0.029564,0.014998
51702.0,,,79,76,155,2,0.558824,0.605263,94,0.041558,0.233405
98638.0,,,3,0,3,0,0,0,0,0.029004,0.00695
60942.0,,,133,66,199,4,0.301587,0.350877,0,0.029004,0.308133
14082.0,,,145,186,331,3,0.678571,0.815789,120.399758,0.031027,0.846515
118258.0,,,3,0,3,0,0,0,0,0.028978,0.019422
68813.0,,,3,0,3,0,0,0,0,0.028978,0.019422
208934.0,,,25,20,45,5,0.322034,0.413158,0.010671,0.030696,0.166402
48652.0,,,185,185,370,4,0.44186,0.539474,14.148711,0.032591,1
122072.0,,,115,115,230,4,0.431818,0.513158,3.096774,0.031333,0.796151
1973429.0,,,40,38,78,4,0.431818,0.513158,0.344086,0.031333,0.276928
128581.0,,,3,0,3,0,0,0,0,0.028978,0.019422
173264.0,,,3,0,3,0,0,0,0,0.028978,0.019422
98763.0,,,12,0,12,0,0,0,0,0.028978,0.077687
31105.0,,,3,0,3,0,0,0,0,0.028978,0.019422
120246.0,,,3,0,3,0,0,0,0,0.028978,0.019422
64848.0,,,3,0,3,0,0,0,0,0.028978,0.019422
13132.0,,,24,25,49,3,0.365385,0.394737,0,0.029309,0.048288
