"cas","cluster"
"4884-68-8",45
"57-97-6",46
"5315-79-7",46
"523-27-3",46
"6402-23-9",46
"103890-78-4",46
"6151-30-0",46
"7328-97-4",46
"54350-48-0",46
"90-33-5",46
"130-17-6",46
"17135-78-3",46
"2107-76-8",46
"54-62-6",46
"61445-50-9",46
"94739-29-4",46
"86541-74-4",46
"1564-64-3",46
"183321-74-6",47
"1397-89-3",47
"253450-09-8",47
"3569-10-6",47
"461023-63-2",47
"65513-72-6",47
"97322-87-7",47
"189003-92-7",47
"87051-43-2",47
"603-50-9",47
"302-95-4",47
"14663-23-1",47
"50-55-5",47
"474-25-9",47
"152-11-4",47
"1135280-78-2",47
"102121-60-8",47
"104795-68-8",47
"668981-02-0",47
"71422-67-8",47
"5493-45-8",47
"117332-94-2",47
"313994-79-5",47
"111974-72-2",47
"5522-43-0",48
"5259-88-1",48
"58-54-8",48
"170364-57-5",48
"22978-25-2",48
"630-56-8",48
"28768-32-3",48
"64506-49-6",48
"23184-66-9",48
"66072-38-6",48
"120210-48-2",48
"168273-06-1",48
"192725-17-0",48
"1675-54-3",48
"52-01-7",48
"134308-13-7",48
"155213-67-5",48
"59865-13-3",48
"1176-74-5",48
"51-24-1",48
"84371-65-3",48
"39025-24-6",48
"2095-03-6",48
"221246-12-4",48
"603-33-8",48
"2390-60-5",49
"70862-65-6",49
"14866-33-2",49
"155569-91-8",49
"1461-22-9",49
"NOCAS_47377",49
"88-24-4",49
"67485-29-4",49
"7173-51-5",49
"4342-36-3",49
"119-47-1",49
"1715-30-6",49
"2155-70-6",49
"26864-56-2",49
"85-60-9",49
"258864-54-9",49
"374683-44-0",49
"654057-97-3",49
"701921-71-3",49
"3282-73-3",49
"68047-06-3",49
"11024-24-1",49
"79622-59-6",49
"NOCAS_34742",49
"23906-97-0",49
"203942-49-8",49
"497-39-2",49
"81741-28-8",49
"NOCAS_49391",49
"13331-52-7",49
"5137-55-3",49
"121107-18-4",49
"39300-45-3",50
"145040-37-5",50
"9004-98-2",50
"116-31-4",50
"221671-62-1",50
"825643-57-0",50
"15721-02-5",50
"65277-42-1",50
"369-77-7",50
"123524-52-7",50
"139340-56-0",51
"NOCAS_47328",51
"82640-04-8",51
"84449-90-1",51
"551-06-4",51
"79794-75-5",51
"686756-87-6",51
"61931-82-6",51
"97-23-4",51
"1092351-67-1",51
"5613-46-7",51
"267243-28-7",51
"4162-45-2",51
"843-55-0",51
"918639-10-8",51
"NOCAS_47379",51
"NOCAS_48505",51
"302962-49-8",51
"472-86-6",52
"63-92-3",52
"959-98-8",52
"56803-37-3",52
"115-86-6",52
"602-38-0",53
"40487-42-1",53
"2510-55-6",53
"220860-50-4",53
"2835-97-4",53
"103361-09-7",53
"6285-57-0",53
"137-19-9",53
"85-02-9",53
"15950-66-0",53
"3567-62-2",53
"491-59-8",53
"1468-95-7",53
"135-19-3",53
"90-15-3",53
"95-95-4",53
"136-32-3",53
"481-74-3",53
"131-53-3",53
"102-36-3",53
"145-39-1",53
"2467-02-9",53
"NOCAS_49555",53
"80-00-2",53
"144-79-6",53
"38083-17-9",53
"132-32-1",53
"6109-97-3",53
"103055-07-8",53
"15387-18-5",53
"86-74-8",53
"51632-16-7",53
"4707-47-5",53
"591-35-5",53
"95-77-2",53
"92-84-2",53
"1918-18-9",53
"25059-80-7",53
"43121-43-3",53
"15299-99-7",53
"607-57-8",53
"835-11-0",53
"97886-45-8",53
"149-30-4",53
"20265-97-8",54
"104-94-9",54
"101-37-1",54
"8018-01-7",54
"4979-32-2",54
"92-43-3",54
"120-37-6",54
"2835-95-2",54
"95-64-7",54
"13047-13-7",54
"26471-62-5",54
"1477-42-5",54
"138786-67-1",54
"59-88-1",54
"100-63-0",54
"101-80-4",54
"49763-96-4",54
"156-43-4",54
"102625-70-7",54
"91-59-8",54
"638-03-9",54
"75507-68-5",54
"132-66-1",54
"553-53-7",54
"2595-54-2",54
"32687-77-7",54
"4350-09-8",54
"15310-01-7",54
"6152-33-6",54
"99-07-0",54
"4433-79-8",54
"111406-87-2",54
"536-90-3",54
"2818-69-1",54
"8000-34-8",54
"482-44-0",54
"16452-01-0",54
"36734-19-7",54
"35838-58-5",54
"607-35-2",54
"59536-65-1",54
"103-72-0",54
"20265-96-7",54
"298-81-7",54
"85-83-6",54
"823-40-5",54
"392-12-1",54
"134-32-7",54
"94-91-7",54
"7364-25-2",54
"134-29-2",54
"95-80-7",54
"1300-73-8",54
"91-68-9",54
"541-69-5",54
"194098-25-4",54
"330-54-1",54
"91-61-2",54
"17026-81-2",54
"101-77-9",54
"5464-79-9",54
"6358-64-1",54
"12427-38-2",54
"16489-90-0",54
"15574-49-9",54
"113712-98-4",54
"29876-14-0",54
"5131-60-2",54
"2654-57-1",54
"7287-19-6",55
"4658-28-0",55
"1216-44-0",55
"85-69-8",55
"579-56-6",55
"57646-30-7",55
"3352-87-2",55
"84-74-2",55
"4196-89-8",55
"791-28-6",55
"39515-40-7",55
"6145-73-9",55
"22936-75-0",55
"131-18-0",55
"52315-07-8",55
"67375-30-8",55
"84-75-3",55
"81777-89-1",55
"4938-72-1",55
"13674-84-5",55
"87130-20-9",55
"5843-53-8",55
"40596-69-8",55
"1861-32-1",55
"33125-97-2",55
"122-69-0",55
"120-55-8",55
"54914-85-1",55
"1470-57-1",55
"957-51-7",55
"80443-63-6",55
"32809-16-8",55
"71888-89-6",55
"52645-53-1",55
"142-16-5",55
"1907-65-9",55
"119-75-5",55
"26002-80-2",55
"126-73-8",55
"14261-75-7",55
"100-53-8",55
"41122-70-7",55
"10552-74-6",55
"838-88-0",55
"2687-94-7",55
"4674-50-4",55
"21245-02-3",55
"NOCAS_45676",55
"2122-70-5",55
"5466-77-3",55
"86-00-0",55
"80844-07-1",55
"319-85-7",56
"93-46-9",56
"91-53-2",57
"191-24-2",57
"1552-42-7",57
"NOCAS_47325",57
"118292-40-3",57
"24237-54-5",57
"56-49-5",57
"10527-16-9",57
"192-97-2",57
"86-20-4",57
"7783-00-8",58
"67-20-9",58
"7446-08-4",58
"92953-10-1",58
"965-52-6",58
"72559-06-9",59
"123333-56-2",59
"95-55-6",59
"87-02-5",59
"70-34-8",59
"123-30-8",59
"13181-17-4",59
"836-30-6",59
"569-61-9",60
"1937-37-7",60
"101-54-2",60
"2198-59-6",60
"99-98-9",60
"138-89-6",60
"3844-45-9",60
"1260-17-9",60
"128-95-0",60
"76-60-8",60
"2871-01-4",60
"35943-35-2",60
"605-91-4",60
"129-17-9",60
"62625-32-5",60
"6219-89-2",60
"70476-82-3",60
"1401-55-4",60
"33229-34-4",60
"27591-97-5",60
"1239-45-8",60
"171869-95-7",60
"61-73-4",60
"7220-79-3",60
"92-31-9",60
"520-53-6",60
"115-39-9",60
"41372-20-7",60
"2353-45-9",60
"633-65-8",60
"55-55-0",60
"26049-70-7",60
"27193-86-8",61
"2772-45-4",61
"37693-01-9",61
"96-76-4",61
"140-66-9",61
"84852-15-3",61
"104-43-8",61
"24169-02-6",61
"38713-56-3",61
"112400-86-9",61
"1166-52-5",61
"29091-21-2",61
"134-09-8",61
"120-95-6",61
"27193-28-8",61
"61318-91-0",62
"65646-68-6",62
"148081-72-5",62
"57-74-9",62
"12789-03-6",62
"8001-50-1",62
"128420-61-1",62
"577-11-7",62
"68694-11-1",62
"666-99-9",62
"122341-38-2",62
"25875-51-8",62
"27523-40-6",62
"1034-01-1",62
"60628-96-8",62
"NOCAS_47366",62
"8001-35-2",62
"35554-44-0",62
"64211-46-7",62
"65899-73-2",62
"848641-69-0",62
"6807-17-6",62
"23593-75-1",62
"5153-25-3",62
"1943-97-1",62
"3380-34-5",62
"3236-71-3",62
"135-65-9",62
"135-57-9",62
"64872-77-1",62
"72-54-8",63
"5836-10-2",63
"59227-89-3",63
"2664-60-0",63
"789-02-6",63
"3194-55-6",63
"76-44-8",63
"103112-35-2",63
"15233-47-3",63
"53-19-0",63
"120-32-1",63
"2687-96-9",63
"100-29-8",63
"29091-05-2",63
"599-64-4",63
"309-00-2",63
"510-15-6",63
"115-29-7",63
"1219-38-1",63
"169590-42-5",63
"115-32-2",63
"80-06-8",63
"173584-44-6",63
"154598-52-4",63
"50-29-3",63
"28434-00-6",63
"2642-82-2",63
"1024-57-3",63
"54239-37-1",64
"72332-33-3",64
"94749-08-3",64
"101975-10-4",64
"60-92-4",64
"54240-36-7",64
"51-30-9",64
"7683-59-2",64
"134865-33-1",64
"5874-97-5",64
"1944-12-3",64
"78416-81-6",64
"18559-94-9",64
"66575-29-9",64
"32266-10-7",64
"99-45-6",64
"51-41-2",64
"69815-49-2",64
"37148-27-9",64
"51-42-3",64
"51-43-4",64
"68550-75-4",64
"363-24-6",64
"61-25-6",64
"23031-32-5",64
"59939-16-1",64
"985-13-7",64
"1330-78-5",65
"156-06-9",65
"1241-94-7",65
"58579-51-4",65
"1715-40-8",65
"72-20-8",65
"84-62-8",65
"135046-48-9",65
"81-84-5",65
"564-20-5",65
"2449-05-0",65
"101001-34-7",65
"26399-36-0",65
"3147-75-9",65
"58-89-9",65
"60125-24-8",65
"1504-74-1",65
"70-11-1",65
"71868-10-5",65
"33245-39-5",65
"2303-17-5",65
"620-40-6",65
"86780-90-7",65
"33820-53-0",65
"3322-93-8",65
"55283-68-6",65
"85-98-3",65
"465-73-6",65
"2765-97-1",65
"36443-68-2",65
"59-96-1",65
"85532-75-8",65
"73963-72-1",65
"114856-44-9",65
"1861-40-1",65
"2303-16-4",65
"116-66-5",65
"4726-14-1",65
"62658-63-3",65
"56425-91-3",65
"122-82-7",65
"81-14-1",65
"83164-33-4",65
"16662-46-7",65
"80-15-9",65
"26780-96-1",65
"1582-09-8",65
"17980-47-1",66
"118-79-6",66
"157810-81-6",66
"4151-50-2",66
"443-72-1",66
"203313-25-1",66
"2327-02-8",66
"41317-15-1",66
"122-78-1",66
"301-02-0",66
"283594-90-1",66
"120-83-2",66
"78473-71-9",66
"55512-33-9",66
"645-56-7",66
"88-06-2",66
"90-43-7",66
"59804-37-4",66
"58-46-8",66
"96-62-8",66
"121-00-6",66
"25013-16-5",66
"86-29-3",66
"52298-44-9",66
"41424-36-6",66
"1492-02-0",66
"68610-51-5",66
"NOCAS_49521",66
"NOCAS_49530",66
"88-04-0",66
"80-10-4",66
"89-63-4",66
"2675-77-6",66
"16543-10-5",66
"2295-58-1",66
"89-25-8",66
"2227-13-6",66
"36322-90-4",66
"719-22-2",66
"1570-64-5",66
"554-84-7",66
"80-54-6",66
"261947-38-0",66
"576-24-9",66
"141-86-6",66
"50-33-9",66
"933-75-5",66
"71125-38-7",66
"349495-42-7",67
"97-54-1",67
"94-09-7",67
"137-17-7",67
"1205-17-0",67
"103-49-1",67
"102-50-1",67
"50438-75-0",67
"591-27-5",67
"95-69-2",67
"21436-96-4",67
"73-31-4",67
"99-55-8",67
"74341-83-6",67
"119-32-4",67
"85-70-1",67
"2469-55-8",67
"2694-54-4",67
"621-07-8",67
"1937-19-5",67
"117-99-7",67
"93-47-0",67
"210826-40-7",67
"109-16-0",67
"1071-93-8",67
"7296-30-2",67
"10402-33-2",67
"3077-12-1",67
"68609-96-1",67
"91-88-3",67
"92-15-9",67
"481-40-3",67
"540-84-1",67
"99-59-2",67
"142-04-1",67
"6375-27-5",67
"10034-93-2",67
"302-15-8",67
"96-96-8",67
"23564-05-8",67
"73-22-3",67
"54-12-6",67
"28804-88-8",67
"54-85-3",67
"106-47-8",67
"25168-26-7",67
"499-75-2",67
"2444-46-4",67
"95-74-9",67
"5331-43-1",67
"106-49-0",67
"95-76-1",67
"613-50-3",67
"7493-63-2",67
"2760-98-7",67
"82586-52-5",67
"95-78-3",67
"120-71-8",67
"108-45-2",67
"83834-59-7",67
"95-13-6",67
"494-90-6",67
"610-66-2",67
"608-25-3",67
"60207-31-0",68
"13466-78-9",68
"9005-67-8",68
"33228-44-3",68
"4822-44-0",68
"25620-58-0",68
"84-76-4",68
"389574-19-0",68
"23930-19-0",68
"3790-78-1",68
"19248-13-6",68
"14970-87-7",68
"79467-22-4",68
"27554-26-3",68
"33007-83-9",68
"87546-18-7",68
"616-86-4",68
"141-25-3",68
"7575-23-7",68
"124-22-1",68
"82586-55-8",68
"79-69-6",68
"13372-77-5",68
"126-86-3",68
"16251-77-7",68
"8014-17-3",68
"8007-70-3",68
"61791-12-6",68
"8001-79-4",68
"99-83-2",68
"17252-51-6",68
"31906-04-4",68
"23950-58-5",68
"1918-11-2",68
"161050-58-4",68
"76738-62-0",68
"26644-46-2",68
"18031-40-8",68
"25550-98-5",68
"90-41-5",68
"94361-06-5",68
"29461-14-1",68
"472-66-2",68
"1335-46-2",68
"79-81-2",68
"14368-24-2",68
"583-39-1",68
"117718-60-2",68
"59756-60-4",68
"219790-72-4",68
"4128-17-0",68
"2094-99-7",68
"101828-21-1",69
"142-92-7",69
"2592-95-2",69
"55814-41-0",69
"15676-16-1",69
"99-30-9",69
"1469-48-3",69
"1135-66-6",69
"2445-77-4",69
"15307-79-6",69
"91161-71-6",69
"66455-29-6",69
"80226-00-2",69
"50471-44-8",69
"69806-34-4",69
"598-55-0",69
"15901-40-3",69
"42399-41-7",69
"4345-03-3",69
"929-59-9",69
"14933-08-5",69
"4246-51-9",69
"95-45-4",69
"120-18-3",69
"699-12-7",69
"6378-25-2",69
"2438-72-4",69
"23110-15-8",69
"4221-98-1",69
"553-17-3",69
"26896-48-0",69
"143-15-7",69
"335-76-2",69
"36505-84-7",69
"68631-49-2",69
"335-67-1",69
"87-24-1",69
"6789-88-4",69
"375-95-1",69
"534-13-4",69
"88-27-7",69
"1434-54-4",69
"3445-11-2",69
"83435-67-0",69
"92-51-3",69
"81-15-2",69
"55107-14-7",69
"29457-72-5",69
"2318-25-4",69
"74440-81-6",70
"6220-15-1",70
"797789-00-5",70
"623167-81-7",70
"17692-39-6",70
"129273-38-7",70
"60561-17-3",70
"34562-31-7",70
"834-28-6",70
"43222-48-6",70
"78995-18-3",70
"382150-50-7",70
"263248-42-6",70
"460345-16-8",70
"85100-78-3",70
"171058-17-6",70
"304680-35-1",70
"178631-05-5",70
"244193-50-8",70
"101463-69-8",70
"131690-45-4",70
"15619-48-4",70
"58-14-0",70
"632-99-5",70
"140-64-7",70
"77257-42-2",70
"96489-71-3",71
"728-40-5",71
"NOCAS_47334",71
"68157-60-8",71
"27306-78-1",71
"175013-18-0",71
"117428-22-5",71
"101-20-2",71
"1420-07-1",71
"2465-27-2",71
"83-79-4",71
"9002-93-1",71
"433337-23-6",71
"244193-56-4",71
"412009-62-2",71
"188589-32-4",71
"171058-18-7",71
"362043-46-7",71
"161326-34-7",71
"178631-04-4",71
"75529-73-6",71
"1906-79-2",71
"141517-21-7",71
"992-59-6",71
"460092-03-9",71
"918-00-3",71
"361377-29-9",71
"82752-99-6",71
"3689-76-7",71
"249296-43-3",71
"64697-40-1",71
"244193-52-0",71
"403842-84-2",71
"304680-36-2",71
"111812-58-9",71
"88-30-2",71
"200940-23-4",71
"120068-37-3",71
"143390-89-0",71
"534-52-1",71
"26049-71-8",72
"312693-54-2",72
"81-54-9",72
"34487-61-1",72
"14233-37-5",72
"219947-94-1",72
"95-71-6",72
"1343-78-8",72
"30124-94-8",72
"6625-46-3",72
"573-58-0",72
"7411-49-6",72
"2610-11-9",72
"13292-46-1",72
"20325-40-0",72
"2783-94-0",72
"61545-99-1",72
"61702-44-1",72
"96-91-3",72
"633-96-5",72
"3734-67-6",72
"6459-94-5",72
"25956-17-6",72
"50-37-3",72
"58-00-4",72
"15791-78-3",72
"62-31-7",72
"989-51-5",72
"379-79-3",72
"52479-85-3",72
"137-09-7",72
"136-35-6",73
"1689-82-3",73
"24140-30-5",73
"87-29-6",73
"121552-61-2",73
"91-95-2",73
"2257-09-2",73
"135-88-6",73
"842-07-9",73
"6051-87-2",73
"97-56-3",73
"1083-27-8",73
"74-31-7",73
"27503-81-7",73
"34176-52-8",73
"87-17-2",73
"18979-55-0",73
"90-30-2",73
"3810-35-3",73
"6521-29-5",73
"1085-12-7",73
"96829-58-2",74
"70124-77-5",74
"104054-27-5",74
"102851-06-9",74
"69409-94-5",74
"263553-33-9",74
"4196-86-5",74
"66230-04-4",74
"51630-58-1",74
"52918-63-5",74
"58594-72-2",74
"94-97-3",74
"68359-37-5",74
"90038-01-0",74
"66456-53-9",74
"4802-20-4",74
"72-55-9",74
"10081-67-1",74
"101-68-8",74
"40601-76-1",74
"480-22-8",74
"478263-98-8",74
"91465-08-6",74
"68085-85-8",74
"638-45-9",75
"606143-52-6",75
"177785-47-6",75
"7681-82-5",75
"4292-19-7",75
"65039-05-6",75
"7601-55-0",75
"7492-32-2",75
"17376-04-4",75
"109732-56-1",75
"218151-78-1",75
"7681-11-0",75
"17874-63-4",75
"4282-42-2",75
"75-47-8",75
"65-29-2",75
"144-48-9",75
"5700-49-2",75
"52-88-0",75
"56511-17-2",75
"102-09-0",75
"120-72-9",75
"112733-06-9",75
"10026-13-8",75
"37971-78-1",75
"119171-18-5",75
"56511-19-4",75
"2020-25-9",75
"96-17-3",76
"306-37-6",76
"1703-58-8",76
"3068-88-0",76
"7775-27-1",76
"121-73-3",76
"123-92-2",76
"384-22-5",76
"115344-47-3",76
"62-23-7",76
"89-02-1",76
"111-21-7",76
"96-45-7",76
"2892-51-5",76
"78415-72-2",76
"95-53-4",76
"61-76-7",76
"106-37-6",76
"123-42-2",76
"93-68-5",76
"61-19-8",76
"98-07-7",76
"56776-01-3",76
"77671-31-9",76
"612-23-7",77
"81-82-3",77
"577-91-3",77
"84392-17-6",77
"79094-20-5",77
"220991-20-8",77
"52214-84-3",77
"NOCAS_47248",77
"6965-71-5",77
"109543-76-2",77
"89796-99-6",77
"74711-43-6",77
"81-81-2",77
"129-06-6",77
"1452-15-9",77
"86-87-3",77
"15165-79-4",77
"114798-26-4",77
"491-36-1",77
"145701-21-9",77
"85-34-7",77
"5836-29-3",77
"152-72-7",77
"956-03-6",77
"89-33-8",77
"94-74-6",77
"723-62-6",77
"83-05-6",77
"111-42-2",77
"93-72-1",77
"88-82-4",77
"135-77-3",78
"91503-79-6",78
"16118-49-3",78
"838-85-7",78
"702-23-8",78
"103-03-7",78
"20665-85-4",78
"72178-02-0",78
"101-11-1",78
"118-88-7",78
"18829-56-6",78
"320-72-9",78
"314-40-9",78
"57-41-0",78
"630-93-3",78
"544-76-3",78
"589-68-4",78
"25803-14-9",78
"954-21-2",78
"123-25-1",78
"77-93-0",78
"841-73-6",78
"62571-86-2",78
"84087-01-4",78
"25638-17-9",78
"693-07-2",78
"139-88-8",78
"1623-08-1",78
"25812-30-0",78
"110-33-8",78
"151319-34-5",78
"6734-80-1",78
"137-42-8",78
"67-68-5",78
"109293-98-3",78
"331623-06-4",78
"210631-68-8",78
"64-77-7",78
"36141-82-9",78
"1072-15-7",78
"78761-38-3",78
"2593-15-9",78
"141-19-5",78
"1772-25-4",78
"104-98-3",78
"88-44-8",78
"119-07-3",78
"111-62-6",78
"NOCAS_47292",78
"117-84-0",78
"39515-51-0",78
"553-26-4",78
"80-51-3",78
"91-33-8",78
"321746-49-0",78
"223436-99-5",78
"223437-05-6",78
"216299-72-8",78
"792188-85-3",78
"169051-76-7",78
"174899-90-2",78
"608140-12-1",78
"59-40-5",78
"127-39-9",78
"41340-25-4",78
"106-43-4",78
"114311-32-9",78
"1338-43-8",78
"104-61-0",78
"105-54-4",78
"105816-04-4",78
"112-45-8",78
"33509-43-2",78
"536-60-7",78
"122836-35-5",78
"55635-13-7",78
"26896-20-8",78
"27253-33-4",78
"108-42-9",78
"307-24-4",78
"141-92-4",78
"119515-38-7",78
"947-19-3",78
"1843-05-6",78
"526-08-9",78
"141-04-8",78
"664-95-9",78
"2917-73-9",78
"94-20-2",78
"95266-40-3",78
"141-23-1",78
"98967-40-9",78
"41395-83-9",78
"219714-96-2",78
"86-30-6",78
"91082-17-6",78
"3709-43-1",78
"110-21-4",78
"142-31-4",78
"144-82-1",78
"3260-85-3",78
"968-81-0",78
"88-51-7",78
"88-53-9",78
"25498-49-1",78
"77-89-4",78
"93-65-2",78
"207569-02-6",78
"1038-59-1",78
"2425-77-6",78
"41575-94-4",78
"13412-64-1",78
"1476-53-5",78
"75359-31-8",78
"100-85-6",78
"121-47-1",78
"79538-32-2",78
"29094-61-9",78
"25057-89-0",78
"1986-47-6",79
"89-40-7",79
"51481-61-9",79
"148016-81-3",79
"137234-62-9",79
"682-09-7",79
"1508-75-4",79
"117-81-7",79
"607-91-0",79
"102676-31-3",79
"3027-21-2",79
"76894-77-4",79
"24310-41-6",79
"7351-61-3",79
"5344-27-4",79
"31375-17-4",79
"1477-55-0",79
"NOCAS_47346",79
"35944-74-2",79
"2761-24-2",79
"65894-82-8",79
"111-71-7",79
"91648-24-7",79
"18127-01-0",79
"162881-26-7",79
"97-36-9",79
"3979-76-8",79
"112809-51-5",79
"12771-68-5",79
"29450-45-1",79
"149979-41-9",79
"85371-64-8",79
"41663-84-7",79
"105512-06-9",79
"2008-58-4",79
"108-44-1",79
"122852-69-1",79
"76674-21-0",79
"115-99-1",79
"15622-65-8",79
"1025-15-6",79
"59719-67-4",79
"10339-55-6",79
"5089-70-3",79
"17689-77-9",79
"2094-98-6",79
"68298-46-4",79
"2016-57-1",79
"108-69-0",79
"578-54-1",79
"1928-47-8",79
"586-62-9",79
"51-12-7",79
"140923-17-7",79
"2696-84-6",79
"81110-73-8",79
"4501-58-0",79
"104-13-2",79
"3605-01-4",79
"97-61-0",79
"7659-86-1",79
"2530-87-2",79
"141112-29-0",79
"326-61-4",79
"72739-14-1",79
"131-17-9",79
"184653-84-7",79
"107-14-2",79
"86386-73-4",79
"515-69-5",79
"636-21-5",79
"25103-09-7",79
"141-17-3",79
"10049-83-9",79
"55418-52-5",79
"255714-11-5",79
"24356-60-3",79
"91-21-4",79
"27959-26-8",79
"39711-79-0",79
"1118-27-0",79
"621-33-0",79
"1009-93-4",79
"95-79-4",79
"147816-23-7",79
"25371-96-4",79
"2530-85-0",79
"NOCAS_47291",79
"822-36-6",79
"141-16-2",79
"38661-72-2",79
"120511-73-1",79
"105431-72-9",79
"22661-76-3",79
"111686-79-4",79
"13361-34-7",79
"439-14-5",80
"2778-42-9",80
"7696-12-0",80
"502-61-4",80
"98319-26-7",80
"59467-96-8",80
"6114-21-2",80
"67674-36-6",80
"96-37-7",80
"2396-68-1",80
"27994-11-2",80
"673-84-7",80
"139481-59-7",80
"1021868-76-7",80
"3412-76-8",80
"3913-81-3",80
"9004-96-0",80
"2898-13-7",80
"9005-07-6",80
"123-81-9",80
"4630-07-3",80
"35250-53-4",80
"603-35-0",80
"28588-74-1",80
"846-50-4",80
"42779-82-8",80
"151767-02-1",80
"25496-72-4",80
"19780-11-1",80
"169590-41-4",80
"106-40-1",80
"136817-59-9",80
"106-45-6",80
"25377-73-5",80
"21834-92-4",80
"272451-65-7",80
"557-48-2",80
"9002-96-4",81
"63968-64-9",81
"201530-41-8",81
"71626-11-4",81
"4602-84-0",81
"33956-49-9",81
"68373-14-8",81
"68-26-8",81
"22881-35-2",81
"186392-65-4",81
"142459-58-3",81
"528-29-0",81
"87674-68-8",81
"82-66-6",81
"1191-41-9",81
"25152-84-5",81
"NOCAS_48507",81
"2217-44-9",81
"12645-31-7",81
"89785-84-2",81
"65733-16-6",81
"103420-77-5",81
"69388-79-0",81
"127-47-9",81
"14351-66-7",81
"14417-88-0",81
"73590-58-6",81
"114-83-0",81
"83-73-8",81
"34256-82-1",81
"78-51-3",81
"112-63-0",81
"51218-45-2",81
"87392-12-9",81
"15972-60-8",81
"3777-69-3",81
"31654-77-0",81
"1031-07-8",82
"89226-75-5",82
"120-62-7",82
"444731-52-6",82
"85509-19-9",82
"174185-16-1",82
"109826-26-8",82
"21829-25-4",82
"101-14-4",82
"58186-27-9",82
"88-58-4",82
"132203-70-4",82
"93-83-4",82
"112281-77-3",82
"112965-21-6",82
"50-14-6",82
"41481-66-7",82
"1210-39-5",82
"17781-31-6",82
"320-67-2",82
"13680-35-8",82
"66063-05-6",82
"22260-51-1",82
"126-72-7",82
"69327-76-0",82
"52468-60-7",82
"149877-41-8",82
"84625-61-6",82
"63675-72-9",82
"129453-61-8",82
"80809-81-0",82
"66246-88-6",82
"125116-23-6",82
"1068967-96-3",82
"66-81-9",82
"132866-11-6",82
"28730-17-8",82
"749-02-0",83
"510-74-7",83
"125317-39-7",83
"64-86-8",83
"18556-44-0",83
"368832-42-2",83
"220127-57-1",83
"439687-69-1",83
"57-22-7",83
"88-85-7",83
"98730-04-2",83
"199171-88-5",83
"911-65-9",83
"143482-60-4",83
"NOCAS_47349",83
"588941-45-1",83
"35898-87-4",83
"1124-33-0",83
"83-26-1",83
"125-13-3",83
"518-28-5",83
"128-62-1",84
"2870-32-8",84
"143-74-8",84
"100-02-7",84
"112226-61-6",84
"67786-14-5",84
"121-88-0",84
"5131-58-8",84
"68555-86-2",84
"6359-98-4",84
"4548-53-2",84
"483-84-1",84
"5850-86-2",84
"3520-42-1",84
"97-52-9",84
"14897-39-3",84
"5281-04-9",84
"118-08-1",84
"13301-61-6",84
"132539-06-1",84
"125-31-5",84
"1936-15-8",84
"599-79-1",84
"8004-92-0",84
"6359-82-6",84
"59820-43-8",84
"6359-90-6",84
"112410-23-8",84
"116-81-4",84
"99-56-9",84
"1320-07-6",84
"1934-21-0",84
"51-28-5",84
"99-57-0",84
"3775-55-1",84
"100-15-2",84
"5174-32-3",84
"99-52-5",84
"16915-70-1",84
"6358-07-2",84
"2687-25-4",85
"42924-53-8",85
"144060-53-7",85
"35661-60-0",85
"496-72-0",85
"15345-89-8",85
"10319-14-9",85
"56-55-3",85
"744-45-6",85
"139149-55-6",85
"102-07-8",85
"485-72-3",85
"29927-08-0",85
"532-82-1",85
"8003-22-3",85
"60-11-7",85
"171866-31-2",85
"26130-02-9",85
"1562-94-3",85
"94-45-1",85
"538-41-0",85
"5495-84-1",85
"53-70-3",85
"55-80-1",85
"2440-22-4",85
"6264-66-0",85
"94-62-2",85
"20570-96-1",85
"84-54-8",85
"120-46-7",85
"775304-57-9",85
"24589-77-3",85
"133-18-6",85
"58338-59-3",85
"132-54-7",85
"136-40-3",85
"304-20-1",85
"262376-75-0",85
"35212-22-7",85
"68302-57-8",85
"84-51-5",85
"3878-19-1",85
"101-70-2",85
"525-82-6",85
"75706-12-6",85
"79069-94-6",85
"500-62-9",85
"117-79-3",85
"31224-92-7",85
"63449-68-3",85
"2243-76-7",85
"27199-40-2",85
"82-28-0",85
"104-12-1",86
"69956-77-0",86
"1210-35-1",86
"17780-75-5",86
"3766-60-7",86
"128312-51-6",86
"110235-47-7",86
"101-21-3",86
"95-33-0",86
"92-67-1",86
"135-20-6",86
"131-57-7",86
"2398-96-1",86
"81-16-3",86
"3101-60-8",86
"95-31-8",86
"94-25-7",86
"7779-65-9",86
"2039-76-1",86
"1982-49-6",86
"2531-84-2",86
"117976-90-6",86
"532-11-6",86
"602-60-8",86
"103577-45-3",86
"103-41-3",86
"95737-68-1",86
"4640-01-1",86
"13360-45-7",86
"42461-84-7",86
"1146-98-1",86
"19952-47-7",86
"452-35-7",86
"97-16-5",86
"86479-06-3",86
"90-44-8",86
"540-23-8",86
"2973-80-0",86
"5834-17-3",86
"104-27-8",86
"80-38-6",86
"33629-47-9",86
"326-06-7",86
"613-94-5",86
"104-66-5",86
"500-64-1",86
"330-55-2",86
"5436-43-1",86
"97-32-5",86
"118-58-1",86
"494-19-9",86
"120-78-5",87
"10024-93-8",87
"3736-81-0",87
"1072-71-5",87
"10025-74-8",87
"6290-37-5",87
"6259-76-3",87
"98-52-2",87
"10361-91-8",87
"142-87-0",87
"7758-94-3",87
"7720-78-7",87
"585-34-2",87
"557-34-6",87
"5970-45-6",87
"2516-40-7",87
"93-99-2",87
