"cas","cluster"
"795-38-0",102
"7581-97-7",102
"68-19-9",102
"822-06-0",102
"34590-94-8",102
"112-40-3",102
"104-06-3",102
"114-49-8",102
"118-47-8",102
"99-49-0",102
"4083-64-1",102
"76541-72-5",102
"17692-71-6",102
"831-59-4",102
"52829-07-9",102
"121-19-7",102
"30560-19-1",102
"52225-20-4",102
"931-97-5",102
"2657-00-3",103
"106-50-3",103
"860-22-0",103
"100-22-1",103
"41372-08-1",103
"555-30-6",103
"327-97-9",103
"28094-15-7",103
"220620-09-7",103
"82854-37-3",103
"139233-53-7",103
"54150-69-5",103
"90-51-7",103
"92-87-5",103
"531-85-1",103
"609-20-1",103
"1143-72-2",103
"153-18-4",103
"6153-64-6",103
"79-57-2",103
"119-90-4",103
"104-91-6",103
"89-57-6",103
"5930-28-9",103
"105-11-3",103
"149-91-7",103
"6632-68-4",103
"119-93-7",103
"612-82-8",103
"331-39-5",103
"6258-06-6",103
"60719-84-8",103
"93-00-5",103
"4680-78-8",103
"2508-79-4",103
"54827-17-7",103
"51-61-6",103
"87-66-1",103
"107-35-7",103
"785-30-8",103
"70831-56-0",103
"119-40-4",103
"654055-01-3",103
"28631-66-5",103
"965-90-2",104
"57-63-6",104
"16320-04-0",104
"434-03-7",104
"53-16-7",104
"4245-41-4",104
"53-43-0",104
"2998-57-4",104
"58-18-4",104
"434-07-1",104
"72-33-3",104
"35189-28-7",104
"10161-33-8",104
"58-22-0",104
"853-23-6",104
"434-22-0",104
"521-18-6",104
"297-76-7",104
"57-85-2",104
"50-27-1",104
"152-43-2",104
"60282-87-3",104
"62-90-8",104
"313-06-4",104
"68-22-4",104
"50-28-2",104
"57-91-0",104
"6533-00-2",104
"797-63-7",104
"5630-53-5",104
"72-63-9",104
"52-76-6",104
"605-32-3",105
"2081-08-5",105
"101-53-1",105
"520-18-3",105
"520-36-5",105
"501-36-0",105
"2467-03-0",105
"84-17-3",105
"1137-42-4",105
"1470-79-7",105
"6344-67-8",105
"620-92-8",105
"6898-97-1",105
"518-82-1",105
"42019-78-3",105
"611-99-4",105
"13020-57-0",105
"446-72-0",105
"92-88-6",105
"60-82-2",105
"80-09-1",105
"2664-63-3",105
"130-80-3",105
"25804-49-3",105
"474-86-2",105
"491-80-5",105
"131-55-5",105
"4247-02-3",105
"92-69-3",105
"2443-58-5",105
"486-66-8",105
"31127-54-5",105
"831-82-3",105
"17696-61-6",105
"131-56-6",105
"479-13-0",105
"2057-49-0",106
"179465-71-5",106
"129-15-7",106
"104-40-5",106
"500-66-3",106
"92-04-6",106
"101-18-8",106
"126833-17-8",106
"136-77-6",106
"124495-18-7",106
"37609-25-9",107
"4130-42-1",107
"99607-70-2",107
"1638-22-8",107
"122-39-4",107
"7212-44-4",107
"54982-83-1",107
"13171-00-1",107
"608-73-1",107
"319-84-6",107
"86089-17-0",107
"99755-59-6",107
"89-68-9",107
"1825-19-0",107
"101-85-9",107
"80-46-6",107
"611-75-6",107
"81406-37-3",107
"85-19-8",107
"732-26-3",107
"215-58-7",107
"23089-26-1",107
"87-26-3",107
"67564-91-4",107
"489-01-0",107
"1205-64-7",107
"36861-47-9",107
"105-95-3",107
"5460-09-3",108
"97-78-9",108
"17540-75-9",108
"251565-85-2",108
"116296-31-2",108
"18263-25-7",108
"1323-38-2",108
"2493-84-7",108
"41859-67-0",108
"151-21-3",108
"501027-49-2",108
"143-07-7",108
"2224-49-9",108
"67-30-1",108
"137-66-6",108
"3026-63-9",108
"72509-76-3",108
"302-79-4",108
"5300-03-8",108
"4759-48-2",108
"638-53-9",108
"544-63-8",108
"106-14-9",108
"141-22-0",108
"147059-75-4",108
"30399-84-9",108
"74772-77-3",108
"112665-43-7",108
"112-37-8",108
"NOCAS_48516",109
"53716-50-0",109
"1744-22-5",109
"77469-98-8",109
"43210-67-9",109
"54965-21-8",109
"31430-18-9",109
"31431-39-7",109
"NOCAS_48518",109
"20559-55-1",109
"17804-35-2",109
"319460-85-0",109
"131-54-4",109
"10605-21-7",109
"90-94-8",109
"103-16-2",109
"NOCAS_48514",109
"23564-06-9",109
"14255-87-9",109
"555-16-8",110
"60875-16-3",110
"3902-71-4",110
"92-48-8",110
"24157-81-1",110
"91-76-9",110
"31188-99-5",110
"14371-10-9",110
"3173-53-3",110
"58473-74-8",110
"1746-81-2",110
"102-77-2",110
"120-12-7",110
"57460-41-0",110
"94-12-2",110
"41653-21-8",110
"35367-38-5",110
"84-65-1",110
"4344-55-2",110
"136-95-8",110
"484-23-1",110
"3060-89-7",110
"59-14-3",110
"304-28-9",110
"2528-16-7",110
"53112-28-0",110
"161967-81-3",111
"542-56-3",111
"96-09-3",111
"1125-21-9",111
"123-99-9",111
"1634-04-4",111
"2244-21-5",111
"56741-95-8",111
"6959-48-4",111
"105-59-9",111
"78-69-3",111
"78-40-0",111
"29590-42-9",111
"60-19-5",111
"4342-03-4",111
"1571-08-0",111
"999-97-3",111
"99-96-7",111
"107-12-0",111
"150-69-6",111
"2275-14-1",111
"867-13-0",111
"106-24-1",111
"539-88-8",111
"103-11-7",111
"102-71-6",111
"99-97-8",111
"2174-64-3",111
"94317-64-3",111
"6863-58-7",111
"105-87-3",111
"542-88-1",111
"101-02-0",111
"994-05-8",111
"824-72-6",111
"197077-55-7",111
"140-31-8",111
"98-96-4",111
"26628-22-8",111
"108-38-3",111
"695-06-7",111
"110-94-1",111
"104-15-4",111
"90-13-1",111
"50-21-5",111
"610-15-1",111
"98-86-2",111
"110-18-9",111
"112-73-2",111
"77-83-8",111
"99-76-3",111
"66-27-3",111
"108-77-0",111
"24295-03-2",111
"75-86-5",111
"507-20-0",111
"111-97-7",111
"107-13-1",111
"110-89-4",111
"68917-18-0",111
"8024-48-4",111
"120-47-8",111
"37143-54-7",111
"112-34-5",111
"103173-73-5",111
"120-07-0",111
"15879-93-3",111
"594-72-9",111
"107-05-1",111
"592-45-0",111
"108-83-8",111
"107-88-0",111
"107-94-8",111
"770-05-8",111
"57-11-4",111
"17283-81-7",111
"23386-52-9",111
"99-75-2",111
"112-62-9",111
"70-70-2",111
"110-38-3",111
"541-41-3",111
"2855-13-2",111
"97-53-0",111
"24468-13-1",111
"104-46-1",111
"111-96-6",111
"24800-44-0",111
"78491-02-8",111
"100-18-5",111
"552-30-7",111
"577-59-3",111
"1562-00-1",111
"926-06-7",111
"99-93-4",111
"91-20-3",111
"13547-70-1",111
"4635-87-4",111
"110-17-8",111
"88-12-0",111
"562-74-3",111
"5435-64-3",111
"2645-07-0",111
"110-82-7",111
"473-55-2",111
"98-00-0",111
"2905-65-9",111
"18479-58-8",111
"635-41-6",111
"993-16-8",111
"590-86-3",111
"643-38-9",111
"104-76-7",111
"56974-61-9",111
"110-91-8",111
"2743-38-6",111
"108-88-3",111
"627-03-2",111
"140-67-0",111
"108-80-5",111
"83881-52-1",111
"111-44-4",111
"7747-35-5",111
"78-83-1",111
"460-00-4",112
"2814-20-2",112
"53939-28-9",112
"107-98-2",112
"57-68-1",112
"108-67-8",112
"110-27-0",112
"18328-90-0",112
"110-98-5",112
"56038-13-2",112
"693-13-0",112
"620-22-4",112
"140-07-8",112
"81335-37-7",112
"NOCAS_31209",112
"50-81-7",112
"6055-19-2",112
"82385-42-0",112
"128-44-9",112
"593-08-8",112
"127-18-4",112
"994-28-5",112
"188627-80-7",112
"57-50-1",112
"67-42-5",112
"57-55-6",112
"1569-01-3",112
"98-67-9",112
"105-55-5",112
"118-60-5",112
"705-86-2",112
"30781-73-8",112
"15707-24-1",112
"77-73-6",112
"16595-80-5",112
"87-65-0",112
"33996-58-6",112
"57-10-3",112
"120066-54-8",112
"95-57-8",112
"105-53-3",112
"95-94-3",112
"622-97-9",112
"108-21-4",112
"123-76-2",112
"814-80-2",112
"59-47-2",112
"695-53-4",112
"111-87-5",112
"118-52-5",112
"112-44-7",112
"3319-31-1",112
"123-01-3",112
"120-50-3",112
"3724-65-0",112
"37517-28-5",112
"25134-21-8",112
"5216-25-1",112
"134-62-3",112
"80-08-0",112
"2943-75-1",112
"4131-74-2",112
"1596-84-5",112
"NOCAS_49457",112
"NOCAS_49467",112
"NOCAS_49493",112
"NOCAS_49526",112
"112-17-4",112
"89-82-7",112
"149-57-5",112
"4712-55-4",112
"59-30-3",112
"88-72-2",112
"97-59-6",112
"75-59-2",112
"543-82-8",112
"536-93-6",112
"99-08-1",112
"203389-28-0",112
"2473-01-0",112
"112-36-7",112
"75-34-3",112
"872-50-4",112
"109-02-4",112
"29701-07-3",112
"126-30-7",112
"90-02-8",112
"111-65-9",112
"124-25-4",112
"594-65-0",112
"107793-72-6",112
"443-48-1",112
"5588-16-9",112
"64902-72-3",112
"7778-74-7",112
"55-18-5",112
"142-84-7",112
"760-67-8",112
"103-09-3",112
"216300-12-8",112
"552-94-3",112
"4075-81-4",112
"4454-05-1",112
"760-23-6",112
"541-47-9",112
"1498-51-7",112
"112-06-1",112
"1646-75-9",112
"111-27-3",112
"111-49-9",112
"78-38-6",113
"6285-05-8",113
"872-05-9",113
"827-95-2",113
"121-92-6",113
"25209-66-9",113
"629-19-6",113
"2461-15-6",113
"96-98-0",113
"763-69-9",113
"676-46-0",113
"304-84-7",113
"611-70-1",113
"78-86-4",113
"1438-94-4",113
"2905-67-1",113
"111-69-3",113
"6493-05-6",113
"59-66-5",113
"407-41-0",113
"51235-04-2",113
"575-43-9",113
"78-70-6",113
"51580-86-0",113
"608-93-5",113
"106-63-8",113
"91-65-6",113
"88-69-7",113
"79-92-5",113
"21662-09-9",113
"107-51-7",113
"1196-01-6",113
"56-40-6",113
"60-35-5",113
"118-69-4",113
"83-38-5",113
"90-16-4",113
"7320-37-8",113
"101-97-3",113
"124-02-7",113
"50-70-4",113
"96-22-0",113
"5766-67-6",113
"88-41-5",113
"106-02-5",113
"3926-62-3",113
"79-39-0",113
"1120-71-4",113
"95-73-8",113
"78-94-4",113
"30391-89-0",113
"107-39-1",113
"3011-89-0",113
"104227-87-4",113
"867-81-2",113
"143-13-5",113
"122-51-0",113
"1445-45-0",113
"37526-59-3",113
"504-02-9",113
"556-67-2",113
"126-71-6",113
"93-14-1",113
"126-33-0",113
"2612-29-5",113
"22839-47-0",113
"3613-30-7",113
"1072-83-9",113
"75-77-4",113
"115-70-8",113
"824-39-5",113
"88-75-5",113
"127-48-0",113
"7772-99-8",113
"106-44-5",113
"1918-00-9",113
"529-33-9",113
"2021-28-5",113
"58-94-6",113
"20537-88-6",113
"328090-25-1",113
"51-79-6",113
"122-72-5",113
"7727-21-1",113
"128-09-6",113
"134678-17-4",113
"111-55-7",113
"628-13-7",113
"110-86-1",113
"13851-11-1",113
"138-92-1",113
"5663-71-8",113
"57116-45-7",113
"16669-59-3",113
"3570-55-6",113
"15046-75-0",113
"4394-85-8",113
"122-59-8",113
"77-86-1",113
"681-84-5",113
"253-52-1",113
"94-60-0",113
"513-53-1",113
"11070-44-3",113
"693-98-1",113
"629-14-1",113
"96-31-1",113
"121-33-5",113
"6378-65-0",113
"1809-19-4",113
"1572-52-7",113
"7757-79-1",113
"99-66-1",113
"1069-66-5",113
"4724-48-5",113
"87-44-5",113
"288-88-0",113
"111-80-8",113
"504-24-5",113
"9066-59-5",113
"8008-26-2",113
"NOCAS_49446",113
"NOCAS_49458",113
"NOCAS_49460",113
"NOCAS_49461",113
"NOCAS_49462",113
"NOCAS_49469",113
"NOCAS_49478",113
"NOCAS_49481",113
"NOCAS_49482",113
"NOCAS_49483",113
"NOCAS_49485",113
"NOCAS_49486",113
"3164-85-0",113
"123-41-1",113
"108-19-0",113
"109-09-1",113
"1929-77-7",113
"517-23-7",113
"22047-49-0",113
"144143-96-4",113
"41519-23-7",113
"1917-15-3",113
"75-55-8",113
"542-28-9",113
"108-91-8",113
"873-94-9",113
"628-36-4",113
"4767-03-7",113
"19408-46-9",113
"367522-96-1",113
"93457-69-3",113
"147-81-9",113
"98-51-1",113
"62-74-8",113
"693-95-8",113
"4748-78-1",113
"2050-46-6",113
"2425-54-9",113
"111991-09-4",113
"4180-23-8",113
"6422-86-2",113
"118-92-3",113
"111-94-4",113
"111-77-3",113
"141-79-7",113
"78712-43-3",113
"15499-27-1",113
"10381-75-6",113
"65-45-2",113
"15121-84-3",113
"16485-10-2",113
"123-63-7",113
"97-63-2",113
"111-15-9",113
"107-41-5",113
"98-94-2",113
"23696-28-8",113
"118-48-9",113
"2315-68-6",113
"10217-34-2",113
"110-93-0",113
"486-56-6",113
"62-75-9",113
"5502-78-3",113
"121288-39-9",113
"109-64-8",113
"7397-62-8",113
"100-97-0",113
"123548-56-1",113
"420-12-2",113
"2941-55-1",113
"5251-93-4",113
"3741-38-6",113
"470-82-6",113
"96-29-7",113
"22629-49-8",113
"124-04-9",113
"50-99-7",113
"104-38-1",113
"1271-24-5",113
"1300-72-7",113
"96-41-3",113
"107-58-4",113
"86-86-2",113
"328-84-7",113
"1074-82-4",113
"51952-41-1",113
"3913-02-8",113
"3682-19-7",113
"74-11-3",113
"91-19-0",113
"1119-40-0",113
"142-91-6",113
"101-42-8",113
"1119-62-6",113
"88-19-7",113
"2807-30-9",113
"924-16-3",113
"203866-13-1",113
"621-64-7",113
"100-41-4",113
"87-90-1",113
"138261-41-3",113
"565-62-8",113
"39236-46-9",113
"99-61-6",113
"112-27-6",113
"540-72-7",113
"4904-61-4",113
"99-99-0",113
"682-01-9",113
"123-11-5",113
"7579-36-4",113
"1444-64-0",114
"2404-44-6",114
"91-16-7",114
"100-39-0",114
"79277-27-3",114
"1122-62-9",114
"2550-26-7",114
"139-87-7",114
"78-84-2",114
"88230-35-7",114
"78-90-0",114
"117-08-8",114
"13472-08-7",114
"96-33-3",114
"111-70-6",114
"151-67-7",114
"617-94-7",114
"110-88-3",114
"92841-65-1",114
"3089-11-0",114
"3452-97-9",114
"120-66-1",114
"81-21-0",114
"106-89-8",114
"89-58-7",114
"109-06-8",114
"78-95-5",114
"6362-79-4",114
"367-25-9",114
"6381-77-7",114
"18640-74-9",114
"67-64-1",114
"462-08-8",114
"81-07-2",114
"4065-45-6",114
"75-76-3",114
"2809-21-4",114
"1134-23-2",114
"124-18-5",114
"123-86-4",114
"19322-27-1",114
"2439-35-2",114
"105-05-5",114
"78-88-6",114
"5332-73-0",114
"99-63-8",114
"963-14-4",114
"100-70-9",114
"79-46-9",114
"112-39-0",114
"108-31-6",114
"127985-21-1",114
"759-73-9",114
"142-62-1",114
"930-68-7",114
"1758-73-2",114
"103-84-4",114
"598-78-7",114
"15332-99-7",114
"2905-62-6",114
"121-60-8",114
"654058-04-5",114
"628-94-4",114
"100-88-9",114
"3731-52-0",114
"5146-66-7",114
"32360-05-7",114
"111-36-4",114
"67-52-7",114
"109-57-9",114
"100-52-7",114
"3658-48-8",114
"110-61-2",114
"95-49-8",114
"556-88-7",114
"141-05-9",114
"142-30-3",114
"4403-61-6",114
"5329-14-6",114
"119-39-1",114
"99-06-9",114
"118-91-2",114
"100-27-6",114
"693-67-4",114
"25564-22-1",114
"3048-64-4",114
"66-22-8",114
"13284-42-9",114
"541-79-7",114
"14375-45-2",114
"1629-58-9",114
"77-21-4",114
"622-96-8",114
"18479-51-1",114
"2517-43-3",114
"999-81-5",114
"3282-30-2",114
"96-47-9",114
"78-35-3",114
"320-60-5",114
"10599-70-9",114
"100-44-7",114
"2210-79-9",114
"100-69-6",114
"97240-79-4",114
"104-55-2",114
"61-82-5",114
"78-87-5",114
"52556-42-0",114
"328-50-7",114
"79-31-2",114
"107-43-7",114
"55-21-0",114
"127-63-9",114
"121-86-8",114
"911217-00-0",114
"535-80-8",114
"110-97-4",114
"97-64-3",114
"614-00-6",114
"6728-26-3",114
"79-24-3",114
"103-50-4",114
"1779-48-2",114
"56275-01-5",114
"598-72-1",114
"144-62-7",114
"85-42-7",114
"35619-65-9",114
"35065-27-1",114
"142-73-4",114
"75-99-0",114
"83-12-5",114
"5419-55-6",114
"370865-89-7",114
"18835-02-4",114
"111-91-1",114
"57-53-4",114
"NOCAS_49449",114
"NOCAS_49450",114
"NOCAS_49488",114
"NOCAS_49520",114
"NOCAS_49522",114
"637-92-3",114
"529-19-1",114
"136-51-6",114
"13755-29-8",114
"106-87-6",114
"78-44-4",114
"110-13-4",114
"98-88-4",114
"56-81-5",114
"828-00-2",114
"137-03-1",114
"62-50-0",114
"59337-93-8",114
"623-39-2",114
"25327-89-3",114
"479-92-5",114
"462-06-6",114
"7681-38-1",114
"124-63-0",114
"461-58-5",114
"1878-49-5",114
"554-95-0",114
"121-91-5",114
"111-64-8",114
"87-61-6",114
"110-59-8",114
"75-89-8",114
"638-65-3",114
"98-66-8",114
"625-45-6",114
"66871-56-5",114
"10595-95-6",114
"5131-66-8",114
"153439-40-8",114
"1141-38-4",114
"123-91-1",114
"87-51-4",114
"10258-54-5",114
"3855-32-1",114
"534-15-6",114
"96-24-2",114
"55-16-3",114
"6533-68-2",114
"563-80-4",114
"5988-91-0",114
"22591-21-5",114
"90-87-9",114
"156-57-0",114
"78-76-2",114
"7789-21-1",114
"1585-07-5",114
"100-75-4",114
"77732-09-3",114
"56-29-1",114
"104-85-8",114
"10101-97-0",114
"79-04-9",114
"3337-71-1",114
"110-54-3",114
"538-23-8",114
"7790-98-9",114
"756-79-6",114
"80-62-6",114
"52304-36-6",114
"108-24-7",114
"37076-68-9",114
"2206-89-5",114
"7585-39-9",114
"3653-48-3",114
"499-83-2",114
"89-08-7",114
"7481-89-2",114
"24634-61-5",114
"127-91-3",114
"13319-75-0",114
"98-55-5",114
"108-11-2",114
"123-62-6",114
"6742-54-7",114
"67634-00-8",114
"141-78-6",114
"624-41-9",114
"3327-22-8",114
"108-70-3",114
"75-62-7",114
"7775-09-9",114
"111-90-0",114
"141-97-9",114
"7791-25-5",114
"127-77-5",114
"1116-54-7",114
"68693-11-8",114
"55589-62-3",114
"54-21-7",114
"110-00-9",114
"75-09-2",114
"123-54-6",114
"98-15-7",114
"117-96-4",114
"109-67-1",114
"124-10-7",114
"74222-97-2",114
"103-95-7",114
"104-22-3",114
"105-56-6",114
"77-99-6",114
"620-14-4",114
"121-44-8",114
"4812-20-8",114
"57-06-7",114
"110-03-2",114
"476-66-4",115
"23672-07-3",115
"497-76-7",115
"527-60-6",115
"32329-20-7",115
"2785-89-9",115
"120-29-6",115
"115-28-6",115
"141-75-3",115
"103-70-8",115
"81-90-3",115
"108-46-3",115
"107-02-8",115
"140-87-4",115
"521-31-3",115
"21799-87-1",115
"20702-77-6",115
"1330-20-7",115
"121032-29-9",115
"142-46-1",115
"85-43-8",115
"105-67-9",115
"90-05-1",115
"8021-39-4",115
"68-89-3",115
"6201-87-2",115
"94-71-3",115
"627-05-4",115
"17289-49-5",115
"19525-59-8",115
"150-76-5",115
"576-26-1",115
"5407-04-5",115
"765-70-8",115
"79-40-3",115
"88840-42-0",115
"NOCAS_49386",115
"3372-02-9",115
"4998-76-9",115
"102-28-3",115
"93-51-6",115
"490-46-0",115
"1455-77-2",115
"2785-87-7",115
"625-28-5",115
"2416-94-6",115
"520-52-5",115
"83-07-8",115
"546-88-3",115
"103-90-2",115
"1693-37-4",115
"138-14-7",115
"98-37-3",115
"490-55-1",115
"NOCAS_49384",115
"NOCAS_49385",115
"495-18-1",115
"65416-14-0",115
"127-07-1",115
"3778-76-5",115
"1563-38-8",115
"16691-43-3",115
"149-45-1",115
"95-65-8",115
"88-23-3",115
"4940-11-8",115
"99-50-3",115
"1704-62-7",115
"151-06-4",115
"147-47-7",115
"36067-72-8",115
"6287-38-3",115
"102-29-4",115
"106-51-4",116
"712-50-5",116
"80-04-6",116
"89-62-3",116
"13614-98-7",116
"57-94-3",116
"110-64-5",116
"117-10-2",116
"89197-32-0",116
"72-48-0",116
"19224-26-1",116
"1002-84-2",116
"115964-29-9",116
"481-72-1",116
"2274-11-5",117
"934-00-9",117
"123-31-9",117
"117-39-5",117
"6151-25-3",117
"120-80-9",117
"121-79-9",117
"612-83-9",118
"91-94-1",118
"18493-30-6",118
"587-85-9",118
"122-37-2",118
"534-85-0",118
"2835-99-6",118
"480-40-0",118
"95-85-2",118
"1222-98-6",118
"98-29-3",118
"3160-37-0",118
"452-86-8",118
"95-84-1",118
"13014-24-9",119
"3407-42-9",119
"77-19-0",119
"21145-77-7",119
"141-94-6",119
"5510-99-6",119
"1120-04-3",119
"2409-55-4",119
"133-53-9",119
"13029-08-8",119
"25354-97-6",119
"2934-05-6",119
"1987-50-4",119
"96-70-8",119
"13347-42-7",119
"2235-54-3",119
"78613-35-1",119
"146939-27-7",119
"26095-59-0",119
"68606-83-7",119
"7553-56-2",119
"25155-30-0",119
"27323-41-7",119
"26264-06-2",119
"69669-44-9",119
"68584-22-5",119
"9004-82-4",119
"77-53-2",119
"3521-62-8",119
"1191-50-0",119
"88-60-8",119
"2795-39-3",119
"15518-87-3",119
"54739-18-3",120
"135159-51-2",120
"93957-54-1",120
"93957-55-2",120
"36167-63-2",120
"126-27-2",120
"86-12-4",120
"2695-37-6",120
"40796-97-2",120
"33228-45-4",120
"75330-75-5",120
"54556-98-8",120
"33089-61-1",120
"79902-63-9",120
"143201-11-0",120
"637-32-1",120
"4422-95-1",120
"40372-72-3",120
"134523-00-5",120
"134523-03-8",120
"244-63-3",121
"129-00-0",121
"484-20-8",121
"602-87-9",121
"63-25-2",121
"2212-67-1",121
"333-41-5",121
"206-44-0",121
"29973-13-5",121
"121-75-5",121
"13593-03-8",121
"25155-23-1",121
"487-06-9",121
"24934-91-6",121
"29232-93-7",121
"97-85-8",121
"97-17-6",121
"1646-88-4",121
"112-05-0",122
"7335-26-4",122
"502-47-6",122
"616-45-5",122
"112-56-1",122
"107-21-1",122
"112-30-1",122
"25321-09-9",122
"5973-71-7",122
"119-61-9",122
"122-20-3",122
"110-63-4",122
"65-85-0",122
"100-51-6",122
"30964-13-7",122
"99-86-5",122
"76-03-9",122
"91-64-5",122
"112-26-5",123
"199119-58-9",123
"120-94-5",123
"100-37-8",123
"6915-15-7",123
"2781-11-5",123
"96-18-4",123
"592-31-4",123
"101-81-5",123
"64-67-5",123
"96-23-1",123
"4638-03-3",123
"545-06-2",123
"94055-76-2",123
"2402-79-1",123
"584-13-4",123
"124-48-1",123
"78-59-1",123
"1702-17-6",123
"21282-97-3",123
"770-35-4",123
"18436-37-8",123
"7773-06-0",123
"723-46-6",123
"51-52-5",123
"70-55-3",123
"1330-61-6",123
"1466-76-8",123
"84-80-0",123
"106-36-5",123
"118-82-1",123
"25360-10-5",123
"491-07-6",123
"NOCAS_49476",123
"NOCAS_49519",123
"938-16-9",123
"122-46-3",123
"96-27-5",123
"306-91-2",123
"106-22-9",123
"38821-53-3",123
"144-80-9",123
"88-14-2",123
"102-87-4",123
"4532-64-3",123
"5444-75-7",123
"108-18-9",123
"138-41-0",123
"627-93-0",123
"62-56-6",123
"99-62-7",123
"102-76-1",123
"306-94-5",123
"25526-93-6",123
"126-00-1",123
"304-17-6",123
"110-16-7",123
"103-63-9",123
"96-48-0",123
"103-89-9",123
"79-44-7",123
"7398-69-8",123
"20711-10-8",123
"148-01-6",123
"110-80-5",123
"555-90-8",124
"4265-16-1",124
"18708-70-8",124
"107-83-5",124
"60599-38-4",124
"7011-83-8",124
"90717-03-6",124
"28069-72-9",124
"2499-59-4",124
"2495-37-6",124
"59-49-4",124
"84504-69-8",124
"95-82-9",124
"33703-08-1",124
"1825-21-4",124
"76-01-7",124
"34443-12-4",124
"116-02-9",124
"681-57-2",124
"14639-25-9",124
"121-32-4",124
"822-87-7",124
"56391-57-2",124
"3209-22-1",124
"552-89-6",124
"147-58-0",124
"62-44-2",124
"2031-67-6",124
"1191914-21-2",124
"7779-31-9",124
"857841-32-8",124
"1777-82-8",124
"1929-82-4",124
"1118-39-4",124
"121-98-2",124
"6190-65-4",124
"622-51-5",124
"88-74-4",124
"120-75-2",124
"77771-02-9",124
"79-36-7",124
"133-37-9",124
"480-63-7",124
"6064-83-1",124
"1124-11-4",124
"131-09-9",124
"105-86-2",124
"768-52-5",124
"10281-55-7",124
"108-29-2",124
"138729-47-2",124
"623-15-4",124
"364-98-7",124
"98-08-8",124
"106797-53-9",124
"59-06-3",124
"647-42-7",124
"15421-84-8",124
"4023-65-8",124
"95-63-6",124
"603-83-8",124
"367-12-4",124
"1331-83-5",124
"61413-54-5",124
"751-97-3",124
"75-83-2",124
"112-82-3",124
"108-43-0",124
"660-68-4",124
"501-53-1",124
"3965-55-7",124
"123-07-9",124
"53226-35-0",124
"4460-86-0",124
"111-24-0",124
"706-14-9",124
"3658-77-3",124
"95-16-9",124
"82834-16-0",124
"4620-70-6",124
"90-00-6",124
"2683-43-4",124
"4273-98-7",124
"5856-63-3",124
"108-78-1",124
"629-72-1",124
"60397-77-5",124
"7727-54-0",124
"75498-96-3",124
"621-59-0",124
"2235-00-9",124
"23305-64-8",124
"39430-51-8",124
"1918-13-4",124
"527-20-8",124
"321-60-8",124
"96-49-1",124
"554-00-7",124
"2052-07-5",124
"645-09-0",124
"28888-44-0",124
"290-37-9",124
"107-40-4",124
"644-35-9",124
"113-24-6",124
"81-48-1",124
"621-23-8",124
"3399-22-2",124
"93-04-9",124
"21850-44-2",124
"18039-42-4",124
"32210-23-4",124
"69377-81-7",124
"118-29-6",124
"43119-47-7",124
"1331-81-3",124
"13481-87-3",124
"1559-34-8",124
"1912-24-9",124
"629-78-7",124
"62288-83-9",124
"41468-25-1",124
"86-73-7",124
"NOCAS_49387",124
"331717-63-6",124
"2768-02-7",124
"3209-13-0",124
"6493-06-7",124
"100-06-1",124
"764-85-2",124
"70568-60-4",124
"8052-41-3",124
"NOCAS_49479",124
"NOCAS_49480",124
"NOCAS_49484",124
"NOCAS_49527",124
"80879-63-6",124
"77-04-3",124
"590-63-6",124
"41253-21-8",124
"122-34-9",124
"2550-40-5",124
"67-48-1",124
"697-82-5",124
"1559-35-9",124
"70321-86-7",124
"177036-94-1",124
"475-20-7",124
"606-45-1",124
"26675-46-7",124
"111-76-2",124
"130-14-3",124
"87-19-4",124
"93-56-1",124
"7664-93-9",124
"108-86-1",124
"75-57-0",124
"13019-22-2",124
"1745-81-9",124
"1984-58-3",124
"24168-70-5",124
"2100-42-7",124
"85507-79-5",124
"23964-57-0",124
"98-56-6",124
"79-27-6",124
"66-72-8",124
"583-78-8",124
"55242-55-2",124
"20917-49-1",124
"57-48-7",124
"832-92-8",124
"100299-08-9",124
"762-75-4",124
"122-73-6",124
"134002-60-1",124
"2164-17-2",124
"123-66-0",124
"105-16-8",124
"23778-52-1",124
"13031-43-1",124
"91-22-5",124
"56796-39-5",124
"98-11-3",124
"4316-74-9",124
"126-58-9",124
"95-25-0",124
"78-11-5",124
"928-97-2",124
"140-40-9",124
"97-96-1",124
"626-43-7",124
"88917-22-0",124
"932-83-2",124
"122-97-4",124
"2403-88-5",124
"26576-46-5",124
"119-17-5",124
"22987-10-6",124
"122-62-3",124
"996-19-0",124
"10373-78-1",124
"100-11-8",124
"496-46-8",124
"81025-04-9",124
"3386-87-6",124
"56-23-5",124
"51410-72-1",124
"84225-95-6",124
"98-85-1",124
"96-12-8",124
"7149-26-0",124
"90162-60-0",124
"591-31-1",124
"525-76-8",124
"109-79-5",124
"40391-99-9",124
"5401-94-5",124
"106-48-9",124
"1561-92-8",124
"344-04-7",124
"10025-87-3",124
"1197-01-9",124
"82097-50-5",124
"94-52-0",124
"122-91-8",124
"63-98-9",124
"68915-31-1",124
"117-18-0",124
"606-20-2",124
"3374-22-9",124
"4408-78-0",124
"4994-16-5",124
"69852-45-5",124
"61-80-3",124
"77-71-4",124
"5579-78-2",124
"1194-65-6",124
"99-89-8",124
"30751-05-4",124
"98-06-6",124
"619-80-7",124
"83-34-1",124
"52196-74-4",124
"886-86-2",124
"94-59-7",124
"1762-95-4",124
"2996-92-1",124
