cas,cluster,smiles
25875-51-8,62,ClC1=CC=C(CN=NC(=N)N=NCC2=CC=C(Cl)C=C2)C=C1
27523-40-6,62,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=C(Cl)C=CC=C1Cl
1034-01-1,62,CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1
60628-96-8,62,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
NOCAS_47366,62,FC1=CC=C2N(CC3=CC(F)=CC=C3)C(=CC2=C1)C(=O)NC1=CC=C2NC=CC2=C1
35554-44-0,62,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C
64211-46-7,62,ClC1=CC=C(CON=C(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1
65899-73-2,62,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1
6807-17-6,62,CC(C)CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
23593-75-1,62,ClC1=C(C=CC=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
5153-25-3,62,CCCCC(CC)COC(=O)C1=CC=C(O)C=C1
1943-97-1,62,OC1=CC=C(C=C1)C1(CC2CC1C1CCCC21)C1=CC=C(O)C=C1
3380-34-5,62,OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1
3236-71-3,62,OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(O)C=C1
135-65-9,62,OC1=CC2=C(C=CC=C2)C=C1C(=O)NC1=CC=CC(=C1)[N+]([O-])=O
135-57-9,62,O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1
64872-77-1,62,ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1
72-54-8,63,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1
5836-10-2,63,CC(C)OC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1
59227-89-3,63,CCCCCCCCCCCCN1CCCCCC1=O
2664-60-0,63,CCCCCCCCCCCCOC(=O)C1=CC=C(O)C=C1
789-02-6,63,ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl
3194-55-6,63,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
76-44-8,63,ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
103112-35-2,63,CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C1=C(Cl)C=C(Cl)C=C1
15233-47-3,63,CCCCCCC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1
53-19-0,63,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1
120-32-1,63,OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1
2687-96-9,63,CCCCCCCCCCCCN1CCCC1=O
100-29-8,63,CCOC1=CC=C(C=C1)[N+]([O-])=O
29091-05-2,63,CCN(CC)C1=C(C=C(C(N)=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
599-64-4,63,CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1
309-00-2,63,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl
510-15-6,63,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1
115-29-7,63,ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl
1219-38-1,63,CCCCCCCCOC(=O)C1=CC=C(O)C=C1
169590-42-5,63,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
115-32-2,63,OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl
80-06-8,63,CC(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1
173584-44-6,63,COC(=O)N(C(=O)N1COC2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1
154598-52-4,63,FC(F)(F)C1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1
50-29-3,63,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl
28434-00-6,63,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C
2642-82-2,63,OCC(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1
54239-37-1,64,CC(C)NCC(O)C1=CC=C(N)C(=C1)C#N
72332-33-3,64,CCC(NC(C)C)C(O)C1=CC=C(O)C2=C1C=CC(=O)N2
101975-10-4,64,COC1=CC(=CC=C1OC(F)F)C1C=CC(=O)N=N1
60-92-4,64,NC1=C2N=CN(C3OC4COP(O)(=O)OC4C3O)C2=NC=N1
54240-36-7,64,CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(=C1)C(F)(F)F
51-30-9,64,CC(C)NCC(O)C1=CC=C(O)C(O)=C1
7683-59-2,64,CC(C)NCC(O)C1=CC=C(O)C(O)=C1
134865-33-1,64,CC(C)(C)NCC(O)C1=C(Cl)C=C(O)C=C1
1944-12-3,64,CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1
78416-81-6,64,COC1=C(OC)C=C2C(CCN3C(=O)N(C)C(C=C23)=NC2=C(C)C=C(C)C=C2C)=C1
18559-94-9,64,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1
66575-29-9,64,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C
32266-10-7,64,OC(CNCCCCCCNCC(O)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1
99-45-6,64,CNCC(=O)C1=CC=C(O)C(O)=C1
51-41-2,64,NCC(O)C1=CC=C(O)C(O)=C1
37148-27-9,64,CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1
51-42-3,64,CNCC(O)C1=CC(O)=C(O)C=C1
51-43-4,64,CNCC(O)C1=CC(O)=C(O)C=C1
68550-75-4,64,CN(C1CCCCC1)C(=O)CCCOC1=CC=C2NC(=O)C=CC2=C1
363-24-6,64,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(O)=O
61-25-6,64,COC1=CC=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1OC
59939-16-1,64,C(OC1=C(C=CC=C1)C1CC1)C1=NCCN1
985-13-7,64,CCOC1=C(OCC)C=C(CC2=NC=CC3=CC(OCC)=C(OCC)C=C23)C=C1
156-06-9,65,OC(=O)C(=O)CC1=CC=CC=C1
1241-94-7,65,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1
58579-51-4,65,OC1=CN2CC3=C(NC2=N1)C=CC(Cl)=C3Cl
1715-40-8,65,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl
72-20-8,65,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
84-62-8,65,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1
81-84-5,65,O=C1OC(=O)C2=C3C(C=CC=C13)=CC=C2
564-20-5,65,CC12CCC3C(C)(C)CCCC3(C)C1CC(=O)O2
2449-05-0,65,O=C(OCC1=CC=CC=C1)N=NC(=O)OCC1=CC=CC=C1
101001-34-7,65,CCOC(=O)CN1C=CC=C1C1=NC(=C(S1)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
26399-36-0,65,CCCN(CC1CC1)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
3147-75-9,65,CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1
58-89-9,65,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
60125-24-8,65,COC1=CC=CC=C1C=CC=O
1504-74-1,65,COC1=CC=CC=C1C=CC=O
70-11-1,65,BrCC(=O)C1=CC=CC=C1
71868-10-5,65,CSC1=CC=C(C=C1)C(=O)C(C)(C)N1CCOCC1
33245-39-5,65,CCCN(CCCl)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
2303-17-5,65,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl
620-40-6,65,C(N(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1
86780-90-7,65,COC(=O)C1=C(C)N=C(C)C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OCC(C)=O
33820-53-0,65,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O
3322-93-8,65,BrCC(Br)C1CCC(Br)C(Br)C1
55283-68-6,65,CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
85-98-3,65,CCN(C(=O)N(CC)C1=CC=CC=C1)C1=CC=CC=C1
465-73-6,65,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl
2765-97-1,65,CN(C)CCOC(=O)C(OCC#C)(C1=CC=CC=C1)C1=CC=CC=C1
36443-68-2,65,CC1=CC(CCC(=O)OCCOCCOCCOC(=O)CCC2=CC(C)=C(O)C(=C2)C(C)(C)C)=CC(=C1O)C(C)(C)C
59-96-1,65,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1
85532-75-8,65,CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl
73963-72-1,65,O=C1CCC2=CC(OCCCCC3=NN=NN3C3CCCCC3)=CC=C2N1
114856-44-9,65,CC1CC(=O)N=NC1C1=CC=C(NCC(C)(C)NCC(O)COC2=CC(Cl)=CC=C2C#N)C=C1
1861-40-1,65,CCCCN(CC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
2303-16-4,65,CC(C)N(C(C)C)C(=O)SCC(Cl)=CCl
116-66-5,65,CC1=C(C=C2C(=C1[N+]([O-])=O)C(C)(C)CC2(C)C)[N+]([O-])=O
4726-14-1,65,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(C)(=O)=O)[N+]([O-])=O
62658-63-3,65,CC1=CC2=C(OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3)C=CC=C2N1
56425-91-3,65,CC(C)C(O)(C1=CC=C(OC(F)(F)F)C=C1)C1=CN=CN=C1
122-82-7,65,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1
81-14-1,65,CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
83164-33-4,65,FC1=CC=C(NC(=O)C2=C(OC3=CC(=CC=C3)C(F)(F)F)N=CC=C2)C(F)=C1
16662-46-7,65,COC1=CC(=CC(OC)=C1OC)C(CCCN(C)CCC1=CC(OC)=C(OC)C=C1)(C#N)C(C)C
80-15-9,65,CC(C)(OO)C1=CC=CC=C1
1582-09-8,65,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
17980-47-1,66,CCO[Si](CC(C)C)(OCC)OCC
118-79-6,66,OC1=C(Br)C=C(Br)C=C1Br
157810-81-6,66,CC(C)(C)NC(=O)C1CN(CC2=CN=CC=C2)CCN1CC(O)CC(CC1=CC=CC=C1)C(=O)NC1C(O)CC2=C1C=CC=C2
4151-50-2,66,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
443-72-1,66,CNC1=NC=NC2=C1N=CN2
2327-02-8,66,NC(=O)NC1=CC=C(Cl)C(Cl)=C1
41317-15-1,66,COC1=CC=C(NC2=CC=CC=C2)C(C)=C1
122-78-1,66,O=CCC1=CC=CC=C1
301-02-0,66,CCCCCCCCC=CCCCCCCCC(N)=O
283594-90-1,66,CC1=CC(C)=C(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)C(C)=C1
120-83-2,66,OC1=C(Cl)C=C(Cl)C=C1
78473-71-9,66,OC1=CC=CC(CC2COC(=O)C2CC2=CC(O)=CC=C2)=C1
55512-33-9,66,CCCCCCCCSC(=O)OC1=CC(Cl)=NN=C1C1=CC=CC=C1
645-56-7,66,CCCC1=CC=C(O)C=C1
88-06-2,66,OC1=C(Cl)C=C(Cl)C=C1Cl
90-43-7,66,OC1=C(C=CC=C1)C1=CC=CC=C1
59804-37-4,66,CN1C(C(=O)NC2=NC=CC=C2)C(=O)C2=C(C=CS2)S1(=O)=O
96-62-8,66,[O-][N+](=O)C1=CC(=CC=C1)S(=O)(=O)NCCNS(=O)(=O)C1=CC=CC(=C1)[N+]([O-])=O
121-00-6,66,COC1=CC=C(O)C(=C1)C(C)(C)C
86-29-3,66,N#CC(C1=CC=CC=C1)C1=CC=CC=C1
52298-44-9,66,COC1=CC(N)=C(OC)C=C1S(=O)(=O)NC1=CC=CC=C1
41424-36-6,66,COC1=C(Br)C(C)=C(Br)C=C1Br
1492-02-0,66,CC(C)(C)C1=NN=C(NS(=O)(=O)C2=CC=CC=C2)S1
88-04-0,66,CC1=CC(O)=CC(C)=C1Cl
80-10-4,66,Cl[Si](Cl)(C1=CC=CC=C1)C1=CC=CC=C1
89-63-4,66,NC1=C(C=C(Cl)C=C1)[N+]([O-])=O
2675-77-6,66,COC1=CC(Cl)=C(OC)C=C1Cl
16543-10-5,66,NNC(=O)CP(=O)(C1=CC=CC=C1)C1=CC=CC=C1
2295-58-1,66,CCC(=O)C1=C(O)C=C(O)C=C1O
89-25-8,66,CC1=NN(C(=O)C1)C1=CC=CC=C1
2227-13-6,66,ClC1=CC=C(SC2=CC(Cl)=C(Cl)C=C2Cl)C=C1
36322-90-4,66,CN1C(C(=O)NC2=NC=CC=C2)C(=O)C2=C(C=CC=C2)S1(=O)=O
719-22-2,66,CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C
1570-64-5,66,CC1=C(O)C=CC(Cl)=C1
554-84-7,66,OC1=CC=CC(=C1)[N+]([O-])=O
80-54-6,66,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O
261947-38-0,66,CCC1CC(N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(C)=O)C2=C(C=CC(=C2)C(F)(F)F)N1C(=O)OC(C)C
576-24-9,66,OC1=CC=CC(Cl)=C1Cl
141-86-6,66,NC1=CC=CC(N)=N1
50-33-9,66,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
933-75-5,66,OC1=C(Cl)C=CC(Cl)=C1Cl
71125-38-7,66,CN1C(C(=O)NC2=NC=C(C)S2)C(=O)C2=C(C=CC=C2)S1(=O)=O
349495-42-7,67,CCN1N=C(C)C2=C1C(=O)NCC(=N2)C1=CC=C(O)C=C1
97-54-1,67,COC1=CC(C=CC)=CC=C1O
94-09-7,67,CCOC(=O)C1=CC=C(N)C=C1
137-17-7,67,CC1=CC(C)=C(N)C=C1C
1205-17-0,67,CC(CC1=CC2=C(OCO2)C=C1)C=O
103-49-1,67,C(NCC1=CC=CC=C1)C1=CC=CC=C1
102-50-1,67,COC1=CC(C)=C(N)C=C1
50438-75-0,67,CN(C)C1=CC=C(CCO)C=C1
591-27-5,67,NC1=CC(O)=CC=C1
95-69-2,67,CC1=C(N)C=CC(Cl)=C1
21436-96-4,67,CC1=CC(C)=C(N)C=C1
73-31-4,67,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
99-55-8,67,CC1=C(N)C=C(C=C1)[N+]([O-])=O
74341-83-6,67,CC(CC1=CC2=C(OCO2)C=C1)NO
119-32-4,67,CC1=C(C=C(N)C=C1)[N+]([O-])=O
85-70-1,67,CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC
2469-55-8,67,C[Si](C)(CCCN)O[Si](C)(C)CCCN
2694-54-4,67,C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C
621-07-8,67,ON(CC1=CC=CC=C1)CC1=CC=CC=C1
1937-19-5,67,NNC(N)=N
117-99-7,67,OC1=CC=CC=C1C(=O)C1=CC=CC=C1
93-47-0,67,COC1=CC=C(CN=NC(=O)C2=CC=NC=C2)C=C1OC
210826-40-7,67,CC(C)(O)C1=COC(=C1)S(=O)(=O)NC(=O)NC1=C2CCCC2=CC2=C1CCC2
109-16-0,67,CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C
1071-93-8,67,NNC(=O)CCCCC(=O)NN
7296-30-2,67,CC(CCC1=CC2=C(OCO2)C=C1)NN
10402-33-2,67,COC1=CC(CC=C)=CC=C1OC(=O)CC1=CC=CC=C1
3077-12-1,67,CC1=CC=C(C=C1)N(CCO)CCO
91-88-3,67,CCN(CCO)C1=CC(C)=CC=C1
92-15-9,67,COC1=C(NC(=O)CC(C)=O)C=CC=C1
481-40-3,67,OC1=CC=C(O)C2=C1C=CC=C2O
540-84-1,67,CC(C)CC(C)(C)C
99-59-2,67,COC1=C(N)C=C(C=C1)[N+]([O-])=O
142-04-1,67,NC1=CC=CC=C1
6375-27-5,67,COC1=CC=C(OC)C(NC(=O)CC(C)=O)=C1
96-96-8,67,COC1=CC=C(N)C(=C1)[N+]([O-])=O
23564-05-8,67,COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1
73-22-3,67,NC(CC1=CNC2=CC=CC=C12)C(O)=O
54-12-6,67,NC(CC1=CNC2=CC=CC=C12)C(O)=O
54-85-3,67,NNC(=O)C1=CC=NC=C1
106-47-8,67,NC1=CC=C(Cl)C=C1
499-75-2,67,CC(C)C1=CC=C(C)C(O)=C1
2444-46-4,67,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1
95-74-9,67,CC1=C(Cl)C=C(N)C=C1
5331-43-1,67,NNC(=O)OCC1=CC=CC=C1
106-49-0,67,CC1=CC=C(N)C=C1
95-76-1,67,NC1=CC(Cl)=C(Cl)C=C1
613-50-3,67,[O-][N+](=O)C1=CC2=CC=CN=C2C=C1
7493-63-2,67,NC1=C(C=CC=C1)C(=O)OCC=C
2760-98-7,67,NNC(=O)C1=CC(=CC=C1)C(=O)NN
82586-52-5,67,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CC2=CC(OC)=C(OC)C=C2CC1C(O)=O
95-78-3,67,CC1=CC(N)=C(C)C=C1
120-71-8,67,COC1=CC=C(C)C=C1N
108-45-2,67,NC1=CC(N)=CC=C1
83834-59-7,67,CCCCC(CC)COC(=O)C=CC1=CC=C(OC)C=C1
95-13-6,67,C1C=CC2=C1C=CC=C2
494-90-6,67,CC1CCC2=C(C1)OC=C2C
610-66-2,67,[O-][N+](=O)C1=C(CC#N)C=CC=C1
608-25-3,67,CC1=C(O)C=CC=C1O
60207-31-0,68,ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)OCCO1
13466-78-9,68,CC1=CCC2C(C1)C2(C)C
33228-44-3,68,CCCCCC1=CC=C(N)C=C1
4822-44-0,68,SCC(=O)NC1=CC=CC=C1
84-76-4,68,CCCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCCC
389574-19-0,68,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1
23930-19-0,68,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C
3790-78-1,68,CC(C)=CCCC(C)=CCCC(C)(O)C=C
19248-13-6,68,CCN(CCN)C1=CC(C)=CC=C1
14970-87-7,68,SCCOCCOCCS
79467-22-4,68,NCC1=CC=CC=C1SC1=C(CO)C=CC=C1
33007-83-9,68,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS
87546-18-7,68,CCCCCOC(=O)COC1=C(Cl)C=C(F)C(=C1)N1C(=O)C2=C(CCCC2)C1=O
616-86-4,68,CCOC1=CC(=C(N)C=C1)[N+]([O-])=O
141-25-3,68,CC(CCO)CCCC(C)=C
7575-23-7,68,SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS
124-22-1,68,CCCCCCCCCCCCN
82586-55-8,68,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CC2=C(CC1C(O)=O)C=CC=C2
79-69-6,68,CC1CC=C(C)C(C=CC(C)=O)C1(C)C
13372-77-5,68,CC(C)=CCCC(C)=CCN=O
126-86-3,68,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C
16251-77-7,68,CC(CC=O)C1=CC=CC=C1
99-83-2,68,CC(C)C1CC=C(C)C=C1
17252-51-6,68,C(CC1=CC=NC=C1)CC1=CC=NC=C1
31906-04-4,68,CC(C)(O)CCCC1=CCC(CC1)C=O
23950-58-5,68,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C
1918-11-2,68,CNC(=O)OC1=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C
161050-58-4,68,COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C
76738-62-0,68,CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)N1C=NC=N1
26644-46-2,68,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl
18031-40-8,68,CC(=C)C1CCC(C=O)=CC1
90-41-5,68,NC1=C(C=CC=C1)C1=CC=CC=C1
94361-06-5,68,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1
29461-14-1,68,CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C
472-66-2,68,CC1=C(CC=O)C(C)(C)CCC1
79-81-2,68,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
14368-24-2,68,COC1=CC(=CC(OC)=C1OC)C(=O)N1CCCCCCC1
583-39-1,68,S=C1NC2=CC=CC=C2N1
117718-60-2,68,COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F
59756-60-4,68,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1
219790-72-4,68,OCC(CO)N1C=NC(=C1C1=CC=NC(OC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1
4128-17-0,68,CC(C)=CCCC(C)=CCCC(C)=CCOC(C)=O
2094-99-7,68,CC(=C)C1=CC(=CC=C1)C(C)(C)N=C=O
101828-21-1,69,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=C1C=CC=C2
142-92-7,69,CCCCCCOC(C)=O
2592-95-2,69,ON1N=NC2=C1C=CC=C2
55814-41-0,69,CC(C)OC1=CC=CC(NC(=O)C2=C(C)C=CC=C2)=C1
15676-16-1,69,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
99-30-9,69,NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O
1469-48-3,69,O=C1NC(=O)C2CC=CCC12
1135-66-6,69,[H]C12CCC3(C1)C(=CCCC3(C)C)C2(C)C
2445-77-4,69,CCC(C)COC(=O)CC(C)C
15307-79-6,69,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1
91161-71-6,69,CN(CC=CC#CC(C)(C)C)CC1=C2C=CC=CC2=CC=C1
80226-00-2,69,OCC(CC1=CC(O)=CC=C1)C(CO)CC1=CC=CC(O)=C1
50471-44-8,69,CC1(OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1)C=C
69806-34-4,69,CC(OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1)C(O)=O
598-55-0,69,COC(N)=O
15901-40-3,69,C[Si](NC1CCCCC1)(NC1CCCCC1)NC1CCCCC1
42399-41-7,69,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O
4345-03-3,69,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(C)C(OC(=O)CCC(O)=O)=C(C)C(C)=C2O1
929-59-9,69,NCCOCCOCCN
14933-08-5,69,CCCCCCCCCCCC[N+](C)(C)CCCS([O-])(=O)=O
4246-51-9,69,NCCCOCCOCCOCCCN
95-45-4,69,CC(N=O)C(C)N=O
120-18-3,69,OS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1
699-12-7,69,OCCSC1=CC=CC=C1
6378-25-2,69,OS(=O)(=O)C1=CC(Cl)=C(Cl)C=C1Cl
2438-72-4,69,CCCCOC1=CC=C(CC(=O)NO)C=C1
23110-15-8,69,COC1C(CCC2(CO2)C1C1(C)OC1CC=C(C)C)OC(=O)C=CC=CC=CC=CC(O)=O
4221-98-1,69,CC(C)C1CC=C(C)C=C1
553-17-3,69,COC1=CC=CC=C1OC(=O)OC1=CC=CC=C1OC
26896-48-0,69,OCC1CCC2C3CC(CC3CO)C12
143-15-7,69,CCCCCCCCCCCCBr
335-76-2,69,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
36505-84-7,69,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
68631-49-2,69,BrC1=CC(Br)=C(OC2=CC(Br)=C(Br)C=C2Br)C=C1Br
335-67-1,69,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
87-24-1,69,CCOC(=O)C1=C(C)C=CC=C1
6789-88-4,69,CCCCCCOC(=O)C1=CC=CC=C1
375-95-1,69,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
534-13-4,69,CNC(=S)NC
88-27-7,69,CN(C)CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
1434-54-4,69,CC(=O)C1C(CC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C#N
3445-11-2,69,OCCN1CCCC1=O
83435-67-0,69,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N(CC(O)=O)C1CC2=C(C1)C=CC=C2
92-51-3,69,C1CCC(CC1)C1CCCCC1
81-15-2,69,CC1=C(C(=C(C(C)=C1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
55107-14-7,69,COC(=O)CC(=O)C(C)(C)C
29457-72-5,69,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2318-25-4,69,CCOC(=N)CC(=O)OCC
74440-81-6,70,CCCCCC[N+]1=CC=CC=C1
6220-15-1,70,CCCCCC[N+]1=CC=CC=C1
797789-00-5,70,CCCCCC[N+]1=CC=CC=C1
623167-81-7,70,CCCCCC[N+]1=CC=CC=C1
17692-39-6,70,C(CN1CCOCC1)CC1=CC=C(COC2=CC=CC=C2)C=C1
129273-38-7,70,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(CC1)C1=NSC2=CC=CC=C12
60561-17-3,70,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1
34562-31-7,70,CCCC1N(C=C(CC)C=C1CC)C1=CC=CC=C1
834-28-6,70,NC(=N)NC(=N)NCCC1=CC=CC=C1
