cas,cluster,smiles
109-86-4,100,COCCO
10420-33-4,100,COC(=O)CC(C(C)=O)C(=O)OC
7005-47-2,100,CN(C)C(C)(C)CO
23249-97-0,100,OC(=O)CCC1=NC2=C(N1)C=CC=C2
420-04-2,100,NC#N
75-64-9,100,CC(C)(C)N
629-62-9,100,CCCCCCCCCCCCCCC
105-08-8,100,OCC1CCC(CO)CC1
112-14-1,100,CCCCCCCCOC(C)=O
924-88-9,100,CC(C)OC(=O)CCC(=O)OC(C)C
608140-09-6,100,CCC[N+]1(C)CCCC1
110-42-9,100,CCCCCCCCCC(=O)OC
10032-15-2,100,CCCCCCOC(=O)C(C)CC
50978-11-5,100,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
112-18-5,100,CCCCCCCCCCCCN(C)C
60414-06-4,100,CN(C)CCCOC1C(OC2OC(C)(C)OC12)C(O)CO
131-70-4,100,CCCCOC(=O)C1=C(C=CC=C1)C(O)=O
2971-90-6,100,CC1=NC(C)=C(Cl)C(O)=C1Cl
5959-95-5,100,NC(CCC(N)=O)C(O)=O
3333-52-6,100,CC(C)(C#N)C(C)(C)C#N
73-49-4,101,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O
443-79-8,101,CCC(C)C(N)C(O)=O
87771-40-2,101,OCCN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
139110-80-8,101,CC(=O)NC1C(NC(N)=N)C=C(OC1C(O)C(O)CO)C(O)=O
528-44-9,101,OC(=O)C1=CC(C(O)=O)=C(C=C1)C(O)=O
71475-35-9,101,CCNC(=O)NCC1=CC(Cl)=CC=C1
57-39-6,101,CC1CN1P(=O)(N1CC1C)N1CC1C
927-19-5,101,OCC(O)COP(O)(O)=O
71-27-2,101,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
72-19-5,101,CC(O)C(N)C(O)=O
693-58-3,101,CCCCCCCCCBr
137-16-6,101,CCCCCCCCCCCC(=O)N(C)CC(O)=O
100-40-3,101,C=CC1CCC=CC1
501-30-4,101,OCC1=CC(=O)C(=O)CO1
361-09-1,101,CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
13952-84-6,101,CCC(C)N
2627-95-4,101,C[Si](C)(O[Si](C)(C)C=C)C=C
38205-60-6,101,CC(=O)C1=C(C)N=C(C)S1
6262-42-6,101,ClC1=C(Cl)C1(Cl)Cl
24584-09-6,101,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
30299-08-2,101,CCC(C)(OC1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(OC(C)(CC)C(O)=O)C=C1)C(O)=O
4655-34-9,101,CC(C)OC(=O)C(C)=C
354-58-5,101,FC(F)(F)C(Cl)(Cl)Cl
85622-93-1,101,CN1N=NC2=C(N=CN2C1=O)C(N)=O
26644-00-8,101,COP(O)(=O)OP(O)(=O)OC
57-67-0,101,NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1
97-99-4,101,OCC1CCCO1
1954-79-6,101,CNC(=O)NC(O)C(Cl)(Cl)Cl
123-29-5,101,CCCCCCCCC(=O)OCC
537-55-3,101,CC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O
2901-75-9,101,CC(=O)NC(CC1=CC=CC=C1)C(O)=O
56-34-8,101,CC[N+](CC)(CC)CC
543-49-7,101,CCCCCC(C)O
3878-80-6,101,CC[N+]1=CC=CC=C1
540-18-1,101,CCCCCOC(=O)CCC
931-19-1,101,CC1=N(=O)C=CC=C1
827-21-4,101,CC1=CC=C(C(C)=C1)S(O)(=O)=O
85-40-5,101,O=C1NC(=O)C2CC=CCC12
118-74-1,101,ClC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
1124-63-6,101,OCCCC1CCCCC1
1569-69-3,101,SC1CCCCC1
150915-40-5,101,CCCCS(=O)(=O)NC(CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
463-04-7,101,CCCCCON=O
2043-55-2,101,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
89-05-4,101,OC(=O)C1=CC(C(O)=O)=C(C=C1C(O)=O)C(O)=O
100-00-5,101,[O-][N+](=O)C1=CC=C(Cl)C=C1
7414-83-7,101,CC(O)(P(O)(O)=O)P(O)(O)=O
72420-38-3,101,CC1(OC(=CC1=O)C(O)=O)C1=CC=CC=C1
98-92-0,101,NC(=O)C1=CC=CN=C1
73334-07-3,101,COCC(=O)NC1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)N(C)CC(O)CO)=C1I
3817-11-6,101,CCCCN(CCCCO)N=O
1701-77-5,101,COC(C(O)=O)C1=CC=CC=C1
6881-94-3,101,CCCOCCOCCO
59160-29-1,101,CC1=CC=CC(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
4621-04-9,101,CC(C)C1CCC(O)CC1
768-94-5,101,NC12CC3CC(CC(C3)C1)C2
151-10-0,101,COC1=CC(OC)=CC=C1
526-99-8,101,OC(C(O)C(O)C(O)=O)C(O)C(O)=O
124-76-5,101,CC1(C)C2CCC1(C)C(O)C2
608-66-2,101,OCC(O)C(O)C(O)C(O)CO
825-90-1,101,OC1=CC=C(C=C1)S(O)(=O)=O
606-17-7,101,OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C(C(O)=O)=C(I)C=C2I)=C(I)C=C1I
2173-56-0,101,CCCCCOC(=O)CCCC
74258-86-9,101,CC(CSC(C)=O)C(=O)N1CCCC1C(=O)NC(CC1=CC=CC=C1)C(O)=O
27724-96-5,101,NCC1CCC(CC1)C(=O)OC1=CC=C(CCC(O)=O)C=C1
110221-44-8,101,CCOC(=O)C(CCC1=CC=CC=C1)NC1CSC(CN(CC(O)=O)C1=O)C1=CC=CS1
74-95-3,101,BrCBr
151-05-3,101,CC(=O)OC(C)(C)CC1=CC=CC=C1
4553-62-2,101,CC(CCC#N)C#N
24801-88-5,101,CCO[Si](CCCN=C=O)(OCC)OCC
33490-33-4,101,CC1NC(=O)C(N)CNC(=O)C(NC(=O)C(CNC(N)=O)=NC(=O)C(CNC(=O)CC(N)CCCN)NC1=O)C1CCNC(N)=N1
NOCAS_47267,101,CC(O)c1nccc(n1)N1C(C)CN(CC1C)c1nc(C)nc(C)n1
36768-62-4,101,CC1(C)CC(N)CC(C)(C)N1
2156-96-9,101,CCCCCCCCCCOC(=O)C=C
473289-62-2,101,CC(C)C(SC(C)=O)C(=O)NC1CC2=C(C=CC=C2)C2CCCC(N2C1=O)C(O)=O
13889-92-4,101,CCCSC(Cl)=O
44860-68-6,101,OCCSCSCCO
180-84-7,101,C1CCC2(CCCCO2)OC1
109-84-2,101,NNCCO
13402-08-9,101,CCC(C(=O)NC(=O)NC(C)=O)C1=CC=CC=C1
919-31-3,101,CCO[Si](CCC#N)(OCC)OCC
17465-86-0,101,[H]C12OC(CO)C([H])(OC3([H])OC(CO)C([H])(OC4([H])OC(CO)C([H])(OC5([H])OC(CO)C([H])(OC6([H])OC(CO)C([H])(OC7([H])OC(CO)C([H])(OC8([H])OC(CO)C([H])(OC9([H])OC(CO)C([H])(O1)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O
75-50-3,101,CN(C)C
91-66-7,101,CCN(CC)C1=CC=CC=C1
929-06-6,101,NCCOCCO
89-00-9,101,OC(=O)C1=C(N=CC=C1)C(O)=O
623-03-0,101,ClC1=CC=C(C=C1)C#N
67715-80-4,101,CCCC1CCOC(C)S1
3132-64-7,101,BrCC1CO1
112-92-5,101,CCCCCCCCCCCCCCCCCCO
70989-04-7,101,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1
7491-74-9,101,NC(=O)CN1CCCC1=O
542-76-7,101,ClCCC#N
122-00-9,101,CC(=O)C1=CC=C(C)C=C1
2445-76-3,101,CCCCCCOC(=O)CC
191732-72-6,101,NC1=C2CN(C3CCC(=O)NC3=O)C(=O)C2=CC=C1
100-48-1,101,N#CC1=CC=NC=C1
15721-78-5,101,CC(C)(C)CC(C)(C)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)CC(C)(C)C)C=C1
13010-47-4,101,ClCCN(N=O)C(=O)NC1CCCCC1
80125-14-0,101,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(Br)=C1OC
102-79-4,101,CCCCN(CCO)CCO
952-54-5,101,O=C(NCN1CCOCC1)C1=CN=CC=N1
2385-85-5,101,ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl
118-61-6,101,CCOC(=O)C1=C(O)C=CC=C1
126-98-7,101,CC(=C)C#N
119-13-1,101,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(O1)C(C)=CC(O)=C2
77-67-8,101,CCC1(C)CC(=O)NC1=O
109-59-1,101,CC(C)OCCO
935-69-3,101,CN1C=NC2=NC=NC(N)=C12
138890-62-7,101,CCNC1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
87333-19-5,101,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1C2CCCC2CC1C(O)=O
1120-36-1,101,CCCCCCCCCCCCC=C
13254-34-7,101,CC(C)CCCC(C)(C)O
3508-00-7,101,CCCCCCCCCCCCCCCCCBr
2835-39-4,101,CC(C)CC(=O)OCC=C
97-30-3,101,COC1OC(CO)C(O)C(O)C1O
61-78-9,101,NC1=CC=C(C=C1)C(=O)NCC(O)=O
57754-85-5,101,OC(=O)C1=C(Cl)C=CC(Cl)=N1
103-38-8,101,CC(C)CC(=O)OCC1=CC=CC=C1
10213-75-9,101,CCCCC(CC)COCCC#N
2465-59-0,101,O=C1NC2=NNC=C2C(=O)N1
1501-27-5,101,COC(=O)CCCC(O)=O
3748-13-8,101,CC(=C)C1=CC(=CC=C1)C(C)=C
115436-72-1,101,OC(CC1=CC=CN=C1)(P(O)(O)=O)P(O)(O)=O
10338-51-9,101,OCC1OC(OCCC2=CC=C(O)C=C2)C(O)C(O)C1O
644-97-3,101,ClP(Cl)C1=CC=CC=C1
114651-37-5,101,OCC1CCC(COC=C)CC1
16773-42-5,101,CC1=NC=C(N1CC(O)CCl)[N+]([O-])=O
137-88-2,101,CCCC1=NC(N)=C(C[N+]2=CC=CC=C2C)C=N1
174899-66-2,101,CCCCN1C=C[N+](C)=C1
174899-72-0,101,CC[N+]1=C(C)N(C)C=C1
827-19-0,101,CC1=CC=C(C)C(=C1)S(O)(=O)=O
53179-13-8,101,CC1=CN(C(=O)C=C1)C1=CC=CC=C1
77-06-5,101,CC12C3C(C(O)=O)C45CC(=C)C(O)(C4)CCC5C3(OC1=O)C=CC2O
103-48-0,101,CC(C)C(=O)OCCC1=CC=CC=C1
118-93-4,101,CC(=O)C1=CC=CC=C1O
79917-89-8,101,CCCN1CN(C)C=C1
111-11-5,101,CCCCCCCC(=O)OC
140-88-5,101,CCOC(=O)C=C
1112-39-6,101,CO[Si](C)(C)OC
57470-78-7,101,CCN(CC)C(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)(C)C)C=C1
51940-44-4,101,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N=C2)N1CCNCC1
657-84-1,101,CC1=CC=C(C=C1)S(O)(=O)=O
544-16-1,101,CCCCON=O
826-36-8,101,CC1(C)CC(=O)CC(C)(C)N1
2156-56-1,101,OC(=O)C(Cl)Cl
96-82-2,101,OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)=O
58-93-5,101,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl
21948-70-9,101,CSC1=NC=CN=C1
50903-99-6,101,COC(=O)C(N)CCC\N=C(/N)N[N+]([O-])=O
100-14-1,101,[O-][N+](=O)C1=CC=C(CCl)C=C1
76-49-3,101,[H]C12CCC(C)(C(C1)OC(C)=O)C2(C)C
10004-44-1,101,CC1=CC(=O)NO1
652-67-5,101,OC1COC2C(O)COC12
4312-99-6,101,CCCCCC(=O)C=C
89396-94-1,101,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1C(CN(C)C1=O)C(O)=O
826-62-0,101,O=C1OC(=O)C2C3CC(C=C3)C12
107-70-0,101,COC(C)(C)CC(C)=O
1134-47-0,101,NCC(CC(O)=O)C1=CC=C(Cl)C=C1
539-15-1,101,CN(C)CCC1=CC=C(O)C=C1
590-47-6,101,C[N+](C)(C)CC([O-])=O
74863-84-6,101,CC1CCN(C(C1)C(O)=O)C(=O)C(CCCNC(N)=N)NS(=O)(=O)C1=C2NCC(C)CC2=CC=C1
152-47-6,101,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1
603-00-9,101,CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C
111-88-6,101,CCCCCCCCS
5355-16-8,101,COC1=CC=C(CC2=CN=C(N)N=C2N)C=C1OC
470-99-5,101,CC1=CC(O)CC(C)(C)C1
1198-77-2,101,[H]N1C2C(=NC1=O)N([H])C(=O)N([H])C2=O
33467-74-2,101,CCC=CCCOC(=O)CC
32462-30-9,101,NC(C(O)=O)C1=CC=C(O)C=C1
7227-91-0,101,CN(C)N=NC1=CC=CC=C1
2499-95-8,101,CCCCCCOC(=O)C=C
543-15-7,101,CC(N)CCCC(C)(C)O
71-36-3,101,CCCCO
3033-77-0,101,C[N+](C)(C)CC1CO1
1076-56-8,101,COC1=CC(C)=CC=C1C(C)C
2212-32-0,101,CN(C)CCN(C)CCO
140-08-9,101,ClCCOP(OCCCl)OCCCl
23779-32-0,101,CCO[Si](CCCNC(N)=O)(OCC)OCC
155-41-9,101,[H]C12CC(CC([H])(C3OC13)[N+]2(C)C)OC(=O)C(CO)C1=CC=CC=C1
76420-72-9,101,CC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCCC1C(O)=O
103-45-7,101,CC(=O)OCCC1=CC=CC=C1
29122-68-7,101,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
628-46-6,101,CC(C)CCCC(O)=O
124-06-1,101,CCCCCCCCCCCCCC(=O)OCC
111-25-1,101,CCCCCCBr
87-33-2,101,[O-][N+](=O)OC1COC2C(COC12)O[N+]([O-])=O
2855-19-8,101,CCCCCCCCCCC1CO1
66-84-2,101,NC1C(O)OC(CO)C(O)C1O
93-89-0,101,CCOC(=O)C1=CC=CC=C1
107-54-0,101,CC(C)CC(C)(O)C#C
5534-95-2,101,CSCCC(NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(O)=O)C(=O)NC(CC1=CC=CC=C1)C(N)=O
77191-36-7,101,CC1=CC=CC(C)=C1NC(=O)CN1CCCC1=O
127-69-5,101,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C
524-36-7,101,CC1=C(O)C(CN)=C(CO)C=N1
6940-78-9,101,ClCCCCBr
69227-51-6,101,CC[N+]1(C)CCCC1
65039-08-9,101,CCN1C=C[N+](C)=C1
412009-61-1,101,CCN1C=C[N+](C)=C1
27247-96-7,101,CCCCC(CC)CO[N+]([O-])=O
2216-51-5,101,CC(C)C1CCC(C)CC1O
1195-16-0,101,CC(=O)NC1CCSC1=O
2152-34-3,101,NC1=NC(=O)C(O1)C1=CC=CC=C1
66108-95-0,101,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
124-13-0,101,CCCCCCCC=O
1143-38-0,101,OC1=C2C(CC3=CC=CC(O)=C3C2=O)=CC=C1
94-08-6,101,CCOC(=O)C1=CC=C(C)C=C1
4927-39-3,101,CC(=O)CC(C)(C)C1CCCCC1
2037-95-8,101,O=C1NC(=O)C2=CC=CC=C2O1
98-79-3,101,OC(=O)C1CCC(=O)N1
111-17-1,101,OC(=O)CCSCCC(O)=O
74-79-3,101,NC(CCCNC(N)=N)C(O)=O
103-65-1,101,CCCC1=CC=CC=C1
862243-29-6,101,OC(=O)C1=CC=CC=C1N1C=C(C(O)=O)C(=O)C2=C1C=C(Cl)C(NC1=C(F)C=C(F)C=C1Cl)=C2
32449-92-6,101,OC1OC2C(O)C(=O)OC2C1O
79-16-3,101,CNC(C)=O
563-47-3,101,CC(=C)CCl
81-23-2,101,CC(CCC(O)=O)C1CCC2C3C(CC(=O)C12C)C1(C)CCC(=O)CC1CC3=O
67-56-1,101,CO
1707-14-8,101,CC1NCCOC1C1=CC=CC=C1
109-83-1,101,CNCCO
77-65-6,101,CCC(Br)(CC)C(=O)NC(N)=O
57-15-8,101,CC(C)(O)C(Cl)(Cl)Cl
939-97-9,101,CC(C)(C)C1=CC=C(C=O)C=C1
4107-98-6,101,CC(C)N(C(C)C)C1=CC=CC=C1
109-53-5,101,CC(C)COC=C
25439-20-7,101,CN(C)C(=O)CNC(=O)CC1=CC=CC=C1
85-73-4,101,OC(=O)C1=C(C=CC=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
533-45-9,101,CC1=C(CCCl)SC=N1
210880-92-5,101,CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O
461-05-2,101,C[N+](C)(C)CC(O)CC([O-])=O
90-80-2,101,OCC1OC(=O)C(O)C(O)C1O
123-51-3,101,CC(C)CCO
2050-43-3,101,CC(=O)NC1=CC=C(C)C=C1C
121-61-9,101,CC(=O)NC1=CC=C(C=C1)S(N)(=O)=O
106308-44-5,101,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1
106-27-4,101,CCCC(=O)OCCC(C)C
111-01-3,101,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C
26842-43-3,101,CC(C)CC(C)(N)C#N
94746-78-8,101,COC1=CC=C(C=C1)C(=O)N1CCN(CC(=O)N2CCOCC2)CC1
54-86-4,101,OC(=O)C1=CC=CN=C1
109-43-3,101,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
1746-23-2,101,CC(C)(C)C1=CC=C(C=C)C=C1
84611-23-4,101,OC(=O)CSCC(=O)NC1CCSC1=O
361442-04-8,101,[H]C12CC3([H])CC(O)(C1)CC(C2)(C3)C(N)C(=O)N1C2CC2CC1C#N
632-79-1,101,BrC1=C2C(=O)OC(=O)C2=C(Br)C(Br)=C1Br
3772-76-7,101,COC1=NC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
1873-88-7,101,C[SiH](O[Si](C)(C)C)O[Si](C)(C)C
60200-06-8,101,NC1=C(C=C(C(=C1)C(Cl)=C(Cl)Cl)S(N)(=O)=O)S(N)(=O)=O
127-79-7,101,CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
3648-20-2,101,CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC
93-92-5,101,CC(OC(C)=O)C1=CC=CC=C1
630-20-6,101,ClCC(Cl)(Cl)Cl
2163-42-0,101,CC(CO)CO
26115-70-8,101,CO[Si](CCCN1C(=O)N(CCC[Si](OC)(OC)OC)C(=O)N(CCC[Si](OC)(OC)OC)C1=O)(OC)OC
70788-28-2,101,NP(N)(=O)NC(=O)C1=CC=C(F)C=C1
53994-73-3,101,NC(C(=O)NC1C2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
20780-48-7,101,CCC(C)(CCCC(C)C)OC(C)=O
19562-30-2,101,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N=C2)N1CCCC1
51-06-9,101,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
590-17-0,101,BrCC#N
933-52-8,101,CC1(C)C(=O)C(C)(C)C1=O
106-68-3,101,CCCCCC(=O)CC
56010-88-9,101,CC1=CNN=C1
100-86-7,101,CC(C)(O)CC1=CC=CC=C1
28797-61-7,101,CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1
821-06-7,101,BrCC=CCBr
125-84-8,101,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
328-38-1,101,CC(C)CC(N)C(O)=O
124-40-3,101,CNC
513-86-0,101,CC(O)C(C)=O
14765-30-1,101,CCC(C)C1CCCCC1=O
64204-55-3,101,O=C(CN1CCNCC1)NC1CCCCC1
19819-98-8,101,CC1=CC=CC=C1CCO
138-87-4,101,CC(=C)C1CCC(C)(O)CC1
4940-39-0,101,OC(=O)C1=CC(=O)C2=C(O1)C=CC=C2
70-18-8,101,NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O
3563-14-2,101,NS(=O)(=O)C1=CC=C(NC(=O)CCC(O)=O)C=C1
5072-45-7,101,CC1CCCC(C)N1
160415-07-6,101,CC1(C)COC(CC(O)=O)CN1
84088-42-6,101,CN(C(=O)C1C(=O)N(C)C2=C(C=CC=C2)C1=O)C1=CC=CC=C1
1027-87-8,101,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCC1
98-98-6,101,OC(=O)C1=CC=CC=N1
4468-42-2,101,CCCC(CC)C1=CC=CC=C1
95-93-2,101,CC1=CC(C)=C(C)C=C1C
69542-93-4,101,CC(C)(C)C(=O)NCCCC(O)=O
56-06-4,101,NC1=NC(N)=NC(=O)C1
94535-50-9,101,CC1(C)OC2=C(C=C(C=C2)C#N)C(C1O)N1CCCC1=O
25954-13-6,101,CCOP(O)(=O)C(N)=O
108-01-0,101,CN(C)CCO
71-43-2,101,C1=CC=CC=C1
99665-00-6,101,COC1(NC(=O)CSC(F)F)C2OCC(CSC3=NN=NN3CCO)=C(N2C1=O)C(O)=O
89-86-1,101,OC(=O)C1=CC=C(O)C=C1O
2495-39-8,101,OS(=O)(=O)CC=C
1934-75-4,101,N#CNC#N
110-52-1,101,BrCCCCBr
28664-35-9,101,CC1OC(=O)C(=O)C1C
627-91-8,101,COC(=O)CCCCC(O)=O
71-55-6,101,CC(Cl)(Cl)Cl
72599-27-0,101,CCCCN1CC(O)C(O)C(O)C1CO
55870-64-9,101,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O
546-80-5,101,CC(C)C12CC1C(C)C(=O)C2
623-42-7,101,CCCC(=O)OC
54856-23-4,101,CNCCC1=NC=CC=C1
173399-03-6,101,COCCCOC1=CC(CC(CC(N)C(O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=CC=C1OC
76568-02-0,101,CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O
122-96-3,101,OCCN1CCN(CCO)CC1
103725-47-9,101,OC(=O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)C1=CC=CC=C1
NOCAS_47265,101,ONC(=O)C1(CCCC1)N(CCC(O)=O)S(=O)(=O)C1=CC=C(OC2=CC=C(F)C=C2)C=C1
122-63-4,101,CCC(=O)OCC1=CC=CC=C1
487-79-6,101,CC(=C)C1CNC(C1CC(O)=O)C(O)=O
80-35-3,101,COC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1
5464-78-8,101,COC1=CC=CC=C1N1CCNCC1
106-91-2,101,CC(=C)C(=O)OCC1CO1
2437-56-1,101,CCCCCCCCCCCC=C
552-45-4,101,CC1=CC=CC=C1CCl
3391-86-4,101,CCCCCC(O)C=C
20684-06-4,101,CCN(CCO)CCN1C(CC2=CC=CC=C2)=NC2=C1C(=O)N(C)C(=O)N2C
893443-18-0,101,CC[N+]1(C)CCCC1
1824-58-4,101,CCC1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S(=O)(=O)N1
39511-08-5,101,O=CC=CC1=CC=CO1
60-26-4,101,C[N+](C)(C)CCCCCC[N+](C)(C)C
112-66-3,101,CCCCCCCCCCCCOC(C)=O
22668-01-5,101,OCCNC(=O)CN1C=CN=C1[N+]([O-])=O
683-72-7,101,NC(=O)C(Cl)Cl
57-08-9,101,CC(=O)NCCCCCC(O)=O
105-06-6,101,C=CC1=CC=C(C=C)C=C1
75-05-8,101,CC#N
6294-89-9,101,COC(=O)NN
98-46-4,101,[O-][N+](=O)C1=CC(=CC=C1)C(F)(F)F
144481-98-1,101,CC1(C)OCC(COC(=O)CCC2=CC=C(OCC(O)CNCCNC(=O)N3CCOCC3)C=C2)O1
540-88-5,101,CC(=O)OC(C)(C)C
63245-28-3,101,CCC1=CC=CC(CC)=C1NC(=O)CN(CC(O)=O)CC(O)=O
532-32-1,101,OC(=O)C1=CC=CC=C1
105-45-3,101,COC(=O)CC(C)=O
107-06-2,101,ClCCCl
926-39-6,101,NCCOS(O)(=O)=O
18172-67-3,101,CC1(C)C2CC1C(=C)CC2
423-55-2,101,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
1679-07-8,101,SC1CCCC1
33402-03-8,101,CC(N)C(O)C1=CC(O)=CC=C1
115-77-5,101,OCC(CO)(CO)CO
1698-60-8,101,ClC1C(=N)C=NN(C1=O)C1=CC=CC=C1
109-99-9,101,C1CCOC1
6012-97-1,101,ClC1=C(Cl)C(Cl)=C(Cl)S1
5989-54-8,101,CC(=C)C1CCC(C)=CC1
80-32-0,101,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(Cl)N=N1
2022-85-7,101,NC1=NC(=O)N=CC1F
82547-58-8,101,CON=C(C(=O)NC1C2SCC(CN3N=NC(C)=N3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1
79-01-6,101,ClC=C(Cl)Cl
7779-27-3,101,CCN1CN(CC)CN(CC)C1
16142-27-1,101,NC1=C[N+](=NO1)N1CCOCC1
83-67-0,101,CN1C=NC2=C1C(=O)NC(=O)N2C
58-85-5,101,OC(=O)CCCCC1SCC2NC(=O)NC12
185517-21-9,101,CCCCCCC(CCC)C(O)=O
581-42-0,101,CC1=CC2=C(C=C1)C=C(C)C=C2
165252-70-0,101,CNC(NCC1CCOC1)=N[N+]([O-])=O
99-85-4,101,CC(C)C1=CCC(C)=CC1
10042-59-8,101,CCCCCC(CO)CCC
68767-14-6,101,CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1
93-60-7,101,COC(=O)C1=CN=CC=C1
327022-58-2,101,CCC[N+]1(C)CCCC1
1118-71-4,101,CC(C)(C)C(=O)CC(=O)C(C)(C)C
110-53-2,101,CCCCCBr
108-20-3,101,CC(C)OC(C)C
15686-71-2,101,CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CC=CC=C1)C2=O)C(O)=O
928-95-0,101,CCCC=CCO
6938-94-9,101,CC(C)OC(=O)CCCCC(=O)OC(C)C
61755-34-8,101,C[N+]1=CN(CCO)C=C1
105-44-2,101,CC(C)CC(C)N=O
3148-73-0,101,CC(=O)NNC(C)=O
70-07-5,101,COC1=CC=CC=C1OCC1CNC(=O)O1
6425-39-4,101,C(CN1CCOCC1)OCCN1CCOCC1
103766-25-2,101,ClC1C=NC(=O)CC1=O
51-56-9,101,[H]C12CCC([H])(CC(C1)OC(=O)C(O)C1=CC=CC=C1)N2C
143-08-8,101,CCCCCCCCCO
122-11-2,101,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
4128-37-4,102,CC(C)NC(=O)NC(C)C
3934-20-1,102,ClC1=NC(Cl)=NC=C1
2782-57-2,102,ClN1C(=O)NC(=O)N(Cl)C1=O
111-85-3,102,CCCCCCCCCl
89-36-1,102,CC1=NN(C(=O)C1)C1=CC=C(C=C1)S(O)(=O)=O
515-40-2,102,CC(C)(CCl)C1=CC=CC=C1
