"","cas","cluster","inchikey","short_key","target_gene"
"933","10347-81-6",13,"QSLMDECMDJKHMQ-UHFFFAOYSA-N","QSLMDECMDJKHMQ","CHRM4"
"934","10347-81-6",13,"QSLMDECMDJKHMQ-UHFFFAOYSA-N","QSLMDECMDJKHMQ","HTR2A"
"935","10347-81-6",13,"QSLMDECMDJKHMQ-UHFFFAOYSA-N","QSLMDECMDJKHMQ","HTR2C"
"936","10347-81-6",13,"QSLMDECMDJKHMQ-UHFFFAOYSA-N","QSLMDECMDJKHMQ","KCNJ5"
"937","78-41-1",13,"SYHDSBBKRLVLFF-UHFFFAOYSA-N","SYHDSBBKRLVLFF","EBP"
"938","78-41-1",13,"SYHDSBBKRLVLFF-UHFFFAOYSA-N","SYHDSBBKRLVLFF","SIGMAR1"
"939","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","CYP1A2"
"940","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","CYP2D6"
"941","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","DRD2"
"942","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","DRD4"
"943","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","EBPL"
"944","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","EBP"
"945","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","HRH1"
"946","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","SIGMAR1"
"947","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","CALM1"
"948","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","HTR2A"
"949","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","HTR2C"
"950","440-17-5",13,"ZEWQUBUPAILYHI-UHFFFAOYSA-N","ZEWQUBUPAILYHI","KCNH2"
"951","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","CYP1A2"
"952","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","CYP2D6"
"953","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","DRD1"
"954","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","DRD2"
"955","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","DRD4"
"956","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","CYP3A4"
"957","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","ABCB1"
"958","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","HRH1"
"959","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","SLC6A2"
"960","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","SLC6A4"
"961","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","SIGMAR1"
"962","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","DRD3"
"963","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","DRD5"
"964","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","CHRM5"
"965","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","CHRM3"
"966","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","CHRM4"
"967","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","ADRA2B"
"968","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","ADRA2C"
"969","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","HTR2A"
"970","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","HTR7"
"971","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","CHRM1"
"972","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","ADRA1D"
"973","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","AOX1"
"974","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","HTR2C"
"975","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","HTR1A"
"976","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","HTR6"
"977","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","HTR2B"
"978","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","KCNK2"
"979","69-09-0",13,"ZPEIMTDSQAKGNT-UHFFFAOYSA-N","ZPEIMTDSQAKGNT","KCNH2"
"980","1062243-51-9",14,"DJNZZLZKAXGMMC-UHFFFAOYSA-N","DJNZZLZKAXGMMC","FER"
"981","1062243-51-9",14,"DJNZZLZKAXGMMC-UHFFFAOYSA-N","DJNZZLZKAXGMMC","TTK"
"982","1062243-51-9",14,"DJNZZLZKAXGMMC-UHFFFAOYSA-N","DJNZZLZKAXGMMC","PLK1"
"983","55-56-1",14,"GHXZTYHSJHQHIJ-UHFFFAOYSA-N","GHXZTYHSJHQHIJ","SLC22A2"
"984","55-56-1",14,"GHXZTYHSJHQHIJ-UHFFFAOYSA-N","GHXZTYHSJHQHIJ","SLC22A3"
"985","55-56-1",14,"GHXZTYHSJHQHIJ-UHFFFAOYSA-N","GHXZTYHSJHQHIJ","SLC22A1"
"986","55-56-1",14,"GHXZTYHSJHQHIJ-UHFFFAOYSA-N","GHXZTYHSJHQHIJ","SLC47A2"
"987","55-56-1",14,"GHXZTYHSJHQHIJ-UHFFFAOYSA-N","GHXZTYHSJHQHIJ","SLC47A1"
"988","911-45-5",14,"GKIRPKYJQBWNGO-UHFFFAOYSA-N","GKIRPKYJQBWNGO","ESR1"
"989","911-45-5",14,"GKIRPKYJQBWNGO-UHFFFAOYSA-N","GKIRPKYJQBWNGO","EBP"
"990","911-45-5",14,"GKIRPKYJQBWNGO-UHFFFAOYSA-N","GKIRPKYJQBWNGO","SLC6A2"
"991","911-45-5",14,"GKIRPKYJQBWNGO-UHFFFAOYSA-N","GKIRPKYJQBWNGO","SLC6A3"
"992","911-45-5",14,"GKIRPKYJQBWNGO-UHFFFAOYSA-N","GKIRPKYJQBWNGO","SLC6A4"
"993","911-45-5",14,"GKIRPKYJQBWNGO-UHFFFAOYSA-N","GKIRPKYJQBWNGO","SIGMAR1"
"994","911-45-5",14,"GKIRPKYJQBWNGO-UHFFFAOYSA-N","GKIRPKYJQBWNGO","PTGS1"
"995","911-45-5",14,"GKIRPKYJQBWNGO-UHFFFAOYSA-N","GKIRPKYJQBWNGO","KCNH2"
"996","50679-08-8",14,"GUGOEEXESWIERI-UHFFFAOYSA-N","GUGOEEXESWIERI","CYP2J2"
"997","50679-08-8",14,"GUGOEEXESWIERI-UHFFFAOYSA-N","GUGOEEXESWIERI","CYP2C19"
"998","50679-08-8",14,"GUGOEEXESWIERI-UHFFFAOYSA-N","GUGOEEXESWIERI","CYP3A4"
"999","50679-08-8",14,"GUGOEEXESWIERI-UHFFFAOYSA-N","GUGOEEXESWIERI","HRH1"
"1000","50679-08-8",14,"GUGOEEXESWIERI-UHFFFAOYSA-N","GUGOEEXESWIERI","SLC6A3"
"1001","50679-08-8",14,"GUGOEEXESWIERI-UHFFFAOYSA-N","GUGOEEXESWIERI","SCN5A"
"1002","50679-08-8",14,"GUGOEEXESWIERI-UHFFFAOYSA-N","GUGOEEXESWIERI","CACNA1C"
"1003","50679-08-8",14,"GUGOEEXESWIERI-UHFFFAOYSA-N","GUGOEEXESWIERI","HTR2A"
"1004","50679-08-8",14,"GUGOEEXESWIERI-UHFFFAOYSA-N","GUGOEEXESWIERI","HTR2B"
"1005","50679-08-8",14,"GUGOEEXESWIERI-UHFFFAOYSA-N","GUGOEEXESWIERI","KCNH1"
"1006","50679-08-8",14,"GUGOEEXESWIERI-UHFFFAOYSA-N","GUGOEEXESWIERI","KCNH2"
"1007","90729-43-4",14,"MJJALKDDGIKVBE-UHFFFAOYSA-N","MJJALKDDGIKVBE","DRD2"
"1008","90729-43-4",14,"MJJALKDDGIKVBE-UHFFFAOYSA-N","MJJALKDDGIKVBE","HRH1"
"1009","90729-43-4",14,"MJJALKDDGIKVBE-UHFFFAOYSA-N","MJJALKDDGIKVBE","SLC6A2"
"1010","90729-43-4",14,"MJJALKDDGIKVBE-UHFFFAOYSA-N","MJJALKDDGIKVBE","SLC6A3"
"1011","90729-43-4",14,"MJJALKDDGIKVBE-UHFFFAOYSA-N","MJJALKDDGIKVBE","SLC6A4"
"1012","90729-43-4",14,"MJJALKDDGIKVBE-UHFFFAOYSA-N","MJJALKDDGIKVBE","DRD3"
"1013","90729-43-4",14,"MJJALKDDGIKVBE-UHFFFAOYSA-N","MJJALKDDGIKVBE","ADRA2C"
"1014","90729-43-4",14,"MJJALKDDGIKVBE-UHFFFAOYSA-N","MJJALKDDGIKVBE","HTR2A"
"1015","90729-43-4",14,"MJJALKDDGIKVBE-UHFFFAOYSA-N","MJJALKDDGIKVBE","CHRM1"
"1016","90729-43-4",14,"MJJALKDDGIKVBE-UHFFFAOYSA-N","MJJALKDDGIKVBE","HTR1A"
"1017","90729-43-4",14,"MJJALKDDGIKVBE-UHFFFAOYSA-N","MJJALKDDGIKVBE","KCNH2"
"1018","1841-19-6",14,"QOYHHIBFXOOADH-UHFFFAOYSA-N","QOYHHIBFXOOADH","HRH1"
"1019","1841-19-6",14,"QOYHHIBFXOOADH-UHFFFAOYSA-N","QOYHHIBFXOOADH","HTR2A"
"1020","1841-19-6",14,"QOYHHIBFXOOADH-UHFFFAOYSA-N","QOYHHIBFXOOADH","HTR1E"
"1021","1841-19-6",14,"QOYHHIBFXOOADH-UHFFFAOYSA-N","QOYHHIBFXOOADH","HTR1D"
"1022","1841-19-6",14,"QOYHHIBFXOOADH-UHFFFAOYSA-N","QOYHHIBFXOOADH","HTR1A"
"1023","1841-19-6",14,"QOYHHIBFXOOADH-UHFFFAOYSA-N","QOYHHIBFXOOADH","GLRA1"
"1024","1841-19-6",14,"QOYHHIBFXOOADH-UHFFFAOYSA-N","QOYHHIBFXOOADH","KCNH2"
"1025","198481-33-3",14,"UCJGJABZCDBEDK-UHFFFAOYSA-N","UCJGJABZCDBEDK","ESR1"
"1026","198481-33-3",14,"UCJGJABZCDBEDK-UHFFFAOYSA-N","UCJGJABZCDBEDK","ESR2"
"1027","64706-54-3",14,"UIEATEWHFDRYRU-UHFFFAOYSA-N","UIEATEWHFDRYRU","CYP2D6"
"1028","64706-54-3",14,"UIEATEWHFDRYRU-UHFFFAOYSA-N","UIEATEWHFDRYRU","CACNA1H"
"1029","64706-54-3",14,"UIEATEWHFDRYRU-UHFFFAOYSA-N","UIEATEWHFDRYRU","KCNQ4"
"1030","64706-54-3",14,"UIEATEWHFDRYRU-UHFFFAOYSA-N","UIEATEWHFDRYRU","SCN5A"
"1031","64706-54-3",14,"UIEATEWHFDRYRU-UHFFFAOYSA-N","UIEATEWHFDRYRU","CACNA1C"
"1032","64706-54-3",14,"UIEATEWHFDRYRU-UHFFFAOYSA-N","UIEATEWHFDRYRU","CACNA1D"
"1033","64706-54-3",14,"UIEATEWHFDRYRU-UHFFFAOYSA-N","UIEATEWHFDRYRU","KCNH2"
"1034","905-97-5",15,"JGLWGLKNDHZFAP-UHFFFAOYSA-N","JGLWGLKNDHZFAP","GFER"
"1035","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","EPHB4"
"1036","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","DDR2"
"1037","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","EGFR"
"1038","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","CSF1R"
"1039","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","CDK8"
"1040","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","CDK19"
"1041","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","DDR1"
"1042","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","RAF1"
"1043","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","RET"
"1044","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","FLT4"
"1045","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","EPHX2"
"1046","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","HIPK4"
"1047","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","FLT3"
"1048","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","FGFR1"
"1049","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","TEK"
"1050","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","PDGFRB"
"1051","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","BRAF"
"1052","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","ARAF"
"1053","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","FLT1"
"1054","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","KDR"
"1055","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","HTR2B"
"1056","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","KIT"
"1057","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","MAPK3"
"1058","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","MAPK14"
"1059","475207-59-1",15,"MLDQJTXFUGDVEO-UHFFFAOYSA-N","MLDQJTXFUGDVEO","MAP3K20"
"1060","149845-06-7",15,"QWAXKHKRTORLEM-UHFFFAOYSA-N","QWAXKHKRTORLEM","CYP3A4"
"1061","84878-61-5",15,"RWVUEZAROXKXRT-UHFFFAOYSA-N","RWVUEZAROXKXRT","CYP2D6"
"1062","84878-61-5",15,"RWVUEZAROXKXRT-UHFFFAOYSA-N","RWVUEZAROXKXRT","DRD3"
"1063","84878-61-5",15,"RWVUEZAROXKXRT-UHFFFAOYSA-N","RWVUEZAROXKXRT","ADRA2B"
"1064","84878-61-5",15,"RWVUEZAROXKXRT-UHFFFAOYSA-N","RWVUEZAROXKXRT","HTR2A"
"1065","84878-61-5",15,"RWVUEZAROXKXRT-UHFFFAOYSA-N","RWVUEZAROXKXRT","ADRA2A"
"1066","84878-61-5",15,"RWVUEZAROXKXRT-UHFFFAOYSA-N","RWVUEZAROXKXRT","HTR2C"
"1067","84878-61-5",15,"RWVUEZAROXKXRT-UHFFFAOYSA-N","RWVUEZAROXKXRT","HTR6"
"1068","84878-61-5",15,"RWVUEZAROXKXRT-UHFFFAOYSA-N","RWVUEZAROXKXRT","HTR2B"
"1069","17230-88-5",16,"POZRVZJJTULAOH-UHFFFAOYSA-N","POZRVZJJTULAOH","CYP2J2"
"1070","17230-88-5",16,"POZRVZJJTULAOH-UHFFFAOYSA-N","POZRVZJJTULAOH","CYP2C19"
"1071","17230-88-5",16,"POZRVZJJTULAOH-UHFFFAOYSA-N","POZRVZJJTULAOH","CYP2C9"
"1072","17230-88-5",16,"POZRVZJJTULAOH-UHFFFAOYSA-N","POZRVZJJTULAOH","SHBG"
"1073","17230-88-5",16,"POZRVZJJTULAOH-UHFFFAOYSA-N","POZRVZJJTULAOH","PGR"
"1074","17230-88-5",16,"POZRVZJJTULAOH-UHFFFAOYSA-N","POZRVZJJTULAOH","AR"
"1075","302-22-7",16,"QMBJSIBWORFWQT-UHFFFAOYSA-N","QMBJSIBWORFWQT","NR3C1"
"1076","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","CATSPER4"
"1077","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","CATSPER1"
"1078","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","CATSPER3"
"1079","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","CATSPER2"
"1080","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","NR3C1"
"1081","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","TRPC5"
"1082","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","SHBG"
"1083","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","SIGMAR1"
"1084","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","PGR"
"1085","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","NR3C2"
"1086","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","SERPINA6"
"1087","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","AR"
"1088","57-83-0",16,"RJKFOVLPORLFTN-UHFFFAOYSA-N","RJKFOVLPORLFTN","P2RX3"
"1089","595-33-5",16,"RQZAXGRLVPAYTJ-UHFFFAOYSA-N","RQZAXGRLVPAYTJ","NR3C1"
"1090","595-33-5",16,"RQZAXGRLVPAYTJ-UHFFFAOYSA-N","RQZAXGRLVPAYTJ","PGR"
"1091","427-51-0",16,"UWFYSQMTEOIJJG-UHFFFAOYSA-N","UWFYSQMTEOIJJG","NR3C1"
"1092","427-51-0",16,"UWFYSQMTEOIJJG-UHFFFAOYSA-N","UWFYSQMTEOIJJG","AR"
"1093","63-05-8",17,"AEMFNILZOJDQLW-UHFFFAOYSA-N","AEMFNILZOJDQLW","HSD17B3"
"1094","63-05-8",17,"AEMFNILZOJDQLW-UHFFFAOYSA-N","AEMFNILZOJDQLW","SRD5A2"
"1095","63-05-8",17,"AEMFNILZOJDQLW-UHFFFAOYSA-N","AEMFNILZOJDQLW","SHBG"
"1096","63-05-8",17,"AEMFNILZOJDQLW-UHFFFAOYSA-N","AEMFNILZOJDQLW","CYP19A1"
"1097","63-05-8",17,"AEMFNILZOJDQLW-UHFFFAOYSA-N","AEMFNILZOJDQLW","AR"
"1098","107868-30-4",17,"BFYIZQONLCFLEV-UHFFFAOYSA-N","BFYIZQONLCFLEV","CYP19A1"
"1099","68-96-2",17,"DBPWSSGDRRHUNT-UHFFFAOYSA-N","DBPWSSGDRRHUNT","NR3C1"
"1100","68-96-2",17,"DBPWSSGDRRHUNT-UHFFFAOYSA-N","DBPWSSGDRRHUNT","SHBG"
"1101","68-96-2",17,"DBPWSSGDRRHUNT-UHFFFAOYSA-N","DBPWSSGDRRHUNT","SERPINA6"
"1102","152-62-5",17,"JGMOKGBVKVMRFX-UHFFFAOYSA-N","JGMOKGBVKVMRFX","CYP2C19"
"1103","152-62-5",17,"JGMOKGBVKVMRFX-UHFFFAOYSA-N","JGMOKGBVKVMRFX","PGR"
"1104","33342-05-1",17,"LLJFMFZYVVLQKT-UHFFFAOYSA-N","LLJFMFZYVVLQKT","ABCC8"
"1105","33342-05-1",17,"LLJFMFZYVVLQKT-UHFFFAOYSA-N","LLJFMFZYVVLQKT","KCNJ11"
"1106","67392-87-4",17,"METQSPRSQINEEU-UHFFFAOYSA-N","METQSPRSQINEEU","PGR"
"1107","67392-87-4",17,"METQSPRSQINEEU-UHFFFAOYSA-N","METQSPRSQINEEU","NR3C2"
"1108","67392-87-4",17,"METQSPRSQINEEU-UHFFFAOYSA-N","METQSPRSQINEEU","AR"
"1109","1247-42-3",17,"PIDANAQULIKBQS-UHFFFAOYSA-N","PIDANAQULIKBQS","NR3C1"
"1110","976-71-6",17,"UJVLDDZCTMKXJK-UHFFFAOYSA-N","UJVLDDZCTMKXJK","NR3C2"
"1111","56-47-3",17,"VPGRYOFKCNULNK-UHFFFAOYSA-N","VPGRYOFKCNULNK","NR3C2"
"1112","152-58-9",17,"WHBHBVVOGNECLV-UHFFFAOYSA-N","WHBHBVVOGNECLV","SHBG"
"1113","152-58-9",17,"WHBHBVVOGNECLV-UHFFFAOYSA-N","WHBHBVVOGNECLV","SERPINA6"
"1114","53-03-2",17,"XOFYZVNMUHMLCC-UHFFFAOYSA-N","XOFYZVNMUHMLCC","NR3C1"
"1115","76-43-7",17,"YLRFCQOZQXIBAB-UHFFFAOYSA-N","YLRFCQOZQXIBAB","AR"
"1116","64-85-7",17,"ZESRJSPZRDMNHY-UHFFFAOYSA-N","ZESRJSPZRDMNHY","NR3C1"
"1117","64-85-7",17,"ZESRJSPZRDMNHY-UHFFFAOYSA-N","ZESRJSPZRDMNHY","SHBG"
"1118","64-85-7",17,"ZESRJSPZRDMNHY-UHFFFAOYSA-N","ZESRJSPZRDMNHY","NR3C2"
"1119","64-85-7",17,"ZESRJSPZRDMNHY-UHFFFAOYSA-N","ZESRJSPZRDMNHY","SERPINA6"
"1120","88069-67-4",18,"BCQTVJKBTWGHCX-UHFFFAOYSA-N","BCQTVJKBTWGHCX","SCN4A"
"1121","201677-61-4",18,"BTGNGJJLZOIYID-UHFFFAOYSA-N","BTGNGJJLZOIYID","ELANE"
"1122","201677-61-4",18,"BTGNGJJLZOIYID-UHFFFAOYSA-N","BTGNGJJLZOIYID","PRTN3"
"1123","106463-17-6",18,"DRHKJLXJIQTDTD-UHFFFAOYSA-N","DRHKJLXJIQTDTD","DRD2"
"1124","106463-17-6",18,"DRHKJLXJIQTDTD-UHFFFAOYSA-N","DRHKJLXJIQTDTD","DRD3"
"1125","106463-17-6",18,"DRHKJLXJIQTDTD-UHFFFAOYSA-N","DRHKJLXJIQTDTD","ADRA2C"
"1126","106463-17-6",18,"DRHKJLXJIQTDTD-UHFFFAOYSA-N","DRHKJLXJIQTDTD","HTR7"
"1127","106463-17-6",18,"DRHKJLXJIQTDTD-UHFFFAOYSA-N","DRHKJLXJIQTDTD","ADRA1B"
"1128","106463-17-6",18,"DRHKJLXJIQTDTD-UHFFFAOYSA-N","DRHKJLXJIQTDTD","ADRA2A"
"1129","106463-17-6",18,"DRHKJLXJIQTDTD-UHFFFAOYSA-N","DRHKJLXJIQTDTD","ADRA1D"
"1130","106463-17-6",18,"DRHKJLXJIQTDTD-UHFFFAOYSA-N","DRHKJLXJIQTDTD","ADRA1A"
"1131","106463-17-6",18,"DRHKJLXJIQTDTD-UHFFFAOYSA-N","DRHKJLXJIQTDTD","HTR1A"
"1132","298-46-4",18,"FFGPTBGBLSHEPO-UHFFFAOYSA-N","FFGPTBGBLSHEPO","SCN5A"
"1133","298-46-4",18,"FFGPTBGBLSHEPO-UHFFFAOYSA-N","FFGPTBGBLSHEPO","SCN9A"
"1134","298-46-4",18,"FFGPTBGBLSHEPO-UHFFFAOYSA-N","FFGPTBGBLSHEPO","SCN4A"
"1135","15826-37-6",18,"IMZMKUWMOSJXDT-UHFFFAOYSA-N","IMZMKUWMOSJXDT","GPR35"
"1136","50-04-4",18,"ITRJWOMZKQRYTA-UHFFFAOYSA-N","ITRJWOMZKQRYTA","NR3C1"
"1137","50-04-4",18,"ITRJWOMZKQRYTA-UHFFFAOYSA-N","ITRJWOMZKQRYTA","SHBG"
"1138","50-04-4",18,"ITRJWOMZKQRYTA-UHFFFAOYSA-N","ITRJWOMZKQRYTA","SERPINA6"
"1139","1405-86-3",18,"LPLVUJXQOOQHMX-UHFFFAOYSA-N","LPLVUJXQOOQHMX","HSD11B2"
"1140","1405-86-3",18,"LPLVUJXQOOQHMX-UHFFFAOYSA-N","LPLVUJXQOOQHMX","HSD11B1"
"1141","23182-46-9",18,"OHEDKBMQRCAABJ-UHFFFAOYSA-N","OHEDKBMQRCAABJ","CYP2D6"
"1142","23182-46-9",18,"OHEDKBMQRCAABJ-UHFFFAOYSA-N","OHEDKBMQRCAABJ","CHRM5"
"1143","23182-46-9",18,"OHEDKBMQRCAABJ-UHFFFAOYSA-N","OHEDKBMQRCAABJ","CHRM3"
"1144","23182-46-9",18,"OHEDKBMQRCAABJ-UHFFFAOYSA-N","OHEDKBMQRCAABJ","CHRM4"
"1145","23182-46-9",18,"OHEDKBMQRCAABJ-UHFFFAOYSA-N","OHEDKBMQRCAABJ","CHRM2"
"1146","23182-46-9",18,"OHEDKBMQRCAABJ-UHFFFAOYSA-N","OHEDKBMQRCAABJ","CHRM1"
"1147","71320-77-9",18,"YHXISWVBGDMDLQ-UHFFFAOYSA-N","YHXISWVBGDMDLQ","MAOB"
"1148","71320-77-9",18,"YHXISWVBGDMDLQ-UHFFFAOYSA-N","YHXISWVBGDMDLQ","MAOA"
"1149","604-75-1",19,"ADIMAYPTOBDMTL-UHFFFAOYSA-N","ADIMAYPTOBDMTL","GABRA1"
"1150","604-75-1",19,"ADIMAYPTOBDMTL-UHFFFAOYSA-N","ADIMAYPTOBDMTL","GABRG2"
"1151","604-75-1",19,"ADIMAYPTOBDMTL-UHFFFAOYSA-N","ADIMAYPTOBDMTL","GABRB3"
"1152","76-06-2",19,"LFHISGNCFUNFFM-UHFFFAOYSA-N","LFHISGNCFUNFFM","TRPA1"
"1153","105628-07-7",19,"NGOGFTYYXHNFQH-UHFFFAOYSA-N","NGOGFTYYXHNFQH","CYP2D6"
"1154","105628-07-7",19,"NGOGFTYYXHNFQH-UHFFFAOYSA-N","NGOGFTYYXHNFQH","ROCK2"
"1155","105628-07-7",19,"NGOGFTYYXHNFQH-UHFFFAOYSA-N","NGOGFTYYXHNFQH","ROCK1"
