"","cas","cluster","inchikey","target_gene"
"6755","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNH5"
"6756","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNF1"
"6757","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNH2"
"6758","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNA10"
"6759","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNA3"
"6760","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNA4"
"6761","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNA2"
"6762","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNC2"
"6763","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNC3"
"6764","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNS2"
"6765","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNA5"
"6766","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNB1"
"6767","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNA1"
"6768","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNB2"
"6769","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNQ3"
"6770","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNC4"
"6771","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCND1"
"6772","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCND2"
"6773","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNS3"
"6774","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNV1"
"6775","593-85-1",90,"ZRALSGWEFCBTJO-UHFFFAOYSA-N","KCNV2"
"6776","59467-96-8",80,"DDLIGBOFAVUZHB-UHFFFAOYSA-N","GABRA1"
"6777","59467-96-8",80,"DDLIGBOFAVUZHB-UHFFFAOYSA-N","GABRG3"
"6778","59467-96-8",80,"DDLIGBOFAVUZHB-UHFFFAOYSA-N","GABRG2"
"6779","59467-96-8",80,"DDLIGBOFAVUZHB-UHFFFAOYSA-N","GABRA3"
"6780","59467-96-8",80,"DDLIGBOFAVUZHB-UHFFFAOYSA-N","GABRA5"
"6781","59467-96-8",80,"DDLIGBOFAVUZHB-UHFFFAOYSA-N","GABRB3"
"6782","59467-96-8",80,"DDLIGBOFAVUZHB-UHFFFAOYSA-N","GABRB2"
"6783","59467-96-8",80,"DDLIGBOFAVUZHB-UHFFFAOYSA-N","ADRA1B"
"6784","59467-96-8",80,"DDLIGBOFAVUZHB-UHFFFAOYSA-N","TRHR"
"6785","595-33-5",16,"RQZAXGRLVPAYTJ-UHFFFAOYSA-N","NR3C1"
"6786","595-33-5",16,"RQZAXGRLVPAYTJ-UHFFFAOYSA-N","PGR"
"6787","5959-95-5",100,"ZDXPYRJPNDTMRX-UHFFFAOYSA-N","CTPS1"
"6788","5959-95-5",100,"ZDXPYRJPNDTMRX-UHFFFAOYSA-N","GLUL"
"6789","5959-95-5",100,"ZDXPYRJPNDTMRX-UHFFFAOYSA-N","GPRC6A"
"6790","5959-95-5",100,"ZDXPYRJPNDTMRX-UHFFFAOYSA-N","PPAT"
"6791","596-51-0",21,"ANGKOCUUWGHLCE-UHFFFAOYSA-N","CHRM1"
"6792","596-51-0",21,"ANGKOCUUWGHLCE-UHFFFAOYSA-N","CHRM2"
"6793","596-51-0",21,"ANGKOCUUWGHLCE-UHFFFAOYSA-N","CHRM3"
"6794","596-51-0",21,"ANGKOCUUWGHLCE-UHFFFAOYSA-N","CHRM4"
"6795","596-51-0",21,"ANGKOCUUWGHLCE-UHFFFAOYSA-N","CHRM5"
"6796","59721-29-8",98,"XASIMHXSUQUHLV-UHFFFAOYSA-N","PRSS1"
"6797","59721-29-8",98,"XASIMHXSUQUHLV-UHFFFAOYSA-N","HPN"
"6798","59721-29-8",98,"XASIMHXSUQUHLV-UHFFFAOYSA-N","TMPRSS2"
"6799","59721-29-8",98,"XASIMHXSUQUHLV-UHFFFAOYSA-N","F2"
"6800","598-64-1",142,"MZGNSEAPZQGJRB-UHFFFAOYSA-N","CA1"
"6801","598-64-1",142,"MZGNSEAPZQGJRB-UHFFFAOYSA-N","CA12"
"6802","598-64-1",142,"MZGNSEAPZQGJRB-UHFFFAOYSA-N","CA9"
"6803","59803-98-4",138,"XYLJNLCSTIOKRM-UHFFFAOYSA-N","ADRA2A"
"6804","59803-98-4",138,"XYLJNLCSTIOKRM-UHFFFAOYSA-N","ADRA2B"
"6805","59803-98-4",138,"XYLJNLCSTIOKRM-UHFFFAOYSA-N","ADRA2C"
"6806","59803-98-4",138,"XYLJNLCSTIOKRM-UHFFFAOYSA-N","CYP3A4"
"6807","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","ABCB11"
"6808","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","CAMLG"
"6809","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","FPR1"
"6810","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","PPIA"
"6811","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","PPIF"
"6812","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","PPP3CA"
"6813","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","PPP3R2"
"6814","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","SLC10A1"
"6815","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","SLCO1B1"
"6816","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","SLCO1B3"
"6817","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","ABCB1"
"6818","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","FKBP1B"
"6819","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","FKBP4"
"6820","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","PPIB"
"6821","59865-13-3",48,"PMATZTZNYRCHOR-UHFFFAOYSA-N","PPID"
"6822","5987-82-6",21,"CMHHMUWAYWTMGS-UHFFFAOYSA-N","SCN10A"
"6823","5987-82-6",21,"CMHHMUWAYWTMGS-UHFFFAOYSA-N","CYP1A2"
"6824","5987-82-6",21,"CMHHMUWAYWTMGS-UHFFFAOYSA-N","SCN2A"
"6825","5987-82-6",21,"CMHHMUWAYWTMGS-UHFFFAOYSA-N","SCN3A"
"6826","5987-82-6",21,"CMHHMUWAYWTMGS-UHFFFAOYSA-N","SCN1A"
"6827","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","ACAT1"
"6828","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","ALOX5"
"6829","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","CHUK"
"6830","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","IKBKB"
"6831","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","PLA2G1B"
"6832","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","PPARG"
"6833","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","PTGS1"
"6834","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","PTGS2"
"6835","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","SLC46A1"
"6836","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","SLC7A11"
"6837","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","TBXAS1"
"6838","599-79-1",84,"NCEXYHBECQHGNR-UHFFFAOYSA-N","SLCO1B1"
"6839","599179-03-0",24,"CNPVJJQCETWNEU-UHFFFAOYSA-N","CCR5"
"6840","59939-16-1",64,"YAORIDZYZDUZCM-UHFFFAOYSA-N","ADRA1A"
"6841","59939-16-1",64,"YAORIDZYZDUZCM-UHFFFAOYSA-N","ADRA1B"
"6842","59939-16-1",64,"YAORIDZYZDUZCM-UHFFFAOYSA-N","ADRA2A"
"6843","59939-16-1",64,"YAORIDZYZDUZCM-UHFFFAOYSA-N","ADRA1D"
"6844","59939-16-1",64,"YAORIDZYZDUZCM-UHFFFAOYSA-N","HTR1A"
"6845","59939-16-1",64,"YAORIDZYZDUZCM-UHFFFAOYSA-N","NISCH"
"6846","59973-80-7",35,"MVGSNCBCUWPVDA-UHFFFAOYSA-N","PDE5A"
"6847","60-02-6",101,"ACGDKVXYNVEAGU-UHFFFAOYSA-N","SLC6A2"
"6848","60-18-4",100,"OUYCCCASQSFEME-UHFFFAOYSA-N","TAT"
"6849","60-18-4",100,"OUYCCCASQSFEME-UHFFFAOYSA-N","TH"
"6850","60-18-4",100,"OUYCCCASQSFEME-UHFFFAOYSA-N","YARS"
"6851","60-18-4",100,"OUYCCCASQSFEME-UHFFFAOYSA-N","YARS2"
"6852","60-19-5",111,"DZGWFCGJZKJUFP-UHFFFAOYSA-N","TAAR1"
"6853","60-26-4",101,"VZJFGSRCJCXDSG-UHFFFAOYSA-N","CHRNA2"
"6854","60-26-4",101,"VZJFGSRCJCXDSG-UHFFFAOYSA-N","CHRNA3"
"6855","60-26-4",101,"VZJFGSRCJCXDSG-UHFFFAOYSA-N","CHRNA4"
"6856","60-26-4",101,"VZJFGSRCJCXDSG-UHFFFAOYSA-N","CHRNA6"
"6857","60-31-1",12,"OIPILFWXSMYKGL-UHFFFAOYSA-N","ACHE"
"6858","60-31-1",12,"OIPILFWXSMYKGL-UHFFFAOYSA-N","CHRM1"
"6859","60-31-1",12,"OIPILFWXSMYKGL-UHFFFAOYSA-N","CHRM2"
"6860","60-31-1",12,"OIPILFWXSMYKGL-UHFFFAOYSA-N","CHRM3"
"6861","60-31-1",12,"OIPILFWXSMYKGL-UHFFFAOYSA-N","CHRM4"
"6862","60-31-1",12,"OIPILFWXSMYKGL-UHFFFAOYSA-N","CHRM5"
"6863","60-31-1",12,"OIPILFWXSMYKGL-UHFFFAOYSA-N","CHRNA2"
"6864","60-31-1",12,"OIPILFWXSMYKGL-UHFFFAOYSA-N","CHRNA7"
"6865","60-32-2",100,"SLXKOJJOQWFEFD-UHFFFAOYSA-N","LPA"
"6866","60-32-2",100,"SLXKOJJOQWFEFD-UHFFFAOYSA-N","PLAT"
"6867","60-32-2",100,"SLXKOJJOQWFEFD-UHFFFAOYSA-N","PLG"
"6868","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","FABP4"
"6869","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","FFAR1"
"6870","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","FFAR4"
"6871","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","HNF4A"
"6872","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","KCNB1"
"6873","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","PPARG"
"6874","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","TRPM8"
"6875","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","FABP3"
"6876","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","PPARA"
"6877","60-40-2",88,"IMYZQPCYWPFTAG-UHFFFAOYSA-N","CHRNA1"
"6878","60-40-2",88,"IMYZQPCYWPFTAG-UHFFFAOYSA-N","CHRNA2"
"6879","60-40-2",88,"IMYZQPCYWPFTAG-UHFFFAOYSA-N","CHRNA3"
"6880","60-40-2",88,"IMYZQPCYWPFTAG-UHFFFAOYSA-N","CHRNA4"
"6881","60-40-2",88,"IMYZQPCYWPFTAG-UHFFFAOYSA-N","CHRNA6"
"6882","60-40-2",88,"IMYZQPCYWPFTAG-UHFFFAOYSA-N","CHRNA7"
"6883","60-40-2",88,"IMYZQPCYWPFTAG-UHFFFAOYSA-N","CHRNB4"
"6884","60-41-3",31,"QMGVPVSNSZLJIA-FVWCLLPLSA-N","CHRM1"
"6885","60-41-3",31,"QMGVPVSNSZLJIA-FVWCLLPLSA-N","CHRM2"
"6886","60-41-3",31,"QMGVPVSNSZLJIA-FVWCLLPLSA-N","CHRM3"
"6887","60-41-3",31,"QMGVPVSNSZLJIA-FVWCLLPLSA-N","CHRM4"
"6888","60-41-3",31,"QMGVPVSNSZLJIA-FVWCLLPLSA-N","CHRM5"
"6889","60-41-3",31,"QMGVPVSNSZLJIA-FVWCLLPLSA-N","CHRNA10"
"6890","60-41-3",31,"QMGVPVSNSZLJIA-FVWCLLPLSA-N","CHRNA9"
"6891","60-41-3",31,"QMGVPVSNSZLJIA-FVWCLLPLSA-N","GLRA1"
"6892","60-41-3",31,"QMGVPVSNSZLJIA-FVWCLLPLSA-N","GLRA2"
"6893","60-41-3",31,"QMGVPVSNSZLJIA-FVWCLLPLSA-N","GLRA3"
"6894","60-41-3",31,"QMGVPVSNSZLJIA-FVWCLLPLSA-N","GLRB"
"6895","60-80-0",90,"VEQOALNAAJBPNY-UHFFFAOYSA-N","PTGS1"
"6896","60-80-0",90,"VEQOALNAAJBPNY-UHFFFAOYSA-N","PTGS2"
"6897","60-80-0",90,"VEQOALNAAJBPNY-UHFFFAOYSA-N","TRPA1"
"6898","60-80-0",90,"VEQOALNAAJBPNY-UHFFFAOYSA-N","NAPRT"
"6899","60-82-2",105,"VGEREEWJJVICBM-UHFFFAOYSA-N","AQP9"
"6900","60-82-2",105,"VGEREEWJJVICBM-UHFFFAOYSA-N","CLCN3"
"6901","60-82-2",105,"VGEREEWJJVICBM-UHFFFAOYSA-N","SLC23A1"
"6902","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","HRH1"
"6903","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","CYP2D6"
"6904","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","DRD2"
"6905","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","SIGMAR1"
"6906","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","CHRM5"
"6907","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","CHRM3"
"6908","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","CHRM4"
"6909","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","ADRA2B"
"6910","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","CHRM2"
"6911","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","HTR2A"
"6912","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","CHRM1"
"6913","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","ADRA1D"
"6914","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","GFER"
"6915","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","HTR2C"
"6916","60-87-7",132,"PWWVAXIEGOYWEE-UHFFFAOYSA-N","HTR2B"
"6917","60-92-4",64,"IVOMOUWHDPKRLL-UHFFFAOYSA-N","CNGA3"
"6918","60-92-4",64,"IVOMOUWHDPKRLL-UHFFFAOYSA-N","TRPM7"
"6919","60-92-4",64,"IVOMOUWHDPKRLL-UHFFFAOYSA-N","HCN1"
"6920","60-92-4",64,"IVOMOUWHDPKRLL-UHFFFAOYSA-N","HCN2"
"6921","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","ADORA1"
"6922","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA1A"
"6923","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA1B"
"6924","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA1C"
"6925","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA1D"
"6926","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA1E"
"6927","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA1F"
"6928","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA1G"
"6929","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA1H"
"6930","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA1I"
"6931","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA1S"
"6932","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA2D1"
"6933","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA2D2"
"6934","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA2D3"
"6935","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNA2D4"
"6936","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNB1"
"6937","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNB2"
"6938","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNB3"
"6939","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNB4"
"6940","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNG1"
"6941","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNG2"
"6942","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNG3"
"6943","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNG4"
"6944","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNG5"
"6945","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNG6"
"6946","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNG7"
"6947","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","CACNG8"
"6948","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","GRIN1"
"6949","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","GRIN2A"
"6950","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","GRIN2B"
"6951","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","GRIN2C"
"6952","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","GRIN2D"
"6953","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","GRIN3A"
"6954","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","GRIN3B"
"6955","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","KCNQ5"
"6956","60142-96-3",100,"UGJMXCAKCUNAIE-UHFFFAOYSA-N","KCNQ3"
"6957","60207-93-4",42,"DWRKFAJEBUWTQM-UHFFFAOYSA-N","CYP3A4"
"6958","604-75-1",19,"ADIMAYPTOBDMTL-UHFFFAOYSA-N","GABRA1"
"6959","604-75-1",19,"ADIMAYPTOBDMTL-UHFFFAOYSA-N","GABRG2"
"6960","604-75-1",19,"ADIMAYPTOBDMTL-UHFFFAOYSA-N","GABRB3"
"6961","6051-87-2",73,"OUGIDAPQYNCXRA-UHFFFAOYSA-N","CYP1A2"
"6962","6051-87-2",73,"OUGIDAPQYNCXRA-UHFFFAOYSA-N","CYP1A1"
"6963","6051-87-2",73,"OUGIDAPQYNCXRA-UHFFFAOYSA-N","AHR"
"6964","6055-19-2",112,"CMSMOCZEIVJLDB-UHFFFAOYSA-N","CYP2A6"
"6965","6055-19-2",112,"CMSMOCZEIVJLDB-UHFFFAOYSA-N","CYP2B6"
"6966","6055-19-2",112,"CMSMOCZEIVJLDB-UHFFFAOYSA-N","CYP2C18"
"6967","6055-19-2",112,"CMSMOCZEIVJLDB-UHFFFAOYSA-N","CYP2C19"
"6968","6055-19-2",112,"CMSMOCZEIVJLDB-UHFFFAOYSA-N","CYP2C8"
"6969","6055-19-2",112,"CMSMOCZEIVJLDB-UHFFFAOYSA-N","CYP2C9"
"6970","6055-19-2",112,"CMSMOCZEIVJLDB-UHFFFAOYSA-N","CYP2D6"
"6971","6055-19-2",112,"CMSMOCZEIVJLDB-UHFFFAOYSA-N","CYP3A4"
"6972","6055-19-2",112,"CMSMOCZEIVJLDB-UHFFFAOYSA-N","CYP3A5"
"6973","6055-19-2",112,"CMSMOCZEIVJLDB-UHFFFAOYSA-N","CYP3A7"
"6974","60561-17-3",70,"GGCSSNBKKAUURC-UHFFFAOYSA-N","OPRM1"
"6975","606-17-7",101,"FFINMCNLQNTKLU-UHFFFAOYSA-N","ALB"
"6976","60607-34-3",131,"BAINIUMDFURPJM-UHFFFAOYSA-N","HRH1"
"6977","60607-34-3",131,"BAINIUMDFURPJM-UHFFFAOYSA-N","CYP2D6"
"6978","60607-34-3",131,"BAINIUMDFURPJM-UHFFFAOYSA-N","DRD3"
"6979","606143-52-6",75,"CYOHGALHFOKKQC-UHFFFAOYSA-N","MAP2K1"
"6980","606143-52-6",75,"CYOHGALHFOKKQC-UHFFFAOYSA-N","SMC2"
"6981","606143-52-6",75,"CYOHGALHFOKKQC-UHFFFAOYSA-N","SMC1A"
"6982","606143-52-6",75,"CYOHGALHFOKKQC-UHFFFAOYSA-N","MAP2K2"
"6983","60628-96-8",62,"OCAPBUJLXMYKEJ-UHFFFAOYSA-N","CYP3A4"
"6984","60628-96-8",62,"OCAPBUJLXMYKEJ-UHFFFAOYSA-N","CYP51A1"
"6985","60628-96-8",62,"OCAPBUJLXMYKEJ-UHFFFAOYSA-N","CYP17A1"
"6986","6064-83-1",124,"FFKUDWZICMJVPA-UHFFFAOYSA-N","PTGS1"
"6987","6064-83-1",124,"FFKUDWZICMJVPA-UHFFFAOYSA-N","PTGS2"
"6988","60719-82-6",20,"FZSPJBYOKQPKCD-UHFFFAOYSA-N","SLC6A4"
"6989","60719-82-6",20,"FZSPJBYOKQPKCD-UHFFFAOYSA-N","CYP1A2"
"6990","608-73-1",107,"JLYXXMFPNIAWKQ-UHFFFAOYSA-N","GABRB1"
"6991","608-73-1",107,"JLYXXMFPNIAWKQ-UHFFFAOYSA-N","GLRA1"
"6992","608-73-1",107,"JLYXXMFPNIAWKQ-UHFFFAOYSA-N","GLRA2"
"6993","608-73-1",107,"JLYXXMFPNIAWKQ-UHFFFAOYSA-N","GLRA3"
"6994","608-73-1",107,"JLYXXMFPNIAWKQ-UHFFFAOYSA-N","GLRB"
"6995","608-73-1",107,"JLYXXMFPNIAWKQ-UHFFFAOYSA-N","GABRR1"
"6996","608-73-1",107,"JLYXXMFPNIAWKQ-UHFFFAOYSA-N","GABRB3"
"6997","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","ACSL1"
"6998","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","ACSS1"
"6999","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","ACSS2"
"7000","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","ADCY1"
"7001","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","ADK"
"7002","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","CREB1"
"7003","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","FBP1"
"7004","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","HINT1"
"7005","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","PDE4B"
"7006","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","PDE4D"
"7007","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","PIM1"
"7008","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","PRKAA1"
"7009","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","PRKAB1"
"7010","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","PRKAB2"
"7011","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","PYGL"
"7012","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","TRPM4"
"7013","61-19-8",76,"UDMBCSSLTHHNCD-UHFFFAOYSA-N","P2RY2"
"7014","61-25-6",64,"XQYZDYMELSJDRZ-UHFFFAOYSA-N","PDE10A"
"7015","61-25-6",64,"XQYZDYMELSJDRZ-UHFFFAOYSA-N","PDE4B"
"7016","61-25-6",64,"XQYZDYMELSJDRZ-UHFFFAOYSA-N","PDE5A"
"7017","61-25-6",64,"XQYZDYMELSJDRZ-UHFFFAOYSA-N","CYP2C19"
"7018","61-25-6",64,"XQYZDYMELSJDRZ-UHFFFAOYSA-N","PDE3A"
"7019","61-25-6",64,"XQYZDYMELSJDRZ-UHFFFAOYSA-N","PDE3B"
"7020","61-25-6",64,"XQYZDYMELSJDRZ-UHFFFAOYSA-N","KCNH2"
"7021","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","KCNQ1"
"7022","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","PTGS1"
"7023","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","PTGS2"
"7024","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","TRPM3"
"7025","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","NAPRT"
"7026","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","MPO"
"7027","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","AKR1C2"
"7028","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","AKR1C3"
"7029","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","AKR1C1"
"7030","61-73-4",60,"RBTBFTRPCNLSDE-UHFFFAOYSA-N","ACHE"
"7031","61-73-4",60,"RBTBFTRPCNLSDE-UHFFFAOYSA-N","RAD52"
"7032","61-73-4",60,"RBTBFTRPCNLSDE-UHFFFAOYSA-N","MAOA"
"7033","61-73-4",60,"RBTBFTRPCNLSDE-UHFFFAOYSA-N","APP"
"7034","61-73-4",60,"RBTBFTRPCNLSDE-UHFFFAOYSA-N","MAPT"
"7035","61-76-7",76,"SONNWYBIRXJNDC-UHFFFAOYSA-N","ADRA1A"
"7036","61-76-7",76,"SONNWYBIRXJNDC-UHFFFAOYSA-N","ADRA1B"
"7037","61-76-7",76,"SONNWYBIRXJNDC-UHFFFAOYSA-N","ADRA1D"
"7038","61-78-9",101,"HSMNQINEKMPTIC-UHFFFAOYSA-N","SLC22A6"
"7039","61-80-3",124,"YGCODSQDUUUKIV-UHFFFAOYSA-N","KCNN2"
"7040","611-09-6",7,"UNMYHYODJHKLOC-UHFFFAOYSA-N","CASP3"
"7041","611-75-6",107,"OJGDCBLYJGHCIH-UHFFFAOYSA-N","CYP2D6"
"7042","611-75-6",107,"OJGDCBLYJGHCIH-UHFFFAOYSA-N","SIGMAR1"
"7043","61129-30-4",20,"OYPPVKRFBIWMSX-UHFFFAOYSA-N","MAOA"
