"","cas","cluster","inchikey","short_key","target_gene"
"1468","133454-47-4",31,"XMXHEBAFVSFQEX-UHFFFAOYSA-N","XMXHEBAFVSFQEX","HRH1"
"1469","133454-47-4",31,"XMXHEBAFVSFQEX-UHFFFAOYSA-N","XMXHEBAFVSFQEX","HTR1A"
"1470","133454-47-4",31,"XMXHEBAFVSFQEX-UHFFFAOYSA-N","XMXHEBAFVSFQEX","HTR2A"
"1471","133454-47-4",31,"XMXHEBAFVSFQEX-UHFFFAOYSA-N","XMXHEBAFVSFQEX","HTR6"
"1472","133454-47-4",31,"XMXHEBAFVSFQEX-UHFFFAOYSA-N","XMXHEBAFVSFQEX","HTR7"
"1473","1649-18-9",31,"XTKDAFGWCDAMPY-UHFFFAOYSA-N","XTKDAFGWCDAMPY","DRD2"
"1474","1649-18-9",31,"XTKDAFGWCDAMPY-UHFFFAOYSA-N","XTKDAFGWCDAMPY","DRD3"
"1475","5560-59-8",31,"ZPFXAOWNKLFJDN-UHFFFAOYSA-N","ZPFXAOWNKLFJDN","HTR1A"
"1476","22888-70-6",34,"SEBFKMXJBCUCAI-UHFFFAOYSA-N","SEBFKMXJBCUCAI","ALOX5"
"1477","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","CGIGDMFJXJATDK","GLO1"
"1478","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","CGIGDMFJXJATDK","PLA2G2A"
"1479","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","CGIGDMFJXJATDK","PPARA"
"1480","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","CGIGDMFJXJATDK","PPARG"
"1481","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","CGIGDMFJXJATDK","PTGDR2"
"1482","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","CGIGDMFJXJATDK","PTGR2"
"1483","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","CGIGDMFJXJATDK","PTGS1"
"1484","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","CGIGDMFJXJATDK","PTGS2"
"1485","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","CGIGDMFJXJATDK","SLC46A1"
"1486","478-43-3",35,"FCDLCPWAQCPTKC-UHFFFAOYSA-N","FCDLCPWAQCPTKC","HSP90AA1"
"1487","79558-09-1",35,"HBBVCKCCQCQCTJ-UHFFFAOYSA-N","HBBVCKCCQCQCTJ","PPARD"
"1488","22494-42-4",35,"HUPFGZXOMWLGNK-UHFFFAOYSA-N","HUPFGZXOMWLGNK","PTGS1"
"1489","22494-42-4",35,"HUPFGZXOMWLGNK-UHFFFAOYSA-N","HUPFGZXOMWLGNK","PTGS2"
"1490","112529-15-4",35,"HYAFETHFCAUJAY-UHFFFAOYSA-N","HYAFETHFCAUJAY","PPARG"
"1491","112529-15-4",35,"HYAFETHFCAUJAY-UHFFFAOYSA-N","HYAFETHFCAUJAY","TRPM3"
"1492","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","HYYBABOKPJLUIN","KCNQ1"
"1493","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","HYYBABOKPJLUIN","PTGS1"
"1494","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","HYYBABOKPJLUIN","PTGS2"
"1495","61-68-7",35,"HYYBABOKPJLUIN-UHFFFAOYSA-N","HYYBABOKPJLUIN","TRPM3"
"1496","136381-85-6",35,"ILNRQFBVVQUOLP-UHFFFAOYSA-N","ILNRQFBVVQUOLP","CCKAR"
"1497","4394-00-7",35,"JZFPYUNJRRFVQU-UHFFFAOYSA-N","JZFPYUNJRRFVQU","ANO1"
"1498","4394-00-7",35,"JZFPYUNJRRFVQU-UHFFFAOYSA-N","JZFPYUNJRRFVQU","CLCN1"
"1499","4394-00-7",35,"JZFPYUNJRRFVQU-UHFFFAOYSA-N","JZFPYUNJRRFVQU","CLCNKA"
"1500","4394-00-7",35,"JZFPYUNJRRFVQU-UHFFFAOYSA-N","JZFPYUNJRRFVQU","CLCNKB"
"1501","4394-00-7",35,"JZFPYUNJRRFVQU-UHFFFAOYSA-N","JZFPYUNJRRFVQU","KCNQ1"
"1502","4394-00-7",35,"JZFPYUNJRRFVQU-UHFFFAOYSA-N","JZFPYUNJRRFVQU","PLA2G1B"
"1503","4394-00-7",35,"JZFPYUNJRRFVQU-UHFFFAOYSA-N","JZFPYUNJRRFVQU","PLA2G4A"
"1504","4394-00-7",35,"JZFPYUNJRRFVQU-UHFFFAOYSA-N","JZFPYUNJRRFVQU","PTGS1"
"1505","4394-00-7",35,"JZFPYUNJRRFVQU-UHFFFAOYSA-N","JZFPYUNJRRFVQU","PTGS2"
"1506","4394-00-7",35,"JZFPYUNJRRFVQU-UHFFFAOYSA-N","JZFPYUNJRRFVQU","UGT1A9"
"1507","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","AKR1C3"
"1508","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","ANO1"
"1509","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","AR"
"1510","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJA1"
"1511","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJA10"
"1512","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJA3"
"1513","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJA4"
"1514","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJA5"
"1515","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJA8"
"1516","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJA9"
"1517","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJB1"
"1518","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJB2"
"1519","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJB3"
"1520","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJB4"
"1521","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJB5"
"1522","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJB6"
"1523","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJB7"
"1524","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJC1"
"1525","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJC2"
"1526","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJC3"
"1527","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJD2"
"1528","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJD3"
"1529","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJD4"
"1530","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","GJE1"
"1531","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","PANX1"
"1532","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","PANX2"
"1533","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","PANX3"
"1534","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","PKD2L1"
"1535","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","PTGS1"
"1536","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","PTGS2"
"1537","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","TRPC5"
"1538","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","TRPM2"
"1539","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","LPEPZBJOKDYZAD","TRPM5"
"1540","38194-50-2",35,"MLKXDPUZXIRXEP-UHFFFAOYSA-N","MLKXDPUZXIRXEP","AKR1B1"
"1541","59973-80-7",35,"MVGSNCBCUWPVDA-UHFFFAOYSA-N","MVGSNCBCUWPVDA","PDE5A"
"1542","88107-10-2",35,"MWYHLEQJTQJHSS-UHFFFAOYSA-N","MWYHLEQJTQJHSS","CYSLTR1"
"1543","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","OYHQOLUKZRVURQ","FABP4"
"1544","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","OYHQOLUKZRVURQ","FFAR1"
"1545","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","OYHQOLUKZRVURQ","FFAR4"
"1546","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","OYHQOLUKZRVURQ","HNF4A"
"1547","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","OYHQOLUKZRVURQ","KCNB1"
"1548","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","OYHQOLUKZRVURQ","PPARG"
"1549","60-33-3",35,"OYHQOLUKZRVURQ-UHFFFAOYSA-N","OYHQOLUKZRVURQ","TRPM8"
"1550","144701-48-4",35,"RMMXLENWKUUMAY-UHFFFAOYSA-N","RMMXLENWKUUMAY","AGTR1"
"1551","144701-48-4",35,"RMMXLENWKUUMAY-UHFFFAOYSA-N","RMMXLENWKUUMAY","PPARG"
"1552","50892-23-4",35,"SZRPDCCEHVWOJX-UHFFFAOYSA-N","SZRPDCCEHVWOJX","PPARA"
"1553","13739-02-1",35,"TYNLGDBUJLVSMA-UHFFFAOYSA-N","TYNLGDBUJLVSMA","IL1B"
"1554","50264-69-2",35,"WDRYRZXSPDWGEB-UHFFFAOYSA-N","WDRYRZXSPDWGEB","GCK"
"1555","155141-29-0",35,"YASAKCUCGLMORW-UHFFFAOYSA-N","YASAKCUCGLMORW","FFAR1"
"1556","155141-29-0",35,"YASAKCUCGLMORW-UHFFFAOYSA-N","YASAKCUCGLMORW","PPARG"
"1557","155141-29-0",35,"YASAKCUCGLMORW-UHFFFAOYSA-N","YASAKCUCGLMORW","TRPC5"
"1558","155141-29-0",35,"YASAKCUCGLMORW-UHFFFAOYSA-N","YASAKCUCGLMORW","TRPM3"
"1559","41826-92-0",35,"YPTFHLJNWSJXKG-UHFFFAOYSA-N","YPTFHLJNWSJXKG","CHRM1"
"1560","41826-92-0",35,"YPTFHLJNWSJXKG-UHFFFAOYSA-N","YPTFHLJNWSJXKG","CHRM2"
"1561","41826-92-0",35,"YPTFHLJNWSJXKG-UHFFFAOYSA-N","YPTFHLJNWSJXKG","CHRM3"
"1562","41826-92-0",35,"YPTFHLJNWSJXKG-UHFFFAOYSA-N","YPTFHLJNWSJXKG","CHRM4"
"1563","83-88-5",36,"AUNGANRZJHBGPY-UHFFFAOYSA-N","AUNGANRZJHBGPY","BLVRB"
"1564","83-88-5",36,"AUNGANRZJHBGPY-UHFFFAOYSA-N","AUNGANRZJHBGPY","RFK"
"1565","2321-07-5",36,"GNBHRKFJIUUOQI-UHFFFAOYSA-N","GNBHRKFJIUUOQI","SLC22A6"
"1566","518-47-8",36,"GNBHRKFJIUUOQI-UHFFFAOYSA-N","GNBHRKFJIUUOQI","SLC22A6"
"1567","204005-46-9",36,"WUWDLXZGHZSWQZ-UHFFFAOYSA-N","WUWDLXZGHZSWQZ","FGFR1"
"1568","204005-46-9",36,"WUWDLXZGHZSWQZ-UHFFFAOYSA-N","WUWDLXZGHZSWQZ","FLT1"
"1569","204005-46-9",36,"WUWDLXZGHZSWQZ-UHFFFAOYSA-N","WUWDLXZGHZSWQZ","KDR"
"1570","204005-46-9",36,"WUWDLXZGHZSWQZ-UHFFFAOYSA-N","WUWDLXZGHZSWQZ","KIT"
"1571","204005-46-9",36,"WUWDLXZGHZSWQZ-UHFFFAOYSA-N","WUWDLXZGHZSWQZ","PDGFRA"
"1572","204005-46-9",36,"WUWDLXZGHZSWQZ-UHFFFAOYSA-N","WUWDLXZGHZSWQZ","PDGFRB"
"1573","204005-46-9",36,"WUWDLXZGHZSWQZ-UHFFFAOYSA-N","WUWDLXZGHZSWQZ","RET"
"1574","119413-54-6",36,"UCFGDBYHRUNTLO-UHFFFAOYSA-N","UCFGDBYHRUNTLO","TOP1"
"1575","119413-54-6",36,"UCFGDBYHRUNTLO-UHFFFAOYSA-N","UCFGDBYHRUNTLO","TOP1MT"
"1576","952-23-8",36,"WDVSHHCDHLJJJR-UHFFFAOYSA-N","WDVSHHCDHLJJJR","F2"
"1577","121-54-0",37,"SIYLLGKDQZGJHK-UHFFFAOYSA-N","SIYLLGKDQZGJHK","SCN10A"
"1578","97-00-7",38,"VYZAHLCBVHPDDF-UHFFFAOYSA-N","VYZAHLCBVHPDDF","TXN"
"1579","2447-54-3",39,"INVGWHRKADIJHF-UHFFFAOYSA-N","INVGWHRKADIJHF","CASP3"
"1580","137-26-8",39,"KUAZQDVKQLNFPE-UHFFFAOYSA-N","KUAZQDVKQLNFPE","JAK2"
"1581","303-45-7",39,"QBKSWRVVCFFDOT-UHFFFAOYSA-N","QBKSWRVVCFFDOT","BCL2"
"1582","317318-84-6",40,"HWVNEWGKWRGSRK-UHFFFAOYSA-N","HWVNEWGKWRGSRK","PPARD"
"1583","153559-49-0",40,"NAVMQTYZDKMPEU-UHFFFAOYSA-N","NAVMQTYZDKMPEU","RXRA"
"1584","153559-49-0",40,"NAVMQTYZDKMPEU-UHFFFAOYSA-N","NAVMQTYZDKMPEU","RXRB"
"1585","153559-49-0",40,"NAVMQTYZDKMPEU-UHFFFAOYSA-N","NAVMQTYZDKMPEU","RXRG"
"1586","67-97-0",40,"QYSXJUFSXHHAJI-UHFFFAOYSA-N","QYSXJUFSXHHAJI","VDR"
"1587","434-13-9",40,"SMEROWZSTRWXGI-UHFFFAOYSA-N","SMEROWZSTRWXGI","GPBAR1"
"1588","434-13-9",40,"SMEROWZSTRWXGI-UHFFFAOYSA-N","SMEROWZSTRWXGI","NR1H4"
"1589","434-13-9",40,"SMEROWZSTRWXGI-UHFFFAOYSA-N","SMEROWZSTRWXGI","NR1I2"
"1590","434-13-9",40,"SMEROWZSTRWXGI-UHFFFAOYSA-N","SMEROWZSTRWXGI","VDR"
"1591","285983-48-4",41,"MVCOAUNKQVWQHZ-UHFFFAOYSA-N","MVCOAUNKQVWQHZ","MAPK11"
"1592","285983-48-4",41,"MVCOAUNKQVWQHZ-UHFFFAOYSA-N","MVCOAUNKQVWQHZ","MAPK12"
"1593","285983-48-4",41,"MVCOAUNKQVWQHZ-UHFFFAOYSA-N","MVCOAUNKQVWQHZ","MAPK13"
"1594","285983-48-4",41,"MVCOAUNKQVWQHZ-UHFFFAOYSA-N","MVCOAUNKQVWQHZ","MAPK14"
"1595","58493-49-5",41,"OPZKBPQVWDSATI-UHFFFAOYSA-N","OPZKBPQVWDSATI","CNR1"
"1596","58493-49-5",41,"OPZKBPQVWDSATI-UHFFFAOYSA-N","OPZKBPQVWDSATI","GPR119"
"1597","58493-49-5",41,"OPZKBPQVWDSATI-UHFFFAOYSA-N","OPZKBPQVWDSATI","TRPV1"
"1598","107753-78-6",41,"YEEZWCHGZNKEEK-UHFFFAOYSA-N","YEEZWCHGZNKEEK","CYSLTR1"
"1599","107753-78-6",41,"YEEZWCHGZNKEEK-UHFFFAOYSA-N","YEEZWCHGZNKEEK","CYSLTR2"
"1600","150683-30-0",42,"GYHCTFXIZSNGJT-UHFFFAOYSA-N","GYHCTFXIZSNGJT","AVPR1A"
"1601","150683-30-0",42,"GYHCTFXIZSNGJT-UHFFFAOYSA-N","GYHCTFXIZSNGJT","AVPR2"
"1602","82626-01-5",42,"JRTIDHTUMYMPRU-UHFFFAOYSA-N","JRTIDHTUMYMPRU","GABRA1"
"1603","NOCAS_45208",42,"PCTRYMLLRKWXGF-UHFFFAOYSA-N","PCTRYMLLRKWXGF","GABRA1"
"1604","66441-23-4",42,"PQKBPHSEKWERTG-UHFFFAOYSA-N","PQKBPHSEKWERTG","NOS3"
"1605","71283-80-2",42,"PQKBPHSEKWERTG-UHFFFAOYSA-N","PQKBPHSEKWERTG","NOS3"
"1606","145858-50-0",42,"UGFHIPBXIWJXNA-UHFFFAOYSA-N","UGFHIPBXIWJXNA","CYP19A1"
"1607","145858-50-0",42,"UGFHIPBXIWJXNA-UHFFFAOYSA-N","UGFHIPBXIWJXNA","CYP26A1"
"1608","30544-47-9",42,"XILVEPYQJIOVNB-UHFFFAOYSA-N","XILVEPYQJIOVNB","PTGS1"
"1609","30544-47-9",42,"XILVEPYQJIOVNB-UHFFFAOYSA-N","XILVEPYQJIOVNB","PTGS2"
"1610","404-86-4",42,"YKPUWZUDDOIDPM-UHFFFAOYSA-N","YKPUWZUDDOIDPM","CFTR"
"1611","404-86-4",42,"YKPUWZUDDOIDPM-UHFFFAOYSA-N","YKPUWZUDDOIDPM","TRPV1"
"1612","112885-42-4",42,"YPELFRMCRYSPKZ-UHFFFAOYSA-N","YPELFRMCRYSPKZ","HTR4"
"1613","1104-22-9",43,"OCJYIGYOJCODJL-UHFFFAOYSA-N","OCJYIGYOJCODJL","NR1I3"
"1614","55142-85-3",43,"PHWBOXQYWZNQIN-UHFFFAOYSA-N","PHWBOXQYWZNQIN","P2RY12"
"1615","66898-62-2",44,"ANMLJLFWUCQGKZ-UHFFFAOYSA-N","ANMLJLFWUCQGKZ","CLCA1"
"1616","130929-57-6",44,"JRURYQJSLYLRLN-UHFFFAOYSA-N","JRURYQJSLYLRLN","COMT"
"1617","396-01-0",45,"FNYLWPVRPXGIIP-UHFFFAOYSA-N","FNYLWPVRPXGIIP","SCNN1A"
"1618","396-01-0",45,"FNYLWPVRPXGIIP-UHFFFAOYSA-N","FNYLWPVRPXGIIP","SCNN1B"
"1619","396-01-0",45,"FNYLWPVRPXGIIP-UHFFFAOYSA-N","FNYLWPVRPXGIIP","SCNN1D"
"1620","396-01-0",45,"FNYLWPVRPXGIIP-UHFFFAOYSA-N","FNYLWPVRPXGIIP","SCNN1G"
"1621","1216920-18-1",45,"FTFRZXFNZVCRSK-UHFFFAOYSA-N","FTFRZXFNZVCRSK","EGFR"
"1622","1216920-18-1",45,"FTFRZXFNZVCRSK-UHFFFAOYSA-N","FTFRZXFNZVCRSK","ERBB2"
"1623","103764-33-6",45,"HSHNITRMYYLLCV-UHFFFAOYSA-N","HSHNITRMYYLLCV","MAOA"
"1624","103764-33-6",45,"HSHNITRMYYLLCV-UHFFFAOYSA-N","HSHNITRMYYLLCV","MAOB"
"1625","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","ADA"
"1626","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE10A"
"1627","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE1A"
"1628","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE1B"
"1629","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE1C"
"1630","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE2A"
"1631","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE3A"
"1632","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE3B"
"1633","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE4A"
"1634","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE4B"
"1635","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE4C"
"1636","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE4D"
"1637","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE5A"
"1638","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE6A"
"1639","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE6B"
"1640","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE6C"
"1641","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE6D"
"1642","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE6G"
"1643","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE6H"
"1644","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE7A"
"1645","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE7B"
"1646","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE8A"
"1647","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE8B"
"1648","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","PDE9A"
"1649","58-32-2",45,"IZEKFCXSFNUWAM-UHFFFAOYSA-N","IZEKFCXSFNUWAM","SLC29A1"
"1650","38609-97-1",45,"UOMKBIIXHQIERR-UHFFFAOYSA-N","UOMKBIIXHQIERR","PGR"
"1651","6151-30-0",46,"GPKJTRJOBQGKQK-UHFFFAOYSA-N","GPKJTRJOBQGKQK","PLA2G1B"
"1652","54350-48-0",46,"HQMNCQVAMBCHCO-UHFFFAOYSA-N","HQMNCQVAMBCHCO","RARA"
"1653","54350-48-0",46,"HQMNCQVAMBCHCO-UHFFFAOYSA-N","HQMNCQVAMBCHCO","RXRG"
"1654","90-33-5",46,"HSHNITRMYYLLCV-UHFFFAOYSA-N","HSHNITRMYYLLCV","MAOA"
"1655","90-33-5",46,"HSHNITRMYYLLCV-UHFFFAOYSA-N","HSHNITRMYYLLCV","MAOB"
"1656","54-62-6",46,"TVZGACDUOSZQKY-UHFFFAOYSA-N","TVZGACDUOSZQKY","DHFR"
"1657","54-62-6",46,"TVZGACDUOSZQKY-UHFFFAOYSA-N","TVZGACDUOSZQKY","SLC46A1"
"1658","86541-74-4",46,"XPCFTKFZXHTYIP-UHFFFAOYSA-N","XPCFTKFZXHTYIP","ACE"
"1659","65513-72-6",47,"GWOFUCIGLDBNKM-UHFFFAOYSA-N","GWOFUCIGLDBNKM","CFTR"
"1660","97322-87-7",47,"GXPHKUHSUJUWKP-UHFFFAOYSA-N","GXPHKUHSUJUWKP","CYP2C8"
"1661","97322-87-7",47,"GXPHKUHSUJUWKP-UHFFFAOYSA-N","GXPHKUHSUJUWKP","PPARG"
"1662","97322-87-7",47,"GXPHKUHSUJUWKP-UHFFFAOYSA-N","GXPHKUHSUJUWKP","TRPM3"
"1663","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","ADRA1A"
"1664","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","ADRA1B"
"1665","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","ADRA1D"
"1666","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","HTR1A"
"1667","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","HTR1B"
"1668","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","HTR1D"
"1669","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","HTR2A"
"1670","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","HTR2B"
"1671","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","HTR2C"
"1672","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","HTR5A"
"1673","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","HTR6"
"1674","87051-43-2",47,"JUQLTPCYUFPYKE-UHFFFAOYSA-N","JUQLTPCYUFPYKE","HTR7"
"1675","302-95-4",47,"KXGVEGMKQFWNSR-UHFFFAOYSA-N","KXGVEGMKQFWNSR","FPR1"
"1676","302-95-4",47,"KXGVEGMKQFWNSR-UHFFFAOYSA-N","KXGVEGMKQFWNSR","GPBAR1"
"1677","14663-23-1",47,"OZOMQRBLCMDCEG-UHFFFAOYSA-N","OZOMQRBLCMDCEG","RYR1"
"1678","14663-23-1",47,"OZOMQRBLCMDCEG-UHFFFAOYSA-N","OZOMQRBLCMDCEG","RYR3"
"1679","50-55-5",47,"QEVHRUUCFGRFIF-UHFFFAOYSA-N","QEVHRUUCFGRFIF","SLC18A1"
"1680","50-55-5",47,"QEVHRUUCFGRFIF-UHFFFAOYSA-N","QEVHRUUCFGRFIF","SLC18A2"
"1681","474-25-9",47,"RUDATBOHQWOJDD-UHFFFAOYSA-N","RUDATBOHQWOJDD","HSD11B1"
"1682","474-25-9",47,"RUDATBOHQWOJDD-UHFFFAOYSA-N","RUDATBOHQWOJDD","NR1H4"
"1683","474-25-9",47,"RUDATBOHQWOJDD-UHFFFAOYSA-N","RUDATBOHQWOJDD","AKR1C2"
"1684","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SGTNSNPWRIOYBX","CACNA1A"
"1685","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SGTNSNPWRIOYBX","CACNA1B"
"1686","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SGTNSNPWRIOYBX","CACNA1C"
"1687","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SGTNSNPWRIOYBX","CACNA1D"
"1688","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SGTNSNPWRIOYBX","CACNA1F"
"1689","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SGTNSNPWRIOYBX","CACNA1G"
