Source,Target,Type,Identity
1748.0,35059.0,Directed,14773581.0
1748.0,35059.0,Directed,14422445.0
1748.0,35059.0,Directed,14773582.0
1748.0,35059.0,Directed,14773583.0
1748.0,35059.0,Directed,14773584.0
1748.0,35059.0,Directed,14773585.0
1748.0,35059.0,Directed,14773586.0
35059.0,1748.0,Directed,31393369.0
35059.0,1748.0,Directed,31393370.0
35059.0,1748.0,Directed,31393371.0
35059.0,5389889.0,Directed,34269555.0
1748.0,5389889.0,Directed,34269562.0
1748.0,5389889.0,Directed,34269570.0
35059.0,5389889.0,Directed,34269560.0
35059.0,5389889.0,Directed,34269586.0
1748.0,35059.0,Directed,21218941.0
1748.0,35059.0,Directed,21218955.0
1748.0,35059.0,Directed,21218969.0
1748.0,98027.0,Directed,14773575.0
1748.0,98027.0,Directed,14422426.0
1748.0,98027.0,Directed,14773576.0
1748.0,98027.0,Directed,14773577.0
1748.0,98027.0,Directed,14773578.0
1748.0,98027.0,Directed,14773579.0
1748.0,98027.0,Directed,14773580.0
98027.0,1748.0,Directed,31392921.0
98027.0,1748.0,Directed,31392922.0
98027.0,1748.0,Directed,31392923.0
1748.0,98027.0,Directed,24506956.0
1748.0,98027.0,Directed,24506969.0
1748.0,98027.0,Directed,24506995.0
1748.0,133463.0,Directed,14773563.0
1748.0,133463.0,Directed,14773564.0
1748.0,133463.0,Directed,14773565.0
1748.0,133463.0,Directed,14773566.0
1748.0,133463.0,Directed,14773567.0
1748.0,133463.0,Directed,14773568.0
133463.0,1748.0,Directed,31393325.0
133463.0,1748.0,Directed,31393326.0
133463.0,1748.0,Directed,31393327.0
1748.0,133463.0,Directed,21123483.0
1748.0,133463.0,Directed,21123488.0
1748.0,133463.0,Directed,21123493.0
1748.0,110729.0,Directed,14773557.0
1748.0,110729.0,Directed,14773558.0
1748.0,110729.0,Directed,14773559.0
1748.0,110729.0,Directed,14773560.0
1748.0,110729.0,Directed,14773561.0
1748.0,110729.0,Directed,14773562.0
110729.0,1748.0,Directed,31393481.0
110729.0,1748.0,Directed,31393482.0
110729.0,1748.0,Directed,31393483.0
1748.0,110729.0,Directed,24346672.0
1748.0,110729.0,Directed,24346679.0
1748.0,110729.0,Directed,24346686.0
1748.0,128637.0,Directed,14773545.0
1748.0,128637.0,Directed,14773546.0
1748.0,128637.0,Directed,14773547.0
1748.0,128637.0,Directed,14773548.0
1748.0,128637.0,Directed,14773549.0
1748.0,128637.0,Directed,14773550.0
128637.0,1748.0,Directed,31392865.0
128637.0,1748.0,Directed,31392866.0
128637.0,1748.0,Directed,31392867.0
1748.0,128637.0,Directed,24284546.0
1748.0,128637.0,Directed,24284552.0
1748.0,128637.0,Directed,24284558.0
1748.0,81147.0,Directed,14773593.0
1748.0,81147.0,Directed,14422438.0
1748.0,81147.0,Directed,14773594.0
1748.0,81147.0,Directed,14773595.0
1748.0,81147.0,Directed,14773596.0
1748.0,81147.0,Directed,14773597.0
1748.0,81147.0,Directed,14773598.0
81147.0,1748.0,Directed,31392841.0
81147.0,1748.0,Directed,31392842.0
81147.0,1748.0,Directed,31392843.0
1748.0,81147.0,Directed,23145445.0
1748.0,81147.0,Directed,23145450.0
1748.0,81147.0,Directed,23145455.0
1748.0,105414.0,Directed,14773599.0
1748.0,105414.0,Directed,14773600.0
1748.0,105414.0,Directed,14773601.0
1748.0,105414.0,Directed,14773602.0
1748.0,105414.0,Directed,14773603.0
1748.0,105414.0,Directed,14773604.0
1748.0,105414.0,Directed,14936897.0
105414.0,1748.0,Directed,31393385.0
105414.0,1748.0,Directed,31393386.0
105414.0,1748.0,Directed,31393387.0
1748.0,105414.0,Directed,21410516.0
1748.0,105414.0,Directed,21410529.0
1748.0,105414.0,Directed,21410555.0
1748.0,148057.0,Directed,14773623.0
1748.0,148057.0,Directed,14773624.0
1748.0,148057.0,Directed,14773625.0
1748.0,148057.0,Directed,14773626.0
1748.0,148057.0,Directed,14773627.0
1748.0,148057.0,Directed,14773628.0
1748.0,148057.0,Directed,30757205.0
1748.0,148057.0,Directed,30757207.0
1748.0,148057.0,Directed,30757211.0
148057.0,1748.0,Directed,31393561.0
148057.0,1748.0,Directed,31393562.0
148057.0,1748.0,Directed,31393563.0
148057.0,5384037.0,Directed,33970998.0
1748.0,5384037.0,Directed,33971001.0
1748.0,5384037.0,Directed,33971008.0
148057.0,5384037.0,Directed,33971012.0
1748.0,66862.0,Directed,14773629.0
1748.0,66862.0,Directed,14773630.0
1748.0,66862.0,Directed,14773631.0
1748.0,66862.0,Directed,14773632.0
1748.0,66862.0,Directed,14773633.0
1748.0,66862.0,Directed,14773634.0
1748.0,66862.0,Directed,27733279.0
1748.0,66862.0,Directed,27733283.0
1748.0,66862.0,Directed,27733287.0
66862.0,1748.0,Directed,31393161.0
66862.0,1748.0,Directed,31393162.0
66862.0,1748.0,Directed,31393163.0
1748.0,116880.0,Directed,14936831.0
1748.0,116880.0,Directed,14936833.0
1748.0,116880.0,Directed,14936832.0
1748.0,116880.0,Directed,14936830.0
1748.0,99630.0,Directed,14936842.0
1748.0,99630.0,Directed,14936841.0
1748.0,99630.0,Directed,14936843.0
1748.0,99630.0,Directed,14936844.0
1748.0,131057.0,Directed,14936854.0
1748.0,131057.0,Directed,14936856.0
1748.0,131057.0,Directed,14936855.0
1748.0,131057.0,Directed,14936853.0
1748.0,130399.0,Directed,14936858.0
1748.0,130399.0,Directed,14936857.0
1748.0,130399.0,Directed,14936859.0
1748.0,130399.0,Directed,14936860.0
1748.0,130369.0,Directed,14936862.0
1748.0,130369.0,Directed,14936861.0
1748.0,130369.0,Directed,14936863.0
1748.0,130369.0,Directed,14936864.0
1748.0,83609.0,Directed,14936873.0
1748.0,83609.0,Directed,14936874.0
1748.0,83609.0,Directed,14936875.0
1748.0,83609.0,Directed,14936876.0
1748.0,104921.0,Directed,14936898.0
1748.0,104921.0,Directed,14936899.0
1748.0,104921.0,Directed,14936900.0
1748.0,104921.0,Directed,14936901.0
1748.0,104230.0,Directed,14936902.0
1748.0,104230.0,Directed,14936903.0
1748.0,104230.0,Directed,14936904.0
1748.0,104230.0,Directed,14936905.0
1748.0,118138.0,Directed,14936910.0
1748.0,118138.0,Directed,14936911.0
1748.0,118138.0,Directed,14936912.0
1748.0,118138.0,Directed,14936913.0
1748.0,163934.0,Directed,14936918.0
1748.0,163934.0,Directed,14936919.0
1748.0,163934.0,Directed,14936920.0
1748.0,163934.0,Directed,14936921.0
1748.0,155732.0,Directed,14936923.0
1748.0,155732.0,Directed,14936926.0
1748.0,155732.0,Directed,14936925.0
1748.0,155732.0,Directed,14936924.0
1748.0,146339.0,Directed,14936927.0
1748.0,146339.0,Directed,14936931.0
1748.0,146339.0,Directed,14936930.0
1748.0,146339.0,Directed,14936929.0
1748.0,183286.0,Directed,14936932.0
1748.0,183286.0,Directed,14936935.0
1748.0,183286.0,Directed,14936934.0
1748.0,183286.0,Directed,14936933.0
1748.0,5384025.0,Directed,33970606.0
1748.0,5384025.0,Directed,33970620.0
1748.0,5384025.0,Directed,33970619.0
1748.0,5384025.0,Directed,33970617.0
1748.0,5384025.0,Directed,33970616.0
1748.0,5384025.0,Directed,33970615.0
1748.0,5384025.0,Directed,33970613.0
1748.0,5384025.0,Directed,33970612.0
1748.0,5384025.0,Directed,33970611.0
1748.0,5384025.0,Directed,33970610.0
1748.0,5384025.0,Directed,33970609.0
1748.0,5384025.0,Directed,33970608.0
1748.0,5384025.0,Directed,33970607.0
1748.0,5384025.0,Directed,33970604.0
1748.0,5384025.0,Directed,33970621.0
5384025.0,1748.0,Directed,33970583.0
5384025.0,1748.0,Directed,33970585.0
5384025.0,1748.0,Directed,33970586.0
5384027.0,5384025.0,Directed,33970659.0
1748.0,5384027.0,Directed,33970670.0
1748.0,5384027.0,Directed,33970663.0
5384027.0,5384025.0,Directed,33970635.0
5384027.0,5384025.0,Directed,33970628.0
5384027.0,5384025.0,Directed,33970652.0
5384029.0,5384025.0,Directed,33970706.0
1748.0,5384029.0,Directed,33970722.0
1748.0,5384029.0,Directed,33970729.0
5384029.0,5384025.0,Directed,33970717.0
5384029.0,5384025.0,Directed,33970691.0
5384029.0,5384025.0,Directed,33970683.0
5384031.0,5384025.0,Directed,33970779.0
1748.0,5384031.0,Directed,33970785.0
1748.0,5384031.0,Directed,33970792.0
5384031.0,5384025.0,Directed,33970767.0
5384031.0,5384025.0,Directed,33970742.0
5384031.0,5384025.0,Directed,33970751.0
5384033.0,5384025.0,Directed,33970845.0
1748.0,5384033.0,Directed,33970852.0
1748.0,5384033.0,Directed,33970859.0
5384033.0,5384025.0,Directed,33970832.0
5384033.0,5384025.0,Directed,33970805.0
5384033.0,5384025.0,Directed,33970815.0
5384035.0,5384025.0,Directed,33970901.0
1748.0,5384035.0,Directed,33970923.0
1748.0,5384035.0,Directed,33970930.0
5384035.0,5384025.0,Directed,33970883.0
5384035.0,5384025.0,Directed,33970872.0
5384035.0,5384025.0,Directed,33970915.0
5384037.0,5384025.0,Directed,33970955.0
5384037.0,5384025.0,Directed,33970974.0
5384037.0,5384025.0,Directed,33970989.0
5384037.0,5384025.0,Directed,33970943.0
5384039.0,5384025.0,Directed,33971072.0
1748.0,5384039.0,Directed,33971082.0
1748.0,5384039.0,Directed,33971089.0
5384039.0,5384025.0,Directed,33971023.0
5384039.0,5384025.0,Directed,33971036.0
5384039.0,5384025.0,Directed,33971056.0
5384041.0,5384025.0,Directed,33971102.0
1748.0,5384041.0,Directed,33971165.0
1748.0,5384041.0,Directed,33971172.0
5384041.0,5384025.0,Directed,33971116.0
5384041.0,5384025.0,Directed,33971137.0
5384041.0,5384025.0,Directed,33971154.0
5384043.0,5384025.0,Directed,33971240.0
1748.0,5384043.0,Directed,33971252.0
1748.0,5384043.0,Directed,33971259.0
5384043.0,5384025.0,Directed,33971222.0
5384043.0,5384025.0,Directed,33971185.0
5384043.0,5384025.0,Directed,33971200.0
5389171.0,5384025.0,Directed,34244541.0
1748.0,5389171.0,Directed,34244587.0
1748.0,5389171.0,Directed,34244596.0
5389171.0,5384025.0,Directed,34244525.0
5389171.0,5384025.0,Directed,34244583.0
5389171.0,5384025.0,Directed,34244567.0
5389889.0,5384025.0,Directed,34269489.0
5389889.0,5384025.0,Directed,34269506.0
5389889.0,5384025.0,Directed,34269530.0
5389889.0,5384025.0,Directed,34269550.0
1748.0,5384025.0,Directed,34734825.0
1748.0,5384025.0,Directed,46310339.0
1748.0,5384027.0,Directed,33970671.0
1748.0,5384027.0,Directed,33970669.0
1748.0,5384027.0,Directed,33970668.0
1748.0,5384027.0,Directed,33970667.0
1748.0,5384027.0,Directed,33970666.0
1748.0,5384027.0,Directed,33970665.0
1748.0,5384027.0,Directed,33970664.0
1748.0,5384027.0,Directed,33970662.0
1748.0,5384027.0,Directed,33970661.0
1748.0,5384027.0,Directed,33970672.0
1748.0,5384027.0,Directed,33970674.0
1748.0,5384027.0,Directed,33970675.0
1748.0,5384027.0,Directed,33970676.0
5384027.0,1748.0,Directed,33970650.0
5384027.0,1748.0,Directed,33970651.0
5384027.0,1748.0,Directed,33970638.0
5384029.0,5384027.0,Directed,33970710.0
5384029.0,5384027.0,Directed,33970718.0
5384029.0,5384027.0,Directed,33970684.0
5384029.0,5384027.0,Directed,33970692.0
5384031.0,5384027.0,Directed,33970768.0
5384031.0,5384027.0,Directed,33970780.0
5384031.0,5384027.0,Directed,33970752.0
5384031.0,5384027.0,Directed,33970743.0
5384033.0,5384027.0,Directed,33970846.0
5384033.0,5384027.0,Directed,33970833.0
5384033.0,5384027.0,Directed,33970816.0
5384033.0,5384027.0,Directed,33970806.0
5384035.0,5384027.0,Directed,33970902.0
5384035.0,5384027.0,Directed,33970884.0
5384035.0,5384027.0,Directed,33970873.0
5384035.0,5384027.0,Directed,33970916.0
5384037.0,5384027.0,Directed,33970944.0
5384037.0,5384027.0,Directed,33970956.0
5384037.0,5384027.0,Directed,33970975.0
5384037.0,5384027.0,Directed,33970990.0
5384039.0,5384027.0,Directed,33971073.0
5384039.0,5384027.0,Directed,33971024.0
5384039.0,5384027.0,Directed,33971037.0
5384039.0,5384027.0,Directed,33971057.0
5384041.0,5384027.0,Directed,33971103.0
5384041.0,5384027.0,Directed,33971117.0
5384041.0,5384027.0,Directed,33971138.0
5384041.0,5384027.0,Directed,33971155.0
5384043.0,5384027.0,Directed,33971241.0
5384043.0,5384027.0,Directed,33971223.0
5384043.0,5384027.0,Directed,33971201.0
5384043.0,5384027.0,Directed,33971186.0
5389171.0,5384027.0,Directed,34244534.0
5389171.0,5384027.0,Directed,34244518.0
5389171.0,5384027.0,Directed,34244576.0
5389171.0,5384027.0,Directed,34244557.0
5389889.0,5384027.0,Directed,34269482.0
5389889.0,5384027.0,Directed,34269499.0
5389889.0,5384027.0,Directed,34269523.0
5389889.0,5384027.0,Directed,34269543.0
1748.0,5384027.0,Directed,34734818.0
1748.0,5384027.0,Directed,46310332.0
1748.0,5384029.0,Directed,33970726.0
1748.0,5384029.0,Directed,33970725.0
1748.0,5384029.0,Directed,33970724.0
1748.0,5384029.0,Directed,33970723.0
1748.0,5384029.0,Directed,33970721.0
1748.0,5384029.0,Directed,33970720.0
1748.0,5384029.0,Directed,33970727.0
1748.0,5384029.0,Directed,33970728.0
1748.0,5384029.0,Directed,33970730.0
1748.0,5384029.0,Directed,33970731.0
1748.0,5384029.0,Directed,33970733.0
1748.0,5384029.0,Directed,33970734.0
1748.0,5384029.0,Directed,33970735.0
5384029.0,1748.0,Directed,33970695.0
5384029.0,1748.0,Directed,33970709.0
5384029.0,1748.0,Directed,33970708.0
5384031.0,5384029.0,Directed,33970772.0
5384031.0,5384029.0,Directed,33970781.0
5384031.0,5384029.0,Directed,33970753.0
5384031.0,5384029.0,Directed,33970744.0
5384033.0,5384029.0,Directed,33970847.0
5384033.0,5384029.0,Directed,33970834.0
5384033.0,5384029.0,Directed,33970817.0
5384033.0,5384029.0,Directed,33970807.0
5384035.0,5384029.0,Directed,33970903.0
5384035.0,5384029.0,Directed,33970885.0
5384035.0,5384029.0,Directed,33970874.0
5384035.0,5384029.0,Directed,33970917.0
5384037.0,5384029.0,Directed,33970945.0
5384037.0,5384029.0,Directed,33970957.0
5384037.0,5384029.0,Directed,33970976.0
5384037.0,5384029.0,Directed,33970991.0
5384039.0,5384029.0,Directed,33971074.0
5384039.0,5384029.0,Directed,33971025.0
5384039.0,5384029.0,Directed,33971038.0
5384039.0,5384029.0,Directed,33971058.0
5384041.0,5384029.0,Directed,33971118.0
5384041.0,5384029.0,Directed,33971104.0
5384041.0,5384029.0,Directed,33971139.0
5384041.0,5384029.0,Directed,33971156.0
5384043.0,5384029.0,Directed,33971242.0
5384043.0,5384029.0,Directed,33971224.0
5384043.0,5384029.0,Directed,33971187.0
5384043.0,5384029.0,Directed,33971202.0
5389171.0,5384029.0,Directed,34244535.0
5389171.0,5384029.0,Directed,34244519.0
5389171.0,5384029.0,Directed,34244577.0
5389171.0,5384029.0,Directed,34244558.0
5389889.0,5384029.0,Directed,34269483.0
5389889.0,5384029.0,Directed,34269500.0
5389889.0,5384029.0,Directed,34269524.0
5389889.0,5384029.0,Directed,34269544.0
1748.0,5384029.0,Directed,34734819.0
1748.0,5384029.0,Directed,46310333.0
1748.0,5384031.0,Directed,33970784.0
1748.0,5384031.0,Directed,33970783.0
1748.0,5384031.0,Directed,33970786.0
1748.0,5384031.0,Directed,33970787.0
1748.0,5384031.0,Directed,33970788.0
1748.0,5384031.0,Directed,33970789.0
1748.0,5384031.0,Directed,33970790.0
1748.0,5384031.0,Directed,33970791.0
1748.0,5384031.0,Directed,33970793.0
1748.0,5384031.0,Directed,33970794.0
1748.0,5384031.0,Directed,33970796.0
1748.0,5384031.0,Directed,33970797.0
1748.0,5384031.0,Directed,33970798.0
5384031.0,1748.0,Directed,33970756.0
5384031.0,1748.0,Directed,33970771.0
5384031.0,1748.0,Directed,33970770.0
5384033.0,5384031.0,Directed,33970838.0
5384033.0,5384031.0,Directed,33970818.0
5384033.0,5384031.0,Directed,33970808.0
5384033.0,5384031.0,Directed,33970848.0
5384035.0,5384031.0,Directed,33970904.0
5384035.0,5384031.0,Directed,33970886.0
5384035.0,5384031.0,Directed,33970875.0
5384035.0,5384031.0,Directed,33970918.0
5384037.0,5384031.0,Directed,33970946.0
5384037.0,5384031.0,Directed,33970958.0
5384037.0,5384031.0,Directed,33970977.0
5384037.0,5384031.0,Directed,33970992.0
5384039.0,5384031.0,Directed,33971075.0
5384039.0,5384031.0,Directed,33971026.0
5384039.0,5384031.0,Directed,33971039.0
5384039.0,5384031.0,Directed,33971059.0
5384041.0,5384031.0,Directed,33971119.0
5384041.0,5384031.0,Directed,33971105.0
5384041.0,5384031.0,Directed,33971140.0
5384041.0,5384031.0,Directed,33971157.0
5384043.0,5384031.0,Directed,33971243.0
5384043.0,5384031.0,Directed,33971225.0
5384043.0,5384031.0,Directed,33971203.0
5384043.0,5384031.0,Directed,33971188.0
5389171.0,5384031.0,Directed,34244536.0
5389171.0,5384031.0,Directed,34244520.0
5389171.0,5384031.0,Directed,34244578.0
5389171.0,5384031.0,Directed,34244559.0
5389889.0,5384031.0,Directed,34269484.0
5389889.0,5384031.0,Directed,34269501.0
5389889.0,5384031.0,Directed,34269525.0
5389889.0,5384031.0,Directed,34269545.0
1748.0,5384031.0,Directed,34734820.0
1748.0,5384031.0,Directed,46310334.0
1748.0,5384033.0,Directed,33970850.0
1748.0,5384033.0,Directed,33970851.0
1748.0,5384033.0,Directed,33970853.0
1748.0,5384033.0,Directed,33970854.0
1748.0,5384033.0,Directed,33970855.0
1748.0,5384033.0,Directed,33970856.0
1748.0,5384033.0,Directed,33970857.0
1748.0,5384033.0,Directed,33970858.0
1748.0,5384033.0,Directed,33970860.0
1748.0,5384033.0,Directed,33970861.0
1748.0,5384033.0,Directed,33970863.0
1748.0,5384033.0,Directed,33970864.0
1748.0,5384033.0,Directed,33970865.0
5384033.0,1748.0,Directed,33970821.0
5384033.0,1748.0,Directed,33970836.0
5384033.0,1748.0,Directed,33970837.0
5384035.0,5384033.0,Directed,33970908.0
5384035.0,5384033.0,Directed,33970887.0
5384035.0,5384033.0,Directed,33970876.0
5384035.0,5384033.0,Directed,33970919.0
5384037.0,5384033.0,Directed,33970947.0
5384037.0,5384033.0,Directed,33970959.0
5384037.0,5384033.0,Directed,33970978.0
5384037.0,5384033.0,Directed,33970993.0
5384039.0,5384033.0,Directed,33971076.0
5384039.0,5384033.0,Directed,33971027.0
5384039.0,5384033.0,Directed,33971040.0
5384039.0,5384033.0,Directed,33971060.0
5384041.0,5384033.0,Directed,33971106.0
5384041.0,5384033.0,Directed,33971120.0
5384041.0,5384033.0,Directed,33971141.0
5384041.0,5384033.0,Directed,33971158.0
5384043.0,5384033.0,Directed,33971244.0
5384043.0,5384033.0,Directed,33971226.0
5384043.0,5384033.0,Directed,33971189.0
5384043.0,5384033.0,Directed,33971204.0
5389171.0,5384033.0,Directed,34244537.0
5389171.0,5384033.0,Directed,34244521.0
5389171.0,5384033.0,Directed,34244579.0
5389171.0,5384033.0,Directed,34244560.0
5389889.0,5384033.0,Directed,34269485.0
5389889.0,5384033.0,Directed,34269502.0
5389889.0,5384033.0,Directed,34269526.0
5389889.0,5384033.0,Directed,34269546.0
1748.0,5384033.0,Directed,34734821.0
1748.0,5384033.0,Directed,46310335.0
1748.0,5384035.0,Directed,33970921.0
1748.0,5384035.0,Directed,33970922.0
1748.0,5384035.0,Directed,33970924.0
1748.0,5384035.0,Directed,33970925.0
1748.0,5384035.0,Directed,33970926.0
1748.0,5384035.0,Directed,33970927.0
1748.0,5384035.0,Directed,33970928.0
1748.0,5384035.0,Directed,33970929.0
1748.0,5384035.0,Directed,33970931.0
1748.0,5384035.0,Directed,33970932.0
1748.0,5384035.0,Directed,33970934.0
1748.0,5384035.0,Directed,33970935.0
1748.0,5384035.0,Directed,33970936.0
5384035.0,1748.0,Directed,33970890.0
5384035.0,1748.0,Directed,33970906.0
5384035.0,1748.0,Directed,33970907.0
5384037.0,5384035.0,Directed,33970948.0
5384037.0,5384035.0,Directed,33970960.0
5384037.0,5384035.0,Directed,33970981.0
5384037.0,5384035.0,Directed,33970994.0
5384039.0,5384035.0,Directed,33971077.0
5384039.0,5384035.0,Directed,33971028.0
5384039.0,5384035.0,Directed,33971041.0
5384039.0,5384035.0,Directed,33971061.0
5384041.0,5384035.0,Directed,33971107.0
5384041.0,5384035.0,Directed,33971121.0
5384041.0,5384035.0,Directed,33971142.0
5384041.0,5384035.0,Directed,33971159.0
5384043.0,5384035.0,Directed,33971246.0
5384043.0,5384035.0,Directed,33971228.0
5384043.0,5384035.0,Directed,33971191.0
5384043.0,5384035.0,Directed,33971206.0
5389171.0,5384035.0,Directed,34244540.0
5389171.0,5384035.0,Directed,34244524.0
5389171.0,5384035.0,Directed,34244582.0
5389171.0,5384035.0,Directed,34244566.0
5389889.0,5384035.0,Directed,34269488.0
5389889.0,5384035.0,Directed,34269505.0
5389889.0,5384035.0,Directed,34269529.0
5389889.0,5384035.0,Directed,34269549.0
1748.0,5384035.0,Directed,34734824.0
1748.0,5384035.0,Directed,46310338.0
1748.0,5384037.0,Directed,33970999.0
1748.0,5384037.0,Directed,33971000.0
1748.0,5384037.0,Directed,33971002.0
1748.0,5384037.0,Directed,33971003.0
1748.0,5384037.0,Directed,33971004.0
1748.0,5384037.0,Directed,33971005.0
1748.0,5384037.0,Directed,33971006.0
1748.0,5384037.0,Directed,33971007.0
1748.0,5384037.0,Directed,33971009.0
1748.0,5384037.0,Directed,33971010.0
1748.0,5384037.0,Directed,33971014.0
1748.0,5384037.0,Directed,33971015.0
1748.0,5384037.0,Directed,33971016.0
5384037.0,1748.0,Directed,33970982.0
5384037.0,1748.0,Directed,33970980.0
5384037.0,1748.0,Directed,33970963.0
5384039.0,5384037.0,Directed,33971078.0
5384039.0,5384037.0,Directed,33971029.0
5384039.0,5384037.0,Directed,33971042.0
5384039.0,5384037.0,Directed,33971065.0
5384041.0,5384037.0,Directed,33971108.0
5384041.0,5384037.0,Directed,33971122.0
5384041.0,5384037.0,Directed,33971143.0
5384041.0,5384037.0,Directed,33971160.0
5384043.0,5384037.0,Directed,33971247.0
5384043.0,5384037.0,Directed,33971229.0
5384043.0,5384037.0,Directed,33971192.0
5384043.0,5384037.0,Directed,33971207.0
5389171.0,5384037.0,Directed,34244542.0
5389171.0,5384037.0,Directed,34244526.0
5389171.0,5384037.0,Directed,34244584.0
5389171.0,5384037.0,Directed,34244568.0
5389889.0,5384037.0,Directed,34269490.0
5389889.0,5384037.0,Directed,34269507.0
5389889.0,5384037.0,Directed,34269531.0
5389889.0,5384037.0,Directed,34269551.0
1748.0,5384037.0,Directed,34734826.0
1748.0,5384037.0,Directed,46310340.0
1748.0,5384039.0,Directed,33971080.0
1748.0,5384039.0,Directed,33971081.0
1748.0,5384039.0,Directed,33971083.0
1748.0,5384039.0,Directed,33971084.0
1748.0,5384039.0,Directed,33971085.0
1748.0,5384039.0,Directed,33971086.0
1748.0,5384039.0,Directed,33971087.0
1748.0,5384039.0,Directed,33971088.0
1748.0,5384039.0,Directed,33971090.0
1748.0,5384039.0,Directed,33971091.0
1748.0,5384039.0,Directed,33971093.0
1748.0,5384039.0,Directed,33971094.0
1748.0,5384039.0,Directed,33971095.0
5384039.0,1748.0,Directed,33971045.0
5384039.0,1748.0,Directed,33971063.0
5384039.0,1748.0,Directed,33971064.0
5384041.0,5384039.0,Directed,33971109.0
5384041.0,5384039.0,Directed,33971123.0
5384041.0,5384039.0,Directed,33971147.0
5384041.0,5384039.0,Directed,33971161.0
5384043.0,5384039.0,Directed,33971245.0
5384043.0,5384039.0,Directed,33971227.0
5384043.0,5384039.0,Directed,33971205.0
5384043.0,5384039.0,Directed,33971190.0
5389171.0,5384039.0,Directed,34244538.0
5389171.0,5384039.0,Directed,34244522.0
5389171.0,5384039.0,Directed,34244580.0
5389171.0,5384039.0,Directed,34244561.0
5389889.0,5384039.0,Directed,34269486.0
5389889.0,5384039.0,Directed,34269503.0
5389889.0,5384039.0,Directed,34269527.0
5389889.0,5384039.0,Directed,34269547.0
